Ra(J2000) deg,Dec(J2000) deg,J,H,Ks,Types,Ref,R,J-Ks,Log(M/Ms),M/Ms,Log(t),t,Log(dt),dt
296.18398,-14.78018,18.03,17.51,17.05,O,Whitelock,89.99,0.9800000000000004,-0.027308943440000233,0.9390550586617287,9.920600000000002,8329136893.713117,4.84152389217175,69426.279466927
296.25229,-14.78475,17.29,16.54,16.009999999999998,O,Whitelock,89.99,1.2800000000000011,0.13317813982000004,1.358870716724287,9.475439999999999,2988408754.5114303,5.987567793931461,971779.6357982998
296.20415,-14.63486,16.38,15.91,15.39,O,Whitelock,89.99,0.9899999999999984,0.27955599999999947,1.9035136698756343,9.106900000000001,1279086749.6387513,6.3967615781019305,2493225.60344486
296.22364,-14.77473,16.240000000000002,15.58,15.06,O,Whitelock,89.99,1.1800000000000015,0.37807199999999996,2.388207181713409,8.86958,740593677.2836052,6.230721165855101,1701066.006412506
296.21816,-14.88035,16.1,15.53,15.02,O,Whitelock,89.99,1.0800000000000018,0.38316000000000017,2.4163508870462387,8.858460000000001,721871673.0370991,6.212118051251531,1629738.9730578826
296.21322,-14.68097,16.150000000000002,15.55,15.0,O,Whitelock,89.99,1.1500000000000021,0.38570400000000005,2.430546868281156,8.8529,712688908.5463734,6.20243285346602,1593796.4438243199
296.25088,-14.76786,15.3,14.68,14.12,O,Whitelock,89.99,1.1800000000000015,0.6453439999999997,4.419203491259145,8.17739,150449240.61430562,5.090148366436935,123068.91348367612
296.18801,-14.87231,15.680000000000001,15.19,14.61,O,Whitelock,89.99,1.070000000000002,0.46393185204399945,2.9102604144513373,8.67208,469980674.27154326,5.939104421197258,869169.3861151384
296.26702,-14.76311,15.260000000000002,14.67,14.11,O,Whitelock,89.99,1.1500000000000021,0.649232,4.458943814498729,8.167220000000002,146967057.82525754,5.082477037327122,120914.12497131762
296.21293,-14.73224,13.520000000000001,12.97,12.5,O,Whitelock,89.99,1.0200000000000014,1.2237,16.73786266001993,7.093450000000001,12400808.473164393,5.3779584855481986,238758.30416096057
296.20389,-14.75535,17.830000000000002,17.11,16.52,C,Whitelock,89.99,1.3100000000000023,0.0688899999999999,1.1718985043916346,9.64185,4383792607.916039,5.634049472875124,430575.65694138344
296.23639,-14.83054,17.5,16.76,15.969999999999999,C,Whitelock,89.99,1.5300000000000011,0.13679581423999998,1.3702373906186622,9.469479999999999,2947677727.9049034,6.007100914674447,1016484.8605546125
296.18011,-14.71067,17.68,16.89,16.32,C,Whitelock,89.99,1.3599999999999994,0.10348999999999986,1.2690829223945714,9.53085,3395079904.3200426,5.78388809615247,607978.3244556177
296.28567,-14.73952,17.810000000000002,17.04,16.32,C,Whitelock,89.99,1.490000000000002,0.10348999999999986,1.2690829223945714,9.53085,3395079904.3200426,5.78388809615247,607978.3244556177
296.21027,-14.75973,17.69,16.91,16.22,C,Whitelock,89.99,1.4700000000000024,0.114185349115,1.3007245855733394,9.50673,3211663233.3154225,5.8408575657091015,693198.4224724683
296.18048,-14.80431,18.0,16.91,15.715288426243275,C,Whitelock,89.99,1.7189999999999994,0.1791339306724471,1.510545914718643,9.346253148829131,2219489776.1281877,6.1659216127177245,1465283.3431321096
296.17438,-14.83893,18.38,17.16,15.806238717024511,C,Whitelock,89.99,1.7189999999999994,0.1595614280963249,1.4439808314327107,9.40873599859584,2562925597.074333,6.102225206111369,1265392.3544631805
296.29065,-14.69641,17.6,16.82,16.07,C,Whitelock,89.99,1.5300000000000011,0.12775162818999986,1.3419972571245948,9.48438,3050563010.9694242,5.95795923977499,907735.3316913553
296.17703,-14.71031,17.64,16.76,15.95,C,Whitelock,89.99,1.6900000000000013,0.13860465145,1.3759563329713569,9.4665,2927520871.369441,6.016801369846014,1039444.653746457
296.21802,-14.92573,17.470000000000002,16.56,15.79,C,Whitelock,89.99,1.6800000000000033,0.1630560000000001,1.4556467665116803,9.39758,2497928482.2076235,6.114187821040957,1300731.9890844377
296.23352,-14.80653,17.67,16.61,15.399052698110834,C,Whitelock,89.99,1.7189999999999994,0.2760779533858173,1.8883302632053716,9.11536427273363,1304260292.8427606,6.395111719019565,2483771.95495135
296.27563,-14.74923,19.73,18.27,15.931218520811655,C,Whitelock,89.99,1.7189999999999994,0.14030328337073594,1.381348572975332,9.463701559600937,2908717605.7249613,6.025868962939349,1061375.2665091406
296.19489,-14.82267,17.900000000000002,16.85,15.642816969978394,C,Whitelock,89.99,1.7189999999999994,0.19472978806064933,1.5657765627465454,9.296465258375157,1979088696.6212552,6.210237136679108,1622695.8918930332
296.17468,-14.79389,17.8,16.75,15.70798823238912,C,Whitelock,89.99,1.7189999999999994,0.1807049323898613,1.5160200057701179,9.341237915651327,2194006529.1125197,6.170662334216598,1481365.8690937029
296.30014,-14.87872,18.17,17.07,15.568710173289391,C,Whitelock,89.99,1.7189999999999994,0.21089555142221572,1.6251578554571968,9.245553889049813,1760167059.0369556,6.249841812426734,1777631.8068763525
296.22632,-14.72554,17.84,16.71,15.390117163832553,C,Whitelock,89.99,1.7189999999999994,0.2795109856555329,1.903316382129331,9.107009548183438,1279409432.310596,6.396743419576563,2493121.359997628
296.19647,-14.70265,18.01,16.6,14.844375026719424,C,Whitelock,89.99,1.7189999999999994,0.40549949660128926,2.5438968444505328,8.804033140043035,636844115.2075106,6.113073473329388,1297398.744512454
296.30347,-14.74166,18.5,17.18,15.582131920335508,C,Whitelock,89.99,1.7189999999999994,0.20778921074379864,1.6135752015560514,9.254774629270493,1797937659.7134001,6.242266676214651,1746894.4949188954
296.17462,-14.78854,18.220000000000002,17.09,15.756352891964994,C,Whitelock,89.99,1.7189999999999994,0.17029685764913305,1.480119763530736,9.374464436779952,2368451177.675389,6.1381857887481805,1374629.90822585
296.19916,-14.8616,20.01,18.61,16.403918326957495,C,Whitelock,89.99,1.7189999999999994,0.08897212943635324,1.2273604635779296,9.57742467146141,3779415775.0981975,5.720315418768572,525188.7550998033
296.21259,-14.80142,18.18,16.9,15.441067454613789,C,Whitelock,89.99,1.7189999999999994,0.259935883937382,1.8194322311068094,9.154648070063892,1427736525.2825882,6.381018067371917,2404462.827574293
296.18277,-14.74815,17.830000000000002,16.62,15.297531532627191,C,Whitelock,89.99,1.7189999999999994,0.31508238516463294,2.0657719932193417,9.020441983006425,1048194756.8704898,6.384314587518112,2422783.3896180484
296.21729,-14.77647,18.17,16.99,15.431067454613787,C,Whitelock,89.99,1.7189999999999994,0.26377788393738255,1.8355993022467012,9.145298070063891,1397327061.862893,6.38531866281444,2428391.269370784
296.22229,-14.90997,18.75,17.42,15.90095327967331,C,Whitelock,89.99,1.7189999999999994,0.1430405280877689,1.3900823467706553,9.459192038671322,2878671039.5997844,6.040392472799131,1097469.5335696395
296.22934,-14.65254,17.78,16.59,15.275060076362314,C,Whitelock,89.99,1.7189999999999994,0.32371591866159877,2.107249302035961,8.999431171398765,998691081.1248827,6.373057826551033,2360792.553091417
296.24048,-14.84939,18.900000000000002,17.38,15.40403250189798,C,Whitelock,89.99,1.7189999999999994,0.274164712770796,1.880029711396018,9.120020389274611,1318318629.5790238,6.393991835372457,2477375.4831565707
296.29919,-14.69143,17.36,16.22,14.882588620097433,C,Whitelock,89.99,1.7189999999999994,0.4006387275236065,2.5155834423369243,8.820259636387085,661088551.6837802,6.140580275857998,1382229.876416186
296.17957,-14.77527,17.82,16.56,15.108595998348909,C,Whitelock,89.99,1.7189999999999994,0.3718905890100188,2.3544560554988614,8.883089687540997,763993542.034797,6.251922847240773,1786170.2321061245
296.24246,-14.91158,18.75,17.21,15.32285386123578,C,Whitelock,89.99,1.7189999999999994,0.3053535465132131,2.020010126045152,9.044118360255455,1106925418.304534,6.393110999042006,2472355.9607255356
296.23649,-14.85697,18.98,17.73,15.869432114189664,C,Whitelock,89.99,1.7189999999999994,0.14596220902638413,1.3994655400756917,9.452149862448298,2832369195.77047,6.053540482871991,1131202.8297824406
296.22876,-14.79337,18.55,17.25,15.494489201659905,C,Whitelock,89.99,1.7189999999999994,0.2394112487222646,1.7354465753348336,9.194564081540355,1565179249.393336,6.3384036929379,2179734.9760097163
296.2464,-14.73473,18.95,17.32,15.123689977076534,C,Whitelock,89.99,1.7189999999999994,0.3699706349158649,2.344070314228987,8.887285813627276,771410975.4779966,6.2581912362047785,1812137.8694637083
296.24295,-14.83836,18.2,17.06,15.557417357686711,C,Whitelock,89.99,1.7189999999999994,0.2152342511767653,1.6414749185670985,9.23779572473077,1729002912.056235,6.265044205180294,1840959.3761720464
296.26687,-14.74039,18.21,16.86,15.044375026719424,C,Whitelock,89.99,1.7189999999999994,0.38005949660128935,2.3991615720149464,8.865236257428,733223300.2155356,6.223576958677908,1673312.1275706717
296.23883,-14.87026,19.29,17.5,15.064526092917289,C,Whitelock,89.99,1.7189999999999994,0.3774962809809208,2.3850433713976784,8.870838253831007,742742463.5958358,6.232761068931003,1709074.7933152784
296.26569,-14.72024,19.580000000000002,17.78,15.42334745225509,C,Whitelock,89.99,1.7189999999999994,0.2667439088435941,1.8481784790901532,9.13807986785851,1374294688.058929,6.388238230643878,2444771.2552396315
296.21774,-14.78943,18.92,17.42,15.313918326957497,C,Whitelock,89.99,1.7189999999999994,0.3087865787829296,2.0360412793695377,9.03576363570526,1085834498.5389378,6.390476118469007,2457401.496816503
296.29114,-14.6977,19.04,17.62,15.44768259882506,C,Whitelock,89.99,1.7189999999999994,0.25739434553141205,1.8088158108983665,9.160833229901431,1448215628.5613258,6.377854651683391,2387012.271426537
296.21661,-14.79057,20.060000000000002,18.34,15.614297743036325,C,Whitelock,89.99,1.7189999999999994,0.20086712569858278,1.5880608000960077,9.276872549465956,1891788362.1790483,6.225899970774202,1682286.5424436526
296.29965,-14.69757,17.96,16.62,15.014603376600386,C,Whitelock,89.99,1.7189999999999994,0.38384645049643096,2.4201732170773664,8.856959738694908,719382284.5194288,6.209529692188436,1620054.7513012558
296.28125,-14.67393,19.96,18.21,15.404183568095844,C,Whitelock,89.99,1.7189999999999994,0.27410667313757653,1.8797784787680423,9.120161636169616,1318747460.0262406,6.393955518567399,2477168.327402683
296.28897,-14.81087,19.73,17.89,15.476997549182165,C,Whitelock,89.99,1.7189999999999994,0.2461315416042118,1.762509804654763,9.182547316288147,1522464996.070866,6.355151605149123,2265434.9961350793
296.25732,-14.77645,18.86,17.3,15.102511336414336,C,Whitelock,89.99,1.7189999999999994,0.3726645580080965,2.3586557421197893,8.881398151523186,761023646.7805127,6.24935323670231,1775633.1183433942
296.25696,-14.83051,20.1,18.37,15.585476383698527,C,Whitelock,89.99,1.7189999999999994,0.20706948222807675,1.6109033409626754,9.257072275600887,1807474902.2592988,6.240631036394554,1740327.7147693462
296.19858,-14.71837,18.91,17.07,14.835933083460452,C,Whitelock,89.99,1.7189999999999994,0.4065733117838306,2.550194541188912,8.799280325988235,629912644.1752009,6.105716034758995,1275604.4768188386
296.19682,-14.75119,19.490000000000002,17.43,14.8103051212878,C,Whitelock,89.99,1.7189999999999994,0.40983318857219175,2.569408689738789,8.784851783285031,609328909.0068804,6.083135929166546,1210977.096113588
296.28424,-14.80892,20.3,18.1,15.069734246585396,C,Whitelock,89.99,1.7189999999999994,0.37683380383433773,2.381407975822648,8.87228612055074,745222777.5846201,6.235091882630446,1718271.8793196443
296.21631,-14.83196,20.17,18.0,14.829620071644914,C,Whitelock,89.99,1.7189999999999994,0.40737632688676695,2.554914239983488,8.795726100336086,624778534.8666197,6.1001877969602685,1259469.912126228
296.29793,-14.74687,20.2,18.08,15.121141237128557,C,Whitelock,89.99,1.7189999999999994,0.37029483463724766,2.345820810019915,8.886577263921739,770153447.6698849,6.257143388738566,1807770.8897538318
296.25891,-14.88796,16.53,15.44,14.09608040040907,C,Whitelock,89.99,1.7189999999999994,0.6546439403209532,4.514856386152417,8.153063767216027,142253764.2196278,5.070559123715243,117641.11273187582
296.17892,-14.82286,17.32,16.53,16.12,S,Whitelock,89.99,1.1999999999999993,0.12322953516499979,1.3280962033174095,9.49183,3103344578.798424,5.933027072642705,857091.272118188
296.21545,-14.83469,17.25,16.53,16.13,S,Whitelock,89.99,1.120000000000001,0.12232511656,1.3253333197666874,9.493319999999999,3114009979.339728,5.928014608633626,847255.9133354356
296.27341,-14.80861,17.400000000000002,16.62,16.2,S,Whitelock,89.99,1.2000000000000028,0.11599418632499991,1.3061534032165854,9.50375,3189701186.9148583,5.851549532550706,710476.1972619956
296.28308,-14.80497,17.26,16.55,16.15,S,Whitelock,89.99,1.110000000000003,0.12051627934999998,1.3198247838689796,9.4963,3135450869.1442895,5.917965082877406,827875.6001313637
296.25427,-14.81764,17.970000000000002,17.25,16.63,S,Whitelock,89.99,1.3400000000000034,0.05139600000000011,1.1256308830847996,9.69332,4935373217.511519,5.557620623227788,361094.2918828524
296.19156,-14.89296,17.560000000000002,16.85,16.44,S,Whitelock,89.99,1.120000000000001,0.08272999999999975,1.2098457410468653,9.59745,3957764967.5958395,5.693194523439687,493394.74931949674
296.25522,-14.82579,16.62,15.86,15.45,S,Whitelock,89.99,1.1700000000000017,0.25650400000000007,1.8051113627450655,9.163,1455459080.5819669,6.376686960754226,2380602.913394992
296.29922,-14.8365,17.67,16.35,14.518139298586984,LAV,Whitelock,89.99,1.7189999999999994,0.4920480311751647,3.1049029585778816,8.582297666662965,382206146.2555007,5.765479552883132,582746.3377381725
296.19168,-14.82965,18.12,16.8,15.298481823408428,LAV,Whitelock,89.99,1.7189999999999994,0.31471728344648175,2.064036074395654,9.021330504886881,1050341450.8359776,6.384719000813542,2425040.5266364305
296.28415,-14.81194,17.13,15.94,14.803995610640595,LAV,Whitelock,89.99,1.7189999999999994,0.41063575832651633,2.574161308880131,8.781299528790655,604365310.6996946,6.0775210780633975,1195421.5428962887
296.23456,-14.7733,17.8,16.56,15.157417357686711,LAV,Whitelock,89.99,1.7189999999999994,0.3656805121022504,2.321028707867039,8.896662025436905,788246453.5039511,6.271648679077774,1869169.4708522114
296.20154,-14.81282,18.98,17.3,15.305096967619697,LAV,Whitelock,89.99,1.7189999999999994,0.31217574504051226,2.051992386306301,9.027515664724419,1065407291.5346634,6.387373401501247,2439907.7219552696
296.18323,-14.76308,18.19,16.94,15.47859599834891,LAV,Whitelock,89.99,1.7189999999999994,0.24551741743434885,1.760019248177468,9.1836454508657,1526319493.448993,6.3536901563428625,2257824.370121415
296.27222,-14.76143,17.89,16.73,15.316238717024511,LAV,Whitelock,89.99,1.7189999999999994,0.3078950849191826,2.031866101758207,9.037933200417918,1091272473.041244,6.391209434831967,2461554.3816995374
296.22778,-14.76111,18.150000000000002,17.01,15.989166873051316,LAV,Whitelock,89.99,1.7189999999999994,0.1350623265812716,1.3647789850476204,9.472335864084645,2967125145.415198,5.997762719708958,994861.7181185336
296.27774,-14.82287,18.26,17.17,15.878938523170353,LAV,Whitelock,89.99,1.7189999999999994,0.14503158362435076,1.3964699142169785,9.455911839952382,2857010522.7652307,6.050885800492923,1124309.2933745964
296.24905,-14.81619,17.29,16.92,15.91,LAV,Whitelock,89.99,1.379999999999999,0.14222232586999983,1.3874659245294763,9.46054,2887619726.5468326,6.036062844734413,1086582.8465909234
296.25348,-14.76936,18.18,16.83,15.096960657924784,LAV,Whitelock,89.99,1.7189999999999994,0.37337060431196756,2.3624934021731394,8.87985506290309,758324457.1748644,6.246987799126407,1765988.207111866
296.24728,-14.76419,18.740000000000002,17.79,16.620459688653998,LAV,Whitelock,89.99,1.7189999999999994,0.05255800992194304,1.1286466839366465,9.690705954691195,4905756124.277717,5.563371991216967,365908.07284909324
