log(t) (lower limit),log(t) (upper limit),M (lower limit),M (upper limit),Alpha,Mean log(t),Mean log(t) error,XI,XI error
9.736820960000001,9.906464912000002,0.9236597097279813,1.0446240013637382,2.3,9.821642936000002,0.08482197600000063,0.002796413768961719,0.0006415413170120964
9.50461112,9.730346,1.049542428652322,1.2362889855258181,2.3,9.61747856,0.11286744000000049,0.0023836928455323106,0.0005468566434798027
9.38438,9.501183200000002,1.23936720482068,1.3489628825916535,2.3,9.4427816,0.05840160000000072,0.0039009469354806398,0.00089493860399341
9.347306159999999,9.380952080000002,1.3523216471053408,1.3898246177403384,2.3,9.364129120000001,0.016822960000001608,0.009809068636784086,0.002250354679894532
9.316667639999999,9.347306159999999,1.3898246177403384,1.428367631481544,2.3,9.331986899999999,0.015319260000000057,0.008453495964367867,0.0019393649804372868
9.28881444,9.31388232,1.4319241048100781,1.4643335068246288,2.3,9.30134838,0.012533939999999966,0.009090041536292658,0.0020853985499624693
9.266412450657281,9.286586183999999,1.4672496007137523,1.493916446366528,2.3,9.27649931732864,0.01008686667135894,0.010214073259592624,0.002343269112657123
9.248061082,9.266176704041525,1.494230918254317,1.5185951202084997,2.3,9.257118893020763,0.009057811020762863,0.01048032793910798,0.0024043521253546097
9.23558388,9.247426648,1.5194555507184506,1.535606705946712,2.3,9.241505264,0.005921383999999641,0.015231978290842227,0.003494455477894035
9.220780419999999,9.23558388,1.535606705946712,1.556037288120385,2.3,9.228182149999999,0.007401730000000661,0.011619539370343783,0.0026657051518853047
9.208091739999999,9.220512303564902,1.556409816844196,1.5737654257178813,2.3,9.214302021782451,0.006210281782451865,0.013225096632530657,0.0030340452494611162
9.189058719999998,9.206467341550699,1.576049508704074,1.600737060843913,2.3,9.197763030775349,0.008704310775350166,0.008961456829039911,0.0020558991949835488
9.179330731999999,9.189058719999998,1.600737060843913,1.6147005752626167,2.3,9.184194725999998,0.004863993999999927,0.015446565621534012,0.003543685187844016
9.16368136,9.179119254,1.6150054788553245,1.6374196580144045,2.3,9.171400306999999,0.007718946999999865,0.009523634559869472,0.0021848716116674998
9.136330345342884,9.16368136,1.6374196580144045,1.677896928503171,2.3,9.150005852671441,0.013675507328557934,0.005237679411493906,0.0012016060659666068
9.069955913214514,9.134457480314536,1.6807049424176155,1.7803351996282193,2.3,9.102206696764526,0.032250783550010986,0.002129628619292327,0.0004885703125667004
9.02416981185575,9.062171919999999,1.7927511097041733,1.8546211604903695,2.3,9.043170865927873,0.019001054072124823,0.0038743499984440497,0.0008888368481644516
8.900026948924305,9.011685404860573,1.8754090366337188,2.0720071833779845,2.3,8.95585617689244,0.055829227968134276,0.0019145167029351814,0.000439220254411323
8.753981419999999,8.899694919999998,2.072621505132466,2.360586939723459,2.3,8.826838169999998,0.07285674999999969,0.003875076924616965,0.0008664935421484363
6.984753150000001,8.753981419999999,2.360586939723459,20.6847368405725,2.3,7.869367285,0.8846141349999987,0.006400127147510825,0.001431111936647603
