log(t) (lower limit),log(t) (upper limit),M (lower limit),M (upper limit),Alpha,Mean log(t),Mean log(t) error,XI,XI error
9.777978824,9.59842818,0.9992910552115496,1.1381250965990457,2.3,9.688203502,-0.08977532199999949,0.007678206824273825,0.0017615014534007353
9.591087,9.384116572,1.144194879816986,1.3293091679678808,2.3,9.487601785999999,-0.10348521399999999,0.004162309645712845,0.0009548993219677303
9.38140256,9.32426624,1.3319257034553986,1.3970758967824897,2.3,9.352834399999999,-0.028568159999999843,0.008487110404415646,0.001947076661869496
9.32426624,9.28608512,1.3970758967824897,1.444973891111235,2.3,9.30517568,-0.019090560000000423,0.009314388138992989,0.0021368671904623327
9.28475514432,9.2246429872,1.446671614008718,1.5255241950120872,2.3,9.25469906576,-0.030056078560000365,0.0046463305043113415,0.001065941322451764
9.223929438399999,9.2136088,1.5264855586441135,1.5404584897005518,2.3,9.2187691192,-0.005160319199999819,0.02208906078913557,0.005067578091450988
9.2136088,9.20433736,1.5404584897005518,1.5531199560842082,2.3,9.20897308,-0.004635719999999566,0.023402989616564576,0.0053690140376492996
9.20422,9.196708959999999,1.553280893010544,1.5636156191383928,2.3,9.200464479999999,-0.0037555200000003452,0.027869531204864576,0.006393708953992529
9.19530064,9.1863132112,1.5655610216691012,1.5780330691013895,2.3,9.1908069256,-0.004493714399999682,0.022573075993493882,0.00517861879476336
9.1862709616,9.1778046112,1.5780919337970876,1.589932181865996,2.3,9.182037786399999,-0.0042331752000004386,0.02327681446115041,0.005340067471773726
9.1757508112,9.1211705872,1.5928177986851881,1.6714527341867012,2.3,9.148460699200001,-0.0272901120000002,0.003416181649296031,0.0007837258201083951
9.120450779199999,9.0392924272,1.672515302542428,1.796755984306941,2.3,9.079871603199999,-0.040579175999999606,0.002122947664073179,0.00048703759632214325
9.036395200000001,9.007476913599998,1.801357864669138,1.8479418459007617,2.3,9.0219360568,-0.014459143200001634,0.006528784180763765,0.0014978058141124338
9.0038418832,8.910932665599999,1.8538820522995327,2.0123652072850726,2.3,8.957387274399998,-0.04645460880000041,0.002771395643518913,0.0006358017654035693
8.9068117648,8.830188203199999,2.019700160554356,2.1610613690591522,2.3,8.868499984,-0.03831178080000086,0.005623754889472389,0.0012901778550764682
8.8253294992,8.7540685072,2.1703516206763296,2.311288189019663,2.3,8.789699003199999,-0.035630496000000456,0.011117414091514764,0.0025505097125477845
8.751549179200001,8.6845389922,2.31643490265492,2.465524485878303,2.3,8.7180440857,-0.03350509350000053,0.018424486761131585,0.004226867151493453
8.6802644422,8.5404353626,2.4755934217675852,2.828652254773403,2.3,8.6103499024,-0.06991453980000006,0.015419211753260897,0.0035374097800799404
8.539443666999999,8.417772875799999,2.8313281052144217,3.1795926178566454,2.3,8.478608271399999,-0.06083539559999984,0.025999194784040388,0.005813596689737228
8.4148319854,6.921722200000001,3.1885206942069986,23.62109357083569,2.3,7.6682770927,-0.746554892699999,0.018573967848784356,0.004153265472177736
