log(t) (lower limit),log(t) (upper limit),M (lower limit),M (upper limit),Alpha,Mean log(t),Mean log(t) error,XI,XI error
9.497985,9.65431208,1.0819918761562994,1.2105981335504823,2.3,9.57614854,0.07816354000000025,0.013377281917610407,0.003068958948321988
9.278963493120001,9.493971827199998,1.2140935726939424,1.4349112481390511,2.3,9.38646766016,0.10750416703999832,0.005189160798949451,0.0011904751328633391
9.196617369600002,9.27825552,1.4357869444709368,1.5404343700394463,2.3,9.2374364448,0.040819075199999055,0.009000636749328977,0.002064887685149655
9.125176640000001,9.190311984000001,1.5488273177956091,1.638249333721557,2.3,9.157744312000002,0.03256767199999988,0.01052464645738311,0.0024145194907487545
9.0855776,9.123348992,1.64083155725796,1.6951182515314007,2.3,9.104463296,0.018885695999999896,0.017572701546114167,0.0040314542212901375
9.05791310144,9.0844200896,1.696809941424532,1.7360150265072536,2.3,9.071166595520001,0.013253494079999761,0.02500670121983573,0.005736930712030487
9.0227674304,9.057858272,1.7360970534991176,1.7893973918563284,2.3,9.0403128512,0.017545420800000322,0.019049925004509825,0.004370352525088787
8.99722300352,9.0220972928,1.7904310464211237,1.8292237859170244,2.3,9.00966014816,0.012437144639999786,0.027365365677065382,0.006278045449440238
8.97324672,8.997113344639999,1.8293966522426721,1.8674113754063517,2.3,8.985180032319999,0.011933312319999168,0.029077537892974112,0.006670844694865725
8.9313326592,8.971114250240001,1.8708461735322774,1.936093825813013,2.3,8.951223454720001,0.01989079552000028,0.0180678238235287,0.0041450430619188565
8.89511744,8.9274261952,1.9426224349183916,1.9974687794878918,2.3,8.9112718176,0.01615437760000038,0.02343754438701692,0.005376941445671353
8.849269340160001,8.889777073920001,2.0066823924943398,2.0779673527001177,2.3,8.86952320704,0.020253866880000082,0.019969092083347052,0.00458122391502989
8.818550745600001,8.8483317888,2.0796468854426626,2.133709053672983,2.3,8.833441267200001,0.01489052159999904,0.028993369198881177,0.006651535072141467
8.762930928000001,8.818477212160001,2.1338442650009934,2.238468565366972,2.3,8.79070407008,0.027773142080000035,0.016808489524947574,0.0038561319596214986
8.738876515200001,8.762911048320001,2.2385069134222078,2.285353570717286,2.3,8.750893781760002,0.012017266560000017,0.04201626890662605,0.009639193165716481
8.72128796832,8.737534636800001,2.2879977866715033,2.3202561902129792,2.3,8.72941130256,0.008123334240000446,0.06505049743681651,0.01492360760811236
8.7001018368,8.7184998432,2.325837668873218,2.366532101743042,2.3,8.709300840000001,0.0091990032,0.054615501080001544,0.012529655260977015
8.664964031999999,8.6991328512,2.368762941264367,2.4487869377831637,2.3,8.6820484416,0.017084409600000683,0.030084138109431367,0.006901774622238533
8.58609428736,8.66495849088,2.448800132003005,2.6439758256583787,2.3,8.625526389120001,0.039432101760000116,0.015105674855383243,0.003377731582264624
6.783803850000001,8.583837867520002,2.649783308127043,33.93516772196704,2.3,7.683820858760001,0.9000170087600003,0.0203679905529746,0.004554421144152474
