log(t) (lower limit),log(t) (upper limit),M (lower limit),M (upper limit),Alpha,Mean log(t),Mean log(t) error,XI,XI error
9.465815000000001,9.578205200000001,1.1413004802139917,1.2373711899353526,2.3,9.522010100000001,0.05619510000000005,0.01026421565413115,0.0023547725668982065
9.232627726319997,9.458898679999999,1.2435406887833766,1.4901471619473161,2.3,9.345763203159997,0.11313547684000103,0.005112119648246675,0.0011728006807366293
9.13820689952,9.23179792944,1.4912028327009605,1.6151979695928989,2.3,9.18500241448,0.04679551496000034,0.009040618457225827,0.0020740601180082095
9.08261666,9.136773613999999,1.617174929508763,1.6936746995542173,2.3,9.109695137,0.02707847699999988,0.014959123636143785,0.0034318583270463933
9.046937174839998,9.081014048,1.6959927835444337,1.7460409298065018,2.3,9.063975611419998,0.017038436580000926,0.024126545358227967,0.005535009109119265
9.023587118,9.04522238,1.7485980913238308,1.7811848805510866,2.3,9.034404749,0.010817631000000105,0.03884283426886935,0.008911157329405268
8.99255369676,9.021199226119998,1.7848185047339569,1.8289902064494103,2.3,9.00687646144,0.014322764679999267,0.03018038527256116,0.006923855235800914
8.95143563716,8.992387661839999,1.829249394712283,1.8943123034872917,2.3,8.971911649499999,0.020476012339999627,0.022034717574088362,0.005055110902890047
8.91508375644,8.951259835479998,1.894596540692819,1.954002972285244,2.3,8.93317179596,0.018088039519999377,0.02634439619169093,0.006043818985693608
8.86786147184,8.91013200912,1.962278113843397,2.0343605243348657,2.3,8.88899674048,0.02113526864000015,0.02400373781124218,0.005506835125602677
8.83187096124,8.86371059884,2.0415800819462175,2.0978170943596552,2.3,8.84779078004,0.015919818799999597,0.0338529697968934,0.007766403909652263
8.78300376,8.823705949879999,2.112486489105008,2.1871572065804643,2.3,8.80335485494,0.020351094939999648,0.028120170236750543,0.006451209491429255
8.772742510559999,8.78285504624,2.1874348148876694,2.206395077929534,2.3,8.7777987784,0.005056267840000572,0.11689185852327393,0.026816831506610773
8.74407507344,8.77158711904,2.2085717867477657,2.2610424703309353,2.3,8.75783109624,0.01375602279999999,0.043999466002290724,0.010094169782828361
8.716391435039998,8.7440521944,2.261086619699947,2.3150987474443405,2.3,8.73022181472,0.013830379680000782,0.045157516407637446,0.01035984476643008
8.6972816802,8.71484709984,2.3181520586052904,2.3554408354814056,2.3,8.70606439002,0.008782709820000179,0.06855713945743694,0.015728086460694346
8.674221700319999,8.694476074319999,2.3619000752593573,2.4090594638057623,2.3,8.684348887319999,0.010127187000000148,0.056391510560800544,0.012937099779375592
8.596215043199999,8.67312146272,2.411648004347658,2.599651907611616,2.3,8.63466825296,0.03845320976000011,0.015447492872755217,0.003543897913863411
8.515599898239998,8.59509480128,2.6024960558585892,2.8124748011434755,2.3,8.555347349759998,0.03974745152000114,0.016653656867711347,0.00372387088301588
6.74276245,8.513782147199999,2.8174693483994955,37.65737125675281,2.3,7.628272298599999,0.8855098485999995,0.02339076052917555,0.005230333058865549
