log(t) (lower limit),log(t) (upper limit),M (lower limit),M (upper limit),Alpha,Mean log(t),Mean log(t) error,XI,XI error
9.92996662,10.113251864,0.83503369434114,0.9524013448848133,2.3,10.021609242,0.09164262200000017,0.002678725778328671,0.0006145418402732639
9.696447690000001,9.922971,0.9571940712948447,1.1261338164199468,2.3,9.809709345000002,0.11326165499999963,0.0017310722785997981,0.0003971352171779583
9.59651943,9.694782219,1.1274803976990875,1.2098457410468653,2.3,9.6456508245,0.049131394499999814,0.003169349100804751,0.0007270985498531271
9.52990059,9.59651943,1.2098457410468653,1.2690829223945714,2.3,9.56321001,0.033309420000000145,0.003930595577932778,0.0009017404690598333
9.481605140000001,9.52990059,1.2690829223945714,1.3138324978325568,2.3,9.505752865000002,0.02414772499999973,0.004651813379612161,0.001067199180312622
9.459347516,9.479936460000001,1.3154065497701066,1.3349838135919994,2.3,9.469641988,0.010294472000000887,0.010265342392793711,0.002355031058475358
9.42596108,9.458692880000001,1.3356110393140344,1.3673509603616558,2.3,9.44232698,0.016365900000000266,0.006139353626909296,0.0014084643178082915
9.405012727999999,9.42596108,1.3673509603616558,1.3880592353277648,2.3,9.415486904,0.010474176000000668,0.009039352725725288,0.00207376973928713
9.38668292,9.40304882,1.3900166423714244,1.4064360830971385,2.3,9.39486587,0.008182950000000133,0.011095264092623578,0.002545428154296931
9.365688480000001,9.383737058000001,1.4094121140971485,1.432438549026864,2.3,9.374712769000002,0.009024289000000074,0.007636893885370055,0.0017520236152037771
9.286248,9.355138124217978,1.4463141965593267,1.540281148071614,2.3,9.32069306210899,0.0344450621089889,0.00173102832509237,0.0003971251335517955
9.259006800000002,9.285113647225042,1.5418784549989448,1.5791013324617031,2.3,9.272060223612522,0.013053423612520376,0.004039890784378195,0.0009268145090550432
9.209262,9.2584146,1.5799560272510158,1.6525324641654762,2.3,9.2338383,0.024576299999999662,0.0020338099075871766,0.0004665879925023316
9.155964,9.208943978405788,1.6530127335019102,1.7350020808815705,2.3,9.182453989202894,0.026489989202893582,0.001788563478963197,0.00041032460310042696
9.098042006113355,9.155938615943501,1.735042323034781,1.8292999318952694,2.3,9.126990311028429,0.028948304915073386,0.0016233301266988663,0.0003724174723308125
9.046568236415636,9.096824640000001,1.8313358618769495,1.9173924692130169,2.3,9.07169643820782,0.02512820179218256,0.001982100592979855,0.00045472506214374914
8.966152842407208,9.045658560000001,1.9189868556980165,2.0635827456878872,2.3,9.005905701203606,0.03975285879639667,0.0014767409474766438,0.000338787608202063
8.905793378541782,8.963931950970208,2.0677745895053947,2.180590200926837,2.3,8.934862664755995,0.029069286214213008,0.002609716027895798,0.000598709917733482
8.709682163449324,8.902502400000001,2.1871572065804625,2.600200322648898,2.3,8.806092281724663,0.09641011827533852,0.0017257219218657057,0.0003858831527553299
7.0771029500000004,8.700066794992026,2.6222663129173145,17.965942277119925,2.3,7.888584872496013,0.8114819224960126,0.0028110315599306525,0.0006285657654902213
