log(t) (lower limit),log(t) (upper limit),M (lower limit),M (upper limit),Alpha,Mean log(t),Mean log(t) error,XI,XI error
10.411900480000002,10.258017400000002,0.7295246988682339,0.8132049246541525,2.3,10.334958940000002,-0.07694153999999997,0.009614278566906994,0.002205666773062981
10.252144,10.058321800000002,0.8165823713585922,0.9362676114879108,2.3,10.155232900000001,-0.09691109999999892,0.00397481493236472,0.0009118850847081197
10.05655978,9.952600600000002,0.9374324868949578,1.0087882149492684,2.3,10.004580190000002,-0.0519795899999993,0.004816478251763975,0.001104975892800033
9.952600600000002,9.86407541,1.0087882149492684,1.0738163196504797,2.3,9.908338005000001,-0.04426259500000107,0.004377127116039321,0.0010041818295708966
9.86407541,9.80628768,1.0738163196504797,1.1185103316044582,2.3,9.835181545000001,-0.028893864999999685,0.0051480303558858785,0.0011810391620834882
9.803660964999999,9.75553746636191,1.1205855037589572,1.1592930637148249,2.3,9.779599215680953,-0.0240617493190447,0.005338642888443169,0.0012247686761250455
9.754804066,9.70121908,1.1598931937439327,1.2045920704938202,2.3,9.728011573,-0.026792493000000306,0.0043095126521587425,0.000988670007719469
9.70121908,9.674426587,1.2045920704938202,1.2275833800691647,2.3,9.6878228335,-0.013396246500000153,0.007791116715241819,0.0017874047588984027
9.672850558,9.642410030999999,1.2289493946714036,1.2556338063086139,2.3,9.657630294499999,-0.01522026350000072,0.006455401454251776,0.0014809706620562632
9.642410030999999,9.581395194,1.2556338063086139,1.3108771701948605,2.3,9.6119026125,-0.03050741849999916,0.002865351375953829,0.0006573566887114717
9.58120102243973,9.50357917,1.3110567990033681,1.3848731652379223,2.3,9.542390096219865,-0.03881092621986504,0.00202226720079509,0.00046393991395277237
9.496504986,9.445217151999998,1.3918037426293968,1.4430985821746956,2.3,9.470861068999998,-0.025643917000000904,0.002708319293693316,0.0006213310583184537
9.44267417163758,9.38700899,1.4456905365265846,1.507530127038011,2.3,9.414841580818791,-0.027832590818790415,0.0021877895024539564,0.0005019133342597856
9.38566212,9.32891301561277,1.5094127008083387,1.5909065200645605,2.3,9.357287567806384,-0.028374552193614733,0.0015923363489861384,0.00036530701207142594
9.325867433048373,9.296222,1.5954024265800983,1.6398344276265362,2.3,9.311044716524187,-0.014822716524186319,0.002863377449993623,0.0006569038390387049
9.294293386781645,9.254474000000002,1.6427674984065597,1.7045117524684723,2.3,9.274383693390824,-0.01990969339082138,0.0020597927128527638,0.0004725488568403522
9.251760011004114,9.20281085,1.7088035929000993,1.7880925758630968,2.3,9.227285430502057,-0.024474580502056753,0.0016348089598974102,0.0003750508972730342
9.198636050000001,9.123632807796568,1.7950229270293934,1.9242096628682874,2.3,9.161134428898285,-0.03750162110171651,0.00106351272568906,0.0002439865524446372
9.121098993097792,8.99148645,1.9287326615342772,2.1748534608063372,2.3,9.056292721548896,-0.06480627154889618,0.000723821162797571,0.0001618513323568311
8.980577994842557,7.0891102,2.1969477103703157,16.73786266001991,2.3,8.034844097421278,-0.9457338974212783,0.0006785988584234122,0.00015173931768885056
