log(t) (lower limit),log(t) (upper limit),M (lower limit),M (upper limit),Alpha,Mean log(t),Mean log(t) error,XI,XI error
9.513950820000002,9.925862504000003,0.8952575659822377,1.2038988511013762,2.3,9.719906662000003,0.20595584200000072,0.0017588587633349127,0.0004035098739651478
9.328368838,9.498229,1.2175869928452565,1.383496293601922,2.3,9.413298918999999,0.08493008100000043,0.004453039148149502,0.0010215972441270595
9.29765686,9.32715424,1.3849688321912825,1.4212157116400699,2.3,9.312405550000001,0.01474869000000023,0.0219076490276091,0.005025959379047641
9.27673002,9.29765686,1.4212157116400699,1.4475047581888418,2.3,9.28719344,0.010463419999999779,0.029297710941981733,0.006721355856482328
9.2533845,9.27673002,1.4475047581888418,1.4774064815896135,2.3,9.265057259999999,0.011672760000000615,0.02427335296570166,0.005568689084125624
9.23511273968,9.2533845,1.4774064815896135,1.5012398357515517,2.3,9.24424861984,0.009135880159999665,0.028549763546596378,0.006549764955873422
9.214864391999999,9.23495710288,1.501444488261672,1.52810078913544,2.3,9.22491074744,0.010046355440000099,0.024093558142608402,0.005527441322839556
9.191219166,9.214669846,1.5283611863947495,1.5600768773057787,2.3,9.202944506,0.011725339999999917,0.01926394930489023,0.004419453067026691
9.16277769756,9.190364530679998,1.5612450700108904,1.5994267676583065,2.3,9.176571114119998,0.01379341655999955,0.013827786698407464,0.0031723118332207412
9.11856522618,9.160412544,1.6027434104766554,1.6625762795238594,2.3,9.13948888509,0.020923658910000142,0.007709990860354663,0.0017687932113635892
9.06898644,9.11461005342,1.6683455988548137,1.736360909286668,2.3,9.091798246709999,0.02281180671000005,0.006048424345743523,0.001387603710039323
9.025260912,9.067992678,1.7378728560590981,1.8041473302374562,2.3,9.046626795,0.02136588299999964,0.00620176954140075,0.0014227835106365506
9.00204663168,9.02400877188,1.8061269792399555,1.8412047218900656,2.3,9.01302770178,0.010981070099999712,0.012840603774194995,0.0029458365381980506
8.952453385999998,9.001907505,1.8414290915163039,1.9229411800035021,2.3,8.9771804455,0.02472705950000087,0.006679899918753884,0.0015324741420428285
8.899784,8.952358742000001,1.9231005850952438,2.0137242498623884,2.3,8.926071371,0.026287371000000448,0.008423060841199774,0.001932382684320238
8.852036102,8.898884882,2.0153106502451306,2.0997229736734067,2.3,8.875460492,0.023424390000000628,0.013017953803651571,0.0029865234253577968
8.7973910225,8.850379832,2.102771102205829,2.2026601768030583,2.3,8.82388542725,0.0264944047500002,0.015055846472471922,0.003454048067524655
8.6972420664,8.794776482,2.207709873819108,2.410484815208886,2.3,8.746009274199999,0.0487672078000001,0.010620720320212348,0.002436560346495504
8.5916207016,8.684803800000001,2.439495380183779,2.668232071635733,2.3,8.6382122508,0.046591549200000415,0.01382725340128116,0.0030918678547379856
6.850605,8.58906774,2.6747919038948162,28.510182675039097,2.3,7.71983637,0.8692313700000005,0.0052021584552911235,0.0011632379935756253
