log(t) (lower limit),log(t) (upper limit),M (lower limit),M (upper limit),Alpha,Mean log(t),Mean log(t) error,XI,XI error
10.340052800000002,10.169648,0.7474807281756627,0.8433347577642748,2.3,10.254850400000002,-0.0852024000000009,0.0029034567804820046,0.0006660986680557377
10.163144,9.948512000000001,0.8472274141405963,0.9862794856312095,2.3,10.055828000000002,-0.10731599999999997,0.001927272638520476,0.00044214666673482895
9.946560800000002,9.831440000000002,0.9876430227771057,1.0715193052376053,2.3,9.889000400000002,-0.057560399999999845,0.0029549200522421743,0.0006779051523139772
9.831440000000002,9.75014,1.0715193052376053,1.1350108156723149,2.3,9.790790000000001,-0.040650000000001185,0.003516053165049056,0.0008066379171876407
9.75014,9.672092,1.1350108156723149,1.1994993031493792,2.3,9.711116,-0.03902400000000039,0.003110517899682092,0.0007136017466730857
9.672092,9.6148568,1.1994993031493792,1.2491080292324852,2.3,9.643474399999999,-0.028617599999999577,0.003670343527999904,0.0008420345540331649
9.613556,9.5543696,1.2502590302177201,1.3037670471382141,2.3,9.5839628,-0.029593200000000763,0.0032140957998985304,0.0007373641466640117
9.548516,9.507527792,1.3091819229994084,1.3477334268777794,2.3,9.528021895999998,-0.020494103999999957,0.004146602531274209,0.0009512958627818017
9.507527792,9.46760624,1.3477334268777794,1.3863727070086649,2.3,9.487567016,-0.01996077599999957,0.003928121002234459,0.0009011727624599851
9.461811176000001,9.427040792000001,1.3920729673751107,1.4267701016356562,2.3,9.444425984000002,-0.017385191999999883,0.0041460670999776085,0.000951173026417955
9.426396896000002,9.37124144949526,1.4274207313335772,1.491980096862039,2.3,9.398819172747631,-0.027577723252370845,0.0021624506267206313,0.00049610019748797
9.365854656,9.336894978,1.4994638500610113,1.540344988705982,2.3,9.351374817,-0.014479838999999828,0.0031915554892184054,0.0007321930447476603
9.333270634929443,9.2804184,1.5455391768450766,1.6233045277654592,2.3,9.306844517464722,-0.026426117464721344,0.0016524113932972827,0.0003790891724493736
9.2804184,9.208130759999998,1.6233045277654592,1.7360410892444267,2.3,9.244274579999999,-0.03614382000000127,0.0010906766366005228,0.000250218381001185
9.207126764999998,9.137310415217101,1.7376607841926806,1.8540784667249792,2.3,9.17221859010855,-0.034908174891448596,0.0010753841904395556,0.00024671005324249063
9.130400400584685,9.063667137331128,1.866016717419486,1.9853403018047429,2.3,9.097033768957907,-0.03336663162677844,0.0011648409902850724,0.0002672328506287618
9.061709271563807,8.946088065,1.9889540008724316,2.214445518990818,2.3,9.003898668281902,-0.05781060328190346,0.000811505310675923,0.00018617208638857513
8.943588878915481,8.87276217462002,2.2195919591212703,2.3705210612417456,2.3,8.90817552676775,-0.03541335214773067,0.0018405790267072711,0.00042225778815881295
8.86917709,8.835331303,2.378427950980661,2.4543867627854064,2.3,8.8522541965,-0.016922893500000313,0.005054365458911702,0.0011301904749253487
8.829552754,7.10433,2.4675956728594204,16.405897731995402,2.3,7.9669413769999995,-0.8626113769999999,0.0010441384338083265,0.0002334764515915583
