Seq( ),RAJ2000(deg),DEJ2000(deg),M( ),Jmag(mag),e_Jmag(mag),o_Jmag( ),Hmag(mag),e_Hmag(mag),o_Hmag( ),Ksmag(mag),e_Ksmag(mag),o_Ksmag( ),J-H(mag),H-Ks(mag),J-Ks(mag),recno()
20117.0,296.23707,-14.7107, ,16.099,0.036,16.0,15.101,0.03,16.0,14.696,0.031,16.0,0.998,0.405,1.403,3078.0
13594.0,296.23708,-14.80372, ,18.903,0.082,15.0,18.02,0.074,15.0,17.796,0.117,15.0,0.883,0.224,1.107,3079.0
14032.0,296.23712,-14.76543, ,19.012,0.124,16.0,18.168,0.12,14.0,17.868,0.22,17.0,0.844,0.3,1.144,3080.0
12651.0,296.23713,-14.77014, ,17.948,0.064,16.0,17.201,0.072,17.0,16.955,0.016,10.0,0.747,0.246,0.993,3081.0
31135.0,296.23714,-14.87516, ,18.33,0.095,13.0,17.367,0.062,15.0,17.082,0.064,11.0,0.963,0.285,1.248,3082.0
12082.0,296.23718,-14.8157, ,18.276,0.072,16.0,17.721,0.054,14.0,17.566,0.07,14.0,0.555,0.155,0.71,3083.0
12272.0,296.23718,-14.80249, ,18.636,0.095,15.0,17.713,0.074,16.0,17.475,0.051,13.0,0.923,0.238,1.161,3084.0
40365.0,296.23719,-14.85453, ,18.51,0.034,19.0,17.58,0.062,26.0,17.258,0.087,28.0,0.93,0.322,1.252,3085.0
21227.0,296.23719,-14.67514, ,18.154,0.056,12.0,17.766,0.066,13.0,17.793,0.172,16.0,0.388,-0.027,0.361,3086.0
12308.0,296.2372,-14.80009, ,18.513,0.044,12.0,17.651,0.032,14.0,17.404,0.07,14.0,0.862,0.247,1.109,3087.0
31750.0,296.23721,-14.88285, ,18.732,0.125,14.0,17.804,0.069,13.0,17.521,0.039,9.0,0.928,0.283,1.211,3088.0
40366.0,296.23722,-14.74158, ,18.657,0.073,29.0,17.946,0.115,34.0,17.711,0.101,28.0,0.711,0.235,0.946,3089.0
31877.0,296.23722,-14.86392, ,18.859,0.053,11.0,18.127,0.085,12.0,17.866,0.109,11.0,0.732,0.261,0.993,3090.0
40368.0,296.23723,-14.85104, ,18.81,0.088,29.0,17.922,0.065,29.0,17.67,0.106,28.0,0.888,0.252,1.14,3091.0
21561.0,296.23723,-14.73415, ,18.718,0.098,14.0,17.927,0.067,15.0,17.66,0.109,13.0,0.791,0.267,1.058,3092.0
12386.0,296.23725,-14.79486, ,18.202,0.05,15.0,17.264,0.057,17.0,17.056,0.043,12.0,0.938,0.208,1.146,3093.0
40367.0,296.23726,-14.73924, ,18.526,0.094,31.0,17.434,0.086,32.0,16.746,0.075,31.0,1.092,0.688,1.78,3094.0
30139.0,296.23727,-14.87561, ,16.097,0.02,14.0,15.312,0.014,15.0,15.066,0.022,12.0,0.785,0.246,1.031,3095.0
20298.0,296.23728,-14.67623, ,16.224,0.012,14.0,15.755,0.008,14.0,15.605,0.025,16.0,0.469,0.15,0.619,3096.0
10872.0,296.23728,-14.82305, ,17.482,0.043,15.0,16.432,0.041,14.0,15.909,0.046,17.0,1.05,0.523,1.573,3097.0
14038.0,296.23729,-14.76499, ,18.575,0.083,16.0,17.691,0.057,13.0,17.444,0.123,15.0,0.884,0.247,1.131,3098.0
20269.0,296.2373,-14.70601, ,17.178,0.025,13.0,16.275,0.011,13.0,15.95,0.04,16.0,0.903,0.325,1.228,3099.0
20640.0,296.23731,-14.66928, ,16.813,0.013,12.0,16.236,0.014,15.0,16.028,0.037,16.0,0.577,0.208,0.785,3100.0
13214.0,296.23731,-14.83744, ,18.309,0.203,12.0,17.656,0.129,13.0,17.501,0.117,17.0,0.653,0.155,0.808,3101.0
10361.0,296.23732,-14.81423, ,16.892,0.026,18.0,16.12,0.028,16.0,15.917,0.03,15.0,0.772,0.203,0.975,3102.0
40369.0,296.23733,-14.84899, ,17.967,0.061,29.0,17.115,0.054,33.0,16.853,0.041,25.0,0.852,0.262,1.114,3103.0
14104.0,296.23735,-14.758, ,18.959,0.119,15.0,18.081,0.106,16.0,17.779,0.23,15.0,0.878,0.302,1.18,3104.0
13376.0,296.23736,-14.82238, ,18.694,0.021,10.0,17.817,0.083,14.0,17.758,0.143,16.0,0.877,0.059,0.936,3105.0
12405.0,296.23736,-14.79353, ,18.75,0.116,13.0,17.841,0.051,13.0,17.639,0.041,11.0,0.909,0.202,1.111,3106.0
31436.0,296.23742,-14.95008, ,18.465,0.07,13.0,17.726,0.067,15.0,17.482,0.134,13.0,0.739,0.244,0.983,3107.0
12242.0,296.23744,-14.80444, ,17.954,0.046,16.0,17.134,0.026,14.0,16.95,0.075,17.0,0.82,0.184,1.004,3108.0
12579.0,296.23745,-14.77774, ,17.742,0.031,13.0,17.094,0.039,14.0,16.966,0.07,17.0,0.648,0.128,0.776,3109.0
11257.0,296.23745,-14.78155, ,17.541,0.054,18.0,16.602,0.032,17.0,16.31,0.051,18.0,0.939,0.292,1.231,3110.0
13313.0,296.23745,-14.82862, ,18.807,0.116,15.0,18.055,0.117,10.0,17.84,0.078,15.0,0.752,0.215,0.967,3111.0
10347.0,296.23746,-14.81745, ,16.872,0.021,16.0,16.008,0.015,14.0,15.773,0.027,14.0,0.864,0.235,1.099,3112.0
31056.0,296.23748,-14.88731, ,18.089,0.018,11.0,17.269,0.05,14.0,17.092,0.073,12.0,0.82,0.177,0.997,3113.0
20545.0,296.2375,-14.70928, ,16.975,0.017,15.0,16.423,0.031,16.0,16.246,0.037,14.0,0.552,0.177,0.729,3114.0
31077.0,296.23752,-14.88454, ,18.232,0.028,9.0,17.28,0.039,15.0,16.984,0.074,11.0,0.952,0.296,1.248,3115.0
11905.0,296.23753,-14.83099, ,18.262,0.08,18.0,17.428,0.049,16.0,17.234,0.052,12.0,0.834,0.194,1.028,3116.0
12586.0,296.23754,-14.7772, ,18.686,0.094,15.0,17.682,0.076,14.0,17.42,0.079,16.0,1.004,0.262,1.266,3117.0
31965.0,296.23757,-14.85327, ,19.029,0.165,14.0,18.059,0.074,12.0,17.774,0.22,14.0,0.97,0.285,1.255,3118.0
10979.0,296.23764,-14.81226, ,17.842,0.041,15.0,16.924,0.027,16.0,16.701,0.034,14.0,0.918,0.223,1.141,3119.0
21129.0,296.23765,-14.69946, ,18.204,0.053,15.0,17.612,0.066,16.0,17.353,0.045,11.0,0.592,0.259,0.851,3120.0
21918.0,296.23766,-14.65298, ,18.779,0.11,15.0,17.972,0.047,12.0,17.673,0.109,14.0,0.807,0.299,1.106,3121.0
12554.0,296.23767,-14.78066, ,18.26,0.038,14.0,17.571,0.025,13.0,17.277,0.114,16.0,0.689,0.294,0.983,3122.0
31852.0,296.23768,-14.86813, ,17.908,0.033,12.0,17.766,0.095,14.0,17.773,0.18,14.0,0.142,-0.007,0.135,3123.0
12043.0,296.23769,-14.81819, ,18.074,0.03,13.0,17.34,0.024,15.0,17.144,0.129,18.0,0.734,0.196,0.93,3124.0
20513.0,296.23774,-14.71952, ,17.502,0.044,14.0,16.99,0.033,14.0,16.82,0.055,14.0,0.512,0.17,0.682,3125.0
13569.0,296.23774,-14.80573, ,19.234,0.092,17.0,18.218,0.137,17.0,17.955,0.08,11.0,1.016,0.263,1.279,3126.0
12367.0,296.23776,-14.79602, ,18.264,0.062,15.0,17.375,0.022,13.0,17.056,0.097,15.0,0.889,0.319,1.208,3127.0
13129.0,296.23777,-14.84614, ,18.902,0.114,16.0,18.005,0.022,10.0,17.695,0.174,16.0,0.897,0.31,1.207,3128.0
13540.0,296.23778,-14.80838, ,18.699,0.1,16.0,17.875,0.073,14.0,17.741,0.182,17.0,0.824,0.134,0.958,3129.0
31567.0,296.23779,-14.917, ,18.618,0.058,11.0,18.205,0.075,14.0,18.113,0.155,11.0,0.413,0.092,0.505,3130.0
11779.0,296.23783,-14.84436, ,18.166,0.05,14.0,17.252,0.045,16.0,16.986,0.05,16.0,0.914,0.266,1.18,3131.0
13947.0,296.23785,-14.77494, ,18.62,0.083,16.0,17.957,0.051,14.0,17.747,0.181,16.0,0.663,0.21,0.873,3132.0
21113.0,296.23785,-14.70376, ,18.719,0.099,14.0,17.825,0.054,15.0,17.568,0.2,16.0,0.894,0.257,1.151,3133.0
21004.0,296.23787,-14.72253, ,18.705,0.075,14.0,17.89,0.043,13.0,17.695,0.183,15.0,0.815,0.195,1.01,3134.0
12055.0,296.23788,-14.81731, ,18.093,0.055,16.0,17.18,0.043,17.0,16.971,0.078,17.0,0.913,0.209,1.122,3135.0
20515.0,296.23789,-14.71838, ,17.577,0.034,14.0,16.753,0.026,16.0,16.462,0.034,15.0,0.824,0.291,1.115,3136.0
31074.0,296.23791,-14.88528, ,18.011,0.063,14.0,17.274,0.049,15.0,17.019,0.072,14.0,0.737,0.255,0.992,3137.0
31512.0,296.23792,-14.9314, ,18.728,0.081,13.0,17.796,0.081,14.0,17.615,0.195,14.0,0.932,0.181,1.113,3138.0
40370.0,296.23793,-14.86165, ,16.847,0.019,25.0,16.032,0.021,28.0,15.805,0.025,24.0,0.815,0.227,1.042,3139.0
13347.0,296.23796,-14.82454, ,18.705,0.078,16.0,17.981,0.099,16.0,17.829,0.172,15.0,0.724,0.152,0.876,3140.0
13296.0,296.23796,-14.83033, ,18.925,0.161,17.0,18.079,0.057,16.0,17.884,0.091,13.0,0.846,0.195,1.041,3141.0
20297.0,296.23797,-14.67714, ,16.914,0.016,14.0,16.19,0.025,17.0,15.906,0.024,15.0,0.724,0.284,1.008,3142.0
11090.0,296.23797,-14.79899, ,17.934,0.033,15.0,16.999,0.012,12.0,16.65,0.049,16.0,0.935,0.349,1.284,3143.0
13769.0,296.23797,-14.78988, ,18.872,0.086,15.0,18.073,0.11,17.0,17.741,0.154,15.0,0.799,0.332,1.131,3144.0
10564.0,296.23798,-14.74138, ,16.391,0.02,17.0,15.62,0.016,13.0,15.373,0.007,12.0,0.771,0.247,1.018,3145.0
10918.0,296.23798,-14.81774, ,17.436,0.032,15.0,16.486,0.016,13.0,16.179,0.043,18.0,0.95,0.307,1.257,3146.0
31562.0,296.23798,-14.91846, ,18.64,0.074,13.0,17.819,0.067,14.0,17.618,0.174,14.0,0.821,0.201,1.022,3147.0
14017.0,296.23798,-14.76713, ,18.785,0.104,15.0,18.04,0.063,15.0,17.811,0.107,14.0,0.745,0.229,0.974,3148.0
30372.0,296.238,-14.95121, ,17.195,0.024,14.0,16.851,0.04,15.0,16.715,0.063,13.0,0.344,0.136,0.48,3149.0
20898.0,296.238,-14.73539, ,18.009,0.056,16.0,17.274,0.062,16.0,17.001,0.07,16.0,0.735,0.273,1.008,3150.0
20280.0,296.23802,-14.69667, ,16.635,0.012,14.0,15.884,0.019,15.0,15.642,0.021,15.0,0.751,0.242,0.993,3151.0
12572.0,296.23807,-14.77903, ,18.333,0.029,13.0,17.491,0.063,15.0,17.15,0.093,16.0,0.842,0.341,1.183,3152.0
11072.0,296.23812,-14.80068, ,17.797,0.046,16.0,16.796,0.03,15.0,16.286,0.063,16.0,1.001,0.51,1.511,3153.0
20987.0,296.23813,-14.72439, ,18.544,0.101,15.0,17.659,0.052,15.0,17.388,0.123,15.0,0.885,0.271,1.156,3154.0
10769.0,296.23814,-14.83628, ,17.475,0.048,15.0,16.549,0.048,17.0,16.296,0.047,17.0,0.926,0.253,1.179,3155.0
12390.0,296.23814,-14.7947, ,18.771,0.146,17.0,17.891,0.017,11.0,17.671,0.099,15.0,0.88,0.22,1.1,3156.0
13937.0,296.23816,-14.77569, ,18.51,0.068,17.0,17.805,0.042,13.0,17.624,0.098,16.0,0.705,0.181,0.886,3157.0
31389.0,296.23817,-14.9639, ,18.331,0.068,13.0,17.716,0.017,10.0,17.571,0.147,13.0,0.615,0.145,0.76,3158.0
30087.0,296.23818,-14.94978, ,15.496,0.008,13.0,15.049,0.011,14.0,14.928,0.018,14.0,0.447,0.121,0.568,3159.0
40371.0,296.23818,-14.74926, ,17.467,0.064,29.0,16.489,0.049,31.0,15.965,0.046,28.0,0.978,0.524,1.502,3160.0
12347.0,296.23818,-14.79756, ,18.054,0.08,16.0,17.691,0.216,15.0,17.137,0.142,15.0,0.363,0.554,0.917,3161.0
11846.0,296.23821,-14.83698, ,18.282,0.059,16.0,17.397,0.032,13.0,17.092,0.103,16.0,0.885,0.305,1.19,3162.0
30025.0,296.23822,-14.95432, ,14.61,0.006,12.0,13.937,0.01,15.0,13.745,0.006,11.0,0.673,0.192,0.865,3163.0
21922.0,296.23823,-14.65157, ,18.687,0.087,14.0,17.889,0.037,16.0,17.579,0.043,13.0,0.798,0.31,1.108,3164.0
21386.0,296.23824,-14.75332, ,19.166,0.157,9.0,18.258,0.157,12.0,17.874,0.222,11.0,0.908,0.384,1.292,3165.0
10462.0,296.23825,-14.78732, ,16.705,0.026,18.0,16.217,0.012,12.0,16.1,0.04,16.0,0.488,0.117,0.605,3166.0
31862.0,296.2383,-14.86618, ,18.818,0.071,12.0,17.942,0.041,13.0,17.657,0.077,12.0,0.876,0.285,1.161,3167.0
30282.0,296.23831,-14.87838, ,16.36,0.019,14.0,15.712,0.013,13.0,15.409,0.019,12.0,0.648,0.303,0.951,3168.0
31103.0,296.23831,-14.8806, ,17.681,0.023,12.0,17.24,0.044,14.0,17.118,0.083,13.0,0.441,0.122,0.563,3169.0
40372.0,296.23832,-14.85448, ,16.624,0.019,31.0,15.966,0.019,30.0,15.807,0.016,28.0,0.658,0.159,0.817,3170.0
10566.0,296.23832,-14.74112, ,16.429,0.019,14.0,15.786,0.021,14.0,15.436,0.022,15.0,0.643,0.35,0.993,3171.0
13146.0,296.23832,-14.84491, ,18.82,0.112,16.0,18.001,0.025,12.0,17.713,0.148,12.0,0.819,0.288,1.107,3172.0
11026.0,296.23833,-14.80516, ,17.837,0.055,14.0,16.968,0.049,17.0,16.72,0.03,14.0,0.869,0.248,1.117,3173.0
31737.0,296.23833,-14.88379, ,18.519,0.121,14.0,17.728,0.041,13.0,17.57,0.073,13.0,0.791,0.158,0.949,3174.0
30997.0,296.23837,-14.8962, ,17.943,0.027,12.0,17.073,0.028,11.0,16.758,0.083,13.0,0.87,0.315,1.185,3175.0
30988.0,296.23837,-14.89847, ,18.716,0.032,11.0,17.844,0.083,14.0,17.675,0.118,12.0,0.872,0.169,1.041,3176.0
13348.0,296.23837,-14.82429, ,18.917,0.098,15.0,18.163,0.096,16.0,18.012,0.2,16.0,0.754,0.151,0.905,3177.0
13325.0,296.23837,-14.82713, ,19.13,0.144,15.0,18.169,0.066,13.0,17.948,0.131,15.0,0.961,0.221,1.182,3178.0
21262.0,296.23838,-14.66404, ,17.776,0.021,13.0,17.214,0.039,14.0,16.885,0.055,16.0,0.562,0.329,0.891,3179.0
11985.0,296.23839,-14.8231, ,18.828,0.13,13.0,17.794,0.117,12.0,17.53,0.198,16.0,1.034,0.264,1.298,3180.0
13335.0,296.23841,-14.82577, ,18.754,0.075,17.0,17.907,0.036,13.0,17.684,0.121,14.0,0.847,0.223,1.07,3181.0
12339.0,296.23844,-14.79838, ,18.453,0.07,16.0,17.619,0.045,14.0,17.546,0.115,18.0,0.834,0.073,0.907,3182.0
13178.0,296.23845,-14.84126, ,18.825,0.106,16.0,17.836,0.074,16.0,17.617,0.137,16.0,0.989,0.219,1.208,3183.0
20980.0,296.23846,-14.72611, ,18.19,0.061,14.0,17.238,0.037,15.0,16.985,0.087,17.0,0.952,0.253,1.205,3184.0
14119.0,296.23848,-14.75656, ,18.41,0.039,14.0,17.708,0.053,15.0,17.385,0.131,17.0,0.702,0.323,1.025,3185.0
12613.0,296.23848,-14.77458, ,18.193,0.059,17.0,17.192,0.037,13.0,16.903,0.045,17.0,1.001,0.289,1.29,3186.0
20122.0,296.23849,-14.70115, ,16.547,0.004,8.0,15.546,0.027,17.0,15.182,0.024,14.0,1.001,0.364,1.365,3187.0
12444.0,296.23852,-14.79069, ,18.532,0.017,9.0,17.624,0.069,15.0,17.368,0.116,17.0,0.908,0.256,1.164,3188.0
10385.0,296.23853,-14.80951, ,17.528,0.133,18.0,16.334,0.113,18.0,15.617,0.067,17.0,1.194,0.717,1.911,3189.0
11374.0,296.23854,-14.76719, ,17.641,0.037,15.0,16.858,0.038,17.0,16.636,0.036,13.0,0.783,0.222,1.005,3190.0
10280.0,296.23855,-14.83921, ,17.388,0.131,16.0,16.307,0.091,17.0,15.747,0.033,13.0,1.081,0.56,1.641,3191.0
21057.0,296.23857,-14.71434, ,18.896,0.115,15.0,17.996,0.074,15.0,17.739,0.219,16.0,0.9,0.257,1.157,3192.0
12054.0,296.23859,-14.81747, ,18.698,0.152,17.0,17.671,0.064,14.0,17.369,0.09,15.0,1.027,0.302,1.329,3193.0
14060.0,296.23861,-14.76312, ,18.691,0.04,13.0,17.85,0.02,11.0,17.591,0.127,16.0,0.841,0.259,1.1,3194.0
40373.0,296.23862,-14.74314, ,17.913,0.03,22.0,16.958,0.03,28.0,16.625,0.068,32.0,0.955,0.333,1.288,3195.0
20306.0,296.23863,-14.67086, ,16.977,0.015,13.0,16.329,0.01,12.0,15.994,0.033,15.0,0.648,0.335,0.983,3196.0
10739.0,296.23866,-14.84019, ,17.75,0.13,18.0,16.622,0.093,17.0,15.962,0.049,16.0,1.128,0.66,1.788,3197.0
10514.0,296.23867,-14.76999, ,16.799,0.02,16.0,15.986,0.016,16.0,15.74,0.026,14.0,0.813,0.246,1.059,3198.0
31076.0,296.23868,-14.88507, ,18.444,0.253,12.0,17.615,0.205,14.0,17.333,0.213,14.0,0.829,0.282,1.111,3199.0
31051.0,296.23869,-14.88865, ,18.185,0.067,13.0,17.441,0.034,13.0,17.231,0.088,14.0,0.744,0.21,0.954,3200.0
14078.0,296.23871,-14.76121, ,19.034,0.138,17.0,18.059,0.114,16.0,17.857,0.119,15.0,0.975,0.202,1.177,3201.0
30425.0,296.23873,-14.92875, ,17.277,0.033,13.0,16.755,0.02,13.0,16.656,0.079,14.0,0.522,0.099,0.621,3202.0
12263.0,296.23874,-14.80281, ,18.656,0.076,16.0,17.808,0.037,13.0,17.648,0.115,15.0,0.848,0.16,1.008,3203.0
11018.0,296.23876,-14.80608, ,17.62,0.022,13.0,16.601,0.03,16.0,16.166,0.088,18.0,1.019,0.435,1.454,3204.0
13647.0,296.23876,-14.79976, ,18.734,0.078,14.0,17.812,0.072,15.0,17.601,0.126,15.0,0.922,0.211,1.133,3205.0
21300.0,296.23877,-14.64911, ,18.735,0.059,14.0,17.927,0.031,12.0,17.638,0.103,14.0,0.808,0.289,1.097,3206.0
30965.0,296.23877,-14.90312, ,18.883,0.059,10.0,17.953,0.116,13.0,17.65,0.122,11.0,0.93,0.303,1.233,3207.0
30511.0,296.23877,-14.89658, ,17.581,0.085,14.0,16.287,0.108,15.0,15.435,0.09,14.0,1.294,0.852,2.146,3208.0
11831.0,296.23877,-14.83857, ,18.693,0.145,17.0,17.69,0.074,17.0,17.399,0.139,17.0,1.003,0.291,1.294,3209.0
11117.0,296.23878,-14.79554, ,17.507,0.052,14.0,16.473,0.058,16.0,16.024,0.032,14.0,1.034,0.449,1.483,3210.0
13227.0,296.23878,-14.83679, ,18.942,0.14,16.0,18.207,0.129,16.0,17.939,0.155,13.0,0.735,0.268,1.003,3211.0
10911.0,296.23879,-14.81916, ,17.689,0.045,14.0,16.599,0.013,12.0,16.038,0.057,18.0,1.09,0.561,1.651,3212.0
13622.0,296.23879,-14.80208, ,18.861,0.067,10.0,17.893,0.044,10.0,17.6,0.125,16.0,0.968,0.293,1.261,3213.0
21636.0,296.23879,-14.72563, ,18.664,0.122,16.0,17.844,0.072,15.0,17.563,0.145,15.0,0.82,0.281,1.101,3214.0
40374.0,296.2388,-14.85763, ,16.754,0.099,30.0,15.557,0.085,33.0,14.823,0.05,31.0,1.197,0.734,1.931,3215.0
14099.0,296.2388,-14.75854, ,18.95,0.115,15.0,17.972,0.1,16.0,17.679,0.114,15.0,0.978,0.293,1.271,3216.0
12439.0,296.23881,-14.79122, ,18.385,0.06,14.0,17.676,0.06,16.0,17.458,0.14,17.0,0.709,0.218,0.927,3217.0
40375.0,296.23882,-14.85527, ,16.763,0.028,30.0,15.975,0.02,32.0,15.747,0.016,24.0,0.788,0.228,1.016,3218.0
10011.0,296.23883,-14.82247, ,13.595,0.044,18.0,12.747,0.042,18.0,12.459,0.045,18.0,0.848,0.288,1.136,3219.0
10480.0,296.23884,-14.78056, ,15.952,0.006,12.0,15.573,0.022,16.0,15.488,0.024,14.0,0.379,0.085,0.464,3220.0
11426.0,296.23884,-14.75594, ,17.234,0.021,16.0,16.612,0.032,16.0,16.294,0.011,10.0,0.622,0.318,0.94,3221.0
21484.0,296.23884,-14.74274, ,18.789,0.047,11.0,17.989,0.091,14.0,17.833,0.155,15.0,0.8,0.156,0.956,3222.0
40376.0,296.23885,-14.86452, ,16.462,0.01,19.0,15.739,0.025,27.0,15.528,0.025,24.0,0.723,0.211,0.934,3223.0
13310.0,296.23886,-14.82882, ,18.992,0.11,15.0,18.107,0.072,15.0,17.808,0.101,15.0,0.885,0.299,1.184,3224.0
21649.0,296.23888,-14.72389, ,18.845,0.106,15.0,18.019,0.064,14.0,17.737,0.079,12.0,0.826,0.282,1.108,3225.0
30235.0,296.23889,-14.91007, ,17.365,0.111,14.0,16.195,0.075,14.0,15.472,0.061,13.0,1.17,0.723,1.893,3226.0
30261.0,296.23896,-14.89142, ,16.512,0.015,13.0,15.627,0.014,14.0,15.387,0.016,14.0,0.885,0.24,1.125,3227.0
30455.0,296.23896,-14.91839, ,16.733,0.018,14.0,16.396,0.017,15.0,16.325,0.045,14.0,0.337,0.071,0.408,3228.0
12518.0,296.23896,-14.78344, ,18.663,0.081,16.0,17.635,0.056,14.0,17.323,0.073,13.0,1.028,0.312,1.34,3229.0
10907.0,296.23899,-14.81972, ,18.178,0.079,11.0,17.222,0.033,14.0,16.99,0.074,17.0,0.956,0.232,1.188,3230.0
10172.0,296.23901,-14.79072, ,16.157,0.01,12.0,15.355,0.014,17.0,15.118,0.02,16.0,0.802,0.237,1.039,3231.0
11980.0,296.23905,-14.82346, ,18.437,0.115,15.0,17.563,0.13,17.0,17.376,0.042,12.0,0.874,0.187,1.061,3232.0
21595.0,296.23905,-14.72977, ,18.68,0.116,14.0,17.878,0.081,16.0,17.614,0.103,13.0,0.802,0.264,1.066,3233.0
31664.0,296.23907,-14.89635, ,18.506,0.054,12.0,17.755,0.051,10.0,17.53,0.136,14.0,0.751,0.225,0.976,3234.0
13671.0,296.2391,-14.79812, ,18.866,0.064,14.0,17.946,0.046,13.0,17.83,0.15,16.0,0.92,0.116,1.036,3235.0
30060.0,296.23912,-14.90238, ,15.02,0.028,14.0,14.181,0.017,13.0,13.915,0.017,12.0,0.839,0.266,1.105,3236.0
20152.0,296.23914,-14.6623, ,15.95,0.011,13.0,15.52,0.011,16.0,15.344,0.021,15.0,0.43,0.176,0.606,3237.0
11951.0,296.23914,-14.82686, ,18.188,0.057,15.0,17.215,0.054,18.0,16.979,0.029,12.0,0.973,0.236,1.209,3238.0
31588.0,296.23914,-14.91319, ,18.995,0.121,12.0,18.004,0.106,14.0,17.845,0.192,14.0,0.991,0.159,1.15,3239.0
40377.0,296.23917,-14.85228, ,16.838,0.033,31.0,16.124,0.033,29.0,15.888,0.027,30.0,0.714,0.236,0.95,3240.0
30393.0,296.23917,-14.94201, ,17.623,0.123,8.0,16.92,0.047,9.0,16.718,0.094,11.0,0.703,0.202,0.905,3241.0
11169.0,296.23918,-14.7903, ,18.096,0.105,16.0,17.059,0.036,16.0,16.766,0.032,13.0,1.037,0.293,1.33,3242.0
20920.0,296.2392,-14.73315, ,18.391,0.086,14.0,17.515,0.075,17.0,17.313,0.061,13.0,0.876,0.202,1.078,3243.0
14011.0,296.23921,-14.76752, ,18.298,0.092,17.0,17.599,0.044,14.0,17.352,0.093,16.0,0.699,0.247,0.946,3244.0
10520.0,296.23923,-14.76645, ,16.475,0.024,17.0,15.748,0.018,18.0,15.471,0.03,17.0,0.727,0.277,1.004,3245.0
30379.0,296.23924,-14.94686, ,17.316,0.029,13.0,16.54,0.026,13.0,16.314,0.064,13.0,0.776,0.226,1.002,3246.0
10300.0,296.23924,-14.83426, ,17.013,0.084,18.0,16.019,0.053,17.0,15.62,0.031,15.0,0.994,0.399,1.393,3247.0
21627.0,296.23925,-14.72672, ,18.872,0.078,14.0,17.965,0.048,14.0,17.744,0.181,16.0,0.907,0.221,1.128,3248.0
30516.0,296.23927,-14.89548, ,18.012,0.041,13.0,17.038,0.054,13.0,16.772,0.059,12.0,0.974,0.266,1.24,3249.0
20244.0,296.23928,-14.72468, ,17.365,0.103,16.0,16.187,0.051,14.0,15.385,0.073,17.0,1.178,0.802,1.98,3250.0
12623.0,296.23931,-14.77354, ,18.225,0.038,14.0,17.326,0.025,13.0,16.952,0.027,10.0,0.899,0.374,1.273,3251.0
21500.0,296.23931,-14.74125, ,19.117,0.076,14.0,18.246,0.132,15.0,18.028,0.277,16.0,0.871,0.218,1.089,3252.0
40378.0,296.23932,-14.75067, ,15.179,0.049,32.0,14.857,0.031,34.0,14.75,0.033,32.0,0.322,0.107,0.429,3253.0
11181.0,296.23934,-14.78879, ,16.943,0.028,16.0,16.505,0.03,17.0,16.416,0.056,16.0,0.438,0.089,0.527,3254.0
12064.0,296.23935,-14.81655, ,18.229,0.06,13.0,17.338,0.026,14.0,17.136,0.094,18.0,0.891,0.202,1.093,3255.0
40379.0,296.23936,-14.86121, ,17.242,0.042,31.0,16.767,0.041,30.0,16.618,0.045,27.0,0.475,0.149,0.624,3256.0
11623.0,296.23936,-14.86288, ,17.98,0.081,15.0,17.293,0.045,14.0,17.115,0.051,11.0,0.687,0.178,0.865,3257.0
30790.0,296.23937,-14.95199, ,17.828,0.127,14.0,16.818,0.042,11.0,16.47,0.04,9.0,1.01,0.348,1.358,3258.0
21849.0,296.23937,-14.67808, ,19.058,0.133,14.0,18.107,0.07,13.0,17.845,0.15,16.0,0.951,0.262,1.213,3259.0
20294.0,296.23942,-14.68088, ,16.723,0.013,13.0,16.18,0.008,11.0,16.018,0.021,16.0,0.543,0.162,0.705,3260.0
10522.0,296.23942,-14.76464, ,16.96,0.018,16.0,16.156,0.024,17.0,15.913,0.008,9.0,0.804,0.243,1.047,3261.0
21552.0,296.23942,-14.73504, ,18.198,0.051,13.0,18.107,0.085,16.0,18.082,0.259,17.0,0.091,0.025,0.116,3262.0
12280.0,296.23942,-14.80193, ,18.798,0.094,15.0,17.851,0.07,15.0,17.613,0.05,13.0,0.947,0.238,1.185,3263.0
13633.0,296.23943,-14.80119, ,18.844,0.197,16.0,17.987,0.076,13.0,17.794,0.187,17.0,0.857,0.193,1.05,3264.0
31917.0,296.23944,-14.85934, ,18.812,0.183,13.0,17.891,0.082,13.0,17.608,0.134,14.0,0.921,0.283,1.204,3265.0
21796.0,296.23946,-14.69425, ,18.539,0.031,11.0,18.182,0.103,14.0,17.999,0.122,12.0,0.357,0.183,0.54,3266.0
20059.0,296.23948,-14.70661, ,15.388,0.011,15.0,14.855,0.016,17.0,14.686,0.015,16.0,0.533,0.169,0.702,3267.0
31954.0,296.23948,-14.85413, ,18.596,0.078,14.0,17.977,0.081,12.0,17.815,0.139,13.0,0.619,0.162,0.781,3268.0
30108.0,296.2395,-14.92047, ,15.394,0.005,10.0,14.853,0.013,15.0,14.736,0.015,13.0,0.541,0.117,0.658,3269.0
10496.0,296.2395,-14.7755, ,17.37,0.108,17.0,16.133,0.074,18.0,15.317,0.061,16.0,1.237,0.816,2.053,3270.0
12470.0,296.23954,-14.78817, ,18.132,0.052,17.0,17.163,0.049,15.0,16.887,0.062,16.0,0.969,0.276,1.245,3271.0
20743.0,296.23954,-14.75155, ,18.481,0.116,13.0,17.67,0.079,12.0,17.441,0.066,10.0,0.811,0.229,1.04,3272.0
