Dec(J2000) deg,Types,RUN,DCG,imag,e_imag,J,eJ,H,eH,Ks,eKs,IRAC1,e_IRAC1,IRAC2,e_IRAC2,IRAC3,e_IRAC3,IRAC4,e_IRAC4,WISE1,e_WISE1,WISE2,e_WISE2,WISE3,e_WISE3,WISE4,e_WISE4,VmagLGGS,e_VmagLGGS,BmagLGGS,RmagLGSS,ImagLGSS,Flux_imag,Flambda_imag,err_Flambda_imag,lambda_imag,err_lambda_imag,err_Flambda_prime_imag,Flux_J,Flambda_J,err_Flambda_J,lambda_J,err_lambda_J,err_Flambda_prime_J,Flux_H,Flambda_H,err_Flambda_H,lambda_H,err_lambda_H,err_Flambda_prime_H,Flux_Ks,Flambda_Ks,err_Flambda_Ks,lambda_Ks,err_lambda_Ks,err_Flambda_prime_Ks,Flux_IRAC1,Flambda_IRAC1,err_Flambda_IRAC1,lambda_IRAC1,err_lambda_IRAC1,err_Flambda_prime_IRAC1,Flux_IRAC2,Flambda_IRAC2,err_Flambda_IRAC2,lambda_IRAC2,err_lambda_IRAC2,err_Flambda_prime_IRAC2,Flux_IRAC3,Flambda_IRAC3,err_Flambda_IRAC3,lambda_IRAC3,err_lambda_IRAC3,err_Flambda_prime_IRAC3,Flux_IRAC4,Flambda_IRAC4,err_Flambda_IRAC4,lambda_IRAC4,err_lambda_IRAC4,err_Flambda_prime_IRAC4,Flux_WISE1,Flambda_WISE1,err_Flambda_WISE1,lambda_WISE1,err_lambda_WISE1,err_Flambda_prime_WISE1,Flux_WISE2,Flambda_WISE2,err_Flambda_WISE2,lambda_WISE2,err_lambda_WISE2,err_Flambda_prime_WISE2,Flux_WISE3,Flambda_WISE3,err_Flambda_WISE3,lambda_WISE3,err_lambda_WISE3,err_Flambda_prime_WISE3,Flux_WISE4,Flambda_WISE4,err_Flambda_WISE4,lambda_WISE4,err_lambda_WISE4,err_Flambda_prime_WISE4,f_scale_c,f_scale_o
-14.75065,LAV,C/O,0.051119629,19.313,0.013,17.13,0.34,15.92,0.29,15.11,0.28,14.43,0.05,14.45,0.06,14.15,0.06,13.67,0.04,14.119,0.043,14.295,0.061,12.5,,8.842,,,,,,,7.17101481190726E-05,2.8684059247629E-16,4.94245463542813E-17,0.75,0.12533,0.0690412347364031,0.000269456284503936,6.46695082809447E-16,1.99137592883612E-16,1.25,0.214914,0.116584899763323,0.000490117214538381,8.85754002177798E-16,2.41994930022702E-16,1.66,0.260965,0.104899301242481,0.000642584810050101,8.80253164452194E-16,2.10511137481447E-16,2.19,0.278455,0.0931233210934845,0.000474844857698593,3.9570404808216E-16,8.96017957164397E-17,3.6,0.743171,0.0886450277393358,0.00029822776726653,1.9881851151102E-16,4.93813047961466E-17,4.5,1.009682,0.0963446376879311,0.000251592586754198,1.30134096596999E-16,3.43372051649974E-17,5.8,1.391189,0.101699028291126,0.00022092491511595,8.28468431684811E-17,3.0644809103347E-17,8,2.831177,0.136687954220367,0.000696813856505673,6.20677425628569E-16,1.27843811599869E-16,3.368,0.635793,0.0813381766146097,0.000328844282591597,2.13627727972021E-16,5.64368652221643E-17,4.618,1.107319,0.101810028167071,0.00031674,7.86475749048171E-17,,12.082,6.275804,,0.00242975283085172,3.28433743018616E-16,,22.194,4.739734,,1.27E-15,2E-15
-14.74996,LAV,C/O,0.051825628,19.877,0.035,17.71,0.18,16.93,0.23,16.52,0.18,15.85,0.07,15.82,0.06,15.8,0.07,15.58,0.14,,,,,,,,,,,,,,4.26560483056195E-05,1.70624193222478E-16,3.09011788872123E-17,0.75,0.12533,0.0722891208589527,0.000157938612015907,3.79052668838177E-16,9.24627723728991E-17,1.25,0.214914,0.0947963608317828,0.000193330314147461,3.49392134001435E-16,8.70712559966167E-17,1.66,0.260965,0.0966346981731974,0.000175359967019665,2.40219132903651E-16,4.78392564059058E-17,2.19,0.278455,0.0788729329788644,0.000128396072462818,1.06996727052349E-16,2.50839263130827E-17,3.6,0.743171,0.0914687154373954,8.44399713163571E-05,5.62933142109048E-17,1.39817831141939E-17,4.5,1.009682,0.0963446376879311,5.50424606171034E-05,2.84702382502259E-17,7.62604292636727E-18,5.8,1.391189,0.103071359462415,3.80403668769604E-05,1.42651375788602E-17,5.84723888130424E-18,8,2.831177,0.149187424942767,,,,3.368,0.635793,,,,,4.618,1.107319,,,,,12.082,6.275804,,,,,22.194,4.739734,,4.8E-16,6.3E-16
-14.80497,S,C/O,0.053182482,19.624,0.014,17.46,0.03,16.55,0.02,16.22,0.05,16.09,0.07,16.17,0.03,15.71,0.07,15.74,0.11,,,,,,,,,21.455,0.02,23.538,20.213,18.946,5.38493691105757E-05,2.15397476442303E-16,3.72005801647619E-17,0.75,0.12533,0.069189394059828,0.000198832932170325,4.77199037208779E-16,8.77717915526555E-17,1.25,0.214914,0.0733264656229586,0.000274346836461469,4.95807535773739E-16,8.19112877399211E-17,1.66,0.260965,0.0664033948450342,0.000231169458196703,3.16670490680416E-16,4.65975566092317E-17,2.19,0.278455,0.0596196044098516,0.000102932314718576,8.5776928932147E-17,2.01092334688314E-17,3.6,0.743171,0.0914687154373937,6.11713516892697E-05,4.07809011261798E-17,9.63953566037716E-18,4.5,1.009682,0.0921497855475444,5.97995396013542E-05,3.09307963455281E-17,8.28512844200907E-18,5.8,1.391189,0.103071359462412,3.28280205640021E-05,1.23105077115008E-17,4.89831562569649E-18,8,2.831177,0.145475211689508,,,,3.368,0.635793,,,,,4.618,1.107319,,,,,12.082,6.275804,,,,,22.194,4.739734,,5.8E-16,7.2E-16
-14.789384,C,C,0.054752247,19.906,0.02,17.47,,16.75,,16.45,,15.84,0.07,15.83,0.06,15.51,0.05,15.53,0.11,,,,,,,,,21.725,0.023,23.937,20.351,19.147,4.15317871457971E-05,1.66127148583188E-16,2.90899712312402E-17,0.75,0.12533,0.070077290133014,0.000197010020891055,4.72824050138533E-16,,1.25,0.214914,,0.000228191759285279,4.12394745696288E-16,,1.66,0.260965,,0.000187038260642241,2.5621679540033E-16,,2.19,0.278455,,0.00012958410669401,1.07986755578342E-16,2.53160250256136E-17,3.6,0.743171,0.0914687154373954,8.36658210060757E-05,5.57772140040505E-17,1.38535973561056E-17,4.5,1.009682,0.0963446376879311,7.18948596692039E-05,3.71869963806227E-17,9.66341929101972E-18,5.8,1.391189,0.100322346927967,3.98331541351952E-05,1.49374328006982E-17,5.94356156627851E-18,8,2.831177,0.145475211689508,,,,3.368,0.635793,,,,,4.618,1.107319,,,,,12.082,6.275804,,,,,22.194,4.739734,,5.6E-16,
-14.845008,C,C,0.045789302,20.146,0.078,17.719,,16.678,,16.005,,15.03,0.05,14.67,0.05,14.24,0.06,14.17,0.05,,,,,,,,,21.672,0.021,24.177,20.374,19.256,3.32951226880719E-05,1.33180490752288E-16,2.6410579186117E-17,0.75,0.12533,0.0785679754804249,0.000156634821703027,3.75923572087265E-16,,1.25,0.214914,,0.000243837196623548,4.40669632452196E-16,,1.66,0.260965,,0.000281793165130878,3.8601803442586E-16,,2.19,0.278455,,0.00027324469515895,2.27703912632458E-16,5.15604517123649E-17,3.6,0.743171,0.0886450277393358,0.000243527537399481,1.62351691599654E-16,3.96744962048201E-17,4.5,1.009682,0.0949508508082495,0.000231578288734175,1.19781873483194E-16,3.16056657893227E-17,5.8,1.391189,0.101699028291126,0.000139394197771072,5.22728241641519E-17,1.95446586706069E-17,8,2.831177,0.137954214734091,,,,3.368,0.635793,,,,,4.618,1.107319,,,,,12.082,6.275804,,,,,22.194,4.739734,,6.5E-16,
-14.82287,LAV,C/O,0.052235501,20.68,0.035,18.46,0.18,17.17,0.22,16.13,0.2,14.68,0.04,14.33,0.06,13.75,0.07,13.37,0.02,,,,,,,,,,,,,,2.03601334172717E-05,8.1440533669087E-17,1.47494235843628E-17,0.75,0.12533,0.0722891208589545,7.91568160391835E-05,1.8997635849404E-16,4.63411610990815E-17,1.25,0.214914,0.0947963608317828,0.000154988671839868,2.80100009349158E-16,6.86827158467037E-17,1.66,0.260965,0.0952418433714382,0.000251148422782572,3.44038935318592E-16,7.12671156173315E-17,2.19,0.278455,0.0817606637448804,0.000377182677583626,3.14318897986355E-16,6.99159606276199E-17,3.6,0.743171,0.087226269289884,0.000333079632727641,2.22053088485094E-16,5.5152164454266E-17,4.5,1.009682,0.0963446376879293,0.000363661930919364,1.88100998751395E-16,5.03847659567553E-17,5.8,1.391189,0.103071359462412,0.000291235758066603,1.09213409274976E-16,3.95240188280622E-17,8,2.831177,0.134144303074397,,,,3.368,0.635793,,,,,4.618,1.107319,,,,,12.082,6.275804,,,,,22.194,4.739734,,6.5E-16,7.5E-16
-14.846167,C,C,0.045963042,20.288,0.046,18.41,,17.3,,16.36,,15.51,0.03,15.28,0.05,15.03,0.07,15.07,0.11,,,,,,,,,,,,,,2.92133000621218E-05,1.16853200248487E-16,2.16770476674294E-17,0.75,0.12533,0.0739040005650757,8.28873618474423E-05,1.98929668433862E-16,,1.25,0.214914,,0.000137499132020517,2.48492407265995E-16,,1.66,0.260965,,0.000203203158958498,2.78360491723969E-16,,2.19,0.278455,,0.00017561100940069,1.46342507833909E-16,3.19665289521829E-17,3.6,0.743171,0.0858028608283608,0.000138850701141698,9.25671340944651E-17,2.26209802567266E-17,4.5,1.009682,0.0949508508082495,0.000111865930734351,5.78616883108713E-17,1.54988418071031E-17,5.8,1.391189,0.103071359462412,6.08477742494896E-05,2.28179153435586E-17,9.07918291369535E-18,8,2.831177,0.145475211689512,,,,3.368,0.635793,,,,,4.618,1.107319,,,,,12.082,6.275804,,,,,22.194,4.739734,,4.1E-16,
-14.763362,C,C,0.050132316,20.136,0.048,17.175,,16.255,,15.536,,14.79,0.04,14.72,0.08,14.77,0.08,14.18,0.05,15.292,0.063,15.461,0.147,12.579,,8.494,,,,,,,3.36031986652139E-05,1.34412794660856E-16,2.50419997306151E-17,0.75,0.12533,0.0741969710057226,0.000258516529519013,6.20439670845631E-16,,1.25,0.214914,,0.000359997891100978,6.50598598375262E-16,,1.66,0.260965,,0.000434040699906522,5.94576301241811E-16,,2.19,0.278455,,0.000340840928095612,2.84034106746344E-16,6.31795210259379E-17,3.6,0.743171,0.087226269289884,0.000232566992708563,1.55044661805708E-16,3.97493856714074E-17,4.5,1.009682,0.0991188635070657,0.000142133954846119,7.35175628514408E-17,1.99864973122346E-17,5.8,1.391189,0.104439367847696,0.000138116224084278,5.17935840316043E-17,1.93654721628628E-17,8,2.831177,0.137954214734091,0.000236546637121652,2.10700686272255E-16,4.50846042736024E-17,3.368,0.635793,0.0842096157229264,0.000112354454487697,7.29890349638571E-17,2.17933025073133E-17,4.618,1.107319,0.11346979323821,0.000294511943994013,7.31282761117398E-17,,12.082,6.275804,,0.00334781997885481,4.52530410767074E-16,,22.194,4.739734,,8.4E-16,
-14.80892,LPV,C/O,0.054722391,,,20.5,,18.1,,16.1,,14.05,0.07,13.32,0.05,12.61,0.04,12.07,0.04,13.793,0.035,12.833,0.032,10.743,0.122,8.305,,,,,,,,,,0.75,0.12533,,1.20917265459652E-05,2.90201437103164E-17,,1.25,0.214914,,6.58112222532628E-05,1.18935943831198E-16,,1.66,0.260965,,0.000258184671869242,3.53677632697591E-16,,2.19,0.278455,,0.000673832166952575,5.61526805793812E-16,1.31642316614614E-16,3.6,0.743171,0.0914687154373972,0.000844399713163572,5.62933142109048E-16,1.37566098573503E-16,4.5,1.009682,0.0949508508082477,0.00103919689478065,5.37515635231369E-16,1.37528843105408E-16,5.8,1.391189,0.0989412877056193,0.000964372231844267,3.616395869416E-16,1.33769443495885E-16,8,2.831177,0.136687954220367,0.000940842177233101,8.38042319388154E-16,1.69933732724033E-16,3.368,0.635793,0.0801842639455455,0.00126412580106234,8.21216414722178E-16,2.07425502359147E-16,4.618,1.107319,0.0978065962185557,0.00159772824340968,3.96721133109504E-16,2.25430515551095E-16,12.082,6.275804,0.195410920602457,0.00398439234265369,5.38576958996173E-16,,22.194,4.739734,,1E-15,1.8E-15
-14.7787,C,C,0.049555111,19.521,0.009,16.72,,15.9,,15.54,,15.16,0.07,15.29,0.05,15.14,0.05,15,0.06,14.901,0.048,15.035,0.11,12.198,,8.343,,,,,,,5.9208031130918E-05,2.36832124523672E-16,4.0428822537021E-17,0.75,0.12533,0.0684480914800893,0.000393086670355154,9.4340800885237E-16,,1.25,0.214914,,0.000499229173865867,9.02221398552772E-16,,1.66,0.260965,,0.000432444576846611,5.92389831296727E-16,,2.19,0.278455,,0.000242410674067742,2.02008895056452E-16,4.7358235880469E-17,3.6,0.743171,0.0914687154373954,0.000137577710261953,9.17184735079686E-17,2.24135898631533E-17,4.5,1.009682,0.0949508508082477,0.000101087589435552,5.22866841908026E-17,1.35872267687675E-17,5.8,1.391189,0.100322346927967,0.0000649,2.43375E-17,9.1970712796875E-18,8,2.831177,0.139216793977532,0.000339091402240565,3.0204103524991E-16,6.28168766905292E-17,3.368,0.635793,0.0820578182136114,0.000166337548093551,1.08058173295941E-16,3.0665098472117E-17,4.618,1.107319,0.108491701429882,0.000418314493864678,1.03868852970869E-16,,12.082,6.275804,,0.00384735354504866,5.20053196140667E-16,,22.194,4.739734,,1.12E-15,
-14.81194,LAV,C/O,0.055115292,19.6,0.031,17.33,0.16,15.94,0.12,15.04,0.07,13.8,0.05,13.63,0.08,13.34,0.05,13.07,0.02,13.931,0.049,13.718,0.054,11.496,0.26,8,,,,,,,5.50529530480037E-05,2.20211812192015E-16,3.95294883672146E-17,0.75,0.12533,0.0717003998959367,0.000224123975346309,5.37897540831141E-16,1.2690681228534E-16,1.25,0.214914,0.0919942957592834,0.00048117156721174,8.69587169659772E-16,1.78446097234189E-16,1.66,0.260965,0.0810619450145236,0.000685378465960921,9.38874610905371E-16,1.4566489539743E-16,2.19,0.278455,0.0626377815911248,0.000848304438260925,7.06920365217438E-16,1.60072494731851E-16,3.6,0.743171,0.0886450277393358,0.000634670156116147,4.23113437410764E-16,1.08475190377539E-16,4.5,1.009682,0.0991188635070657,0.000530515210744436,2.7440441935057E-16,7.1306779723546E-17,5.8,1.391189,0.100322346927969,0.000383923500579883,1.43971312717456E-16,5.21028041549233E-17,8,2.831177,0.134144303074395,0.000828546292390438,7.38016293696946E-16,1.53783882247928E-16,3.368,0.635793,0.0822016035473396,0.000559487380753783,3.63460836349361E-16,9.50025708355096E-17,4.618,1.107319,0.100847056051579,0.00079855146798194,1.98282933615777E-16,1.23616362020195E-16,12.082,6.275804,0.210434690674251,0.00527669627188785,7.13259836697466E-16,,22.194,4.739734,,1.8E-15,1.95E-15
-14.842669,C,C,0.049576989,20.069,0.038,17.395,,16.265,,15.595,,14.93,0.07,15.04,0.03,14.91,0.07,14.48,0.05,15.283,0.051,15.991,0.249,12.402,,8.366,,,,,,,3.57421455926592E-05,1.42968582370637E-16,2.60641256900496E-17,0.75,0.12533,0.0727301384462855,0.000211100040710029,5.06640097704071E-16,,1.25,0.214914,,0.000356697410596876,6.44633874572667E-16,,1.66,0.260965,,0.00041108388774105,5.63128613343904E-16,,2.19,0.278455,,0.00029960685045358,2.49672375377983E-16,5.85322900889255E-17,3.6,0.743171,0.0914687154373954,0.000173200075545228,1.15466717030152E-16,2.72933041120146E-17,4.5,1.009682,0.0921497855475444,0.000124938946715962,6.46235931289461E-17,1.73100867975183E-17,5.8,1.391189,0.103071359462412,0.000104771870338039,3.92894513767646E-17,1.46902129125996E-17,8,2.831177,0.137954214734094,0.000238515594028362,2.12454507744978E-16,4.44400959611754E-17,3.368,0.635793,0.0824890314810869,6.89588952755657E-05,4.47978964544602E-17,1.52036552213936E-17,4.618,1.107319,0.126904860047944,0.000346659345227748,8.60766458933326E-17,,12.082,6.275804,,0.00376670923451971,5.09152370170278E-16,,22.194,4.739734,,8.1E-16,
-14.755259,C,C/O,0.053282331,20.216,0.057,17.967,,17.164,,16.598,,16.31,0.04,16.23,0.06,15.8,0.06,15.78,0.09,,,,,,,,,,,,,,3.12162420482721E-05,1.24864968193088E-16,2.37126898929887E-17,0.75,0.12533,0.0755128977443764,0.000124648861758086,2.99157268219406E-16,,1.25,0.214914,,0.000155847541852534,2.81652184070844E-16,,1.66,0.260965,,0.000163203870865292,2.23566946390811E-16,,2.19,0.278455,,8.40527136423242E-05,7.00439280352702E-17,1.55803184157587E-17,3.6,0.743171,0.0872262692898858,5.78826061793633E-05,3.85884041195755E-17,9.58434770959454E-18,4.5,1.009682,0.0963446376879311,5.50424606171034E-05,2.84702382502259E-17,7.51216197336637E-18,5.8,1.391189,0.101699028291126,3.16405990077098E-05,1.18652246278912E-17,4.62621696989397E-18,8,2.831177,0.142982656586302,,,,3.368,0.635793,,,,,4.618,1.107319,,,,,12.082,6.275804,,,,,22.194,4.739734,,3.5E-16,6.3E-16
-14.76143,LAV,C/O,0.058324832,,,18.09,0.24,16.73,0.17,15.62,0.07,14.62,0.05,14.49,0.06,14.37,0.08,13.95,0.04,14.938,0.05,14.68,0.081,12.334,,8.686,,,,,,,,,,0.75,0.12533,,0.000111298245209901,2.67115788503762E-16,7.15686537527593E-17,1.25,0.214914,0.103095688663228,0.000232434160832903,4.20061736445006E-16,9.460119268752E-17,1.66,0.260965,0.0882097640817214,0.000401726476035775,5.50310241144897E-16,8.53797544223778E-17,2.19,0.278455,0.062637781591123,0.000398613257842466,3.32177714868722E-16,7.52171222242363E-17,3.6,0.743171,0.0886450277393358,0.000287440577742056,1.91627051828037E-16,4.75951347869476E-17,4.5,1.009682,0.0963446376879293,0.000205446071107986,1.06265209193786E-16,2.88892780930104E-17,5.8,1.391189,0.104439367847696,0.00017070439267401,6.40141472527539E-17,2.36786490281203E-17,8,2.831177,0.136687954220367,0.000327730437890014,2.91921411422221E-16,6.09457886596702E-17,3.368,0.635793,0.0823453412926689,0.00023066956437899,1.49850301675394E-16,4.07867405497041E-17,4.618,1.107319,0.10454966962312,0.000369065043530938,9.16400538481059E-17,,12.082,6.275804,,0.00280518880335378,3.79182049655824E-16,,22.194,4.739734,,7.5E-16,7.7E-16
-14.78018,O,C/O,0.050790358,20.915,0.084,18.23,,17.51,,17.12,,16.38,0.06,16.23,0.05,15.79,0.04,16.42,0.17,,,,,,,,,,,,,,1.63976125142074E-05,6.55904500568295E-17,1.31644405960727E-17,0.75,0.12533,0.0794369219675559,9.7833663623268E-05,2.34800792695843E-16,,1.25,0.214914,,0.000113318275479313,2.0479206411924E-16,,1.66,0.260965,,0.000100909128433242,1.38231682785263E-16,,2.19,0.278455,,7.88046308900637E-05,6.56705257417198E-17,1.51328788083567E-17,3.6,0.743171,0.0900591664592696,5.78826061793633E-05,3.85884041195755E-17,9.42999409311624E-18,4.5,1.009682,0.0949508508082495,5.55517622345739E-05,2.87336701213313E-17,7.35180179132489E-18,5.8,1.391189,0.0989412877056211,1.75486897830664E-05,6.58075866864989E-18,2.77640316262222E-18,8,2.831177,0.152868176097666,,,,3.368,0.635793,,,,,4.618,1.107319,,,,,12.082,6.275804,,,,,22.194,4.739734,,2.5E-16,4.1E-16
-14.82965,LAV,C/O,0.047447896,20.732,0.008,18.32,0.31,16.8,0.19,15.67,0.1,14.84,0.04,14.02,0.06,13.71,0.04,13.4,0.03,14.137,0.035,13.499,0.04,12.475,,8.821,,,,,,,1.94079926722406E-05,7.76319706889624E-17,1.32212421548016E-17,0.75,0.12533,0.0682996790024859,9.0050953785081E-05,2.16122289084194E-16,6.39573283554326E-17,1.25,0.214914,0.112581945783433,0.00021792143830863,3.9383392465415E-16,9.18451554709265E-17,1.66,0.260965,0.091036273993625,0.000383645806222682,5.25542200305044E-16,8.78435388733621E-17,2.19,0.278455,0.0671260796930042,0.000325500559343975,2.71250466119979E-16,6.03359741681561E-17,3.6,0.743171,0.087226269289884,0.000443147268901011,2.95431512600674E-16,7.33774408592326E-17,4.5,1.009682,0.0963446376879293,0.000377309587080087,1.95160131248321E-16,4.99337048294939E-17,5.8,1.391189,0.0989412877056193,0.000283298775123867,1.0623704067145E-16,3.88718277501917E-17,8,2.831177,0.135417990906797,0.00068535688225673,6.10472282295187E-16,1.23788299534467E-16,3.368,0.635793,0.0801842639455455,0.000684526547073874,4.44690264448164E-16,1.13744316413604E-16,4.618,1.107319,0.0989146823835245,0.000324117822375006,8.0479512259975E-17,,12.082,6.275804,,0.00247720584912093,3.34848046650571E-16,,22.194,4.739734,,8.9E-16,8.9E-16
-14.84939,LPV,C/O,0.048857229,20.988,0.122,19.1,,17.38,,15.96,,14.7,0.06,14.04,0.06,13.41,0.04,13.1,0.05,14.436,0.044,13.785,0.052,11.869,,8.775,,,,,,,1.53313578111167E-05,6.13254312444667E-17,1.32405694418887E-17,0.75,0.12533,0.0849002396510983,4.39024055312103E-05,1.05365773274905E-16,,1.25,0.214914,,0.000127732071858478,2.3084109372014E-16,,1.66,0.260965,,0.000293717927499819,4.02353325342218E-16,,2.19,0.278455,,0.000370298317860495,3.08581931550412E-16,7.11085059828353E-17,3.6,0.743171,0.0900591664592731,0.000435058919698492,2.90039279798994E-16,7.20381516276221E-17,4.5,1.009682,0.0963446376879311,0.00049739090569026,2.57271158115652E-16,6.58254428725669E-17,5.8,1.391189,0.0989412877056193,0.000373460519331815,1.40047694749431E-16,5.23634304296897E-17,8,2.831177,0.137954214734091,0.000520375424599598,4.63517302196792E-16,9.56582180921804E-17,3.368,0.635793,0.081482200363789,0.00052600551238342,3.41709947412356E-16,8.90438850652724E-17,4.618,1.107319,0.100571528521717,0.000566373483560139,1.40632382939945E-16,,12.082,6.275804,,0.00258441407021111,3.49339560720616E-16,,22.194,4.739734,,6.5E-16,8.1E-16
-14.80431,LPV,C/O,0.049590322,20.528,0.071,18.2,,16.91,,15.94,,15.52,0.08,14.05,0.06,13.69,0.06,13.52,0.04,,,,,,,,,,,,,,2.3419661818965E-05,9.36786472758601E-17,1.83148000667458E-17,0.75,0.12533,0.0775520022740217,0.000100574600710143,2.41379041704343E-16,,1.25,0.214914,,0.000196924593040401,3.55887818747712E-16,,1.66,0.260965,,0.000299178551468419,4.0983363214852E-16,,2.19,0.278455,,0.000174000997989068,1.45000831657557E-16,3.45734746863135E-17,3.6,0.743171,0.0928737043703656,0.000431070275547802,2.87380183698535E-16,7.13777018836769E-17,4.5,1.009682,0.0963446376879293,0.000384324296030031,1.98788428981051E-16,5.24523491448071E-17,5.8,1.391189,0.101699028291126,0.000253655741369269,9.5120903013476E-17,3.51849485520886E-17,8,2.831177,0.136687954220367,,,,3.368,0.635793,,,,,4.618,1.107319,,,,,12.082,6.275804,,,,,22.194,4.739734,,8.2E-16,9E-16
-14.847853,C,C,0.056497047,19.839,0.021,17.049,,16.052,,15.442,,14.86,0.08,14.94,0.04,14.85,0.05,14.36,0.06,,,,,,,,,,,,,,4.41754131110472E-05,1.76701652444189E-16,3.10123180149714E-17,0.75,0.12533,0.0702250964880413,0.000290327595354502,6.96786228850804E-16,,1.25,0.214914,,0.000434010220312935,7.84355819842653E-16,,1.66,0.260965,,0.00047329340739072,6.48347133411946E-16,,2.19,0.278455,,0.000319559504587802,2.66299587156501E-16,6.34955119241981E-17,3.6,0.743171,0.0928737043703638,0.000189910106405694,1.26606737603796E-16,3.04329398099443E-17,4.5,1.009682,0.0935525764246972,0.000132037666472142,6.82953447269698E-17,1.77472400558098E-17,5.8,1.391189,0.100322346927967,0.000117015851381786,4.38809442681698E-17,1.65824826812266E-17,8,2.831177,0.139216793977532,,,,3.368,0.635793,,,,,4.618,1.107319,,,,,12.082,6.275804,,,,,22.194,4.739734,,9.2E-16,
-14.77527,LPV,C/O,0.056922271,,,18.02,,16.56,,15.45,,14.11,0.09,13.7,0.06,13.31,0.04,13.04,0.06,14.095,0.033,13.623,0.045,11.606,,8.844,,,,,,,,,,0.75,0.12533,,0.000118710276640615,2.84904663937475E-16,,1.25,0.214914,,0.000271831609546296,4.91261944963186E-16,,1.66,0.260965,,0.000469818869080398,6.43587491890956E-16,,2.19,0.278455,,0.000637605036894165,5.31337530745138E-16,1.2881555223499E-16,3.6,0.743171,0.0942741626675527,0.000595042625304217,3.96695083536145E-16,9.85286565237434E-17,4.5,1.009682,0.0963446376879293,0.000545378283049281,2.82092215370318E-16,7.21761628612384E-17,5.8,1.391189,0.0989412877056193,0.000394679615829889,1.48004855936208E-16,5.59306095443323E-17,8,2.831177,0.139216793977532,0.00071238830016063,6.34550148599136E-16,1.28163040176559E-16,3.368,0.635793,0.0798953060902221,0.000610647095088743,3.96695817511093E-16,1.02261532933166E-16,4.618,1.107319,0.0996058032704141,0.00072161061378205,1.79178268610011E-16,,12.082,6.275804,,0.00242528118053992,3.27829302587175E-16,,22.194,4.739734,,1.1E-15,1.9E-15
-14.78854,LPV,C/O,0.056915211,21.167,0.052,18.42,,17.09,,16.03,,14.36,0.07,13.95,0.04,13.74,0.03,13.46,0.04,14.921,0.047,14.178,0.052,12.315,,8.57,,,,,,,1.30011155908027E-05,5.20044623632107E-17,9.77198517446304E-18,0.75,0.12533,0.0747823196485626,8.21274459463318E-05,1.97105870271196E-16,,1.25,0.214914,,0.000166839913742308,3.01517916401761E-16,,1.66,0.260965,,0.00027537876957684,3.77231191201151E-16,,2.19,0.278455,,0.000506467683407453,4.22056402839544E-16,9.8945378989137E-17,3.6,0.743171,0.0914687154373954,0.0004726591581436,3.15106105429067E-16,7.57432449628275E-17,4.5,1.009682,0.0935525764246989,0.000367026853336587,1.89841475863752E-16,4.78135068423335E-17,5.8,1.391189,0.0975558226919642,0.000268067828791614,1.00525435796855E-16,3.71840696906289E-17,8,2.831177,0.136687954220367,0.000332902286645437,2.96528165064225E-16,6.15517282118414E-17,3.368,0.635793,0.0819139852599609,0.000366260678375576,2.37934611331037E-16,6.20017718092483E-17,4.618,1.107319,0.100571528521717,0.000375580393294466,9.32578364412679E-17,,12.082,6.275804,,0.00312149106964561,4.21937154588485E-16,,22.194,4.739734,,8E-16,8.9E-16
-14.828946,C,C,0.054356034,20.171,0.024,17.6,,16.81,,16.58,,16.11,0.05,16.09,0.05,15.48,0.06,15.62,0.11,,,,,,,,,,,,,,3.25372331670742E-05,1.30148932668297E-16,2.29981840620391E-17,0.75,0.12533,0.0706682139690198,0.000174778624465223,4.19468698716536E-16,,1.25,0.214914,,0.000215923522553169,3.90223233529824E-16,,1.66,0.260965,,0.000165932117409887,2.27304270424503E-16,,2.19,0.278455,,0.000101053588245248,8.42113235377067E-17,1.90685080054322E-17,3.6,0.743171,0.0886450277393376,6.58488321642156E-05,4.38992214428104E-17,1.07278185854828E-17,4.5,1.009682,0.0949508508082459,7.39090874914572E-05,3.82288383576503E-17,1.00870678802286E-17,5.8,1.391189,0.101699028291126,3.66644096653185E-05,1.37491536244944E-17,5.47074869836967E-18,8,2.831177,0.145475211689512,,,,3.368,0.635793,,,,,4.618,1.107319,,,,,12.082,6.275804,,,,,22.194,4.739734,,4.7E-16,
-14.745038,C,C,0.06105533,19.73,0.015,17.006,,15.993,,15.379,,14.72,0.06,14.75,0.04,14.61,0.04,14.26,0.07,,,,,,,,,,,,,,4.88405582769802E-05,1.95362233107921E-16,3.38185049658684E-17,0.75,0.12533,0.069337502856019,0.000302056591282121,7.24935819077091E-16,,1.25,0.214914,,0.000458247344176799,8.28157850921926E-16,,1.66,0.260965,,0.000501568732640688,6.87080455672175E-16,,2.19,0.278455,,0.000363539611863301,3.02949676552751E-16,6.98106294798728E-17,3.6,0.743171,0.0900591664592731,0.000226228896499412,1.50819264332941E-16,3.62529963293743E-17,4.5,1.009682,0.0935525764246972,0.000164701608416458,8.51904871119609E-17,2.17968527204813E-17,5.8,1.391189,0.0989412877056193,0.00012830532964326,4.81144986162224E-17,1.83747886923518E-17,8,2.831177,0.140475713293021,,,,3.368,0.635793,,,,,4.618,1.107319,,,,,12.082,6.275804,,,,,22.194,4.739734,,1.05E-15,
