_RAJ2000(deg),_DEJ2000(deg),RAJ2000(deg),DEJ2000(deg),JmagUKIRT(mag),e_JmagUKIRT(mag),HmagUKIRT(mag),e_HmagUKIRT(mag),KmagUKIRT(mag),e_KmagUKIRT(mag)
296.23996,-14.76081889,296.23996,-14.760819,18.21,0.063,17.508,0.052,17.468,0.062
296.23996,-14.87156694,296.23996,-14.871567,19.655,0.209,18.891,0.168,18.793,0.191
296.23996,-14.89267306,296.23996,-14.892673,19.385,0.168,18.832,0.16,18.558,0.157
296.23996,-14.97727194,296.23996,-14.977272,19.282,0.15,18.748,0.141,18.164,0.122
296.23996,-15.038465,296.23996,-15.038465,15.545,0.009,15.137,0.007,15.04,0.01
296.23999,-14.67360306,296.23999,-14.673603,17.863,0.045,16.957,0.025,16.765,0.03
296.23999,-14.79474694,296.23999,-14.794747,18.214,0.063,17.492,0.052,17.481,0.063
296.24002111,-14.74531694,296.240021,-14.745317,18.648,0.091,17.914,0.073,17.952,0.095
296.24002111,-14.80786111,296.240021,-14.807861,14.68,0.005,14.031,0.004,13.843,0.004
296.24005111,-14.74163889,296.240051,-14.741639,17.824,0.046,17.086,0.036,16.923,0.04
296.24005111,-14.77048,296.240051,-14.77048,19.106,0.133,18.229,0.097,17.962,0.095
296.24011194,-14.81846611,296.240112,-14.818466,17.235,0.029,16.36,0.02,15.925,0.017
296.24011194,-15.07387306,296.240112,-15.073873,17.091,0.025,16.789,0.026,16.763,0.037
296.24011194,-15.0995,296.240112,-15.0995,15.78,0.01,15.397,0.009,15.354,0.012
296.24014306,-14.83612194,296.240143,-14.836122,19.182,0.143,18.44,0.115,18.474,0.146
296.24017306,-14.51741889,296.240173,-14.517419,17.391,0.03,16.896,0.023,16.672,0.028
296.24017306,-14.80493889,296.240173,-14.804939,17.612,0.039,17.099,0.037,16.913,0.039
296.24017306,-15.11337306,296.240173,-15.113373,19.188,0.137,18.256,0.091,18.282,0.133
296.24020389,-14.55152806,296.240204,-14.551528,18.135,0.055,17.599,0.042,17.372,0.05
296.24020389,-14.60325306,296.240204,-14.603253,17.167,0.025,16.619,0.019,16.339,0.022
296.24020389,-14.82737,296.240204,-14.82737,17.698,0.042,17.124,0.037,16.898,0.038
296.240265,-14.91387194,296.240265,-14.913872,19.209,0.144,18.281,0.1,17.952,0.094
296.240265,-14.99793306,296.240265,-14.997933,18.651,0.089,18.382,0.103,18.542,0.167
296.240295,-14.64371111,296.240295,-14.643711,14.521,0.005,14.054,0.003,13.995,0.004
296.240295,-14.85750306,296.240295,-14.857503,18.14,0.059,17.387,0.046,17.105,0.045
296.240295,-14.86532306,296.240295,-14.865323,19.006,0.122,17.975,0.077,18.073,0.104
296.240295,-14.958425,296.240295,-14.958425,15.186,0.007,14.829,0.006,14.76,0.008
296.24038694,-14.85234194,296.240387,-14.852342,17.237,0.029,16.348,0.019,16.029,0.019
296.24041694,-14.79316389,296.240417,-14.793164,17.46,0.034,17.156,0.039,17.147,0.047
296.24041694,-14.80064194,296.240417,-14.800642,18.913,0.113,18.108,0.088,18.014,0.099
296.24041694,-14.82148611,296.240417,-14.821486,15.175,0.007,14.462,0.005,14.288,0.006
296.24044806,-14.83482694,296.240448,-14.834827,17.276,0.03,16.257,0.018,15.618,0.014
296.24047889,-14.61788694,296.240479,-14.617887,14.749,0.005,14.101,0.003,13.924,0.004
296.24047889,-14.84928,296.240479,-14.84928,18.845,0.108,17.215,0.04,15.623,0.014
296.24050889,-14.58729194,296.240509,-14.587292,18.576,0.08,17.997,0.059,17.892,0.078
296.24050889,-14.70966611,296.240509,-14.709666,19.184,0.135,18.193,0.071,18.547,0.138
296.24054,-14.87480806,296.24054,-14.874808,13.529,0.003,13.029,0.002,12.974,0.003
296.24057,-14.72968306,296.24057,-14.729683,17.938,0.05,17.174,0.039,16.694,0.033
296.24057,-14.73220806,296.24057,-14.732208,18.428,0.075,17.609,0.056,17.47,0.063
296.24057,-14.75058694,296.24057,-14.750587,18.023,0.054,18.053,0.082,17.927,0.093
296.24057,-14.79568111,296.24057,-14.795681,18.266,0.066,17.446,0.05,16.986,0.041
296.24057,-14.88464694,296.24057,-14.884647,18.735,0.097,18.209,0.094,17.968,0.095
296.24057,-14.88799694,296.24057,-14.887997,17.112,0.026,16.235,0.018,15.819,0.016
296.24063111,-14.77876389,296.240631,-14.778764,18.496,0.08,17.737,0.064,17.776,0.081
296.24066194,-14.80139389,296.240662,-14.801394,16.678,0.019,15.855,0.013,15.413,0.012
296.24069194,-14.59802194,296.240692,-14.598022,16.241,0.013,15.794,0.01,15.77,0.014
296.24072306,-14.63550889,296.240723,-14.635509,15.998,0.011,15.615,0.009,15.589,0.012
296.24072306,-14.76016694,296.240723,-14.760167,19.226,0.147,18.493,0.121,18.437,0.143
296.24075306,-14.80357611,296.240753,-14.803576,16.778,0.02,15.759,0.012,15.077,0.009
296.24075306,-15.02166111,296.240753,-15.021661,18.196,0.061,17.97,0.072,17.818,0.09
296.24078389,-14.80007806,296.240784,-14.800078,19.314,0.158,18.562,0.13,18.252,0.122
296.24081389,-14.72008611,296.240814,-14.720086,17.897,0.046,17.008,0.026,16.844,0.033
296.240845,-14.54020611,296.240845,-14.540206,18.007,0.049,17.338,0.034,17.22,0.044
296.240845,-14.886225,296.240845,-14.886225,19.305,0.157,18.013,0.079,17.846,0.085
296.240875,-14.59029111,296.240875,-14.590291,18.122,0.055,17.725,0.047,17.753,0.07
296.240875,-14.76520306,296.240875,-14.765203,18.019,0.054,18.305,0.103,18.114,0.108
296.24093611,-14.92225806,296.240936,-14.922258,17.96,0.051,17.083,0.035,16.868,0.037
296.24096694,-14.77736389,296.240967,-14.777364,16.226,0.014,15.399,0.009,15.193,0.01
296.24099694,-14.73093,296.240997,-14.73093,18.513,0.081,17.738,0.063,17.541,0.067
296.24099694,-14.88085806,296.240997,-14.880858,19.62,0.203,18.935,0.175,17.857,0.086
296.24102806,-14.58066889,296.241028,-14.580669,19.144,0.129,18.302,0.077,18.133,0.096
296.24102806,-14.82161389,296.241028,-14.821614,15.286,0.008,14.986,0.007,14.922,0.008
296.24102806,-14.83655806,296.241028,-14.836558,19.484,0.183,18.809,0.157,18.553,0.156
296.24102806,-14.85060611,296.241028,-14.850606,17.452,0.034,16.543,0.023,15.98,0.018
296.24105806,-14.86214694,296.241058,-14.862147,19.148,0.138,18.838,0.16,18.552,0.156
296.24108889,-14.93749389,296.241089,-14.937494,18.914,0.113,17.775,0.064,16.912,0.039
296.24115,-14.64659389,296.24115,-14.646594,19.578,0.186,18.494,0.091,18.413,0.122
296.24115,-14.72368806,296.24115,-14.723688,17.138,0.025,15.831,0.01,15.058,0.008
296.24115,-14.75721611,296.24115,-14.757216,18.624,0.089,18.014,0.08,17.59,0.07
296.24115,-14.79726694,296.24115,-14.797267,16.902,0.022,16.167,0.017,15.939,0.018
296.24115,-14.99527806,296.24115,-14.995278,17.12,0.026,16.704,0.025,16.659,0.034
296.24115,-15.09298306,296.24115,-15.092983,15.601,0.009,15.105,0.007,14.998,0.009
296.24118,-14.80231111,296.24118,-14.802311,13.918,0.004,13.664,0.003,13.638,0.004
296.24118,-14.90076889,296.24118,-14.900769,17.054,0.025,16.431,0.021,16.399,0.025
296.24118,-15.07576111,296.24118,-15.075761,16.362,0.015,16.101,0.015,16.042,0.02
296.24124111,-14.76094389,296.241241,-14.760944,18.026,0.054,17.411,0.048,17.28,0.053
296.24124111,-14.78515611,296.241241,-14.785156,18.364,0.071,17.815,0.068,17.804,0.083
296.24124111,-14.85131694,296.241241,-14.851317,18.663,0.092,17.886,0.071,17.714,0.076
296.24124111,-15.10049694,296.241241,-15.100497,17.333,0.03,16.838,0.027,16.714,0.035
296.24130194,-14.85900611,296.241302,-14.859006,19.307,0.157,18.39,0.11,18.297,0.126
296.24130194,-14.87318,296.241302,-14.87318,19.415,0.172,18.211,0.094,18.321,0.128
296.24133306,-14.92455,296.241333,-14.92455,19.123,0.134,18.06,0.082,17.929,0.092
296.24133306,-15.0727,296.241333,-15.0727,17.295,0.03,16.823,0.027,16.711,0.035
296.24136389,-14.61915306,296.241364,-14.619153,18.312,0.064,17.661,0.044,17.553,0.059
296.24136389,-14.89947806,296.241364,-14.899478,19.1,0.132,18.566,0.127,18.417,0.14
296.24139389,-14.83422194,296.241394,-14.834222,15.917,0.011,15.597,0.011,15.558,0.013
296.24139389,-14.85585,296.241394,-14.85585,18.891,0.111,18.045,0.082,17.883,0.088
296.24139389,-14.88755806,296.241394,-14.887558,18.83,0.105,18.114,0.087,18.3,0.126
296.241425,-14.79170306,296.241425,-14.791703,17.185,0.028,16.142,0.017,15.43,0.012
296.241455,-14.6946,296.241455,-14.6946,18.115,0.055,17.203,0.03,17.058,0.039
296.241455,-14.79053111,296.241455,-14.790531,17.556,0.037,17.658,0.059,17.7,0.076
296.241455,-15.11566194,296.241455,-15.115662,18.605,0.084,17.819,0.062,17.627,0.076
296.24148611,-14.69992806,296.241486,-14.699928,19.336,0.153,18.574,0.098,18.313,0.113
296.24148611,-14.76708306,296.241486,-14.767083,18.349,0.07,17.372,0.047,17.375,0.058
296.24151611,-14.73593,296.241516,-14.73593,14.918,0.006,14.222,0.004,14.057,0.005
296.24151611,-14.84230806,296.241516,-14.842308,17.463,0.035,16.714,0.026,16.477,0.027
296.24151611,-14.904885,296.241516,-14.904885,19.388,0.168,18.6,0.131,18.702,0.177
296.24154694,-14.70706694,296.241547,-14.707067,17.171,0.026,16.635,0.019,16.429,0.023
296.24154694,-15.02885806,296.241547,-15.028858,18.786,0.099,18.07,0.078,18.089,0.114
296.24157694,-14.68275111,296.241577,-14.682751,16.481,0.015,15.965,0.011,15.873,0.015
296.24160806,-14.89488306,296.241608,-14.894883,12.742,0.002,12.328,0.001,12.273,0.002
296.24163806,-14.79595111,296.241638,-14.795951,17.88,0.048,16.999,0.034,16.689,0.032
296.24163806,-14.83841889,296.241638,-14.838419,19.08,0.133,18.576,0.129,18.293,0.126
296.24166889,-14.61548611,296.241669,-14.615486,18.703,0.089,18.084,0.064,17.938,0.082
296.24166889,-14.77283611,296.241669,-14.772836,17.309,0.03,16.675,0.026,16.556,0.029
296.24166889,-14.831525,296.241669,-14.831525,19.481,0.184,19.053,0.193,18.261,0.122
296.24169889,-14.85206111,296.241699,-14.852061,16.566,0.018,16.073,0.016,15.98,0.018
296.24179111,-14.55778306,296.241791,-14.557783,15.961,0.011,15.458,0.008,15.371,0.01
296.24179111,-14.72699611,296.241791,-14.726996,17.158,0.027,16.507,0.022,16.423,0.026
296.24179111,-15.0051,296.241791,-15.0051,17.034,0.024,16.421,0.02,16.3,0.025
296.24179111,-15.13293889,296.241791,-15.132939,15.485,0.009,15.189,0.008,15.108,0.01
296.24182111,-14.57333611,296.241821,-14.573336,19.158,0.13,19.136,0.156,18.606,0.144
296.24191306,-14.88293611,296.241913,-14.882936,18.167,0.061,17.455,0.049,17.459,0.061
296.24191306,-14.88676111,296.241913,-14.886761,19.056,0.127,17.959,0.076,17.915,0.091
296.24194306,-14.60859194,296.241943,-14.608592,19.215,0.137,18.595,0.099,18.422,0.123
296.24194306,-14.8227,296.241943,-14.8227,17.413,0.033,16.554,0.023,16.482,0.027
296.24194306,-14.843885,296.241943,-14.843885,19.339,0.163,18.203,0.094,18.298,0.126
296.24197389,-14.77149694,296.241974,-14.771497,18.385,0.073,17.698,0.061,17.588,0.069
296.24197389,-14.77971389,296.241974,-14.779714,17.579,0.038,16.815,0.029,16.621,0.031
296.24197389,-15.04232806,296.241974,-15.042328,17.39,0.032,16.78,0.026,16.471,0.029
296.24200389,-14.93637806,296.242004,-14.936378,15.358,0.008,15.041,0.007,15.003,0.009
296.242035,-14.91493,296.242035,-14.91493,15.685,0.01,15.196,0.008,15.089,0.009
296.242035,-15.05494194,296.242035,-15.054942,17.988,0.051,17.379,0.043,17.179,0.053
296.242065,-14.75359389,296.242065,-14.753594,17.428,0.033,16.611,0.024,16.453,0.027
296.242065,-14.92173111,296.242065,-14.921731,17.761,0.043,17.537,0.052,17.64,0.072
296.242065,-14.98199389,296.242065,-14.981994,18.203,0.061,17.417,0.045,17.149,0.051
296.24209611,-14.85473611,296.242096,-14.854736,16.676,0.019,16.135,0.016,16.002,0.019
296.24209611,-15.01537194,296.242096,-15.015372,18.215,0.062,17.44,0.046,17.328,0.059
296.24212611,-14.65448,296.242126,-14.65448,19.026,0.118,18.154,0.068,18.048,0.09
296.24215694,-14.87631694,296.242157,-14.876317,19.2,0.144,18.428,0.113,18.636,0.167
296.24215694,-14.90293306,296.242157,-14.902933,16.009,0.012,15.383,0.009,15.241,0.01
296.24218806,-14.70437,296.242188,-14.70437,15.46,0.008,15.096,0.006,15.09,0.009
296.24221806,-14.64575889,296.242218,-14.645759,17.087,0.024,16.691,0.02,16.705,0.029
296.24221806,-14.75491111,296.242218,-14.754911,17.248,0.029,16.734,0.027,16.405,0.026
296.24221806,-14.76165,296.242218,-14.76165,17.677,0.041,17.136,0.038,16.973,0.041
296.24221806,-14.78027194,296.242218,-14.780272,18.445,0.076,17.812,0.067,17.732,0.078
296.24221806,-14.87352,296.242218,-14.87352,19.247,0.149,18.879,0.166,18.647,0.169
296.24224889,-14.580295,296.242249,-14.580295,15.517,0.008,15.134,0.006,15.097,0.009
296.24224889,-14.714155,296.242249,-14.714155,18.693,0.089,17.945,0.057,17.734,0.069
296.24224889,-14.81173889,296.242249,-14.811739,19.316,0.16,18.718,0.147,18.658,0.17
296.24224889,-15.10669194,296.242249,-15.106692,16.277,0.014,15.731,0.011,15.498,0.013
296.24227889,-14.84115806,296.242279,-14.841158,18.399,0.074,18.057,0.083,18.12,0.108
296.24231,-14.77005,296.24231,-14.77005,15.271,0.008,14.854,0.006,14.77,0.008
296.24231,-14.99818889,296.24231,-14.998189,15.544,0.009,15.232,0.008,15.136,0.01
296.24234,-14.74898611,296.24234,-14.748986,14.502,0.005,13.79,0.003,13.595,0.004
296.24237111,-14.67139194,296.242371,-14.671392,17.361,0.03,16.361,0.015,15.907,0.015
296.24237111,-14.75779194,296.242371,-14.757792,14.824,0.006,14.191,0.004,14.052,0.005
296.24237111,-14.80564194,296.242371,-14.805642,19.153,0.139,18.254,0.099,18.356,0.132
296.24237111,-14.85398389,296.242371,-14.853984,17.848,0.047,17.601,0.056,17.643,0.072
296.24237111,-15.03985,296.242371,-15.03985,18.213,0.061,17.831,0.064,17.683,0.081
296.24240111,-14.77644389,296.242401,-14.776444,17.471,0.034,16.668,0.026,16.566,0.029
296.24240111,-14.84224694,296.242401,-14.842247,17.176,0.028,16.388,0.02,15.932,0.018
296.24240111,-14.85082,296.242401,-14.85082,18.193,0.062,17.478,0.05,17.303,0.054
296.24243194,-14.849135,296.242432,-14.849135,18.33,0.07,17.516,0.052,17.465,0.062
296.24246194,-14.56193611,296.242462,-14.561936,16.28,0.013,15.875,0.011,15.832,0.015
296.24246194,-14.80347806,296.242462,-14.803478,18.038,0.055,17.122,0.037,16.902,0.038
296.24249306,-14.85742611,296.242493,-14.857426,13.889,0.004,13.742,0.003,13.736,0.004
296.24258389,-14.58890806,296.242584,-14.588908,18.882,0.104,18.268,0.075,18.155,0.098
296.24258389,-14.83603306,296.242584,-14.836033,17.197,0.028,16.446,0.021,16.188,0.021
296.24258389,-14.892095,296.242584,-14.892095,17.579,0.038,17.019,0.034,17.142,0.047
296.242615,-14.83756611,296.242615,-14.837566,17.726,0.042,16.953,0.032,16.774,0.034
296.242645,-14.55241389,296.242645,-14.552414,17.098,0.024,16.773,0.021,16.76,0.03
296.242645,-14.78730306,296.242645,-14.787303,18.35,0.07,17.014,0.034,16.192,0.022
296.24270611,-14.64671611,296.242706,-14.646716,18.367,0.068,17.716,0.047,17.522,0.057
296.24270611,-14.80613,296.242706,-14.80613,18.668,0.092,17.885,0.072,17.771,0.08
296.24270611,-14.87070806,296.242706,-14.870708,18.743,0.098,18.224,0.095,18.026,0.1
296.24273694,-14.50324389,296.242737,-14.503244,16.96,0.021,16.387,0.015,16.091,0.018
296.24273694,-14.764175,296.242737,-14.764175,14.113,0.004,13.397,0.003,13.186,0.003
296.24276694,-14.81338306,296.242767,-14.813383,19.67,0.214,18.702,0.145,18.606,0.163
296.24276694,-14.81601111,296.242767,-14.816011,18.089,0.057,17.371,0.046,17.32,0.055
296.24276694,-14.84561306,296.242767,-14.845613,19.039,0.127,18.32,0.104,17.921,0.091
296.24276694,-14.90055,296.242767,-14.90055,19.299,0.156,18.576,0.128,18.685,0.175
296.24279806,-14.819455,296.242798,-14.819455,16.847,0.022,15.898,0.014,15.32,0.011
296.24282806,-14.78272,296.242828,-14.78272,18.204,0.062,17.416,0.048,17.388,0.058
296.24282806,-14.83412694,296.242828,-14.834127,16.899,0.022,16.868,0.03,16.915,0.039
296.24285889,-14.52225,296.242859,-14.52225,17.761,0.04,17.157,0.029,17.101,0.04
296.24288889,-15.05589806,296.242889,-15.055898,19.098,0.128,18.597,0.123,18.656,0.183
296.24292,-14.83828806,296.24292,-14.838288,17.831,0.047,16.665,0.025,15.523,0.013
296.24292,-14.975175,296.24292,-14.975175,16.707,0.019,16.513,0.021,16.428,0.028
296.24295,-14.52632389,296.24295,-14.526324,17.232,0.027,16.562,0.018,16.414,0.023
296.24295,-14.74645306,296.24295,-14.746453,14.023,0.004,13.332,0.003,13.123,0.003
296.24295,-14.79211111,296.24295,-14.792111,18.171,0.061,17.43,0.048,17.274,0.053
296.24295,-14.79803889,296.24295,-14.798039,19.68,0.214,18.816,0.159,18.73,0.181
296.24295,-14.799095,296.24295,-14.799095,18.718,0.096,18.019,0.081,17.913,0.091
296.24298111,-14.88978,296.242981,-14.88978,19.196,0.143,18.148,0.089,18.811,0.196
296.24301111,-14.51595306,296.243011,-14.515953,17.446,0.031,17.026,0.026,17.067,0.039
296.24301111,-14.72390611,296.243011,-14.723906,17.466,0.032,16.657,0.019,16.478,0.024
296.24301111,-15.02376111,296.243011,-15.023761,14.552,0.005,14.276,0.004,14.218,0.006
296.24307306,-14.64052806,296.243073,-14.640528,17.694,0.039,17.015,0.026,16.837,0.032
296.24307306,-14.72771611,296.243073,-14.727716,18.665,0.091,18.003,0.079,17.953,0.095
296.24307306,-14.83130806,296.243073,-14.831308,17.047,0.025,16.355,0.019,16.21,0.022
296.24307306,-14.89106694,296.243073,-14.891067,18.165,0.061,18.375,0.108,18.289,0.126
296.24310306,-14.510105,296.243103,-14.510105,19.655,0.195,18.724,0.109,18.595,0.142
296.24310306,-14.75706111,296.243103,-14.757061,13.94,0.004,13.552,0.003,13.5,0.004
296.24313389,-14.69836389,296.243134,-14.698364,18.561,0.08,17.997,0.06,17.749,0.07
296.24313389,-14.89373,296.243134,-14.89373,14.484,0.005,13.867,0.003,13.731,0.004
296.24313389,-15.06302,296.243134,-15.06302,15.784,0.01,15.328,0.008,15.234,0.011
296.24316389,-14.69597806,296.243164,-14.695978,18.001,0.05,17.249,0.032,17.198,0.044
296.24316389,-14.83205306,296.243164,-14.832053,18.377,0.073,17.877,0.071,17.701,0.075
296.243195,-14.736195,296.243195,-14.736195,19.275,0.152,18.419,0.113,18.199,0.118
296.243225,-14.72635,296.243225,-14.72635,14.728,0.006,14.298,0.004,14.25,0.005
296.243225,-14.80565,296.243225,-14.80565,18.511,0.081,17.795,0.066,17.446,0.061
296.24328611,-14.73367194,296.243286,-14.733672,19.342,0.161,18.223,0.095,17.857,0.088
296.24328611,-14.91958889,296.243286,-14.919589,16.889,0.022,16.415,0.02,16.167,0.021
296.24331694,-14.68153111,296.243317,-14.681531,16.154,0.012,15.708,0.009,15.654,0.013
296.24334694,-14.51274194,296.243347,-14.512742,17.596,0.035,17.005,0.025,16.866,0.033
296.24334694,-14.52294389,296.243347,-14.522944,17.681,0.038,17.327,0.033,17.151,0.042
296.24334694,-14.62370889,296.243347,-14.623709,18.686,0.088,17.652,0.044,17.467,0.055
296.24334694,-14.82800611,296.243347,-14.828006,17.374,0.032,16.691,0.026,16.534,0.028
296.24334694,-14.95213611,296.243347,-14.952136,18.057,0.055,18.003,0.075,17.676,0.082
296.24334694,-15.133705,296.243347,-15.133705,17.747,0.042,17.214,0.037,17.155,0.051
296.24343889,-14.66756694,296.243439,-14.667567,16.214,0.013,15.698,0.009,15.651,0.013
296.24343889,-14.88462,296.243439,-14.88462,19.402,0.17,18.768,0.152,18.948,0.218
296.24346889,-14.77359694,296.243469,-14.773597,18.726,0.096,17.898,0.073,17.699,0.076
296.24346889,-14.84295306,296.243469,-14.842953,17.146,0.027,16.563,0.023,16.368,0.025
296.24346889,-15.00763306,296.243469,-15.007633,14.15,0.004,13.763,0.003,13.665,0.004
296.2435,-14.87653111,296.2435,-14.876531,18.404,0.074,17.531,0.052,17.362,0.057
296.24353,-14.91645806,296.24353,-14.916458,16.622,0.018,16.108,0.016,15.972,0.018
296.24356111,-14.88632806,296.243561,-14.886328,17.77,0.044,17.111,0.037,17.091,0.045
296.24356111,-14.97975806,296.243561,-14.979758,18.111,0.057,17.331,0.042,17.077,0.049
296.24359111,-14.538075,296.243591,-14.538075,18.506,0.075,17.847,0.052,17.651,0.063
296.24359111,-14.71173611,296.243591,-14.711736,18.539,0.079,18.055,0.063,17.902,0.08
296.24359111,-14.76648,296.243591,-14.76648,18.752,0.098,18.028,0.081,17.863,0.088
296.24359111,-14.77065806,296.243591,-14.770658,16.23,0.014,15.346,0.009,14.942,0.009
296.24359111,-14.77463306,296.243591,-14.774633,16.193,0.013,15.67,0.011,15.622,0.014
296.24359111,-14.79630306,296.243591,-14.796303,16.887,0.022,16.241,0.018,16.152,0.021
296.24359111,-14.955235,296.243591,-14.955235,18.409,0.073,17.738,0.059,17.501,0.07
296.24362194,-14.53473389,296.243622,-14.534734,18.742,0.091,18.062,0.062,18.116,0.094
296.24362194,-14.910105,296.243622,-14.910105,18.17,0.061,17.82,0.067,17.903,0.091
296.24362194,-14.93708,296.243622,-14.93708,15.715,0.01,15.37,0.009,15.339,0.011
296.24362194,-14.97375194,296.243622,-14.973752,17.042,0.025,16.538,0.021,16.222,0.024
296.24362194,-15.12345889,296.243622,-15.123459,19.018,0.119,18.392,0.102,17.605,0.076
296.24365194,-14.808345,296.243652,-14.808345,19.337,0.161,18.629,0.136,18.464,0.145
