Ra(J2000) deg,Dec(J2000) deg,Types,RUN,DCG,imag,e_imag,J,eJ,H,eH,Ks,eKs,IRAC1,e_IRAC1,IRAC2,e_IRAC2,IRAC3,e_IRAC3,IRAC4,e_IRAC4,WISE1,e_WISE1,WISE2,e_WISE2,WISE3,e_WISE3,WISE4,e_WISE4,VmagLGGS,e_VmagLGGS,BmagLGGS,RmagLGSS,ImagLGSS,Flux_imag,Flambda_imag,err_Flambda_imag,lambda_imag,err_lambda_imag,err_Flambda_prime_imag,Flux_J,Flambda_J,err_Flambda_J,lambda_J,err_lambda_J,err_Flambda_prime_J,Flux_H,Flambda_H,err_Flambda_H,lambda_H,err_lambda_H,err_Flambda_prime_H,Flux_Ks,Flambda_Ks,err_Flambda_Ks,lambda_Ks,err_lambda_Ks,err_Flambda_prime_Ks,Flux_IRAC1,Flambda_IRAC1,err_Flambda_IRAC1,lambda_IRAC1,err_lambda_IRAC1,err_Flambda_prime_IRAC1,Flux_IRAC2,Flambda_IRAC2,err_Flambda_IRAC2,lambda_IRAC2,err_lambda_IRAC2,err_Flambda_prime_IRAC2,Flux_IRAC3,Flambda_IRAC3,err_Flambda_IRAC3,lambda_IRAC3,err_lambda_IRAC3,err_Flambda_prime_IRAC3,Flux_IRAC4,Flambda_IRAC4,err_Flambda_IRAC4,lambda_IRAC4,err_lambda_IRAC4,err_Flambda_prime_IRAC4,Flux_WISE1,Flambda_WISE1,err_Flambda_WISE1,lambda_WISE1,err_lambda_WISE1,err_Flambda_prime_WISE1,Flux_WISE2,Flambda_WISE2,err_Flambda_WISE2,lambda_WISE2,err_lambda_WISE2,err_Flambda_prime_WISE2,Flux_WISE3,Flambda_WISE3,err_Flambda_WISE3,lambda_WISE3,err_lambda_WISE3,err_Flambda_prime_WISE3,Flux_WISE4,Flambda_WISE4,err_Flambda_WISE4,lambda_WISE4,err_lambda_WISE4,err_Flambda_prime_WISE4,f_scale_c,f_scale_o
296.234772,-14.862573,C,C,0.061089667,20.039,0.021,17.71,,16.99,,16.68,,16.16,0.05,16.21,0.05,16.22,0.11,15.35,0.1,,,,,,,,,21.569,0.033,23.457,20.45,19.441,3.67435081992629e-05,1.46974032797052e-16,2.57949225827679e-17,0.75,0.12533,0.0702250964880413,0.0001579386120159,3.79052668838177e-16,,1.25,0.214914,,0.0001829363276648,3.30607821081055e-16,,1.66,0.260965,,0.000151331889675,2.07303958459033e-16,,2.19,0.278455,,9.65054275650747e-05,8.04211896375622e-17,1.82102837716781e-17,3.6,0.743171,0.0886450277393358,5.89587241724275e-05,3.93058161149517e-17,9.605310772649389e-18,4.5,1.009682,0.0949508508082495,3.7385039199325e-05,1.93370892410302e-17,5.48902948593973e-18,5.8,1.391189,0.108517726493041,4.70158938088669e-05,1.76309601783251e-17,6.94478452523174e-18,8,2.831177,0.14423072233194,,,,3.368,0.635793,,,,,4.618,1.107319,,,,,12.082,6.275804,,,,,22.194,4.739734,,4.2e-16,
296.26105,-14.73764,LAV,C/O,0.07116139,20.692,0.098,18.29,0.15,16.78,0.16,15.38,0.19,13.9,0.05,13.51,0.05,13.18,0.05,12.74,0.03,14.011,0.036,13.372,0.04,12.384,,8.704,,,,,,,2.01363438914373e-05,8.05453755657492e-17,1.66170479483845e-17,0.75,0.12533,0.0814577279622952,9.25738481528972e-05,2.22177235566953e-16,5.1529832857726205e-17,1.25,0.214914,0.0905864543424624,0.0002219729003335,4.01155843976272e-16,8.87388142694619e-17,1.66,0.260965,0.0867895806663057,0.0005011069834419,6.86447922523202e-16,1.39450798397699e-16,2.19,0.278455,0.0803191985114147,0.0007736628427676,6.44719035639742e-16,1.4598785027819002e-16,3.6,0.743171,0.0886450277393358,0.0007088397718292,4.72559847886184e-16,1.15481235254039e-16,4.5,1.009682,0.0949508508082495,0.0006147490133065,3.17973627572336e-16,8.26286816839866e-17,5.8,1.391189,0.100322346927969,0.0005202890631386,1.95108398676976e-16,7.13896021392595e-17,8,2.831177,0.135417990906797,0.0007696916555218,6.85592329740372e-16,1.39294977322199e-16,3.368,0.635793,0.0803286708083757,0.0007694675251557,4.99870631326849e-16,1.27858529410501e-16,4.618,1.107319,0.0989146823835245,0.0003524543803317,8.75155720075464e-17,,12.082,6.275804,,0.0027590660467762,3.72947559715635e-16,,22.194,4.739734,,1.2e-15,1.5e-15
296.4792917,-14.69538889,C,C/O,0.271001893,19.421,0.025,16.708,,,,15.127,,,,,,,,,,14.65,0.032,14.933,0.081,12.577,,8.696,,,,,,,6.49203151716186e-05,2.59681260686474e-16,4.5991282475979204e-17,0.75,0.12533,0.0708158193818829,0.0003974553223827,9.53892773718708e-16,,1.25,0.214914,,,,,1.66,0.260965,,0.0006326018463294,8.665778716841439e-16,,2.19,0.278455,,,,,3.6,0.743171,,,,,4.5,1.009682,,,,,5.8,1.391189,,,,,8,2.831177,,0.0004272841452651,3.80597516566369e-16,7.67188087970499e-17,3.368,0.635793,0.0797507550337713,0.0001827217708081,1.18701886622882e-16,3.23086640354949e-17,4.618,1.107319,0.10454966962312,0.0002950549550216,7.32631075206917e-17,,12.082,6.275804,,0.0027794706778184,3.7570568772890597e-16,,22.194,4.739734,,8e-16,1.5e-15
296.26687,-14.74039,LPV,C/O,0.071516678,,,18.41,,16.86,,15.51,,13.57,0.04,13.06,0.03,12.65,0.04,12.24,0.03,14.474,0.046,13.656,0.043,10.968,0.141,8.847,,,,,,,,,,0.75,0.12533,,8.28873618474423e-05,1.98929668433862e-16,,1.25,0.214914,,0.0002062053631859,3.72660294914293e-16,,1.66,0.260965,,0.0004445600730347,6.08986401417427e-16,,2.19,0.278455,,0.0010484596932481,8.73716411040149e-16,1.94346323384731e-16,3.6,0.743171,0.087226269289884,0.0010728724099911,7.15248273327436e-16,1.69065936415439e-16,4.5,1.009682,0.0921497855475444,0.0010016081284494,5.18073169887668e-16,1.32554290570419e-16,5.8,1.391189,0.0989412877056193,0.0008246025942803,3.09225972855129e-16,1.1314489444302e-16,8,2.831177,0.135417990906797,0.0005024776835245,4.47575133780749e-16,9.272621887245161e-17,3.368,0.635793,0.0817701046548347,0.0005923662346978,3.84819987893799e-16,9.88922871123825e-17,4.618,1.107319,0.099329486880686,0.0012986822727806,3.22467043398605e-16,1.85687551844365e-16,12.082,6.275804,0.197510521547464,0.002418589130655,3.2692472704177e-16,,22.194,4.739734,,2e-15,2.4e-15
296.301117,-14.779015,C,C,0.074638306,20.003,0.031,17.097,,16.157,,15.672,,15.05,0.03,15.12,0.04,14.84,0.06,14.74,0.08,15.538,0.069,15.389,0.119,11.813,,8.576,,,,,,,3.79822440147288e-05,1.5192897605891498e-16,2.7272264062415702e-17,0.75,0.12533,0.0717003998959367,0.0002777719048582,6.66652571659807e-16,,1.25,0.214914,,0.0003940033883072,7.120543162179029e-16,,1.66,0.260965,,0.0003829397550279,5.24575006887664e-16,,2.19,0.278455,,0.0002682574174134,2.23547847844518e-16,4.88309846270392e-17,3.6,0.743171,0.0858028608283608,0.0001608970483692,1.07264698912841e-16,2.57836208998756e-17,4.5,1.009682,0.0935525764246972,0.0001332593959578,6.89272737712963e-17,1.8187162341306998e-17,5.8,1.391189,0.101699028291126,8.24602594280344e-05,3.0922597285512904e-17,1.19329413900122e-17,8,2.831177,0.141730993837832,0.0001885891826429,1.6798323869617699e-16,3.63473134213752e-17,3.368,0.635793,0.0850673583534043,0.0001200577763905,7.79933584174493e-17,2.24139840013054e-17,4.618,1.107319,0.109707850729658,0.0005963523189673,1.4807622553402e-16,,12.082,6.275804,,0.0031042886483391,4.19611874606535e-16,,22.194,4.739734,,9.7e-16,
296.21293,-14.73224,O,C/O,0.071497621,15.903,0.012,13.72,,12.97,,12.57,,12.38,0.06,12.11,0.07,11.74,0.05,11.14,0.03,12.255,0.024,11.999,0.022,10.537,0.099,8.189,,18.809,0.005,20.785,17.414,15.773,0.0016579850856438,6.631940342575371e-15,1.1400747578243202e-15,0.75,0.12533,0.0688930248512545,0.0062300038789308,1.49520093094341e-14,,1.25,0.214914,,0.0074182242311678,1.34064293334359e-14,,1.66,0.260965,,0.006667,9.13287671232877e-15,,2.19,0.278455,,0.0031372688630156,2.61439071917966e-15,6.02450756472387e-16,3.6,0.743171,0.0900591664592731,0.0025736416549945,1.7157611033297102e-15,4.33013111411486e-16,4.5,1.009682,0.0977339657752552,0.0023157828873417,1.1978187348319401e-15,3.11265382953899e-16,5.8,1.391189,0.100322346927969,0.002271144134014,8.51679050255264e-16,3.11626915911132e-16,8,2.831177,0.135417990906797,0.0038789731929136,3.4551423927378202e-15,6.85412641111007e-16,3.368,0.635793,0.0785926112571769,0.0027251492682433,1.7703438295214501e-15,4.40077804167061e-16,4.618,1.107319,0.0964175008318922,0.0019315364689497,4.7960680407625e-16,2.68116605856661e-16,12.082,6.275804,0.192855642161394,0.0044336570503519,5.99304818917539e-16,,22.194,4.739734,,2.5e-14,2.9e-14
296.261169,-14.861171,C,C,0.067170496,20.629,0.069,18.091,,17.198,,16.647,,16.0,0.06,15.93,0.03,15.89,0.13,15.63,0.14,,,,,,,,,,,,,,2.13393221370344e-05,8.535728854813781e-17,1.66196331289128e-17,0.75,0.12533,0.0772612871368832,0.0001111957829306,2.66869879033557e-16,,1.25,0.214914,,0.0001510427752201,2.72968870879878e-16,,1.66,0.260965,,0.0001560021037855,2.1370151203499199e-16,,2.19,0.278455,,0.0001118283042084,9.31902535070644e-17,2.1474425497807998e-17,3.6,0.743171,0.0900591664592731,7.63041356411524e-05,5.08694237607683e-17,1.2024197867711501e-17,4.5,1.009682,0.0921497855475444,5.06638093032536e-05,2.6205418605131202e-17,7.64831799226921e-18,5.8,1.391189,0.111215509297285,3.63282683370326e-05,1.36231006263872e-17,5.58406978034182e-18,8,2.831177,0.14918742494277,,,,3.368,0.635793,,,,,4.618,1.107319,,,,,12.082,6.275804,,,,,22.194,4.739734,,3.5e-16,
296.179443,-14.752915,C,C,0.070235748,19.358,0.018,16.663,,15.734,,15.234,,14.65,0.04,14.55,0.05,14.41,0.06,14.16,0.14,14.596,0.038,14.748,0.092,11.68,,8.831,,21.185,0.011,23.494,19.721,18.452,6.87987613915392e-05,2.75195045566157e-16,4.79683310758183e-17,0.75,0.12533,0.0697815264255208,0.0004142746099247,9.942590638193301e-16,,1.25,0.214914,,0.0005817011958853,1.05126722147952e-15,,1.66,0.260965,,0.000573232037943,7.85249367045213e-16,,2.19,0.278455,,0.0003877499399269,3.23124949939125e-16,7.187474702436199e-17,3.6,0.743171,0.0872262692898858,0.0002719869563439,1.81324637562658e-16,4.4310986685373e-17,4.5,1.009682,0.0949508508082495,0.0001980148861233,1.02421492822443e-16,2.7024952755008e-17,5.8,1.391189,0.101699028291126,0.0001406839964027,5.27564986510494e-17,2.16247371221315e-17,8,2.831177,0.14918742494277,0.0004490728282145,4.00005488314651e-16,8.15909769592108e-17,3.368,0.635793,0.080617340564034,0.000216665765434,1.40752987505895e-16,3.89299172533482e-17,4.618,1.107319,0.106049138196965,0.0006740667614245,1.67372975026791e-16,,12.082,6.275804,,0.0024544946893842,3.3177814130633e-16,,22.194,4.739734,,1.27e-15,
296.24622,-14.86655,LAV,C/O,0.066876773,20.567,0.071,17.98,0.08,16.67,0.06,15.79,0.08,14.93,0.03,14.92,0.03,14.94,0.06,14.46,0.05,,,,,,,,,,,,,,2.25933494483633e-05,9.03733977934533e-17,1.76686017579387e-17,0.75,0.12533,0.0775520022740199,0.0001231652852642,2.95596684634212e-16,6.02813866134764e-17,1.25,0.214914,0.0806016693851905,0.0002456404909075,4.43928598025776e-16,8.04433385115322e-17,1.66,0.260965,0.0723263176446238,0.0003435029373426,4.70551968962545e-16,7.488759383669431e-17,2.19,0.278455,0.0641390407681737,0.0002996068504535,2.49672375377983e-16,5.4537532082877805e-17,3.6,0.743171,0.0858028608283608,0.0001934407988892,1.28960532592854e-16,3.04828882732072e-17,4.5,1.009682,0.0921497855475444,0.0001215340135595,6.28624208066745e-17,1.65868891923976e-17,5.8,1.391189,0.101699028291126,0.0001067197248366,4.00198968137433e-17,1.49633243614553e-17,8,2.831177,0.137954214734094,,,,3.368,0.635793,,,,,4.618,1.107319,,,,,12.082,6.275804,,,,,22.194,4.739734,,6.6e-16,7e-16
296.18277,-14.74815,C,C/O,0.071379712,18.721,0.007,18.03,,16.62,,15.59,,14.54,0.07,14.14,0.04,14.01,0.05,13.69,0.05,,,,,,,,,,,,,,0.0001237031103573,4.94812441429251e-16,8.40719325484392e-17,0.75,0.12533,0.0681512157901985,0.0001176219342825,2.82292642278188e-16,,1.25,0.214914,,0.0002572171705865,4.64850308289002e-16,,1.66,0.260965,,0.0004129813647536,5.65727896922863e-16,,2.19,0.278455,,0.000429093305759,3.57577754799229e-16,8.38292375821278e-17,3.6,0.743171,0.0914687154373954,0.0003967784505234,2.64518967015664e-16,6.35834233954305e-17,4.5,1.009682,0.0935525764246972,0.0002862185916024,1.48044099104728e-16,3.84707651181994e-17,5.8,1.391189,0.100322346927969,0.0002168925809769,8.13347178663556e-17,3.04108171729165e-17,8,2.831177,0.137954214734091,,,,3.368,0.635793,,,,,4.618,1.107319,,,,,12.082,6.275804,,,,,22.194,4.739734,,9e-16,9.4e-16
296.22033,-14.72841,C,C,0.073895443,20.562,0.029,18.26,,17.25,,17.15,,16.63,0.06,16.7,0.07,16.92,0.19,15.36,0.11,,,,,,,,,,,,,,2.26976356111034e-05,9.07905424444136e-17,1.6224875205099702e-17,0.75,0.12533,0.0714057398718069,9.51674246814634e-05,2.28401819235512e-16,,1.25,0.214914,,0.0001439792664709,2.60203493622115e-16,,1.66,0.260965,,9.81590745371896e-05,1.34464485667383e-16,,2.19,0.278455,,6.25967433430029e-05,5.21639527858358e-17,1.2020472910138501e-17,3.6,0.743171,0.0900591664592731,3.75446514714471e-05,2.50297676476314e-17,6.31685701813274e-18,4.5,1.009682,0.0977339657752516,1.96199474735359e-05,1.0148248693208201e-17,3.2054275819348002e-18,5.8,1.391189,0.119209742184104,4.65848495035114e-05,1.7469318563816802e-17,6.95099163225182e-18,8,2.831177,0.145475211689512,,,,3.368,0.635793,,,,,4.618,1.107319,,,,,12.082,6.275804,,,,,22.194,4.739734,,2.9e-16,
296.22512,-14.86821,C,C,0.066718708,19.899,0.024,17.31,,16.58,,16.32,,15.94,0.04,15.81,0.03,15.66,0.06,15.42,0.11,,,,,,,,,22.188,0.045,22.249,21.884,21.884,4.18004175043585e-05,1.67201670017434e-16,2.95456497698807e-17,0.75,0.12533,0.0706682139690198,0.0002282907511442,5.47897802746088e-16,,1.25,0.214914,,0.0002668701235198,4.82295403951604e-16,,1.66,0.260965,,0.0002108290516034,2.88806920004693e-16,,2.19,0.278455,,0.0001181821099131,9.84850915943254e-17,2.1906668133633202e-17,3.6,0.743171,0.0872262692898858,8.5221284751266e-05,5.68141898341773e-17,1.34293846824883e-17,4.5,1.009682,0.0921497855475444,6.26178050768784e-05,3.23885198673509e-17,8.546040436426769e-18,5.8,1.391189,0.101699028291126,4.40803157568553e-05,1.65301184088207e-17,6.57728659077934e-18,8,2.831177,0.145475211689508,,,,3.368,0.635793,,,,,4.618,1.107319,,,,,12.082,6.275804,,,,,22.194,4.739734,,5.9e-16,
296.368011,-14.913227,C,C,0.177459856,19.887,0.041,16.96,,15.87,,15.15,,14.53,0.05,14.7,0.06,14.74,0.03,14.6,0.15,14.621,0.032,14.576,0.058,12.046,,8.909,,,,,,,4.22649753040968e-05,1.69059901216387e-16,3.10236189392151e-17,0.75,0.12533,0.0731707086431257,0.0003151289606338,7.56309505521192e-16,,1.25,0.214914,,0.0005132157272343,9.27498302230712e-16,,1.66,0.260965,,0.0006193418900661,8.48413548035868e-16,,2.19,0.278455,,0.0004330636572335,3.60886381027943e-16,8.17178089191471e-17,3.6,0.743171,0.0886450277393358,0.0002368907359185,1.5792715727905799e-16,3.92249646671048e-17,4.5,1.009682,0.0963446376879293,0.0001461160220989,7.55772528098184e-17,1.9034899923241702e-17,5.8,1.391189,0.0975558226919624,9.38090411214107e-05,3.5178390420528997e-17,1.45602346571845e-17,8,2.831177,0.150417811391453,0.0004388506826511,3.90900251767682e-16,7.87955789744463e-17,3.368,0.635793,0.0797507550337695,0.0002538576734131,1.64914036431248e-16,4.33696275393179e-17,4.618,1.107319,0.101397587260006,0.0004811748420062,1.19477282405132e-16,,12.082,6.275804,,0.0022843471125931,3.08779009542198e-16,,22.194,4.739734,,1.1e-15,
296.307007,-14.784284,C,C,0.078945241,19.748,0.041,16.947,,16.062,,15.609,,15.25,0.05,15.16,0.06,14.84,0.05,14.81,0.04,15.133,0.041,15.117,0.089,12.442,,8.85,0.48,,,,,,4.8037524563946e-05,1.92150098255784e-16,3.52608240305914e-17,0.75,0.12533,0.0731707086431257,0.000318924818513,7.65419564431418e-16,,1.25,0.214914,,0.000430031190696,7.771648024626549e-16,,1.66,0.260965,,0.0004058172047356,5.55913979089971e-16,,2.19,0.278455,,0.000223126801134,1.85939000945042e-16,4.21033559276031e-17,3.6,0.743171,0.0886450277393358,0.0001550772450337,1.03384830022483e-16,2.5678080797597502e-17,4.5,1.009682,0.0963446376879311,0.0001332593959578,6.89272737712963e-17,1.79114532462218e-17,5.8,1.391189,0.100322346927971,7.73116063209766e-05,2.89918523703662e-17,1.07240028402229e-17,8,2.831177,0.136687954220363,0.0002738525430671,2.43930412470734e-16,5.00483354676096e-17,3.368,0.635793,0.0810499857505356,0.000154237613014,1.0019766977960299e-16,2.7592758894019702e-17,4.618,1.107319,0.105640705389574,0.0003341203382409,8.2963169568197e-17,,12.082,6.275804,,0.0024119155460647,3.26022647481046e-16,1.32221500476221e-16,22.194,4.739734,0.147849157672605,8.9e-16,
296.160095,-14.802064,C,C,0.06990611,20.122,0.023,17.38,,16.61,,16.35,,15.99,0.04,16.01,0.07,15.85,0.07,15.17,0.08,,,,,,,,,,,,,,3.40392999277305e-05,1.36157199710922e-16,2.40054220237003e-17,0.75,0.12533,0.0705205583718556,0.0002140367348053,5.136881635329009e-16,,1.25,0.214914,,0.0002595971717629,4.69151515234313e-16,,1.66,0.260965,,0.0002050833746387,2.80936129642141e-16,,2.19,0.278455,,0.0001128630387674,9.40525323062227e-17,2.09207056520517e-17,3.6,0.743171,0.087226269289884,7.08839771829274e-05,4.7255984788618303e-17,1.1926171403712801e-17,4.5,1.009682,0.0977339657752552,5.25651418057106e-05,2.7188866451229602e-17,7.282814455361969e-18,5.8,1.391189,0.103071359462415,5.5493829666216e-05,2.0810186124831e-17,8.03059099628717e-18,8,2.831177,0.141730993837832,,,,3.368,0.635793,,,,,4.618,1.107319,,,,,12.082,6.275804,,,,,22.194,4.739734,,5.9e-16,
296.27051,-14.73481,LAV,C/O,0.07817493,,,19.39,0.38,17.7,0.27,16.08,0.21,14.01,0.06,13.47,0.05,13.07,0.03,12.67,0.03,14.153,0.058,13.5,0.052,12.078,,8.013,,,,,,,,,,0.75,0.12533,,3.36115327099366e-05,8.06676785038479e-17,2.61307778989657e-17,1.25,0.214914,0.121865416949071,9.51261580062657e-05,1.71914743384818e-16,4.55931362659331e-17,1.66,0.260965,0.102161871428034,0.0002629846832935,3.60252990813135e-16,7.606684326340461e-17,2.19,0.278455,0.0831973604392164,0.0006991200207055,5.82600017254603e-16,1.34252244142755e-16,3.6,0.743171,0.0900591664592731,0.0007354414055348,4.902942703565529e-16,1.1981506306983002e-16,4.5,1.009682,0.0949508508082495,0.0006802958793017,3.51877178949205e-16,8.86238469586258e-17,5.8,1.391189,0.0975558226919642,0.0005549382966621,2.0810186124831002e-16,7.61438727379056e-17,8,2.831177,0.135417990906797,0.0006753311438052,6.01541992700628e-16,1.2751164957659e-16,3.368,0.635793,0.0834935338451253,0.0006838963650787,4.44280878136901e-16,1.1577215047176e-16,4.618,1.107319,0.100571528521717,0.0004672000842113,1.16007304472286e-16,,12.082,6.275804,,0.0052138927898211,7.04770585269149e-16,,22.194,4.739734,,1.2e-15,1.9e-15
296.187256,-14.854028,C,C,0.067590012,,,18.166,,17.224,,16.937,,16.37,0.07,16.23,0.05,16.11,0.08,16.26,0.27,,,,,,,,,,,,,,,,,0.75,0.12533,,0.0001037739426505,2.4905746236124e-16,,1.25,0.214914,,0.0001474687356083,2.66509763147672e-16,,1.66,0.260965,,0.0001194346813292,1.63609152505794e-16,,2.19,0.278455,,7.95338011620045e-05,6.62781676350038e-17,1.55380142825227e-17,3.6,0.743171,0.0914687154373972,5.78826061793633e-05,3.8588404119575504e-17,9.42999409311624e-18,4.5,1.009682,0.0949508508082495,4.13711735429104e-05,2.13988828670226e-17,5.817503985691329e-18,5.8,1.391189,0.104439367847696,2.03350243508081e-05,7.62563413155305e-18,3.52225848166622e-18,8,2.831177,0.164916812008432,,,,3.368,0.635793,,,,,4.618,1.107319,,,,,12.082,6.275804,,,,,22.194,4.739734,,3.4e-16,
296.22632,-14.72554,LPV,C/O,0.076218891,20.316,0.019,18.04,,16.71,,15.66,,14.43,0.05,14.16,0.05,13.76,0.02,13.51,0.04,14.394,0.036,14.056,0.051,12.419,0.528,6.959,0.09,,,,,,2.84695511119819e-05,1.13878204447928e-16,1.98952815050826e-17,0.75,0.12533,0.0699294334569327,0.0001165435699072,2.79704567777416e-16,,1.25,0.214914,,0.0002367554345139,4.27871267193941e-16,,1.66,0.260965,,0.0003871956371614,5.30404982412958e-16,,2.19,0.278455,,0.0004748448576985,3.9570404808216003e-16,8.96017957164397e-17,3.6,0.743171,0.0886450277393358,0.000389536427636,2.5969095175740003e-16,6.34616589356624e-17,4.5,1.009682,0.0949508508082495,0.0003603278582962,1.86376478429117e-16,4.6195306077316503e-17,5.8,1.391189,0.0961659236867156,0.0002560027890468,9.60010458925709e-17,3.5510510872655e-17,8,2.831177,0.136687954220367,0.0005408997469394,4.81799062000695e-16,9.78893527596177e-17,3.368,0.635793,0.0803286708083757,0.0004098173072906,2.66230385853581e-16,6.926868424408541e-17,4.618,1.107319,0.100433699178408,0.0003412737718174,8.47393904529439e-17,6.19134967212141e-17,12.082,6.275804,0.238205281700962,0.013764552506143,1.86057752178197e-15,4.64324331363846e-16,22.194,4.739734,0.0967568538563057,8.2e-16,8.7e-16
296.23883,-14.87026,LPV,C/O,0.069156034,,,19.49,,17.5,,15.82,,13.81,0.06,13.18,0.06,12.73,0.02,12.43,0.05,14.737,0.042,13.752,0.049,11.724,,8.838,,,,,,,,,,0.75,0.12533,,3.0654082158828e-05,7.356979718118711e-17,,1.25,0.214914,,0.0001143667965727,2.0668698175794499e-16,,1.66,0.260965,,0.0003341415286593,4.57728121451099e-16,,2.19,0.278455,,0.0008405271364232,7.004392803527e-16,1.61406698400408e-16,3.6,0.743171,0.0900591664592714,0.0009606121538363,6.40408102557572e-16,1.59060579751723e-16,4.5,1.009682,0.0963446376879311,0.0009304602840551,4.81272560718175e-16,1.19288299877635e-16,5.8,1.391189,0.0961659236867156,0.0006922208826784,2.59582831004414e-16,9.70572742119114e-17,8,2.831177,0.137954214734091,0.0003943817213794,3.51290131870013e-16,7.22163436964232e-17,3.368,0.635793,0.0811941050874285,0.0005422384317725,3.52255369276263e-16,9.13691388133067e-17,4.618,1.107319,0.100157909196206,0.0006472959837602,1.60725703631922e-16,,12.082,6.275804,,0.0024387208807033,3.29645969275927e-16,,22.194,4.739734,,9.5e-16,1.1e-15
296.283783,-14.741738,C,C,0.080526118,20.556,0.039,18.103,,17.246,,16.869,,16.4,0.05,16.35,0.08,16.5,0.1,16.9,0.23,,,,,,,,,,,,,,2.28234146009702e-05,9.12936584038808e-17,1.6679960014778402e-17,0.75,0.12533,0.0728770448437821,0.0001099735683691,2.63936564085938e-16,,1.25,0.214914,,0.0001445106839973,2.61163886742242e-16,,1.66,0.260965,,0.0001271541254279,1.7418373346300799e-16,,2.19,0.278455,,7.73662842767692e-05,6.44719035639743e-17,1.4598785027819e-17,3.6,0.743171,0.0886450277393358,5.1826046111185e-05,3.45506974074567e-17,8.857892819206539e-18,4.5,1.009682,0.0991188635070657,2.88866939623602e-05,1.4941393428807e-17,4.18150094108824e-18,5.8,1.391189,0.107162524596124,1.12783273785835e-05,4.2293727669688e-18,1.88586515734468e-18,8,2.831177,0.160137394179674,,,,3.368,0.635793,,,,,4.618,1.107319,,,,,12.082,6.275804,,,,,22.194,4.739734,,3.3e-16,
296.29922,-14.8365,LAV,C/O,0.07748895,19.85,0.03,17.87,0.88,16.35,0.72,14.98,0.07,13.93,0.04,13.82,0.09,13.74,0.03,13.37,0.04,14.421,0.035,14.392,0.063,12.113,,8.949,,19.785,0.005,21.701,18.398,16.831,4.37301150109796e-05,1.74920460043918e-16,3.13294205302661e-17,0.75,0.12533,0.0715530948739804,0.0001362976340338,3.2711432168116397e-16,1.71385399095598e-16,1.25,0.214914,0.182965360615905,0.0003298374442274,5.96091766676067e-16,2.65384722712719e-16,1.66,0.260965,0.159930306267247,0.0007243199632654,9.92219127760955e-16,1.5394121193378002e-16,2.19,0.278455,0.0626377815911248,0.0007525783824416,6.271486520347219e-16,1.39500681455138e-16,3.6,0.743171,0.0872262692898858,0.0005327802006975,3.55186800465016e-16,9.248132905387791e-17,4.5,1.009682,0.100499359049028,0.0003670268533365,1.89841475863752e-16,4.78135068423335e-17,5.8,1.391189,0.0975558226919642,0.0002912357580666,1.0921340927497599e-16,4.0397726102262e-17,8,2.831177,0.136687954220367,0.000527614567859,4.69965470183277e-16,9.52970807702844e-17,3.368,0.635793,0.0801842639455455,0.000300739376815,1.95369885328099e-16,5.17697451145179e-17,4.618,1.107319,0.102084771328501,0.0004523794959852,1.12327304085071e-16,,12.082,6.275804,,0.0022017200471489,2.97610171282634e-16,,22.194,4.739734,,1.17e-15,2e-15
296.163879,-14.827393,C,C/O,0.070948287,20.361,0.032,17.105,,15.991,,15.211,,14.61,0.06,14.55,0.05,14.36,0.03,14.07,0.06,15.236,0.06,14.917,0.091,12.428,,8.378,,,,,,,2.73137053158105e-05,1.09254821263242e-16,1.9655670710732302e-17,0.75,0.12533,0.0718476549715703,0.0002757327276588,6.61758546381329e-16,,1.25,0.214914,,0.0004590922449231,8.296847799815401e-16,,1.66,0.260965,,0.000585504793708,8.020613612438369e-16,,2.19,0.278455,,0.0004023015809059,3.35251317421616e-16,7.72541029568798e-17,3.6,0.743171,0.0900591664592731,0.0002719869563439,1.81324637562658e-16,4.4310986685373e-17,4.5,1.009682,0.0949508508082495,0.0002073470401988,1.07248469068371e-16,2.70116179106753e-17,5.8,1.391189,0.0975558226919642,0.0001528426985248,5.731601194681911e-17,2.16595561311686e-17,8,2.831177,0.139216793977532,0.0002490673375185,2.21853329143591e-16,4.72047630633983e-17,3.368,0.635793,0.0837801082962919,0.000185434396607,1.20464094807557e-16,3.32701639470992e-17,4.618,1.107319,0.105913036602391,0.0003384565415527,8.4039862991092e-17,,12.082,6.275804,,0.0037253072428788,5.0355599390089595e-16,,22.194,4.739734,,1.07e-15,1.3e-15
