Ra(J2000) deg,Dec(J2000) deg,Types,RUN,DCG,imag,e_imag,J,eJ,H,eH,Ks,eKs,IRAC1,e_IRAC1,IRAC2,e_IRAC2,IRAC3,e_IRAC3,IRAC4,e_IRAC4,WISE1,e_WISE1,WISE2,e_WISE2,WISE3,e_WISE3,WISE4,e_WISE4,VmagLGGS,e_VmagLGGS,BmagLGGS,RmagLGSS,ImagLGSS,J-Ks,Log(M/Ms),M/Ms,Log(t),t,Log(dt),dt,selected_Z
296.27774,-14.82287,LAV,C/O,0.052235501,20.68,0.035,18.26,0.18,17.17,0.22,15.878938523170353,0.2,14.68,0.04,14.33,0.06,13.75,0.07,13.37,0.02,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.1872019118711894,1.5388699242891666,9.447872503486423,2804610163.2699714,6.316999957884396,2074913.3162406744,0.006
296.241516,-14.846167,C,C,0.045963042,20.288,0.046,18.21,89.99,17.3,89.99,16.21433813546204,89.99,15.51,0.03,15.28,0.05,15.03,0.07,15.07,0.11,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.12523242031220172,1.3342352805531676,9.59242973638414,3912278260.566109,6.009724392398566,1022643.8063731109,0.003
296.197662,-14.763362,C,C,0.050132316,20.136,0.048,16.975,89.99,16.255,89.99,15.466,89.99,14.79,0.04,14.72,0.08,14.77,0.08,14.18,0.05,15.292,0.063,15.461,0.147,12.579,89.99,8.494,89.99,89.99,89.99,89.99,89.99,89.99,1.5090000000000021,0.263497737472,1.8344156104052531,9.161712000000001,1451148976.9655068,6.400756956926808,2516268.3610462677,0.006
296.28424,-14.80892,LPV,C/O,0.054722391,89.99,89.99,20.3,89.99,18.1,89.99,15.069734246585396,89.99,14.05,0.07,13.32,0.05,12.61,0.04,12.07,0.04,13.793,0.035,12.833,0.032,10.743,0.122,8.305,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.3367130494801316,2.171266088536484,8.982288383565868,960037911.6729171,6.345093838603642,2213572.9476761627,0.008
296.18609,-14.7787,C,C,0.049555111,19.521,0.009,16.52,89.99,15.9,89.99,15.469999999999999,89.99,15.16,0.07,15.29,0.05,15.14,0.05,15.0,0.06,14.901,0.048,15.035,0.11,12.198,89.99,8.343,89.99,89.99,89.99,89.99,89.99,89.99,1.0500000000000007,0.2627586848400001,1.831296582069519,9.16464,1460965633.2164373,6.40109620486275,2518234.705034022,0.006
296.28415,-14.81194,LAV,C/O,0.055115292,19.6,0.031,17.13,0.16,15.94,0.12,14.803995610640595,0.07,13.8,0.05,13.63,0.08,13.34,0.05,13.07,0.02,13.931,0.049,13.718,0.054,11.496,0.26,8.0,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.3858117590599053,2.43115002110198,8.870678156469051,742468711.1096389,6.256192266918406,1803816.1332543017,0.008
296.257874,-14.842669,C,C,0.049576989,20.069,0.038,17.195,89.99,16.265,89.99,15.525,89.99,14.93,0.07,15.04,0.03,14.91,0.07,14.48,0.05,15.283,0.051,15.991,0.249,12.402,89.99,8.366,89.99,89.99,89.99,89.99,89.99,89.99,1.67,0.2525967111499998,1.7889438568849119,9.204900000000002,1602876272.2943044,6.403591859434319,2532747.290555567,0.006
296.203827,-14.755259,C,C/O,0.053282331,20.216,0.057,17.767,89.99,17.164,89.99,16.528,89.99,16.31,0.04,16.23,0.06,15.8,0.06,15.78,0.09,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.2390000000000008,0.06727926367600023,1.167560150036864,9.727618,5340943699.942521,5.7078830340912265,510367.5272614484,0.003
296.27222,-14.76143,LAV,C/O,0.058324832,89.99,89.99,17.89,0.24,16.73,0.17,15.316238717024511,0.07,14.62,0.05,14.49,0.06,14.37,0.08,13.95,0.04,14.938,0.05,14.68,0.081,12.334,89.99,8.686,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.2911681050606829,1.9550960805049753,9.085820261150296,1218485207.400367,6.405796054687594,2545634.5382174063,0.006
296.18398,-14.78018,O,C/O,0.050790358,20.915,0.084,18.03,89.99,17.51,89.99,17.05,89.99,16.38,0.06,16.23,0.05,15.79,0.04,16.42,0.17,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.9800000000000004,-0.03438750000000024,0.9238734783715088,9.9778,9501671247.555653,5.39285539232015,247090.12683545836,0.002
296.19168,-14.82965,LAV,C/O,0.047447896,20.732,0.008,18.12,0.31,16.8,0.19,15.298481823408428,0.1,14.84,0.04,14.02,0.06,13.71,0.04,13.4,0.03,14.137,0.035,13.499,0.04,12.475,89.99,8.821,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.29444892480146034,1.9699215209909864,9.078362365831541,1197739482.1654835,6.405815046689523,2545745.8630331904,0.006
296.24048,-14.84939,LPV,C/O,0.048857229,20.988,0.122,18.900000000000002,89.99,17.38,89.99,15.40403250189798,89.99,14.7,0.06,14.04,0.06,13.41,0.04,13.1,0.05,14.436,0.044,13.785,0.052,11.869,89.99,8.775,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.2749470481146883,1.8834194372737865,9.122693650797153,1326458450.339563,6.3990450785449315,2506369.393620014,0.006
296.18048,-14.80431,LPV,C/O,0.049590322,20.528,0.071,18.0,89.99,16.91,89.99,15.715288426243275,89.99,15.52,0.08,14.05,0.06,13.69,0.06,13.52,0.04,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.21743842058644258,1.6498270527216385,9.344191128010078,2208976664.3772135,6.382876827718049,2414775.8714782964,0.006
296.262543,-14.847853,C,C,0.056497047,19.839,0.021,16.849,89.99,16.052,89.99,15.372,89.99,14.86,0.08,14.94,0.04,14.85,0.05,14.36,0.06,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.4770000000000003,0.280865474324,1.9092617601165565,9.109240000000002,1285997131.893012,6.402779782705237,2528015.792798645,0.006
296.17957,-14.77527,LPV,C/O,0.056922271,89.99,89.99,17.82,89.99,16.56,89.99,15.108595998348909,89.99,14.11,0.09,13.7,0.06,13.31,0.04,13.04,0.06,14.095,0.033,13.623,0.045,11.606,89.99,8.844,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.32953282949889284,2.1356635205490604,8.998610319306543,996805256.0407498,6.351661965718575,2247304.7292158254,0.008
296.17462,-14.78854,LPV,C/O,0.056915211,21.167,0.052,18.220000000000002,89.99,17.09,89.99,15.756352891964994,89.99,14.36,0.07,13.95,0.04,13.74,0.03,13.46,0.04,14.921,0.047,14.178,0.052,12.315,89.99,8.57,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.20985122021811486,1.6212545958811466,9.374250316918378,2367283749.8944035,6.372924424313444,2360067.499797293,0.006
296.182983,-14.828946,C,C,0.054356034,20.171,0.024,17.400000000000002,89.99,16.81,89.99,16.509999999999998,89.99,16.11,0.05,16.09,0.05,15.48,0.06,15.62,0.11,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.8900000000000041,0.0706050005200003,1.1765354043623732,9.71986,5246383095.782523,5.724796584249682,530635.8456978458,0.003
296.207184,-14.745038,C,C,0.06105533,19.73,0.015,16.806,89.99,15.993,89.99,15.309,89.99,14.72,0.06,14.75,0.04,14.61,0.04,14.26,0.07,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.4970000000000017,0.2925055532780001,1.9611262520314632,9.082780000000001,1209985037.7036839,6.405859088901934,2546004.04260954,0.006
296.0288333,-14.90255556,C,C,0.225046523,20.582,0.02,17.271,89.99,89.99,89.99,14.910584930971694,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,14.741,0.033,14.605,0.071,12.483,89.99,8.576,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.36611797962645776,2.3233678724043214,8.915445671008113,823086864.678857,6.301075168752198,2000208.0405785353,0.008
296.19682,-14.75119,LPV,C/O,0.060408135,89.99,89.99,19.490000000000002,89.99,17.43,89.99,14.8103051212878,89.99,13.94,0.04,13.22,0.03,12.59,0.03,11.91,0.02,13.63,0.033,12.649,0.029,10.791,0.118,8.442,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.3846459939472928,2.424632900620934,8.873328150940878,747012984.8431886,6.2591919979545985,1816318.4644912954,0.008
296.204712,-14.849141,C,C,0.053786418,20.298,0.033,17.106,89.99,16.262,89.99,15.495,89.99,15.01,0.03,15.08,0.06,15.26,0.04,14.57,0.04,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.6110000000000024,0.25813960589000007,1.811922449532507,9.18294,1523842212.672183,6.402728836914361,2527719.2561962116,0.006
296.290405,-14.774523,C,C,0.066224796,19.941,0.02,17.43,89.99,16.84,89.99,16.62,89.99,16.21,0.04,16.3,0.05,16.01,0.08,16.05,0.15,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.528,0.02,23.767,20.309,19.314,0.8099999999999987,0.050281053139999754,1.1227448021673605,9.767270000000002,5851537599.922145,5.623563466386992,420303.9450448479,0.003
296.202057,-14.847754,C,C,0.053893843,20.08,0.025,16.978,89.99,16.174,89.99,15.507,89.99,14.86,0.02,15.07,0.07,14.97,0.04,14.4,0.06,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.4710000000000019,0.2559224479940001,1.8026958045589514,9.191724,1554977108.606077,6.403216384944715,2530558.519887639,0.006
296.17892,-14.82286,S,C/O,0.055300836,19.819,0.046,17.32,0.04,16.53,0.04,16.12,0.05,15.94,0.03,16.01,0.05,16.12,0.07,15.53,0.12,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.1999999999999993,0.14266263213999975,1.3888733099774022,9.551770000000001,3562624088.1919203,6.130349426846516,1350048.674704607,0.006
296.180084,-14.825297,C,C,0.055225376,19.669,0.012,17.031000000000002,89.99,16.366,89.99,15.827,89.99,15.45,0.05,15.42,0.04,15.09,0.05,14.86,0.06,15.467,0.063,15.837,0.182,12.19,89.99,8.989,89.99,21.796,0.021,23.887,20.33,19.074,1.2040000000000024,0.19679823743400005,1.5732518004568459,9.425487,2663710361.1166058,6.351258548325566,2245218.170646123,0.006
296.194489,-14.842676,C,C,0.054245029,19.752,0.011,16.814,89.99,16.111,89.99,15.498,89.99,15.01,0.06,15.14,0.05,15.24,0.05,14.71,0.06,15.256,0.062,15.845,0.222,12.546,89.99,8.703,89.99,89.99,89.99,89.99,89.99,89.99,1.3160000000000007,0.257585316416,1.8096113704291628,9.185136,1531566999.2085626,6.402868623405167,2528532.9848765912,0.006
296.23649,-14.85697,C,C/O,0.05567953,89.99,89.99,18.98,89.99,17.73,89.99,15.869432114189664,89.99,14.34,0.06,13.63,0.03,13.08,0.04,12.53,0.04,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.18895834601570116,1.545106238443968,9.443775241215747,2778275065.427882,6.323452898292043,2105973.4817965506,0.006
296.2731,-14.75146,LAV,C/O,0.066171399,19.427,0.053,17.11,0.16,16.57,0.17,15.89,0.2,15.47,0.04,14.95,0.04,14.88,0.09,14.61,0.09,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.489,0.017,23.123,19.958,18.234,1.2199999999999989,0.18515815847999995,1.5316451444853683,9.45264,2835567565.1581755,6.30939188479376,2038881.0282841267,0.006
296.18323,-14.76308,LAV,C/O,0.060635147,20.34,0.062,18.19,0.32,16.94,0.18,15.47859599834891,0.14,14.58,0.06,14.25,0.04,14.06,0.06,13.65,0.03,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.26117046103889274,1.8246117238029813,9.170932270791404,1482286901.1183856,6.401752174441131,2522041.1856135717,0.006
296.326508,-14.641376,C,C,0.187104143,19.462,0.057,16.449,89.99,15.697,89.99,15.044,89.99,14.44,0.09,14.55,0.05,14.48,0.09,13.92,0.07,15.039,0.039,14.957,0.082,12.331,0.484,8.528,89.99,89.99,89.99,89.99,89.99,89.99,1.4050000000000011,0.3414677901479999,2.19516813642684,8.971480000000001,936440094.241297,6.339843101252952,2186971.3881194885,0.008
296.297028,-14.802626,C,C,0.067034817,20.485,0.02,16.621000000000002,89.99,15.758,89.99,14.877224310638391,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,14.942,0.043,14.881,0.08,12.37,89.99,8.894,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.3722817931920779,2.35657786008282,8.901434210468125,796955753.8099296,6.288353647042221,1942466.9892999467,0.008
296.276062,-14.751641,C,C,0.068004475,20.468,0.045,17.331,89.99,16.642,89.99,15.956,89.99,15.6,0.04,15.73,0.06,15.6,0.13,15.3,0.08,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.375,0.17296379005200002,1.4892369051937575,9.481086000000001,3027512883.865576,6.261877803226202,1827585.9187392904,0.006
296.170349,-14.798781,C,C,0.059720919,19.965,0.02,17.2,89.99,16.44,89.99,15.69,89.99,15.56,0.04,15.43,0.06,15.2,0.03,15.2,0.12,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.5099999999999998,0.22211079008000012,1.6676725875498704,9.32568,2116800843.9847271,6.388091794129539,2443947.060030253,0.006
296.27563,-14.74923,LPV,C/O,0.069512952,89.99,89.99,19.73,89.99,18.27,89.99,15.931218520811655,89.99,14.29,0.05,13.58,0.06,13.17,0.04,12.75,0.02,15.333,0.077,14.425,0.064,12.078,89.99,8.622,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.17754249440674985,1.5050207733470131,9.470405182469824,2953963892.6307945,6.280130894986351,1906035.1043653905,0.006
296.2464,-14.73473,LPV,C/O,0.068919689,89.99,89.99,18.95,89.99,17.32,89.99,15.123689977076534,89.99,13.56,0.02,12.9,0.04,12.46,0.03,12.05,0.04,14.275,0.035,13.377,0.035,11.928,0.302,8.635,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.32674401832239197,2.12199334886099,9.004949790372144,1011462510.3562814,6.3537723344619605,2258251.6408405257,0.008
296.181671,-14.7577,C,C,0.065337992,19.892,0.016,16.975,89.99,16.282,89.99,15.874,89.99,15.71,0.04,15.59,0.05,15.41,0.05,14.92,0.04,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.1010000000000009,0.18811436900799983,1.5421065045519289,9.445744000000001,2790898228.4239144,6.320362179463154,2091039.2240661224,0.006
296.234772,-14.862573,C,C,0.061089667,20.039,0.021,17.51,89.99,16.99,89.99,16.61,89.99,16.16,0.05,16.21,0.05,16.22,0.11,15.35,0.1,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.569,0.033,23.457,20.45,19.441,0.9000000000000021,0.052128684719999985,1.1275315027438204,9.76296,5793753315.293088,5.632532900774632,429074.6933476468,0.003
296.26105,-14.73764,LAV,C/O,0.07116139,20.692,0.098,18.09,0.15,16.78,0.16,14.910610754851865,0.19,13.9,0.05,13.51,0.05,13.18,0.05,12.74,0.03,14.011,0.036,13.372,0.04,12.384,89.99,8.704,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.36611320832480554,2.3233423472628885,8.915456517037784,823107420.6297214,6.301084547395415,2000251.235785725,0.008
296.4792917,-14.69538889,C,C/O,0.271001893,19.421,0.025,16.508,89.99,89.99,89.99,15.057,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,14.65,0.032,14.933,0.081,12.577,89.99,8.696,89.99,89.99,89.99,89.99,89.99,89.99,1.4509999999999987,0.3390658690939998,2.1830609898358357,8.97694,948287443.4987036,6.34258544183642,2200824.6509051113,0.008
296.26687,-14.74039,LPV,C/O,0.071516678,89.99,89.99,18.21,89.99,16.86,89.99,15.044375026719424,89.99,13.57,0.04,13.06,0.03,12.65,0.04,12.24,0.03,14.474,0.046,13.656,0.043,10.968,0.141,8.847,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.34139849902698494,2.1948179281376676,8.97163751122216,936779786.7332383,6.339924784148019,2187382.7563551054,0.008
296.301117,-14.779015,C,C,0.074638306,20.003,0.031,16.897000000000002,89.99,16.157,89.99,15.602,89.99,15.05,0.03,15.12,0.04,14.84,0.06,14.74,0.08,15.538,0.069,15.389,0.119,11.813,89.99,8.576,89.99,89.99,89.99,89.99,89.99,89.99,1.2950000000000017,0.23836994798400002,1.7312905080747936,9.261264,1825004753.5865066,6.400499336761129,2514776.172517196,0.006
296.21293,-14.73224,O,C/O,0.071497621,15.903,0.012,13.520000000000001,89.99,12.97,89.99,12.5,89.99,12.38,0.06,12.11,0.07,11.74,0.05,11.14,0.03,12.255,0.024,11.999,0.022,10.537,0.099,8.189,89.99,18.809,0.005,20.785,17.414,15.773,1.0200000000000014,1.2105642868500002,16.239187147902026,7.093450000000001,12400808.473164393,5.384870181718819,242588.48469220434,0.008
296.261169,-14.861171,C,C,0.067170496,20.629,0.069,17.891000000000002,89.99,17.198,89.99,16.576999999999998,89.99,16.0,0.06,15.93,0.03,15.89,0.13,15.63,0.14,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.3140000000000036,0.05822586893400028,1.143472880336157,9.748737,5607083195.217297,5.6624899860043065,459716.38823268906,0.003
296.179443,-14.752915,C,C,0.070235748,19.358,0.018,16.463,89.99,15.734,89.99,15.164,89.99,14.65,0.04,14.55,0.05,14.41,0.06,14.16,0.14,14.596,0.038,14.748,0.092,11.68,89.99,8.831,89.99,21.185,0.011,23.494,19.721,18.452,1.2990000000000013,0.319296211188,2.085913098116477,9.021880000000001,1051671246.1692815,6.358203196675214,2281409.24268991,0.008
296.24622,-14.86655,LAV,C/O,0.066876773,20.567,0.071,17.78,0.08,16.67,0.06,15.591638329316195,0.08,14.93,0.03,14.92,0.03,14.94,0.06,14.46,0.05,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.24028440298169573,1.7389392212948478,9.253679257059456,1793408637.3420477,6.401349474764483,2519703.706118925,0.006
296.18277,-14.74815,C,C/O,0.071379712,18.721,0.007,17.830000000000002,89.99,16.62,89.99,15.297531532627191,89.99,14.54,0.07,14.14,0.04,14.01,0.05,13.69,0.05,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.29462450352722014,1.9707180916374838,9.077963243703422,1196639250.0560648,6.405803138515682,2545676.0606987295,0.006
296.22033,-14.72841,C,C,0.073895443,20.562,0.029,18.060000000000002,89.99,17.25,89.99,17.08,89.99,16.63,0.06,16.7,0.07,16.92,0.19,15.36,0.11,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.980000000000004,-0.03964499999999993,0.9127566379388564,9.995289999999999,9892134211.084108,5.382463062433345,241247.63381926814,0.002
296.22512,-14.86821,C,C,0.066718708,19.899,0.024,17.11,89.99,16.58,89.99,16.25,89.99,15.94,0.04,15.81,0.03,15.66,0.06,15.42,0.11,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,22.188,0.045,22.249,21.884,21.884,0.8599999999999994,0.11864342160000008,1.3141454072635432,9.607800000000001,4053218348.593226,5.975590248272223,945344.8187740775,0.003
296.368011,-14.913227,C,C,0.177459856,19.887,0.041,16.76,89.99,15.87,89.99,15.08,89.99,14.53,0.05,14.7,0.06,14.74,0.03,14.6,0.15,14.621,0.032,14.576,0.058,12.046,89.99,8.909,89.99,89.99,89.99,89.99,89.99,89.99,1.6800000000000015,0.33481631646,2.1618040018673494,8.986600000000001,969616506.049466,6.346987919754448,2223248.048383082,0.008
296.307007,-14.784284,C,C,0.078945241,19.748,0.041,16.747,89.99,16.062,89.99,15.539,89.99,15.25,0.05,15.16,0.06,14.84,0.05,14.81,0.04,15.133,0.041,15.117,0.089,12.442,89.99,8.85,0.48,89.99,89.99,89.99,89.99,89.99,1.2080000000000002,0.2500100269380001,1.7783204672108934,9.215148000000001,1641148952.9117,6.40359163722612,2532745.9946674258,0.006
296.160095,-14.802064,C,C,0.06990611,20.122,0.023,17.18,89.99,16.61,89.99,16.28,89.99,15.99,0.04,16.01,0.07,15.85,0.07,15.17,0.08,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.8999999999999986,0.11310052685999983,1.29747956596277,9.620730000000002,4175706830.8447704,5.94665026235836,884403.1125540481,0.003
296.27051,-14.73481,LAV,C/O,0.07817493,89.99,89.99,19.19,0.38,17.7,0.27,15.460039880149452,0.21,14.01,0.06,13.47,0.05,13.07,0.03,12.67,0.03,14.153,0.058,13.5,0.052,12.078,89.99,8.013,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.2645989480376456,1.8390729136598876,9.1573491922694,1436644095.4696972,6.400211255812048,2513108.5969164274,0.006
296.187256,-14.854028,C,C,0.067590012,89.99,89.99,17.966,89.99,17.224,89.99,16.867,89.99,16.37,0.07,16.23,0.05,16.11,0.08,16.26,0.27,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.0990000000000002,-0.0009060000000002955,0.9979160323878097,9.873727,7476993446.626449,5.3880303277468045,244360.11888261331,0.003
296.22632,-14.72554,LPV,C/O,0.076218891,20.316,0.019,17.84,89.99,16.71,89.99,15.390117163832553,89.99,14.43,0.05,14.16,0.05,13.76,0.02,13.51,0.04,14.394,0.036,14.056,0.051,12.419,0.528,6.959,0.09,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.27751808992029403,1.8946024296884212,9.116849208809674,1308727441.4417155,6.400845135666552,2516779.31365791,0.006
296.23883,-14.87026,LPV,C/O,0.069156034,89.99,89.99,19.29,89.99,17.5,89.99,15.064526092917289,89.99,13.81,0.06,13.18,0.06,12.73,0.02,12.43,0.05,14.737,0.042,13.752,0.049,11.724,89.99,8.838,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.33767532439920034,2.176082339743699,8.980100959025263,955214615.8471861,6.344089202593369,2208458.2961779474,0.008
296.283783,-14.741738,C,C,0.080526118,20.556,0.039,17.903000000000002,89.99,17.246,89.99,16.799,89.99,16.4,0.05,16.35,0.08,16.5,0.1,16.9,0.23,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.1040000000000028,0.013918000000000097,1.0325664264457548,9.844419,6989063720.0235,5.4519715824228365,283120.67328695406,0.003
296.29922,-14.8365,LAV,C/O,0.07748895,19.85,0.03,17.67,0.88,16.35,0.72,14.518139298586984,0.07,13.93,0.04,13.82,0.09,13.74,0.03,13.37,0.04,14.421,0.035,14.392,0.063,12.113,89.99,8.949,89.99,19.785,0.005,21.701,18.398,16.831,1.7189999999999994,0.4845291194880552,3.051610633077006,8.579502084558726,379753761.7371079,5.786803874755462,612073.9197415567,0.008
296.163879,-14.827393,C,C/O,0.070948287,20.361,0.032,16.905,89.99,15.991,89.99,15.124060776595979,89.99,14.61,0.06,14.55,0.05,14.36,0.03,14.07,0.06,15.236,0.06,14.917,0.091,12.428,89.99,8.378,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.3266755082321944,2.1216586301489633,9.005105526170311,1011825280.7215725,6.353821079641854,2258505.1210594056,0.008
296.162018,-14.82305,C,C,0.071264695,20.223,0.015,17.25,89.99,16.64,89.99,16.21,89.99,15.85,0.06,15.91,0.04,15.73,0.12,15.65,0.1,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.759,0.017,23.916,20.451,19.315,1.0399999999999991,0.1260339479199999,1.3366999995942974,9.59056,3895471219.099709,6.013851882825597,1032409.2400645027,0.003
296.236908,-14.87212,C,C,0.070787873,20.596,0.029,17.82,89.99,17.07,89.99,16.75,89.99,16.27,0.05,16.37,0.09,16.16,0.1,15.77,0.1,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.0700000000000003,0.024599999999999955,1.0582785655888944,9.8233,6657328693.784387,5.501173612297535,317083.4773394846,0.003
296.278717,-14.858888,C,C,0.075148158,19.396,0.03,16.483,89.99,15.688,89.99,15.047,89.99,14.55,0.03,14.63,0.03,14.37,0.03,14.0,0.03,14.521,0.037,14.711,0.067,11.837,89.99,8.762,89.99,89.99,89.99,89.99,89.99,89.99,1.436,0.34091350067399984,2.192368233368222,8.972740000000002,939160892.7828878,6.34049224045937,2190242.694646974,0.008
296.16803,-14.836925,C,C,0.071296535,20.425,0.038,17.881,89.99,16.862,89.99,15.751824698346704,89.99,15.13,0.04,15.02,0.07,14.76,0.04,14.26,0.03,15.307,0.055,15.291,0.107,12.444,89.99,8.593,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.21068786357106561,1.624380859975677,9.370935679189788,2349284856.271099,6.374109841531517,2366518.160327219,0.006
296.28564,-14.74075,C,C,0.082504885,19.459,0.021,16.470000000000002,89.99,15.62,89.99,15.02,89.99,14.42,0.07,14.78,0.14,14.6,0.03,14.1,0.04,14.704,0.047,14.891,0.082,11.918,89.99,9.005,89.99,89.99,89.99,89.99,89.99,89.99,1.4500000000000028,0.34590210594000004,2.2176964738173233,8.961400000000001,914955558.7213839,6.334297878802221,2159224.8949160017,0.008
296.247101,-14.722958,C,C,0.080548266,20.308,0.039,17.93,89.99,17.27,89.99,16.96,89.99,16.7,0.08,16.59,0.05,16.12,0.09,15.83,0.11,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.811,0.026,23.361,20.666,19.572,0.9699999999999989,-0.01861500000000027,0.9580429955307755,9.92533,8420347212.98163,5.3353666378268745,216454.50936016714,0.003
296.179321,-14.742605,C,C,0.077826957,19.728,0.018,17.215,89.99,16.49,89.99,15.799999999999999,89.99,15.21,0.07,15.08,0.04,14.77,0.06,14.56,0.13,15.268,0.057,15.854,0.21,11.721,89.99,8.959,89.99,21.535,0.017,23.084,20.238,18.997,1.415000000000001,0.20178684270000025,1.5914274423414816,9.4062,2548003381.36199,6.360418815990454,2293077.938235464,0.006
296.28567,-14.73952,C,C/O,0.08343723,20.382,0.075,17.810000000000002,89.99,17.04,89.99,16.32,89.99,15.86,0.04,15.63,0.06,15.58,0.05,15.78,0.13,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,22.238,0.037,23.899,20.873,19.748,1.490000000000002,0.10571000054000002,1.2755867533072334,9.637970000000001,4344802103.052788,5.907862601145223,808839.963929257,0.003
296.188385,-14.861088,C,C,0.07254176,19.907,0.044,17.351,89.99,16.547,89.99,16.112,89.99,15.59,0.08,15.75,0.05,15.87,0.09,15.45,0.1,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.2390000000000008,0.14414073740400024,1.393608342286705,9.548321999999999,3534451283.374309,6.1371408964269865,1371326.5880217596,0.006
