Ra(J2000) deg,Dec(J2000) deg,Types,RUN,DCG,imag,e_imag,J,eJ,H,eH,Ks,eKs,IRAC1,e_IRAC1,IRAC2,e_IRAC2,IRAC3,e_IRAC3,IRAC4,e_IRAC4,WISE1,e_WISE1,WISE2,e_WISE2,WISE3,e_WISE3,WISE4,e_WISE4,VmagLGGS,e_VmagLGGS,BmagLGGS,RmagLGSS,ImagLGSS,J-Ks,Log(M/Ms),M/Ms,Log(t),t,Log(dt),dt,selected_Z
296.29065,-14.69641,C,C/O,0.12148288,19.546,0.052,17.6,89.99,16.82,89.99,16.07,89.99,15.36,0.04,15.29,0.04,15.19,0.06,15.06,0.07,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.5300000000000011,0.15190079004,1.418733390099406,9.53022,3390158474.728709,6.172225439941705,1486707.1837620796,0.006
296.352264,-14.780713,C,C,0.124047094,18.918,0.015,16.89,89.99,16.3,89.99,15.69,89.99,15.51,0.05,15.47,0.04,15.03,0.07,15.09,0.07,15.522,0.052,15.882,0.161,11.791,89.99,8.75,89.99,19.594,0.005,20.339,19.119,18.773,1.200000000000001,0.22211079008000012,1.6676725875498704,9.32568,2116800843.9847271,6.388091794129539,2443947.060030253,0.006
296.259827,-14.684196,C,C,0.121201446,19.659,0.025,17.11,89.99,16.47,89.99,16.14,89.99,15.93,0.05,15.88,0.08,16.04,0.09,15.3,0.13,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.103,0.011,23.259,19.941,18.881,0.9699999999999989,0.13896736897999995,1.3771059951834832,9.560390000000002,3634042482.75839,6.113228631100866,1297862.3411490116,0.006
296.266968,-14.910404,C,C,0.114846488,20.125,0.035,17.64,89.99,16.579,89.99,15.521836115840754,89.99,15.15,0.05,15.32,0.05,15.24,0.07,14.7,0.05,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.2531812803788085,1.7913534331021237,9.202584036795432,1594351360.8391404,6.4035566063963465,2532541.707900541,0.006
296.343781,-14.74656,C,C,0.126424792,19.761,0.024,17.237000000000002,89.99,16.532,89.99,16.058,89.99,15.63,0.04,15.75,0.07,15.61,0.06,15.02,0.05,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.179000000000002,0.15411794793599998,1.4259948200475268,9.525048,3350024629.5229034,6.182063209324394,1520768.8536976106,0.006
296.153625,-14.886689,C,C,0.114286355,20.412,0.067,17.8,89.99,17.21,89.99,16.85,89.99,16.6,0.05,16.53,0.04,16.2,0.06,15.91,0.16,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.9499999999999993,0.0027999999999996916,1.006468066438325,9.866400000000002,7351906920.715704,5.403521990228157,253233.98554717496,0.003
296.29965,-14.69757,LPV,C/O,0.125251477,20.428,0.067,17.96,89.99,16.62,89.99,15.014603376600386,89.99,13.84,0.03,13.43,0.08,13.12,0.06,12.9,0.02,14.663,0.035,14.078,0.046,11.714,89.99,8.604,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.3468992031218494,2.2227939350012376,8.959133418172163,910192847.0222521,6.332964740609726,2152606.9623215534,0.008
296.1151667,-14.76961111,C,C/O,0.119224407,20.288,0.025,17.248,89.99,89.99,89.99,15.388604426950884,89.99,15.05,0.08,15.2,0.04,14.97,0.05,14.79,0.09,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.2777975879637742,1.895822127675987,9.116213859319373,1306814243.3133326,6.401024414335253,2517818.4656758565,0.006
296.21322,-14.68097,O,C/O,0.121860816,19.235,0.096,16.150000000000002,89.99,15.55,89.99,15.0,89.99,14.2,0.07,14.06,0.09,13.83,0.05,13.5,0.06,14.863,0.034,14.602,0.067,11.969,89.99,8.352,89.99,89.99,89.99,89.99,89.99,89.99,1.1500000000000021,0.34959736910000005,2.2366466001082896,8.953000000000001,897428794.5007509,6.329198377412258,2134019.469825035,0.008
296.170105,-14.696488,C,C,0.121039928,20.16,0.021,17.166,89.99,16.439,89.99,16.019,89.99,15.68,0.05,15.75,0.05,15.96,0.16,15.28,0.11,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.147000000000002,0.16132371109800037,1.4498521305782575,9.508239,3222841890.733585,6.213416615740339,1634619.2751551035,0.006
296.163086,-14.894488,C,C,0.114423182,19.389,0.01,16.55,89.99,15.88,89.99,15.37,89.99,14.89,0.05,14.88,0.07,14.65,0.06,14.44,0.04,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.1800000000000015,0.2812350006400002,1.9108869769487253,9.108400000000001,1283512196.8395016,6.402964860593157,2529093.3554951325,0.006
296.138214,-14.72313,C,C,0.120802324,20.053,0.03,17.027,89.99,16.188,89.99,15.472,89.99,14.96,0.05,15.03,0.05,14.92,0.08,14.74,0.05,15.317,0.056,15.523,0.136,11.772,89.99,8.587,89.99,89.99,89.99,89.99,89.99,89.99,1.5550000000000015,0.26238915852400013,1.8297390571788406,9.166104,1465898836.0360427,6.401257719436712,2519171.4133363483,0.006
296.112915,-14.776258,C,C,0.119810963,20.063,0.018,17.150000000000002,89.99,16.46,89.99,15.85,89.99,15.44,0.05,15.43,0.04,15.65,0.06,15.17,0.08,15.649,0.057,15.915,0.185,11.99,89.99,8.69,89.99,21.964,0.025,23.095,21.071,20.066,1.3000000000000025,0.19254868479999998,1.5579326706893233,9.435400000000001,2725210163.849207,6.336391986540999,2169661.5195504455,0.006
296.1207083,-14.84447222,C,C/O,0.117374212,20.225,0.02,17.611,89.99,89.99,89.99,16.034,89.99,15.9,0.05,16.04,0.07,15.54,0.07,15.48,0.12,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.5770000000000017,0.15855226372800013,1.4406293675748996,9.514704,3271176668.6944532,6.201473011298617,1590277.8548721846,0.006
296.350891,-14.757086,C,C,0.128850172,89.99,89.99,16.78,89.99,16.22,89.99,15.78,89.99,15.27,0.04,15.27,0.07,14.96,0.06,14.86,0.1,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.0000000000000018,0.20548210586000004,1.6050261251961142,9.39156,2463542165.6536264,6.36638899398941,2324818.184571209,0.006
296.12738,-14.73369,C,C,0.123094049,20.097,0.016,17.36,89.99,16.81,89.99,16.34,89.99,16.11,0.06,16.15,0.06,15.87,0.08,15.81,0.13,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.0199999999999996,0.10201473738,1.264779265852986,9.64659,4431900484.253727,5.888425142440557,773437.3530590471,0.003
296.2677,-14.68061,LAV,C/O,0.126794375,20.764,0.042,19.400000000000002,1.62,17.6,0.76,15.683804152017016,0.53,14.36,0.08,13.99,0.06,13.71,0.06,13.42,0.05,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.22325555451982404,1.6720742336040093,9.321144639276458,2094810004.096831,6.3892603270951245,2450531.712360343,0.006
296.1187083,-14.84547222,C,C/O,0.119601325,20.235,0.065,18.091,89.99,89.99,89.99,15.996235378015607,89.99,15.08,0.06,14.76,0.06,14.6,0.07,14.3,0.07,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.16552977454651274,1.463961901035248,9.498427447924726,3150847963.9962673,6.231253683552977,1703153.0772341467,0.006
296.179413,-14.688039,C,C,0.124382671,19.926,0.025,17.04,89.99,16.35,89.99,16.009999999999998,89.99,15.87,0.08,15.88,0.08,15.96,0.1,15.56,0.14,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.0300000000000011,0.16298657952000029,1.4554141049755593,9.50436,3194184515.3941073,6.220510908157172,1661540.4100867365,0.006
296.346741,-14.855356,C,C,0.128493765,19.924,0.012,17.12,89.99,16.481,89.99,15.951999999999998,89.99,15.51,0.08,15.46,0.06,15.29,0.04,15.21,0.05,15.73,0.065,15.724,0.158,12.37,89.99,8.914,89.99,89.99,89.99,89.99,89.99,89.99,1.1680000000000028,0.17370284268400038,1.4917733442126486,9.479362,3015518519.5658937,6.2648563670442385,1840163.308939103,0.006
296.29919,-14.69143,C,C/O,0.130154192,20.384,0.049,17.36,89.99,16.22,89.99,14.882588620097433,89.99,14.08,0.04,13.68,0.04,13.49,0.09,13.36,0.02,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.3712906664359359,2.351205919343052,8.903687220440922,801100901.4651283,6.290480879777433,1952004.7933066564,0.008
296.18378,-14.68249,LAV,C/O,0.127828638,89.99,89.99,19.37,1.4,17.64,0.95,15.36475444279825,0.67,14.08,0.11,13.64,0.07,13.03,0.05,12.39,0.02,14.551,0.03,13.333,0.031,11.584,0.24,8.984,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.2822041863540652,1.9151561364043916,9.106196865975265,1277017550.5278726,6.4034232681217755,2531764.279398592,0.006
296.223907,-14.922441,C,C,0.120924601,20.059,0.034,17.02,89.99,16.33,89.99,15.74,89.99,15.16,0.06,14.97,0.06,14.62,0.04,14.5,0.09,15.579,0.052,15.366,0.121,12.362,89.99,8.759,89.99,89.99,89.99,89.99,89.99,89.99,1.2799999999999994,0.21287263217999985,1.6325730844092419,9.362280000000002,2302926090.2040467,6.3771035904864,2382887.782053417,0.006
296.193542,-14.678253,C,C,0.128689322,19.929,0.039,17.288,89.99,16.498,89.99,16.001,89.99,15.67,0.07,15.58,0.06,15.08,0.07,14.8,0.06,15.773,0.056,15.891,0.167,12.335,89.99,8.776,89.99,89.99,89.99,89.99,89.99,89.99,1.286999999999999,0.16464944794199976,1.4609974164171995,9.500481,3165781960.2379313,6.2275499456749905,1688690.0547124536,0.006
296.233887,-14.671288,C,C,0.130439928,19.534,0.023,16.94,89.99,16.26,89.99,15.940000000000001,89.99,15.77,0.04,15.82,0.06,15.62,0.07,15.18,0.06,16.037,0.066,16.555,0.327,12.381,89.99,8.641,89.99,21.152,0.015,23.432,19.93,18.887,1.0,0.17592000057999968,1.4994086107913198,9.47419,2979819789.1432157,6.2737178316963025,1878096.1901762297,0.006
296.204498,-14.674287,C,C,0.129910664,20.699,0.083,18.12,89.99,17.55,89.99,17.21,89.99,16.83,0.06,16.96,0.07,16.67,0.09,16.17,0.0,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.9100000000000001,-0.07155737444000043,0.8480913341034705,10.07108,11778229165.38189,4.647158909197723,44377.099089892676,0.0015
296.106384,-14.767224,C,C,0.128325533,20.333,0.034,17.42,89.99,16.8,89.99,16.509999999999998,89.99,16.31,0.06,16.33,0.05,16.68,0.16,15.29,0.06,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.9100000000000037,0.0706050005200003,1.1765354043623732,9.71986,5246383095.782523,5.724796584249682,530635.8456978458,0.003
296.356781,-14.748176,C,C/O,0.137604615,19.594,0.034,17.054000000000002,89.99,16.329,89.99,15.815,89.99,15.44,0.06,15.5,0.05,15.31,0.05,15.13,0.1,14.701,0.038,14.91,0.093,12.281,89.99,8.844,89.99,21.494,0.018,23.471,20.199,19.067,1.2390000000000025,0.19901539533,1.5813040940163654,9.41718,2613244229.0738273,6.35568179573945,2268202.3483138527,0.006
296.21802,-14.92573,C,C/O,0.124637089,20.329,0.062,17.470000000000002,89.99,16.56,89.99,15.79,89.99,15.22,0.04,15.26,0.07,15.25,0.11,14.65,0.08,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.6800000000000033,0.20363447428000003,1.5982123204731307,9.39888,2505416885.1137886,6.363453873613615,2309159.190259292,0.006
296.1002083,-14.78658333,C,C/O,0.130665577,20.396,0.025,17.418,89.99,89.99,89.99,15.39480959172692,89.99,15.02,0.05,15.15,0.08,15.08,0.05,14.52,0.06,15.014,0.046,14.895,0.093,12.309,89.99,8.57,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.2766511021238436,1.8908239826315796,9.118820028525308,1314679916.416358,6.400268526640806,2513440.0248034247,0.006
296.363739,-14.759742,C,C,0.140157331,19.283,0.038,16.328,89.99,15.565,89.99,14.916,89.99,14.43,0.05,14.47,0.06,14.34,0.04,14.11,0.03,14.626,0.036,14.679,0.073,12.14,89.99,8.255,89.99,89.99,89.99,89.99,89.99,89.99,1.411999999999999,0.3651174743719998,2.3180215778131634,8.917720000000001,827408541.7107024,6.303025920663816,2009212.7279557297,0.008
296.206696,-14.92662,C,C,0.127104598,19.965,0.044,16.797,89.99,15.861,89.99,15.076623572813244,89.99,14.53,0.06,14.7,0.05,14.82,0.04,14.38,0.16,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.33544015580978215,2.1649115418659584,8.985181900581564,966455586.0024129,6.346377564470803,2220125.7013213937,0.008
296.28125,-14.67393,LPV,C/O,0.137637459,89.99,89.99,19.96,89.99,18.21,89.99,15.404183568095844,89.99,14.03,0.06,13.23,0.09,12.64,0.04,12.27,0.02,14.687,0.034,13.384,0.031,11.63,89.99,8.613,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.2749191366469037,1.8832983965654453,9.122757098600255,1326652252.0710716,6.399024046805786,2506248.0196833806,0.006
296.100708,-14.828527,C,C,0.132051958,19.347,0.015,16.52,89.99,15.96,89.99,15.57,89.99,15.4,0.04,15.69,0.07,15.49,0.04,14.98,0.06,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.043,0.011,23.179,19.786,18.712,0.9499999999999993,0.24428236904,1.7550212084518753,9.237840000000002,1729179188.6954885,6.402694856183702,2527521.486271478,0.006
296.1097083,-14.74066667,C,C/O,0.134875866,20.031,0.019,17.274,89.99,89.99,89.99,15.84,89.99,15.5,0.08,15.58,0.08,15.3,0.04,15.04,0.07,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.434000000000001,0.19439631638,1.5645747474982983,9.431090000000001,2698298550.090818,6.3429163109835285,2202501.9976397413,0.006
296.1045,-14.84272222,C,C/O,0.132043685,21.056,0.143,17.89,89.99,89.99,89.99,15.236405940192661,89.99,15.11,0.04,14.95,0.04,15.12,0.07,14.93,0.06,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.3059182610200448,2.022638460131931,9.052290494880918,1127951678.5778487,6.36177942273628,2300273.2166881263,0.008
296.156006,-14.687428,C,C,0.136111523,19.805,0.031,17.11,89.99,16.25,89.99,15.61,89.99,15.03,0.04,15.06,0.04,14.89,0.06,14.47,0.05,15.224,0.044,15.475,0.12,12.446,0.531,8.631,89.99,89.99,89.99,89.99,89.99,89.99,1.5,0.2368918427200002,1.7254081405230406,9.26712,1849779661.380545,6.399752777426359,2510456.9445216726,0.006
296.341431,-14.712852,C,C,0.142497386,19.971,0.023,17.12,89.99,16.39,89.99,15.78,89.99,15.44,0.06,15.52,0.05,15.48,0.05,15.19,0.05,15.316,0.038,15.601,0.122,12.419,89.99,9.17,89.99,22.004,0.029,24.261,20.443,19.177,1.3400000000000016,0.20548210586000004,1.6050261251961142,9.39156,2463542165.6536264,6.36638899398941,2324818.184571209,0.006
296.111,-14.85966667,C,C/O,0.132380564,20.356,0.035,17.229,89.99,89.99,89.99,15.145246795509655,89.99,14.78,0.07,14.88,0.05,14.97,0.07,14.5,0.06,15.188,0.045,15.299,0.107,12.112,89.99,8.147,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.32276111247225603,2.102621556001856,9.014003654114056,1032770095.3579798,6.356359718336691,2271745.7191008455,0.008
296.275116,-14.926181,C,C/O,0.132432785,20.414,0.007,18.121000000000002,89.99,17.4,89.99,17.053,89.99,16.72,0.03,16.77,0.06,16.75,0.12,15.98,0.23,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.0680000000000014,-0.03491325000000023,0.922755728518115,9.979549,9540013735.673557,5.391803118656304,246492.1646073233,0.002
296.374786,-14.798067,C,C,0.144830823,20.17,0.029,17.53,89.99,16.79,89.99,16.48,89.99,16.18,0.07,16.21,0.05,16.15,0.11,15.71,0.11,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.72,0.023,24.102,20.511,19.446,1.0500000000000007,0.07614789525999988,1.1916477443546352,9.70693,5092487832.358929,5.7532280015436825,566536.6387226332,0.003
296.25348,-14.76936,LAV,C/O,0.039940537,89.99,89.99,18.18,0.35,16.83,0.3,15.096960657924784,0.27,13.89,0.04,13.41,0.06,13.07,0.04,12.69,0.03,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.3316826117400591,2.146261384101714,8.99372347632841,985651702.345306,6.34986699647145,2238035.6308461023,0.008
296.1127917,-14.86825,C,C,0.134798672,20.08,0.018,17.334,89.99,89.99,89.99,15.52828508723437,89.99,15.01,0.06,15.33,0.05,14.92,0.07,14.71,0.07,15.21,0.042,15.48,0.118,12.549,89.99,8.598,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.25198974805827246,1.7864454035809247,9.20730468385556,1611775997.0039132,6.403614655320627,2532880.236602518,0.006
296.3658333,-14.8525,C,C,0.145032322,19.927,0.024,17.312,89.99,89.99,89.99,15.767,89.99,15.0,0.05,15.09,0.06,15.47,0.06,14.67,0.05,15.328,0.046,15.912,0.187,12.399,89.99,8.13,89.99,89.99,89.99,89.99,89.99,89.99,1.5450000000000017,0.2078840269140001,1.6139275194634368,9.382044,2410149597.5971093,6.3700530507590996,2344515.1894724076,0.006
296.17276,-14.922873,C,C,0.13403949,19.363,0.027,16.332,89.99,15.67,89.99,15.190999999999999,89.99,14.87,0.05,14.93,0.05,14.93,0.03,14.64,0.12,14.973,0.035,15.066,0.082,12.375,89.99,8.643,89.99,21.166,0.01,23.901,19.722,18.473,1.1410000000000018,0.31430760592200024,2.062089951383472,9.03322,1079493421.3489978,6.360193267075284,2291887.347557768,0.008
296.110779,-14.725801,C,C,0.141314373,19.841,0.087,16.95,89.99,16.18,89.99,15.379999999999999,89.99,15.15,0.09,15.19,0.03,15.18,0.05,14.58,0.06,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.5700000000000003,0.27938736906000017,1.902774703569356,9.1126,1295985074.755141,6.401982736273087,2523380.4630848113,0.006
296.316101,-14.679276,C,C,0.149645158,20.281,0.069,17.243000000000002,89.99,16.601,89.99,16.108999999999998,89.99,15.68,0.06,15.63,0.04,15.37,0.06,15.02,0.06,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.134000000000004,0.1446950268780003,1.3953881383085112,9.547029,3523944013.8162856,6.139679059895856,1379364.5486404083,0.006
296.364624,-14.865284,C,C,0.148897154,19.883,0.025,17.25,89.99,16.57,89.99,16.12,89.99,15.72,0.05,15.73,0.06,15.36,0.05,15.19,0.06,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.129999999999999,0.14266263213999975,1.3888733099774022,9.551770000000001,3562624088.1919203,6.130349426846516,1350048.674704607,0.006
296.335785,-14.902986,C,C/O,0.146476613,19.781,0.017,17.033,89.99,16.411,89.99,15.951999999999998,89.99,15.62,0.06,15.56,0.05,15.43,0.05,15.39,0.11,15.619,0.046,16.171,0.225,11.86,89.99,8.841,89.99,89.99,89.99,89.99,89.99,89.99,1.081000000000003,0.17370284268400038,1.4917733442126486,9.479362,3015518519.5658937,6.2648563670442385,1840163.308939103,0.006
296.106625,-14.87427778,C,C/O,0.143154743,20.286,0.023,17.696,89.99,89.99,89.99,16.198,89.99,15.92,0.04,15.9,0.04,15.67,0.06,15.48,0.09,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.738,0.019,24.11,20.492,19.453,1.498000000000001,0.12825110581599986,1.343541562270162,9.585388000000002,3849355310.3372207,6.025236963302927,1059831.8415517109,0.003
296.22934,-14.65254,C,C/O,0.14913146,20.846,0.048,17.78,89.99,16.59,89.99,15.275060076362314,89.99,14.6,0.04,14.26,0.05,14.14,0.06,13.65,0.02,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.29877640075157785,1.9896486920804786,9.068525232072172,1170914629.305216,6.4051374205955725,2541776.8539956883,0.006
296.0848333,-14.78113889,C,C/O,0.146611382,20.079,0.072,17.731,89.99,89.99,89.99,16.072,89.99,15.74,0.06,15.83,0.1,15.77,0.07,15.35,0.06,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.979,0.021,23.986,20.595,19.371,1.6590000000000025,0.15153126372400005,1.4175267518137498,9.531082000000001,3396894039.639741,6.170577471404585,1481076.4327851182,0.006
296.103625,-14.72475,C,C/O,0.147943662,20.254,0.049,17.162,89.99,89.99,89.99,15.104398912058018,89.99,14.75,0.05,14.91,0.05,14.91,0.06,14.24,0.07,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.33030829641639636,2.1394803221374854,8.99684754306437,992767481.1158684,6.351031377093639,2244044.046581032,0.008
296.103516,-14.723016,C,C/O,0.148945137,20.04,0.029,17.247,89.99,16.545,89.99,16.0,89.99,15.73,0.07,15.71,0.03,15.63,0.04,15.49,0.09,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.2469999999999999,0.16483421110000007,1.4616191050092482,9.500050000000002,3162641751.7967987,6.228328602208717,1691720.461659607,0.006
296.0854167,-14.8265,C,C/O,0.146699896,20.334,0.07,17.869,89.99,89.99,89.99,16.110083611584074,89.99,15.7,0.05,15.79,0.05,15.51,0.07,14.95,0.05,15.977,0.062,16.384,0.272,12.071,89.99,8.669,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.14449481537968123,1.3947450070336245,9.547496036592737,3527735671.63512,6.138762814282261,1376457.5246564983,0.006
296.084503,-14.832314,C,C,0.148689044,20.218,0.073,17.3,89.99,16.6,89.99,16.08,89.99,15.67,0.1,15.91,0.04,15.46,0.08,15.6,0.11,15.904,0.064,16.04,0.22,12.393,89.99,8.615,89.99,89.99,89.99,89.99,89.99,89.99,1.2200000000000024,0.15005315846000022,1.41271045245225,9.53453,3423970387.5908194,6.163962217748104,1458687.3535502977,0.006
296.3826667,-14.75219444,C,C/O,0.160483495,19.452,0.019,16.95,89.99,89.99,89.99,15.556,89.99,14.74,0.05,14.46,0.07,14.35,0.08,13.9,0.05,14.663,0.037,14.441,0.056,12.318,89.99,8.568,89.99,21.325,0.013,23.893,19.906,18.649,1.3940000000000001,0.24686905325200015,1.7655054122426552,9.227592000000001,1688853584.6716824,6.403251585362474,2530763.6349208597,0.006
296.118591,-14.89873,C,C,0.147758617,19.494,0.014,16.69,89.99,16.03,89.99,15.66,89.99,15.43,0.06,15.47,0.06,15.34,0.06,14.8,0.06,15.407,0.044,15.466,0.123,12.511,89.99,8.74,89.99,21.284,0.013,23.484,19.912,18.755,1.0300000000000011,0.22765368481999992,1.6890934772616326,9.303720000000002,2012426372.2906942,6.393342200717228,2473672.4983354714,0.006
296.0783333,-14.78972222,C,C/O,0.152136575,20.247,0.028,17.293,89.99,89.99,89.99,15.430851572577373,89.99,15.07,0.07,15.16,0.08,15.4,0.09,14.48,0.03,15.428,0.049,15.556,0.139,12.288,89.99,8.378,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.26999187192133833,1.8620522869244498,9.135983351126637,1367676394.1040936,6.396838664335778,2493668.1843153364,0.006
296.3695417,-14.87288889,C,C,0.1566653,20.208,0.054,16.962,89.99,89.99,89.99,15.376999999999999,89.99,14.63,0.05,14.72,0.05,14.51,0.05,14.12,0.05,15.043,0.047,15.155,0.111,11.891,89.99,8.092,89.99,89.99,89.99,89.99,89.99,89.99,1.5850000000000009,0.2799416585340002,1.9052047628227684,9.11134,1292230537.775999,6.402292256062805,2525179.5063827317,0.006
296.335388,-14.681108,C,C,0.160130654,89.99,89.99,18.19,89.99,17.51,89.99,17.03,89.99,16.76,0.04,16.65,0.05,16.41,0.13,15.93,0.11,16.327,0.079,15.988,0.192,12.503,89.99,8.611,89.99,89.99,89.99,89.99,89.99,89.99,1.1600000000000001,-0.030882500000000368,0.9313598242750373,9.966140000000001,9249963094.617281,5.399944056163408,251156.2882582667,0.002
296.0774167,-14.78311111,C,C/O,0.153707826,20.066,0.023,17.357,89.99,89.99,89.99,15.796,89.99,15.66,0.05,15.84,0.09,15.71,0.1,15.37,0.14,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.561,0.20252589533200016,1.5941379302742,9.403272000000001,2530882599.9059806,6.361644745593683,2299559.9997180076,0.006
296.375854,-14.73088,C,C,0.162125302,18.618,0.01,15.95,89.99,15.33,89.99,14.959999999999999,89.99,14.72,0.04,14.76,0.07,14.65,0.07,14.65,0.08,14.859,0.033,15.116,0.093,12.363,89.99,8.792,89.99,20.175,0.006,22.515,18.98,17.919,0.9900000000000002,0.3569878954200001,2.2750340205372486,8.936200000000001,863376055.5974405,6.3176933686190315,2078228.8462164535,0.008
296.08786,-14.740214,C,C,0.154856771,19.748,0.027,17.03,89.99,18.14,89.99,15.83,89.99,15.55,0.08,15.61,0.08,15.32,0.09,14.78,0.07,15.529,0.045,15.828,0.16,12.295,0.451,8.435,89.99,89.99,89.99,89.99,89.99,89.99,1.200000000000001,0.19624394796,1.5712451420806706,9.42678,2671652690.1317825,6.349347540862979,2235360.337416853,0.006
296.0819167,-14.75133333,C,89.99,0.156404744,19.937,0.014,17.259,89.99,89.99,89.99,15.881,89.99,15.7,0.05,15.78,0.07,15.48,0.05,15.89,0.17,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.3780000000000001,0.18682102690199986,1.5375208961566658,9.448761000000001,2810353816.9290657,6.315590143423741,2068188.6166060376,0.006
296.134644,-14.67692,C,C,0.157020156,19.882,0.021,17.150000000000002,89.99,16.321,89.99,15.701,89.99,15.32,0.06,15.26,0.04,14.98,0.04,14.67,0.03,15.393,0.047,15.686,0.153,12.196,89.99,8.33,89.99,89.99,89.99,89.99,89.99,89.99,1.4490000000000016,0.2200783953419998,1.6598865097396114,9.333732000000001,2156413291.3567715,6.385910792455084,2431704.4663092387,0.006
296.073059,-14.801702,C,C,0.156941003,20.073,0.02,17.42,89.99,16.74,89.99,16.39,89.99,15.87,0.06,15.98,0.05,15.71,0.12,15.07,0.1,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.0300000000000011,0.09277657947999995,1.2381594580169468,9.668140000000001,4657362049.405452,5.8398516387277475,691594.6718235295,0.003
