Id-main,Ra(J2000) deg,Dec(J2000) deg,J,Ks,Types,DCG,J-Ks,Log(M/Ms),M/Ms,Log(t),t,Log(dt),dt
10870.0,296.17892,-14.82286,17.32,16.082,S,0.0553008363408852,1.1,0.23695199999999983,1.7256471558779192,9.064864256,1161085645.7379344,5.43840779600378,274414.9677941276
10784.0,296.21545,-14.83469,17.25,16.1224,S,0.0360835544258221,1.1,0.23234640000000006,1.7074437295612634,9.0771704192,1194456722.957566,5.433029290109073,271037.4421423631
11004.0,296.27341,-14.80861,17.400000000000002,16.162,S,0.0439612522569536,1.1,0.22783200000000003,1.6897871375793156,9.089232896,1228097637.7520294,5.427125120181893,267377.6612393023
11029.0,296.28308,-14.80497,17.26,16.146199999999997,S,0.0531824820781841,1.1,0.22963320000000031,1.696809941424532,9.0844200896,1214563119.6935039,5.429556448000987,268878.72990470374
12050.0,296.25427,-14.81764,17.970000000000002,16.5388,S,0.0290529482152862,1.1,0.16561840000000028,1.4642606787816412,9.2554676352,1800808928.2869258,5.279093552626876,190148.7840789154
30528.0,296.19156,-14.89296,17.560000000000002,16.4324,S,0.0990530044976071,1.1,0.18764319999999968,1.5404343700394463,9.196617369600002,1572596734.7973192,5.345913079881902,221775.25122445993
10326.0,296.25522,-14.82579,16.62,15.423399999999999,S,0.0348973179485115,1.1,0.33257519999999996,2.150677046292217,8.8093590656,644702071.4255034,5.430209438735488,269283.3110988869
10293.0,296.29922,-14.8365,17.67,14.2792,LAV,0.0774889495347318,1.1,0.5569672000000003,3.6055141142331464,8.267101670399999,184970159.2219634,5.354703682693835,226309.96772737024
10310.0,296.19168,-14.82965,18.12,15.0604,LAV,0.0474478956329991,1.1,0.3762327999999999,2.37811471393601,8.6950807296,495542297.0025981,5.387948140005595,244313.87950625818
10371.0,296.28415,-14.81194,17.13,14.5672,LAV,0.0551152918889052,1.1,0.47753559999999995,3.002863561592688,8.4551956992,285230326.5919801,5.361808492394772,230042.71914624
10501.0,296.23456,-14.7733,17.8,14.9198,LAV,0.028734134752932,1.1,0.3893085999999999,2.450804110154395,8.6641172352,461442121.2923169,5.378915289117466,239284.89760822995
10968.0,296.20154,-14.81282,18.98,15.0648,LAV,0.0305662248241381,1.1,0.3758235999999999,2.3758750671576534,8.696049715200001,496649171.3545689,5.388244411907976,244480.6051639222
11391.0,296.18323,-14.76308,18.19,15.2408,LAV,0.0606351465736124,1.1,0.3594555999999999,2.2879977866715033,8.737534636800001,546430128.2305037,5.40313903313658,253010.7844471618
11401.0,296.27222,-14.76143,17.89,15.078799999999998,LAV,0.0583248317614268,1.1,0.3745216000000001,2.368762941264367,8.6991328512,500187519.5355087,5.389191194202729,245014.16570659322
11403.0,296.22778,-14.76111,18.150000000000002,15.752799999999999,LAV,0.0406207090041525,1.1,0.2759183999999999,1.8876366459440233,8.960746035200001,913578846.6509135,5.459585811636042,288128.23020531615
11991.0,296.27774,-14.82287,18.26,15.641999999999998,LAV,0.0522355013376701,1.1,0.2949760000000001,1.972313739018041,8.909824128,812501418.758925,5.456071905561305,285806.37100205076
12070.0,296.24905,-14.81619,17.29,15.803600000000001,LAV,0.0239527221834963,1.1,0.26718079999999955,1.8500386434329728,8.984092902400002,964035223.820204,5.458386304076618,287333.5271661565
12660.0,296.25348,-14.76936,18.18,14.858199999999998,LAV,0.0399405370519755,1.1,0.3969286000000003,2.494184637866664,8.6460730752,442662849.37375826,5.374170901868477,236685.0908176715
12711.0,296.24728,-14.76419,18.740000000000002,16.3842,LAV,0.041271646441583,1.1,0.1976205999999998,1.5762336690809498,9.1699577568,1478964524.4181857,5.370966468835672,234945.14165566987
13390.0,296.24246,-14.82114,19.79,15.9438,LAV,0.0231156332381227,1.1,0.2527068,1.7893973918563284,9.0227674304,1053822411.4574685,5.452031510931086,283159.7439429439
14105.0,296.17993,-14.75767,19.03,15.1424,LAV,0.0666558692089493,1.1,0.3686067999999999,2.3367206687739106,8.713139097600001,516581795.6939013,5.393556373099115,247489.26911035465
20438.0,296.27051,-14.73481,19.19,15.219599999999996,LAV,0.0781749301246804,1.1,0.3614272000000003,2.298408398919724,8.7322665216,539841815.6821498,5.401060394587316,251802.70695139814
20608.0,296.18378,-14.68249,19.37,15.123599999999998,LAV,0.1278286384187851,1.1,0.3703552000000001,2.3461468932926475,8.7089988864,511680523.508529,5.3922568916901605,246749.84679406913
20614.0,296.2677,-14.68061,19.400000000000002,15.4434,LAV,0.1267943752695596,1.1,0.32913519999999963,2.133709053672983,8.818550745600001,658492367.6884446,5.433333876370866,271227.59707330045
21316.0,296.17764,-14.6424,18.43,15.977600000000002,LAV,0.1676559050555692,1.1,0.24885359999999968,1.7735915051466538,9.033063180800001,1079103697.9196298,5.449366203897222,281427.2869071973
30767.0,296.26511,-14.96155,17.87,16.2318,LAV,0.1636897263116979,1.1,0.21987480000000004,1.6591085446157507,9.1104945344,1289717326.6923454,5.4151685046490945,260116.86111780477
30924.0,296.21112,-14.91074,19.26,15.427599999999998,LAV,0.1106920019694336,1.1,0.33185280000000006,2.147102610698717,8.8112893184,647573872.9999803,5.430874700631441,269696.1213278029
30961.0,296.30179,-14.90356,19.55,14.917200000000001,LAV,0.1246409892450918,1.1,0.38955039999999985,2.4521690122194286,8.6635446528,460834147.7799656,5.378757969653854,239198.2343969898
40030.0,296.18011,-14.75091,16.82,15.74,LAV,0.0711729562404184,1.08,0.2781199999999997,1.8972300728356302,8.954863360000001,901287525.2001851,5.459594585333666,288134.05108402733
40275.0,296.22681,-14.75065,16.93,14.739799999999999,LAV,0.0511196293022558,1.1,0.42972540000000015,2.6898335116565755,8.5684102528,370177700.0646554,5.360293428224703,229241.59855076188
40327.0,296.23346,-14.74996,17.51,16.45,LAV,0.0518256278302513,1.0600000000000023,0.18399999999999994,1.5275660582380723,9.206352,1608244222.855589,5.3359523147448185,216746.6105367555
40419.0,296.24622,-14.86655,17.78,15.355199999999998,LAV,0.066876773247513,1.1,0.3488164,2.232628169412895,8.7659625792,583394834.1393546,5.414245020499502,259564.33605980763
40493.0,296.26105,-14.73764,18.09,14.671600000000002,LAV,0.0711613898121688,1.1,0.4486167999999995,2.809420842263042,8.523675417600002,333945363.1196246,5.358025901787375,228047.80780961332
40538.0,296.2731,-14.75146,17.11,15.8444,LAV,0.0661713994109114,1.1,0.2640383999999999,1.8367007359027403,8.9924893952,982854872.9101201,5.457482530263236,286736.2032031032
12557.0,296.18398,-14.78018,18.03,17.05,O,0.0507903583369902,0.9800000000000004,0.06479999999999952,1.160913870126181,9.556316,3600111901.014354,4.819510808602739,65994.96587064775
11226.0,296.25229,-14.78475,17.29,15.941599999999998,O,0.0279844689068754,1.1,0.2529576000000002,1.7904310464211237,9.0220972928,1052197565.9298625,5.4521904133303964,283263.3671688046
20331.0,296.20415,-14.63486,16.38,15.39,O,0.168801062200448,0.9899999999999984,0.33831999999999973,2.179314959512118,8.794008960000001,622313124.079867,5.424763414078358,265927.60000303836
10184.0,296.22364,-14.77473,16.240000000000002,15.0296,O,0.0276805563527967,1.1,0.3790971999999999,2.3938514673936684,8.6882978304,487862941.9800434,5.385893347514039,243160.67904444976
30133.0,296.21816,-14.88035,16.1,15.02,O,0.079565872080938,1.0800000000000018,0.37998999999999994,2.3987776844862045,8.686183680000001,485493790.9221922,5.385260326798005,242806.51009182606
20134.0,296.21322,-14.68097,16.150000000000002,14.981,O,0.1218608156874111,1.1,0.3836169999999999,2.4188949063876937,8.677594944,475986838.25799245,5.382730079426671,241396.00555174818
40363.0,296.23649,-14.85697,18.98,15.6306,C,0.0556795303500298,1.1,0.2969367999999999,1.9812386882793818,8.9045848704,802758421.6538551,5.455280165345507,285285.8065722397
10198.0,296.25088,-14.76786,15.3,14.089599999999999,O,0.0397377717039968,1.1,0.6013336000000002,3.993315280541429,8.162042035199999,145225217.37285978,5.2540061351031415,179475.89804903427
30292.0,296.18801,-14.87231,15.680000000000001,14.61,O,0.0821776715416054,1.070000000000002,0.46567999999999987,2.9219985763346217,8.48326976,304277444.40250844,5.35940166540305,228771.36601598738
10091.0,296.26702,-14.76311,15.260000000000002,14.091,O,0.0534542234065639,1.1,0.6010060000000004,3.9903041513297466,8.162817792,145484857.16404372,5.255220167423971,179978.30915418649
20004.0,296.21293,-14.73224,13.520000000000001,12.5,O,0.0714976209394527,1.0200000000000014,1.5306499999999998,33.93516772196704,6.783803850000001,6078603.978662576,3.0530895504112365,1130.028899720003
10817.0,296.23639,-14.83054,17.5,15.806599999999998,LPV,0.0295687165768042,1.1,0.26666480000000004,1.8478418550874176,8.9854716544,967100603.7169986,5.458255450207693,287246.9659926867
12751.0,296.21027,-14.75973,17.69,16.0794,LPV,0.0463490722668915,1.1,0.23724840000000003,1.7268252882689188,9.064072275200001,1158970215.6961758,5.438731863029816,274619.8104376913
11032.0,296.18048,-14.80431,18.0,15.478599999999998,LPV,0.0495903216364133,1.1,0.32308080000000006,2.1041698817920698,8.8347281024,683483606.526699,5.438540351048633,274498.73731373734
10748.0,296.17438,-14.83893,18.38,15.5688,LPV,0.0669469342091456,1.1,0.3075663999999998,2.03032891646899,8.876182579200002,751938945.8278278,5.4497677807338585,281687.63317174674
12208.0,296.23352,-14.80653,17.67,15.162399999999998,LPV,0.0060008332754601,1.1,0.36674680000000004,2.326734342187596,8.7180525504,522459403.6858799,5.395453811959041,248572.91881614376
21419.0,296.27563,-14.74923,19.73,15.6906,LPV,0.0695129520305118,1.1,0.2866167999999998,1.9347141144219153,8.932159910400001,855381612.6637812,5.4585835676056895,287464.0683138817
13364.0,296.19489,-14.82267,17.900000000000002,15.406199999999998,LPV,0.0409110266309982,1.1,0.3355336,2.1653774012758764,8.8014542208,633073625.5839151,5.427437894630141,267570.2932563423
20239.0,296.22632,-14.72554,17.84,15.153,LPV,0.0762188907030278,1.1,0.36762099999999986,2.331422588969354,8.715473472000001,519365948.11963445,5.394291593837205,247908.60059579014
20558.0,296.19647,-14.70265,18.01,14.6054,LPV,0.1045429160680085,1.1,0.4669542,2.930584174243492,8.4802524544,302170772.1836646,5.359613220619882,228882.83316035673
20840.0,296.30347,-14.74166,18.5,15.3438,LPV,0.0948632752965971,1.1,0.34987659999999987,2.238085120944668,8.7631297248,579601799.0155199,5.41315249446715,258912.18777755654
12466.0,296.17462,-14.78854,18.220000000000002,15.5192,LPV,0.0569152114992251,1.1,0.31609759999999976,2.070606628707944,8.853387212800001,713488886.4794269,5.444007968904516,277976.427341044
40114.0,296.19916,-14.8616,20.01,16.1638,LPV,0.0673996327883223,1.1,0.22762680000000013,1.6889889178660005,9.0897811904,1229649083.4196563,5.426841732563609,267203.24778077996
11059.0,296.21259,-14.80142,18.18,15.203199999999999,LPV,0.0174117948529558,1.1,0.36295239999999995,2.3064943760463956,8.7281911872,534799739.6897253,5.399451671585166,250871.69931833044
11296.0,296.21729,-14.77647,18.17,15.193199999999997,LPV,0.0282238214988806,1.1,0.36388240000000016,2.3114388047646597,8.7257062272,531748443.33149326,5.39847092105083,250305.8046128141
30928.0,296.22229,-14.90997,18.75,15.6628,LPV,0.1085740949766584,1.1,0.2913983999999996,1.956133091451736,8.919383475200002,830583836.2925757,5.457322029716698,286630.25478254945
13106.0,296.24048,-14.84939,18.900000000000002,15.1642,LPV,0.0488572287384316,1.1,0.3665794,2.325837668873218,8.7184998432,522997777.35620993,5.395629909414997,248673.7304455411
11305.0,296.17957,-14.77527,17.82,14.8708,LPV,0.0569222706855631,1.1,0.39343839999999997,2.4742204948851247,8.6543378688,451167563.62398684,5.3762873286862405,237841.33214883794
30920.0,296.24246,-14.91158,18.75,15.083199999999998,LPV,0.1106140122226819,1.1,0.3741124000000001,2.366532101743042,8.7001018368,501304769.747849,5.389489977483483,245182.7870615607
11140.0,296.22876,-14.79337,18.55,15.255799999999999,LPV,0.0083921153471572,1.1,0.35806059999999995,2.280660285509838,8.7412620768,551140183.8966177,5.404608021541412,253868.0350335493
20439.0,296.2464,-14.73473,18.95,14.883,LPV,0.0689196894943604,1.1,0.3900590000000004,2.4550424167312555,8.662340288,459557954.79761887,5.378428420234685,239016.79589791058
10753.0,296.24295,-14.83836,18.2,15.3198,LPV,0.0389083358677768,1.1,0.3521085999999999,2.2496170764202628,8.757165820800001,571696878.3074753,5.410839483891974,257536.91195049955
40520.0,296.26687,-14.74039,18.21,14.805399999999999,LPV,0.071516678474307,1.1,0.4115542000000003,2.579610880066369,8.6114396544,408732954.36188257,5.366527712686513,232556.08770827024
31168.0,296.23883,-14.87026,19.29,14.8228,LPV,0.0691560337208537,1.1,0.4067343999999995,2.5511406330783135,8.622852940800001,419616870.81012535,5.368810199658468,233781.53165822054
21671.0,296.26569,-14.72024,19.580000000000002,15.181799999999999,LPV,0.0889079355288324,1.1,0.3649426,2.3170883839015106,8.7228733728,528291195.50451124,5.397353384334987,249662.53985045123
11174.0,296.21774,-14.78943,18.92,15.073799999999999,LPV,0.0173241219113883,1.1,0.37498660000000006,2.371300538907851,8.6980317312,498920939.18212646,5.388852362851194,244823.08313986068
20569.0,296.29114,-14.6977,19.04,15.207600000000001,LPV,0.1206145119792636,1.1,0.36254319999999984,2.3043221794453066,8.7292845696,536147851.02582544,5.39988327387428,251121.13978980065
12445.0,296.21661,-14.79057,20.060000000000002,15.371999999999998,LPV,0.0173925875015878,1.1,0.34141599999999994,2.1949063755503944,8.785736448,610571386.6564355,5.421727008296207,264074.82964386966
21141.0,296.29965,-14.69757,17.96,14.7762,LPV,0.12525147703718,1.1,0.4196426,2.6281043192766167,8.5922863232,391098655.7177689,5.363273514381818,230820.04129161642
21234.0,296.28125,-14.67393,19.96,15.1616,LPV,0.1376374589274226,1.1,0.36682119999999996,2.327132974615535,8.7178537536,522220304.4248665,5.395375557958609,248528.13336817204
12147.0,296.28897,-14.81087,19.73,15.235199999999997,LPV,0.0596833385460178,1.1,0.3599764000000002,2.290743168092224,8.7361430592,544682044.817893,5.40259016942385,252691.23002059403
11299.0,296.25732,-14.77645,18.86,14.862,LPV,0.0371810543153172,1.1,0.3958759999999999,2.4881467998068323,8.648565632,445210739.5369474,5.374798531858909,237027.38863584553
13293.0,296.25696,-14.83051,20.1,15.343000000000002,LPV,0.0394789462878461,1.1,0.3499509999999998,2.238468565366972,8.762930928000001,579336549.0059516,5.41307566801599,258866.39040710585
21029.0,296.19858,-14.71837,18.91,14.5946,LPV,0.0890286830184605,1.1,0.4699458000000001,2.95084093840593,8.4731683456,297281816.2132809,5.360159089582495,229170.69909461812
40102.0,296.19682,-14.75119,19.490000000000002,14.567399999999997,LPV,0.0604081352137365,1.1,0.47748020000000047,3.0024805310959355,8.4553268864,285316499.04301643,5.361795302750311,230035.73279083183
12177.0,296.28424,-14.80892,20.3,14.825400000000002,LPV,0.0547223912123661,1.1,0.40601419999999955,2.54691352691234,8.624558374400001,421267906.4204339,5.369172140324186,233976.44620486815
10807.0,296.21631,-14.83196,20.17,14.584999999999999,LPV,0.033240039109483,1.1,0.47260500000000016,2.9689644674962334,8.46687136,293002522.99075705,5.360697465779859,229454.96831919314
40623.0,296.29793,-14.74687,20.2,14.877199999999998,LPV,0.0872784331894119,1.1,0.3916656000000005,2.4641412561192673,8.658535859199999,455549798.84017366,5.377399773088767,238451.34315862705
30268.0,296.25891,-14.88796,16.53,13.854999999999999,LPV,0.091004132873182,1.1,0.7294550000000015,5.3635829308347835,7.903007819999997,79984865.71245886,4.097664010775265,12521.72064986889
20540.0,296.18011,-14.71067,17.68,16.2212,C,0.1037786688101189,1.1,0.22108320000000004,1.6637313493077124,9.1072656896,1280164234.447295,5.417112878272416,261284.0374269086
40590.0,296.28567,-14.73952,17.810000000000002,16.1718,C,0.0834372302991646,1.1,0.22671479999999988,1.6854458342082523,9.0922180544,1236568144.6347375,5.425566347446469,266419.70767745946
20578.0,296.29065,-14.69641,17.6,15.9066,C,0.1214828798637942,1.1,0.25694760000000005,1.8069560937411466,9.0114360128,1026682153.3101116,5.454482224238083,284762.1244068836
20542.0,296.17703,-14.71031,17.64,15.7258,C,0.1056052579183522,1.1,0.28056239999999977,1.9079298381552126,8.948337267200001,887845232.9407717,5.459471411253415,288052.3424375251
30430.0,296.21802,-14.92573,17.470000000000002,15.569599999999998,C,0.1246370891829549,1.1,0.30742880000000006,2.0296857376640394,8.8765502464,752575795.6064371,5.449851507033517,281741.9441006704
12400.0,296.17468,-14.79389,17.8,15.4718,C,0.0558643965330282,1.1,0.3242503999999997,2.109844266540611,8.8316029312,678582930.9201239,5.437565997475718,273883.5809287883
30583.0,296.30014,-14.87872,18.17,15.3312,C,0.1041936759117235,1.1,0.3510483999999998,2.244132007404704,8.7599986752,575438181.980601,5.411940215474919,258190.47438577836
20375.0,296.18277,-14.74815,17.830000000000002,15.060199999999998,C,0.0713797121036582,1.1,0.3762514,2.378216566210773,8.6950366848,495492043.18739986,5.387934688340771,244306.31234236286
20657.0,296.22934,-14.65254,17.78,15.0378,C,0.1491314604635786,1.1,0.37833459999999985,2.389651668977518,8.6901036672,489895744.7758903,5.386436963164332,243465.2390162882
