Id-main,Ra(J2000) deg,Dec(J2000) deg,J,Ks,Types,DCG,J-Ks,Log(M/Ms),M/Ms,Log(t),t,Log(dt),dt
10870.0,296.17892,-14.82286,17.32,16.12,S,0.0553008363408852,1.1999999999999993,0.1656399999999998,1.4643335068246288,9.28881444,1944529069.6595705,5.815637846788744,654090.5079779689
10784.0,296.21545,-14.83469,17.25,16.13,S,0.0360835544258221,1.120000000000001,0.16456000000000004,1.4606965381866919,9.291599759999999,1957040259.9799566,5.809168255059474,644418.8789470836
11004.0,296.27341,-14.80861,17.400000000000002,16.2,S,0.0439612522569536,1.2000000000000028,0.15700000000000003,1.435489433353656,9.311096999999998,2046901762.7251582,5.763449451184708,580028.6573479569
11029.0,296.28308,-14.80497,17.26,16.15,S,0.0531824820781841,1.110000000000003,0.1624000000000001,1.453449677918315,9.297170399999999,1982304651.2841814,5.79617392023455,625423.1034075915
12050.0,296.25427,-14.81764,17.970000000000002,16.63,S,0.0290529482152862,1.3400000000000034,0.09211999999999998,1.2362889855258181,9.50461112,3196032007.355608,5.435734258005866,272730.84496721555
30528.0,296.19156,-14.89296,17.560000000000002,16.44,S,0.0990530044976071,1.120000000000001,0.13107999999999975,1.3523216471053408,9.380952080000002,2404097517.545636,5.6106618327592015,408001.56858173676
10326.0,296.25522,-14.82579,16.62,15.45,S,0.0348973179485115,1.1700000000000017,0.24400000000000022,1.753880501841762,9.086723999999998,1221023436.680421,6.117006314004778,1309200.9567227226
10293.0,296.29922,-14.8365,17.67,14.699433340214934,LAV,0.0774889495347318,1.5810000000000004,0.5057345971510165,3.204310531364717,8.426858483425592,267213554.08498284,5.063039825442775,115621.82642462978
10310.0,296.19168,-14.82965,18.12,15.432296782410367,LAV,0.0474478956329991,1.5810000000000004,0.24895690092509737,1.7740134203265896,9.073940152514172,1185605355.8334205,6.1179456224181665,1312035.6100552573
10371.0,296.28415,-14.81194,17.13,14.866591945703515,LAV,0.0551152918889052,1.5810000000000004,0.43653093447874447,2.73231605782446,8.597514715575416,395835477.0441958,5.112322016838629,129515.58062068738
10501.0,296.23456,-14.7733,17.8,15.265514480266226,LAV,0.028734134752932,1.5810000000000004,0.2956559455254566,1.975404075906457,8.953503316489847,898469453.7065463,5.994302697755367,986967.1495642873
10968.0,296.20154,-14.81282,18.98,15.561566223405498,LAV,0.0305662248241381,1.5810000000000004,0.2148515696807492,1.6400291589953568,9.161897801793348,1451769946.7869308,6.05956577371312,1147006.2218693453
11391.0,296.18323,-14.76308,18.19,15.59658459647551,LAV,0.0606351465736124,1.5810000000000004,0.21198006308900813,1.6292212391856153,9.169303417293447,1476737887.2258203,6.049555120470192,1120869.677410047
11401.0,296.27222,-14.76143,17.89,15.41444436405694,LAV,0.0583248317614268,1.5810000000000004,0.25395557806405655,1.7945500613756933,9.061048564172797,1150929082.253138,6.116126682778458,1306551.9509821022
11403.0,296.22778,-14.76111,18.150000000000002,16.028023666801232,LAV,0.0406207090041525,1.5810000000000004,0.17557344398546681,1.498212595892155,9.26319608796148,1833141916.0178385,5.873934298624597,748056.3237400057
11991.0,296.27774,-14.82287,18.26,15.949448038670942,LAV,0.0522355013376701,1.5810000000000004,0.1830452608289827,1.524211594142921,9.243926272322053,1753582780.9018512,5.915761943980234,823686.4922388268
12070.0,296.24905,-14.81619,17.29,15.91,LAV,0.0239527221834963,1.379999999999999,0.18627999999999995,1.535606705946712,9.23558388,1720219553.80078,5.933156444662856,857346.6291424094
12660.0,296.25348,-14.76936,18.18,15.268363224005649,LAV,0.0399405370519755,1.5810000000000004,0.2948582972784184,1.9717792739277649,8.955560451318958,902735354.3471524,5.998296838493539,996086.0054265002
12711.0,296.24728,-14.76419,18.740000000000002,16.65338159707566,LAV,0.041271646441583,1.5810000000000004,0.08706957503165702,1.221995411119776,9.52064116884952,3316203465.78487,5.418237941398614,261961.78521821724
13390.0,296.24246,-14.82114,19.79,16.430496107196213,LAV,0.0231156332381227,1.5810000000000004,0.13210642042280896,1.355521531472199,9.377694221578006,2386130662.464066,5.616020840667131,413067.3235453564
14105.0,296.17993,-14.75767,19.03,15.635138176921783,LAV,0.0666558692089493,1.5810000000000004,0.20881866949241373,1.617404583447176,9.177456651379064,1504723319.0212348,6.037745922944808,1090801.99344397
20438.0,296.27051,-14.73481,19.19,15.724422316372923,LAV,0.0781749301246804,1.5810000000000004,0.20149737005742024,1.5903670530606935,9.196338282621912,1571586474.9426203,6.007437005458997,1017271.7999079415
20608.0,296.18378,-14.68249,19.37,15.668702781210062,LAV,0.1278286384187851,1.5810000000000004,0.20606637194077487,1.607186855857213,9.18455482676474,1529518825.721533,6.026821335864357,1063705.331128812
20614.0,296.2677,-14.68061,19.400000000000002,15.946208293131068,LAV,0.1267943752695596,1.5810000000000004,0.18331091996325238,1.5251442438086276,9.24324113741477,1750818542.2599673,5.917208251354253,826434.1433569355
21316.0,296.17764,-14.6424,18.43,16.260879759768663,LAV,0.1676559050555692,1.5810000000000004,0.15042498594498432,1.4139204828017338,9.328053961247885,2128403484.4638531,5.72340042762595,528932.7128594881
30767.0,296.26511,-14.96155,17.87,16.38,LAV,0.1636897263116979,1.490000000000002,0.13756000000000002,1.372650586595104,9.36123276,2297379598.1400013,5.645750597975495,442334.2803763658
30924.0,296.21112,-14.91074,19.26,15.912282083954356,LAV,0.1106920019694336,1.5810000000000004,0.1860928691157428,1.5349451789133,9.236066490550499,1722132213.5048468,5.932163387774349,855388.4616892915
