#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   U      B      V      R      I      J      H      K        Mact
 1   9.71 -0.07  0.22221 -2.132 3.549  5.060 10.50  0.036 0.84 20.041 24.583 23.191 21.677 20.634 19.442 18.292 17.723 17.482  0.222 
 1   9.71 -0.07  0.74708 -0.671 3.676  4.634 10.70  0.036 0.00 17.147 19.352 18.588 17.570 16.957 16.468 15.765 15.186 15.115  0.747 
 1   9.71 -0.07  0.24360 -2.051 3.554  5.038 12.00  0.038 0.00 21.897 26.204 24.877 23.407 22.396 21.277 20.173 19.594 19.366  0.244 
 1   9.71 -0.07  0.51161 -1.327 3.604  4.834 12.20  0.038 0.00 20.288 23.603 22.536 21.266 20.402 19.629 18.693 18.026 17.893  0.512 
 1   9.71 -0.07  0.14009 -2.658 3.493  5.162 12.40  0.038 0.00 23.816 29.623 27.892 26.184 24.921 23.356 21.947 21.402 21.130  0.140 
 1   9.71 -0.07  0.38805 -1.639 3.579  4.929 13.60  0.038 0.00 22.468 26.206 25.071 23.730 22.782 21.808 20.781 20.185 20.004  0.388 
 1   9.71 -0.07  0.14748 -2.593 3.499  5.143 13.70  0.038 0.00 24.953 30.551 28.888 27.210 25.984 24.470 23.100 22.554 22.286  0.147 
 1   9.71 -0.07  0.39680 -1.614 3.581  4.919 15.20  0.038 0.00 24.005 27.720 26.590 25.254 24.310 23.345 22.323 21.723 21.545  0.397 
 1   9.71 -0.05  0.45066 -1.485 3.589  4.880 10.90  0.037 0.77 18.923 22.583 21.460 20.134 19.204 18.265 17.253 16.641 16.469  0.451 
 1   9.71 -0.05  0.66053 -0.928 3.643  4.702 11.30  0.037 0.00 18.391 21.191 20.209 19.057 18.322 17.735 16.913 16.241 16.148  0.661 
 1   9.71 -0.05  1.19189  0.598 3.780  3.982 12.60  0.038 0.00 15.876 16.610 16.534 15.942 15.593 15.286 14.901 14.601 14.568  1.192 
 1   9.71 -0.05  0.23305 -2.094 3.551  5.048 14.20  0.038 0.00 24.206 28.595 27.245 25.760 24.740 23.593 22.475 21.898 21.663  0.233 
 1   9.71 -0.03  0.13266 -2.728 3.485  5.177 10.00  0.034 0.00 21.591 27.610 25.832 24.104 22.797 21.163 19.698 19.157 18.881  0.133 
 1   9.71 -0.03  0.14303 -2.637 3.494  5.152 10.90  0.037 0.00 22.263 27.996 26.312 24.624 23.367 21.803 20.392 19.851 19.579  0.143 
 1   9.71 -0.03  0.54470 -1.249 3.609  4.805 11.40  0.037 0.00 19.292 22.560 21.488 20.232 19.385 18.638 17.713 17.034 16.909  0.545 
 1   9.71 -0.03  0.63533 -1.003 3.634  4.725 11.50  0.038 0.75 18.428 21.501 20.463 19.254 18.458 17.775 16.887 16.214 16.099  0.635 
 1   9.71 -0.03  0.23742 -2.081 3.550  5.042 12.70  0.038 0.00 22.673 27.059 25.717 24.235 23.215 22.061 20.940 20.364 20.128  0.237 
 1   9.71 -0.03  0.40326 -1.604 3.580  4.911 13.30  0.038 0.00 22.079 25.817 24.688 23.356 22.408 21.420 20.388 19.789 19.610  0.403 
 1   9.71 -0.03  0.21767 -2.156 3.546  5.062 13.40  0.038 0.00 23.560 28.039 26.674 25.177 24.141 22.957 21.816 21.244 21.006  0.218 
 1   9.71 -0.03  0.18532 -2.327 3.530  5.097 13.70  0.038 0.00 24.286 29.095 27.660 26.111 25.018 23.717 22.500 21.943 21.695  0.185 
 1   9.71 -0.01  0.19445 -2.265 3.536  5.083  9.40  0.032 0.86 19.289 24.116 22.685 21.141 20.041 18.725 17.495 16.940 16.690  0.194 
 1   9.71 -0.01  0.28418 -1.934 3.558  5.006 12.00  0.038 0.00 21.606 25.791 24.521 23.089 22.090 20.979 19.882 19.301 19.082  0.284 
 1   9.71 -0.01  0.30168 -1.883 3.562  4.993 12.40  0.038 0.00 21.876 25.986 24.741 23.326 22.335 21.243 20.157 19.574 19.361  0.302 
 1   9.71 -0.01  0.80744 -0.516 3.696  4.592 13.10  0.038 0.92 18.619 20.668 19.977 18.992 18.408 17.938 17.266 16.713 16.646  0.807 
 1   9.71 -0.01  0.72249 -0.766 3.661  4.652 13.20  0.038 0.00 19.885 22.392 21.503 20.418 19.747 19.217 18.457 17.829 17.749  0.722 
 1   9.71 -0.01  0.22792 -2.121 3.547  5.051 13.90  0.038 0.00 23.972 28.418 27.069 25.581 24.549 23.367 22.229 21.656 21.418  0.228 
 1   9.71  0.01  0.36090 -1.716 3.571  4.941 12.10  0.038 0.00 21.161 25.069 23.898 22.537 21.566 20.511 19.447 18.861 18.666  0.361 
 1   9.71  0.01  0.27883 -1.943 3.556  4.998 12.30  0.038 0.00 21.927 26.156 24.876 23.437 22.432 21.305 20.200 19.619 19.396  0.279 
 1   9.71  0.01  0.24760 -2.042 3.550  5.022 13.40  0.038 0.00 23.275 27.647 26.320 24.847 23.827 22.664 21.540 20.963 20.728  0.248 
 1   9.71  0.01  0.24778 -2.041 3.551  5.022 13.70  0.038 0.00 23.574 27.945 26.617 25.145 24.125 22.963 21.838 21.261 21.027  0.248 
 1   9.71  0.01  0.94581 -0.134 3.746  4.477 13.80  0.038 1.00 18.168 19.321 19.057 18.302 17.875 17.514 17.034 16.652 16.610  0.946 
 1   9.71  0.03  0.10843 -2.955 3.462  5.221 12.30  0.038 0.00 24.458 31.327 29.283 27.450 25.986 24.147 22.501 21.964 21.676  0.108 
 1   9.71  0.03  0.15709 -2.533 3.503  5.125 12.70  0.038 0.00 23.802 29.230 27.655 26.018 24.811 23.313 21.952 21.412 21.144  0.157 
 1   9.71  0.05  0.55901 -1.222 3.609  4.791 12.00  0.038 0.00 19.825 23.115 22.034 20.783 19.935 19.174 18.242 17.556 17.434  0.559 
 1   9.71  0.05  0.41283 -1.590 3.578  4.901 12.10  0.038 0.00 20.844 24.620 23.498 22.177 21.220 20.192 19.139 18.541 18.361  0.413 
 1   9.71  0.05  0.65834 -0.958 3.636  4.705 12.20  0.038 0.00 19.365 22.308 21.273 20.091 19.331 18.713 17.866 17.182 17.085  0.658 
 1   9.71  0.05  0.23852 -2.084 3.546  5.031 13.80  0.038 0.00 23.779 28.232 26.887 25.402 24.368 23.177 22.033 21.461 21.223  0.239 
 1   9.71  0.07  0.15823 -2.530 3.502  5.122 10.40  0.036 0.00 21.494 26.936 25.358 23.720 22.510 21.006 19.642 19.102 18.834  0.158 
 1   9.71  0.07  0.28221 -1.943 3.554  4.994 11.20  0.037 0.00 20.827 25.110 23.814 22.365 21.354 20.210 19.095 18.515 18.288  0.282 
 1   9.71  0.07  0.17255 -2.428 3.514  5.106 11.40  0.037 0.00 22.241 27.388 25.885 24.293 23.135 21.717 20.416 19.870 19.611  0.173 
 1   9.71  0.07  1.01800  0.051 3.761  4.386 12.30  0.038 0.00 16.942 17.916 17.730 17.038 16.644 16.309 15.877 15.536 15.499  1.018 
 1   9.71  0.07  0.23059 -2.117 3.544  5.038 14.00  0.038 0.00 24.063 28.570 27.214 25.721 24.677 23.466 22.310 21.740 21.501  0.231 
 1   9.71  0.11  0.31709 -1.849 3.559  4.969 10.20  0.035 0.00 19.592 23.764 22.508 21.090 20.090 18.966 17.863 17.279 17.062  0.317 
 1   9.71  0.11  0.12075 -2.848 3.469  5.192 11.60  0.038 0.00 23.490 30.021 28.100 26.311 24.906 23.137 21.554 21.018 20.732  0.121 
 1   9.71  0.11  0.16782 -2.467 3.508  5.109 12.10  0.038 0.96 22.341 27.692 26.139 24.516 23.321 21.843 20.497 19.956 19.690  0.168 
 1   9.71  0.11  0.16924 -2.456 3.509  5.107 13.20  0.038 0.00 24.111 29.369 27.840 26.231 25.053 23.602 22.276 21.732 21.470  0.169 
 1   9.71  0.11  1.07337  0.189 3.769  4.303 13.80  0.038 0.00 18.098 18.996 18.838 18.176 17.796 17.474 17.064 16.744 16.710  1.073 
 1   9.71  0.13  0.24246 -2.081 3.543  5.022 11.60  0.038 0.00 21.573 26.085 24.731 23.239 22.193 20.978 19.818 19.249 19.009  0.242 
 1   9.71  0.13  0.21480 -2.185 3.537  5.050 13.40  0.038 0.00 23.634 28.265 26.885 25.373 24.307 23.050 21.864 21.301 21.057  0.215 
 1   9.71  0.17  0.10144 -3.062 3.445  5.231 10.70  0.036 0.00 23.126 30.692 28.406 26.489 24.898 22.915 21.124 20.588 20.294  0.101 
 1   9.71  0.17  0.23460 -2.117 3.539  5.028 14.10  0.038 0.00 24.162 28.746 27.378 25.875 24.817 23.575 22.398 21.832 21.590  0.235 
 1   9.71  0.19  0.23164 -2.131 3.538  5.030 12.10  0.038 0.00 22.197 26.812 25.439 23.931 22.867 21.613 20.428 19.864 19.621  0.232 
 1   9.71  0.21  0.19571 -2.279 3.527  5.063 11.60  0.038 0.91 21.460 26.418 24.969 23.409 22.283 20.915 19.650 19.100 18.847  0.196 
 1   9.71  0.21  0.34713 -1.782 3.561  4.950 14.10  0.038 0.00 23.324 27.461 26.227 24.830 23.831 22.701 21.594 21.006 20.795  0.347 
 1   9.71  0.23  0.13560 -2.728 3.478  5.156 11.70  0.038 0.72 22.929 29.408 27.547 25.775 24.375 22.602 20.983 20.447 20.159  0.136 
 1   9.71  0.23  0.80101 -0.595 3.676  4.587 13.30  0.038 0.00 19.557 21.916 21.044 19.987 19.357 18.866 18.162 17.592 17.522  0.801 
 1   9.71  0.25  0.14682 -2.631 3.487  5.130  8.40  0.026 0.91 19.126 25.136 23.394 21.678 20.363 18.708 17.221 16.687 16.407  0.147 
 1   9.73 -0.69  0.11699 -2.790 3.502  5.250 12.40  0.038 0.00 24.146 30.368 28.146 26.248 25.015 23.614 22.336 21.743 21.506  0.117 
 1   9.73 -0.67  0.36646 -1.546 3.619  4.968 11.00  0.037 0.00 19.634 22.563 21.643 20.419 19.615 18.960 18.106 17.480 17.337  0.366 
 1   9.73 -0.65  0.11179 -2.843 3.496  5.258 12.40  0.038 0.00 24.277 30.720 28.426 26.506 25.232 23.762 22.449 21.858 21.620  0.112 
 1   9.73 -0.65  0.54397 -1.095 3.647  4.803 12.50  0.038 0.83 19.528 22.121 21.292 20.172 19.452 18.866 18.060 17.421 17.307  0.544 
 1   9.73 -0.65  1.01321  0.401 3.815  4.250 12.70  0.038 0.85 16.163 16.600 16.710 16.258 15.959 15.680 15.343 15.073 15.048  1.013 
 1   9.73 -0.65  0.26379 -1.840 3.600  5.047 13.00  0.038 0.00 22.371 25.548 24.567 23.270 22.406 21.687 20.790 20.188 20.023  0.264 
 1   9.73 -0.63  0.27412 -1.813 3.601  5.038 13.80  0.038 0.98 22.371 25.557 24.571 23.274 22.408 21.688 20.789 20.187 20.022  0.274 
 1   9.73 -0.59  0.39458 -1.508 3.615  4.947 12.90  0.038 0.89 20.805 23.836 22.882 21.634 20.808 20.130 19.258 18.634 18.487  0.395 
 1   9.73 -0.57  0.12800 -2.706 3.505  5.219 10.70  0.036 0.00 22.235 28.172 26.130 24.293 23.085 21.702 20.432 19.842 19.593  0.128 
 1   9.73 -0.57  0.31677 -1.707 3.603  5.003 13.70  0.038 0.98 22.009 25.177 24.192 22.903 22.043 21.327 20.432 19.825 19.665  0.317 
 1   9.73 -0.57  0.30602 -1.735 3.601  5.010 14.10  0.038 0.00 23.207 26.389 25.400 24.107 23.244 22.525 21.627 21.022 20.860  0.306 
 1   9.73 -0.57  0.40462 -1.489 3.614  4.938 15.00  0.038 0.00 23.492 26.507 25.554 24.312 23.492 22.820 21.951 21.320 21.177  0.405 
 1   9.73 -0.55  0.35688 -1.611 3.607  4.976 11.10  0.037 0.00 19.898 23.012 22.036 20.765 19.919 19.219 18.334 17.717 17.564  0.357 
 1   9.73 -0.55  0.11901 -2.790 3.497  5.238 11.90  0.038 0.00 23.645 29.890 27.737 25.859 24.601 23.134 21.819 21.229 20.979  0.119 
 1   9.73 -0.55  0.14143 -2.587 3.516  5.185 12.10  0.038 0.00 23.338 28.888 27.005 25.230 24.076 22.785 21.561 20.974 20.723  0.141 
 1   9.73 -0.55  0.20012 -2.118 3.577  5.110 13.30  0.038 0.00 23.365 27.143 25.932 24.498 23.547 22.697 21.715 21.138 20.939  0.200 
 1   9.73 -0.53  0.43217 -1.432 3.616  4.914 12.30  0.038 0.00 20.650 23.661 22.704 21.465 20.649 19.980 19.111 18.473 18.334  0.432 
 1   9.73 -0.51  0.11071 -2.870 3.488  5.252 11.00  0.037 0.00 22.945 29.527 27.263 25.349 24.027 22.462 21.093 20.506 20.253  0.111 
 1   9.73 -0.51  0.30316 -1.765 3.595  5.012 12.30  0.038 0.00 21.482 24.801 23.761 22.438 21.554 20.802 19.883 19.283 19.114  0.303 
 1   9.73 -0.51  0.23590 -1.987 3.582  5.071 13.30  0.038 0.00 23.037 26.682 25.523 24.123 23.190 22.365 21.399 20.816 20.626  0.236 
 1   9.73 -0.51  0.23424 -1.993 3.582  5.073 13.50  0.038 0.00 23.253 26.908 25.745 24.343 23.409 22.582 21.615 21.032 20.841  0.234 
 1   9.73 -0.49  0.14873 -2.530 3.519  5.162 12.40  0.038 0.87 22.941 28.513 26.657 24.889 23.724 22.397 21.153 20.568 20.313  0.149 
 1   9.73 -0.49  0.17544 -2.323 3.546  5.136 13.50  0.038 0.00 24.077 28.739 27.171 25.556 24.520 23.464 22.372 21.790 21.547  0.175 
 1   9.73 -0.49  0.16916 -2.371 3.540  5.143 14.00  0.038 0.90 24.093 29.080 27.418 25.746 24.665 23.507 22.355 21.772 21.523  0.169 
 1   9.73 -0.47  0.22886 -2.026 3.577  5.077 10.50  0.036 0.00 20.336 24.103 22.902 21.480 20.530 19.667 18.681 18.103 17.906  0.229 
 1   9.73 -0.47  0.28438 -1.836 3.588  5.028 11.00  0.037 0.00 20.361 23.853 22.752 21.393 20.483 19.685 18.740 18.146 17.967  0.284 
 1   9.73 -0.47  0.09380 -3.174 3.447  5.319 11.60  0.038 0.00 24.306 32.768 29.812 27.697 25.994 24.001 22.332 21.761 21.521  0.094 
 1   9.73 -0.47  0.22122 -2.057 3.575  5.085 12.20  0.038 0.71 21.756 25.808 24.530 23.052 22.067 21.114 20.069 19.492 19.276  0.221 
 1   9.73 -0.47  0.24867 -1.949 3.582  5.054 13.10  0.038 0.00 22.742 26.398 25.238 23.841 22.907 22.071 21.101 20.516 20.327  0.249 
 1   9.73 -0.47  0.17412 -2.337 3.544  5.136 13.30  0.038 0.81 23.446 28.404 26.763 25.105 24.025 22.862 21.705 21.122 20.874  0.174 
 1   9.73 -0.47  0.27217 -1.874 3.586  5.037 13.70  0.038 0.00 23.156 26.705 25.583 24.211 23.293 22.482 21.528 20.938 20.755  0.272 
 1   9.73 -0.45  0.29513 -1.810 3.589  5.019 11.40  0.037 0.00 20.695 24.186 23.086 21.730 20.821 20.021 19.074 18.479 18.301  0.295 
 1   9.73 -0.45  0.11247 -2.862 3.487  5.245 11.50  0.038 0.00 23.424 29.978 27.759 25.862 24.535 22.951 21.565 20.983 20.727  0.112 
 1   9.73 -0.45  0.22763 -2.037 3.575  5.078 12.00  0.038 0.00 21.863 25.680 24.465 23.034 22.077 21.197 20.201 19.625 19.425  0.228 
 1   9.73 -0.45  0.14806 -2.541 3.517  5.162 12.50  0.038 0.82 23.124 28.779 26.914 25.144 23.960 22.592 21.322 20.740 20.485  0.148 
 1   9.73 -0.45  0.94199  0.052 3.784  4.442 12.80  0.038 0.70 17.292 17.987 18.009 17.427 17.059 16.726 16.293 15.931 15.890  0.942 
 1   9.73 -0.45  0.32095 -1.742 3.593  5.003 12.90  0.038 0.00 22.024 25.419 24.353 23.019 22.124 21.347 20.415 19.814 19.643  0.321 
 1   9.73 -0.45  0.31389 -1.760 3.592  5.007 13.30  0.038 0.86 21.867 25.361 24.261 22.905 21.995 21.192 20.244 19.650 19.472  0.314 
 1   9.73 -0.43  0.09673 -3.111 3.455  5.302 10.90  0.037 0.00 23.448 31.510 28.706 26.634 25.011 23.098 21.496 20.923 20.681  0.097 
 1   9.73 -0.43  1.62128 -3.838 3.769  8.114 11.20  0.037 1.00 24.823 25.565 25.562 24.937 24.563 24.230 23.812 23.475 23.438  0.653 
 1   9.73 -0.43  0.22908 -2.038 3.573  5.075 11.60  0.038 0.00 21.464 25.320 24.091 22.656 21.695 20.800 19.798 19.221 19.019  0.229 
 1   9.73 -0.43  0.15611 -2.481 3.523  5.151 12.00  0.038 0.00 22.972 28.173 26.464 24.766 23.651 22.404 21.206 20.627 20.374  0.156 
 1   9.73 -0.43  0.16502 -2.414 3.532  5.143 12.40  0.038 0.87 22.637 27.811 26.113 24.423 23.310 22.070 20.873 20.293 20.041  0.165 
 1   9.73 -0.43  0.17041 -2.373 3.537  5.138 12.80  0.038 0.72 23.134 28.230 26.568 24.896 23.792 22.567 21.371 20.791 20.541  0.170 
 1   9.73 -0.43  0.36224 -1.642 3.597  4.973 13.40  0.038 0.71 21.828 25.250 24.178 22.841 21.942 21.153 20.212 19.611 19.439  0.362 
 1   9.73 -0.41  0.10024 -3.036 3.466  5.283 10.90  0.037 0.85 22.927 30.733 28.131 26.113 24.554 22.670 20.957 20.383 20.118  0.100 
 1   9.73 -0.41  0.25796 -1.938 3.578  5.046 12.30  0.038 0.00 21.916 25.654 24.471 23.066 22.120 21.248 20.260 19.678 19.485  0.258 
 1   9.73 -0.41  0.41416 -1.507 3.603  4.920 12.70  0.038 0.93 20.580 23.820 22.802 21.511 20.644 19.905 18.993 18.369 18.215  0.414 
 1   9.73 -0.41  0.49224 -1.304 3.618  4.854 12.80  0.038 0.00 20.830 23.848 22.871 21.641 20.833 20.167 19.296 18.639 18.509  0.492 
 1   9.73 -0.41  0.42973 -1.468 3.606  4.908 13.10  0.038 0.74 21.095 24.366 23.335 22.039 21.170 20.422 19.505 18.884 18.727  0.430 
 1   9.73 -0.41  1.16601  1.746 3.692  2.473 13.30  0.038 0.00 13.705 15.533 14.977 14.012 13.490 13.032 12.381 11.855 11.793  1.166 
 1   9.73 -0.41  0.22524 -2.058 3.571  5.078 15.20  0.038 0.00 25.116 29.047 27.790 26.342 25.375 24.458 23.444 22.867 22.661  0.225 
 1   9.73 -0.39  0.26352 -1.928 3.577  5.042 11.40  0.037 0.00 20.990 24.744 23.559 22.153 21.205 20.323 19.330 18.749 18.555  0.264 
 1   9.73 -0.39  0.32883 -1.745 3.589  5.000 11.90  0.038 0.00 21.032 24.531 23.431 22.082 21.172 20.358 19.406 18.808 18.632  0.329 
 1   9.73 -0.39  1.38730 -1.778 4.256  7.970 12.30  0.038 0.85 21.499 22.382 23.069 23.185 23.233 23.299 23.463 23.475 23.516  0.606 
 1   9.73 -0.39  0.57040 -1.088 3.637  4.776 13.10  0.038 0.00 20.589 23.341 22.427 21.274 20.532 19.933 19.107 18.444 18.337  0.570 
 1   9.73 -0.39  0.19608 -2.190 3.559  5.104 13.50  0.038 0.00 23.746 28.004 26.617 25.102 24.104 23.109 22.056 21.476 21.252  0.196 
 1   9.73 -0.39  0.16015 -2.457 3.525  5.146 13.70  0.038 0.00 24.612 29.732 28.066 26.389 25.282 24.041 22.847 22.271 22.019  0.160 
 1   9.73 -0.37  0.09565 -3.140 3.449  5.303 11.70  0.038 0.00 24.320 32.529 29.715 27.641 25.978 24.009 22.349 21.782 21.535  0.096 
 1   9.73 -0.37  0.33850 -1.727 3.589  4.994 12.10  0.038 0.00 21.186 24.692 23.591 22.243 21.333 20.513 19.559 18.959 18.784  0.338 
 1   9.73 -0.37  0.19586 -2.196 3.558  5.103 12.30  0.038 0.00 22.561 26.862 25.462 23.941 22.939 21.928 20.867 20.287 20.060  0.196 
 1   9.73 -0.37  0.29095 -1.851 3.581  5.022 12.50  0.038 0.00 21.897 25.573 24.416 23.031 22.094 21.228 20.246 19.659 19.471  0.291 
 1   9.73 -0.37  0.15972 -2.463 3.524  5.145 13.90  0.038 0.71 24.467 29.869 28.140 26.430 25.274 23.931 22.667 22.092 21.837  0.160 
 1   9.73 -0.35  0.21736 -2.103 3.565  5.082 12.10  0.038 0.86 21.554 25.816 24.442 22.933 21.933 20.920 19.858 19.279 19.053  0.217 
 1   9.73 -0.35  1.05818  0.376 3.802  4.242 12.60  0.038 0.00 16.430 16.914 16.980 16.499 16.194 15.916 15.582 15.318 15.293  1.058 
 1   9.73 -0.35  0.24602 -1.993 3.571  5.053 12.80  0.038 0.00 22.553 26.466 25.226 23.793 22.827 21.895 20.877 20.298 20.094  0.246 
 1   9.73 -0.35  0.28002 -1.887 3.578  5.029 13.00  0.038 0.00 22.488 26.236 25.057 23.660 22.713 21.821 20.826 20.243 20.050  0.280 
 1   9.73 -0.35  0.14314 -2.599 3.508  5.170 13.50  0.038 0.00 24.767 30.388 28.572 26.827 25.638 24.241 22.957 22.383 22.125  0.143 
 1   9.73 -0.33  1.81743 -3.895 3.765  8.177 10.80  0.037 0.00 25.306 26.110 26.063 25.418 25.037 24.701 24.277 23.935 23.898  0.686 
 1   9.73 -0.33  0.49284 -1.320 3.614  4.852 12.60  0.038 0.00 20.671 23.777 22.773 21.527 20.701 20.008 19.119 18.462 18.330  0.493 
 1   9.73 -0.33  0.25945 -1.953 3.573  5.042 13.10  0.038 0.00 22.752 26.622 25.402 23.982 23.020 22.091 21.077 20.497 20.297  0.259 
 1   9.73 -0.33  0.16390 -2.438 3.526  5.139 13.20  0.038 0.00 24.064 29.133 27.505 25.850 24.745 23.494 22.295 21.723 21.471  0.164 
 1   9.73 -0.31  0.62809 -0.943 3.650  4.725 11.10  0.037 0.93 17.622 20.287 19.387 18.261 17.542 16.965 16.155 15.495 15.397  0.628 
 1   9.73 -0.31  0.21813 -2.107 3.562  5.079 11.70  0.038 0.00 21.736 25.891 24.562 23.084 22.094 21.096 20.044 19.465 19.247  0.218 
 1   9.73 -0.31  0.45964 -1.412 3.605  4.880 11.80  0.038 0.80 19.616 22.925 21.879 20.586 19.714 18.947 18.018 17.388 17.236  0.460 
 1   9.73 -0.31  0.16437 -2.437 3.525  5.137 11.90  0.038 0.00 22.762 27.830 26.211 24.560 23.453 22.193 20.990 20.419 20.167  0.164 
 1   9.73 -0.31  0.18860 -2.259 3.548  5.109 12.70  0.038 0.00 23.118 27.675 26.194 24.630 23.599 22.506 21.402 20.824 20.583  0.189 
 1   9.73 -0.31  0.31810 -1.788 3.582  5.002 12.80  0.038 0.00 22.040 25.696 24.551 23.180 22.247 21.372 20.389 19.797 19.612  0.318 
 1   9.73 -0.31  0.31853 -1.787 3.582  5.002 12.90  0.038 0.00 22.138 25.792 24.647 23.277 22.344 21.469 20.486 19.894 19.710  0.319 
 1   9.73 -0.31  0.23198 -2.054 3.566  5.065 13.00  0.038 0.83 22.357 26.571 25.224 23.732 22.736 21.722 20.661 20.081 19.858  0.232 
 1   9.73 -0.31  0.35033 -1.707 3.587  4.983 13.50  0.038 0.73 22.064 25.731 24.583 23.210 22.277 21.398 20.411 19.818 19.632  0.350 
 1   9.73 -0.29  0.15267 -2.525 3.513  5.146 10.10  0.035 0.00 21.182 26.574 24.862 23.166 22.005 20.644 19.380 18.811 18.554  0.153 
 1   9.73 -0.29  0.32486 -1.775 3.582  4.997 10.90  0.037 0.89 19.463 23.173 22.014 20.634 19.693 18.795 17.800 17.212 17.024  0.325 
 1   9.73 -0.29  0.26054 -1.956 3.571  5.038 11.50  0.038 0.00 21.161 25.086 23.851 22.426 21.459 20.505 19.479 18.899 18.695  0.261 
 1   9.73 -0.29  1.62691  1.794 3.660  2.308 12.00  0.038 0.74 12.284 14.783 13.900 12.765 12.155 11.632 10.858 10.230 10.151  1.201 
 1   9.73 -0.29  0.48227 -1.357 3.609  4.860 12.40  0.038 0.90 19.948 23.172 22.145 20.873 20.018 19.281 18.368 17.723 17.581  0.482 
 1   9.73 -0.29  0.21320 -2.129 3.560  5.082 12.50  0.038 0.00 22.592 26.807 25.458 23.970 22.975 21.956 20.895 20.315 20.094  0.213 
 1   9.73 -0.29  0.11346 -2.871 3.481  5.233 12.60  0.038 0.00 24.547 31.127 28.990 27.126 25.768 24.110 22.660 22.094 21.829  0.113 
 1   9.73 -0.29  0.94993 -0.001 3.772  4.452 12.70  0.038 0.00 17.473 18.202 18.181 17.572 17.208 16.884 16.476 16.149 16.116  0.950 
 1   9.73 -0.29  0.42341 -1.507 3.597  4.907 13.00  0.038 0.81 21.026 24.457 23.381 22.063 21.166 20.356 19.406 18.788 18.625  0.423 
 1   9.73 -0.29  0.13428 -2.685 3.498  5.189 13.10  0.038 0.00 24.582 30.475 28.593 26.821 25.580 24.088 22.742 22.174 21.912  0.134 
 1   9.73 -0.29  0.14704 -2.571 3.509  5.156 13.40  0.038 0.96 23.910 29.526 27.741 26.011 24.814 23.393 22.091 21.523 21.263  0.147 
 1   9.73 -0.29  0.19932 -2.184 3.556  5.093 14.00  0.038 0.00 24.230 28.548 27.159 25.648 24.643 23.601 22.528 21.949 21.720  0.199 
 1   9.73 -0.29  0.17822 -2.338 3.537  5.121 14.10  0.038 0.00 24.716 29.503 27.968 26.369 25.302 24.124 22.971 22.397 22.151  0.178 
 1   9.73 -0.27  0.53332 -1.221 3.620  4.813 11.20  0.037 0.00 19.022 22.069 21.063 19.838 19.032 18.365 17.489 16.816 16.694  0.533 
 1   9.73 -0.27  0.22783 -2.076 3.562  5.067 11.40  0.037 0.00 21.361 25.509 24.191 22.721 21.731 20.721 19.665 19.085 18.868  0.228 
 1   9.73 -0.27  0.20513 -2.163 3.557  5.087 11.50  0.038 0.00 21.677 25.970 24.596 23.094 22.090 21.047 19.974 19.395 19.168  0.205 
 1   9.73 -0.27  0.27442 -1.918 3.572  5.028 12.50  0.038 0.00 22.065 25.951 24.734 23.321 22.358 21.407 20.384 19.802 19.602  0.274 
 1   9.73 -0.27  1.46115 -3.508 3.848  8.093 12.60  0.038 0.00 26.140 26.412 26.567 26.201 25.967 25.754 25.528 25.343 25.332  0.642 
 1   9.73 -0.27  0.11097 -2.895 3.478  5.236 12.70  0.038 0.00 24.708 31.372 29.216 27.346 25.970 24.283 22.812 22.247 21.981  0.111 
 1   9.73 -0.27  0.47270 -1.386 3.606  4.868 12.90  0.038 0.00 21.134 24.354 23.325 22.056 21.203 20.469 19.557 18.907 18.768  0.473 
 1   9.73 -0.27  0.27872 -1.905 3.573  5.025 13.80  0.038 0.90 22.678 26.602 25.371 23.950 22.982 22.023 20.994 20.413 20.210  0.279 
 1   9.73 -0.27  0.41669 -1.527 3.595  4.911 14.00  0.038 0.00 22.588 25.984 24.918 23.610 22.719 21.919 20.974 20.349 20.191  0.417 
 1   9.73 -0.27  0.24404 -2.014 3.566  5.050 14.10  0.038 1.00 23.158 27.206 25.927 24.479 23.499 22.511 21.467 20.887 20.676  0.244 
 1   9.73 -0.27  0.36145 -1.681 3.586  4.968 14.20  0.038 0.00 23.172 26.743 25.628 24.282 23.363 22.504 21.529 20.927 20.752  0.361 
 1   9.73 -0.25  0.10679 -2.953 3.471  5.248  9.40  0.032 0.00 21.551 28.493 26.244 24.344 22.912 21.156 19.632 19.071 18.805  0.107 
 1   9.73 -0.25  0.12912 -2.735 3.492  5.198 10.00  0.034 0.00 21.608 27.682 25.755 23.968 22.689 21.136 19.749 19.185 18.921  0.129 
 1   9.73 -0.25  0.18789 -2.274 3.544  5.107 10.90  0.037 0.00 21.355 25.972 24.496 22.933 21.889 20.750 19.623 19.048 18.806  0.188 
 1   9.73 -0.25  0.12256 -2.794 3.487  5.212 11.00  0.037 0.00 22.754 29.044 27.038 25.222 23.907 22.302 20.881 20.318 20.052  0.123 
 1   9.73 -0.25  1.20592  1.236 3.683  2.962 11.60  0.038 0.80 13.214 15.096 14.527 13.551 13.012 12.547 11.877 11.333 11.268  1.206 
 1   9.73 -0.25  0.10493 -2.980 3.467  5.254 11.90  0.038 0.00 24.120 31.223 28.914 26.995 25.532 23.743 22.193 21.632 21.366  0.105 
