#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   U      B      V      R      I      J      H      K        Mact
 2  10.07 -0.41  0.18444 -2.251 3.552  5.107 15.00  0.038 0.81 24.943 29.671 28.126 26.521 25.468 24.346 23.213 22.633 22.389  0.184 
 2  10.07 -0.41  0.77036 -0.341 3.733  4.545 15.20  0.038 0.85 20.485 21.832 21.540 20.729 20.248 19.832 19.258 18.784 18.725  0.770 
 2  10.07 -0.41  1.03067 -0.184 3.752  4.485 15.70  0.038 0.78 20.931 21.840 21.750 21.068 20.667 20.310 19.847 19.474 19.433  0.809 
 2  10.07 -0.41  0.67134 -0.712 3.682  4.651 15.80  0.038 0.00 22.350 24.318 23.701 22.738 22.160 21.680 20.998 20.434 20.361  0.671 
 2  10.07 -0.41  0.51342 -1.222 3.625  4.819 16.10  0.038 0.00 23.926 26.855 25.894 24.690 23.905 23.269 22.413 21.744 21.624  0.513 
 2  10.07 -0.39  0.21568 -2.087 3.567  5.074 10.80  0.037 0.00 20.788 24.812 23.520 22.056 21.080 20.136 19.109 18.531 18.320  0.216 
 2  10.07 -0.39  0.16422 -2.417 3.530  5.135 12.20  0.038 0.74 22.627 27.880 26.186 24.496 23.365 22.076 20.845 20.268 20.015  0.164 
 2  10.07 -0.39  0.12215 -2.781 3.493  5.222 12.50  0.038 0.00 24.221 30.457 28.394 26.552 25.270 23.736 22.374 21.796 21.537  0.122 
 2  10.07 -0.39  0.13659 -2.651 3.505  5.188 13.20  0.038 0.00 24.597 30.371 28.481 26.703 25.497 24.077 22.781 22.204 21.945  0.137 
 2  10.07 -0.39  0.30311 -1.793 3.585  4.999 13.30  0.038 0.00 22.552 26.128 25.003 23.637 22.715 21.880 20.916 20.322 20.141  0.303 
 2  10.07 -0.39  0.60386 -0.955 3.650  4.720 13.40  0.038 0.00 20.557 23.096 22.244 21.150 20.457 19.901 19.110 18.458 18.365  0.604 
 2  10.07 -0.39  0.72756 -0.515 3.709  4.596 13.60  0.038 0.00 19.659 21.191 20.782 19.919 19.419 18.991 18.398 17.914 17.855  0.728 
 2  10.07 -0.39  0.22794 -2.039 3.570  5.062 13.60  0.038 0.00 23.468 27.411 26.153 24.706 23.737 22.811 21.794 21.216 21.010  0.228 
 2  10.07 -0.39  0.36684 -1.628 3.595  4.955 13.90  0.038 0.00 22.739 26.105 25.049 23.731 22.842 22.064 21.131 20.519 20.356  0.367 
 2  10.07 -0.39  0.81184 -0.177 3.752  4.480 14.10  0.038 0.90 18.905 19.980 19.812 19.079 18.648 18.269 17.762 17.349 17.301  0.812 
 2  10.07 -0.39  0.52397 -1.195 3.627  4.807 14.20  0.038 0.00 21.959 24.871 23.912 22.714 21.935 21.302 20.450 19.780 19.662  0.524 
 2  10.07 -0.39  0.19088 -2.210 3.556  5.098 14.30  0.038 0.93 23.964 28.460 26.987 25.424 24.401 23.345 22.257 21.678 21.441  0.191 
 2  10.07 -0.39  0.15820 -2.465 3.524  5.143 14.30  0.038 0.00 25.232 30.388 28.710 27.028 25.916 24.664 23.464 22.887 22.635  0.158 
 2  10.07 -0.39  0.24298 -1.981 3.574  5.045 14.40  0.038 0.00 24.121 27.964 26.746 25.321 24.362 23.458 22.453 21.875 21.675  0.243 
 2  10.07 -0.39  0.66298 -0.749 3.676  4.660 14.50  0.038 0.00 21.143 23.216 22.548 21.561 20.964 20.473 19.771 19.191 19.115  0.663 
 2  10.07 -0.39  0.91834  0.366 3.762  4.028 14.60  0.038 0.89 18.170 19.001 18.937 18.293 17.909 17.564 17.121 16.766 16.728  0.918 
 2  10.07 -0.39  0.61539 -0.915 3.655  4.708 14.60  0.038 0.00 21.657 24.105 23.289 22.215 21.541 20.998 20.224 19.585 19.495  0.615 
 2  10.07 -0.39  0.17028 -2.368 3.536  5.127 14.70  0.038 0.00 25.391 30.251 28.660 27.029 25.959 24.800 23.653 23.075 22.828  0.170 
 2  10.07 -0.39  0.29091 -1.828 3.583  5.008 14.80  0.038 0.00 24.141 27.766 26.624 25.247 24.318 23.470 22.498 21.908 21.723  0.291 
 2  10.07 -0.39  0.50182 -1.263 3.621  4.831 15.10  0.038 0.78 22.578 25.663 24.671 23.426 22.602 21.913 21.028 20.378 20.242  0.502 
 2  10.07 -0.39  0.32228 -1.744 3.588  4.989 15.10  0.038 0.00 24.231 27.743 26.639 25.288 24.376 23.558 22.604 22.006 21.829  0.322 
 2  10.07 -0.39  0.18073 -2.285 3.546  5.112 15.20  0.038 0.87 25.146 29.955 28.384 26.765 25.701 24.553 23.409 22.831 22.584  0.181 
 2  10.07 -0.37  0.11340 -2.862 3.485  5.238 12.90  0.038 0.85 24.342 31.230 28.966 27.051 25.640 23.929 22.438 21.866 21.611  0.113 
 2  10.07 -0.37  0.28548 -1.850 3.580  5.012 13.30  0.038 0.73 22.234 26.052 24.845 23.430 22.477 21.574 20.570 19.986 19.787  0.285 
 2  10.07 -0.37  0.26070 -1.926 3.576  5.029 13.40  0.038 0.00 22.985 26.773 25.578 24.169 23.216 22.319 21.319 20.739 20.543  0.261 
 2  10.07 -0.37  0.17108 -2.366 3.536  5.125 13.60  0.038 0.83 23.785 28.866 27.224 25.563 24.458 23.217 22.019 21.443 21.191  0.171 
 2  10.07 -0.37  0.21241 -2.105 3.565  5.076 13.80  0.038 0.00 23.832 27.920 26.606 25.132 24.150 23.185 22.148 21.570 21.355  0.212 
 2  10.07 -0.37  0.19795 -2.167 3.560  5.089 14.10  0.038 0.00 24.287 28.509 27.141 25.638 24.643 23.649 22.597 22.018 21.795  0.198 
 2  10.07 -0.37  0.23785 -2.006 3.571  5.050 14.30  0.038 0.96 23.377 27.326 26.068 24.624 23.655 22.721 21.701 21.122 20.916  0.238 
 2  10.07 -0.37  0.81095 -0.189 3.751  4.484 14.60  0.038 0.00 19.841 20.783 20.673 19.979 19.574 19.215 18.748 18.372 18.331  0.811 
 2  10.07 -0.37  0.47547 -1.342 3.613  4.856 14.70  0.038 0.00 22.824 25.920 24.922 23.676 22.850 22.159 21.273 20.620 20.486  0.475 
 2  10.07 -0.37  0.37038 -1.623 3.594  4.951 15.30  0.038 0.00 24.127 27.522 26.457 25.135 24.242 23.454 22.515 21.903 21.739  0.370 
 2  10.07 -0.37  0.82418 -0.132 3.756  4.455 15.40  0.038 0.00 20.499 21.383 21.299 20.629 20.234 19.883 19.430 19.066 19.026  0.824 
 2  10.07 -0.37  0.18922 -2.226 3.553  5.099 15.50  0.038 0.93 25.204 29.767 28.275 26.703 25.671 24.591 23.490 22.911 22.671  0.189 
 2  10.07 -0.37  0.64956 -0.803 3.668  4.674 15.60  0.038 0.00 22.378 24.598 23.868 22.848 22.222 21.712 20.983 20.380 20.300  0.650 
 2  10.07 -0.37  0.37920 -1.598 3.595  4.941 15.70  0.038 0.93 23.803 27.207 26.140 24.816 23.921 23.130 22.190 21.579 21.413  0.379 
 2  10.07 -0.35  0.32973 -1.735 3.587  4.983 12.30  0.038 0.78 20.885 24.539 23.393 22.016 21.084 20.217 19.236 18.645 18.459  0.330 
 2  10.07 -0.35  0.54081 -1.155 3.629  4.788 12.60  0.038 0.00 20.257 23.152 22.192 21.002 20.229 19.602 18.753 18.081 17.966  0.541 
 2  10.07 -0.35  0.11718 -2.830 3.487  5.230 13.00  0.038 0.00 24.844 31.271 29.157 27.299 25.978 24.382 22.978 22.405 22.144  0.117 
 2  10.07 -0.35  0.12672 -2.744 3.495  5.209 13.20  0.038 0.00 24.830 30.932 28.941 27.126 25.860 24.342 22.986 22.412 22.151  0.127 
 2  10.07 -0.35  0.18867 -2.233 3.551  5.098 14.10  0.038 0.83 23.969 28.662 27.144 25.555 24.504 23.372 22.237 21.659 21.415  0.189 
 2  10.07 -0.35  0.30335 -1.801 3.582  4.997 14.40  0.038 0.00 23.673 27.314 26.171 24.797 23.866 23.004 22.026 21.435 21.250  0.303 
 2  10.07 -0.35  0.70140 -0.633 3.690  4.624 15.20  0.038 0.00 21.553 23.406 22.837 21.898 21.343 20.880 20.226 19.688 19.620  0.701 
 2  10.07 -0.35  0.46506 -1.375 3.610  4.866 16.00  0.038 0.00 24.206 27.352 26.344 25.086 24.248 23.540 22.644 21.995 21.858  0.465 
 2  10.07 -0.33  1.00180 -0.072 3.759  4.420 10.80  0.037 0.84 15.750 16.608 16.530 15.871 15.482 15.137 14.694 14.338 14.300  0.846 
 2  10.07 -0.33  0.14768 -2.558 3.511  5.156 12.80  0.038 0.00 23.966 29.468 27.702 25.981 24.807 23.434 22.162 21.590 21.332  0.148 
 2  10.07 -0.33  0.18591 -2.255 3.548  5.100 13.20  0.038 0.00 23.607 28.161 26.675 25.109 24.080 22.994 21.893 21.315 21.074  0.186 
 2  10.07 -0.33  0.35808 -1.665 3.590  4.962 13.30  0.038 0.00 22.231 25.721 24.627 23.290 22.383 21.560 20.604 19.998 19.827  0.358 
 2  10.07 -0.33  0.37229 -1.624 3.592  4.947 13.80  0.038 0.00 22.631 26.077 24.997 23.670 22.769 21.960 21.010 20.399 20.232  0.372 
 2  10.07 -0.33  0.30228 -1.807 3.581  4.996 13.90  0.038 0.00 23.189 26.861 25.709 24.332 23.396 22.521 21.536 20.946 20.760  0.302 
 2  10.07 -0.33  0.26668 -1.915 3.575  5.023 14.60  0.038 0.89 23.527 27.418 26.191 24.767 23.802 22.869 21.851 21.271 21.069  0.267 
 2  10.07 -0.33  0.31414 -1.778 3.583  4.991 14.70  0.038 0.95 23.215 26.875 25.727 24.353 23.419 22.547 21.564 20.973 20.788  0.314 
 2  10.07 -0.33  0.19220 -2.212 3.553  5.093 14.80  0.038 0.80 24.660 29.306 27.816 26.241 25.193 24.062 22.925 22.349 22.107  0.192 
 2  10.07 -0.33  0.30628 -1.797 3.582  4.994 15.80  0.038 0.00 25.064 28.722 27.575 26.201 25.267 24.395 23.412 22.821 22.636  0.306 
 2  10.07 -0.31  0.26351 -1.928 3.573  5.024 14.20  0.038 0.98 23.061 26.942 25.721 24.303 23.339 22.402 21.384 20.803 20.602  0.264 
 2  10.07 -0.31  0.42891 -1.477 3.600  4.895 14.30  0.038 0.00 22.762 26.036 25.004 23.716 22.846 22.091 21.169 20.533 20.384  0.429 
 2  10.07 -0.31  0.31124 -1.788 3.581  4.991 14.40  0.038 0.00 23.641 27.310 26.162 24.789 23.853 22.973 21.987 21.396 21.211  0.311 
 2  10.07 -0.31  0.25702 -1.948 3.572  5.028 14.80  0.038 0.00 24.439 28.337 27.109 25.687 24.722 23.781 22.761 22.180 21.978  0.257 
 2  10.07 -0.31  0.68268 -0.714 3.678  4.644 15.50  0.038 0.00 22.055 24.132 23.454 22.465 21.870 21.383 20.686 20.111 20.037  0.683 
 3  10.07 -3.29  0.14250 -2.344 3.590  5.241 15.00  0.038 0.00 25.630 29.000 27.934 26.551 25.675 24.950 24.034 23.507 23.364  0.142 
 3  10.07 -3.25  0.75944  0.063 3.811  4.447 15.30  0.038 0.00 19.911 20.211 20.487 20.096 19.810 19.521 19.180 18.899 18.878  0.759 
 3  10.07 -3.21  0.82975  1.597 3.723  2.596 13.20  0.038 0.00 13.977 14.807 14.876 14.249 13.816 13.389 12.823 12.360 12.301  0.830 
 3  10.07 -3.15  0.24072 -1.801 3.628  5.078 16.10  0.038 0.00 25.373 27.792 27.163 26.019 25.307 24.680 23.887 23.364 23.200  0.241 
 3  10.07 -3.09  0.29606 -1.630 3.638  5.038 14.10  0.038 0.00 22.945 25.165 24.625 23.530 22.853 22.248 21.489 20.981 20.820  0.296 
 3  10.07 -3.05  0.61011 -0.649 3.735  4.758 15.20  0.038 0.00 21.591 22.321 22.478 21.841 21.415 21.002 20.493 20.098 20.023  0.610 
 3  10.07 -3.03  0.27521 -1.690 3.635  5.052 15.80  0.038 0.00 24.795 27.085 26.514 25.401 24.712 24.099 23.329 22.815 22.653  0.275 
 3  10.07 -3.03  0.41533 -1.338 3.656  4.965 17.00  0.038 0.85 24.537 26.490 26.072 25.043 24.412 23.837 23.122 22.633 22.478  0.415 
 3  10.07 -3.01  0.19118 -2.024 3.614  5.144 14.60  0.038 0.91 23.795 26.564 25.784 24.549 23.770 23.104 22.258 21.728 21.578  0.191 
 3  10.07 -3.01  0.16892 -2.158 3.604  5.187 15.00  0.038 0.81 24.678 27.779 26.854 25.534 24.695 23.993 23.102 22.573 22.429  0.169 
 3  10.07 -3.01  0.27654 -1.686 3.635  5.051 15.10  0.038 0.00 24.085 26.371 25.802 24.690 24.002 23.390 22.620 22.107 21.945  0.277 
 3  10.07 -3.01  0.68184 -0.341 3.770  4.640 17.90  0.038 0.77 23.308 23.874 24.105 23.549 23.160 22.776 22.300 21.923 21.859  0.682 
 3  10.07 -3.01  0.57172 -0.813 3.710  4.795 18.60  0.038 0.85 24.975 26.150 26.110 25.309 24.799 24.316 23.719 23.280 23.168  0.572 
 3  10.07 -2.99  0.31498 -1.581 3.641  5.028 13.20  0.038 0.00 21.923 24.087 23.572 22.491 21.824 21.225 20.476 19.972 19.812  0.315 
 3  10.07 -2.99  0.42216 -1.319 3.657  4.957 15.40  0.038 0.00 23.468 25.330 24.955 23.949 23.333 22.769 22.069 21.586 21.435  0.422 
 3  10.07 -2.97  0.76551  0.104 3.815  4.422 15.60  0.038 0.00 20.109 20.404 20.673 20.291 20.010 19.727 19.393 19.119 19.099  0.766 
 3  10.07 -2.97  0.54252 -0.939 3.691  4.823 16.90  0.038 0.00 24.019 25.299 25.202 24.364 23.840 23.346 22.737 22.293 22.176  0.543 
 3  10.07 -2.91  0.25563 -1.746 3.631  5.063 14.50  0.038 0.73 23.195 25.664 25.017 23.859 23.136 22.502 21.700 21.178 21.019  0.256 
 3  10.07 -2.91  0.34921 -1.496 3.646  5.009 14.80  0.038 0.79 22.775 24.923 24.417 23.339 22.674 22.077 21.330 20.826 20.666  0.349 
 3  10.07 -2.91  0.63913 -0.527 3.749  4.713 15.00  0.038 0.92 20.567 21.253 21.431 20.812 20.394 19.988 19.485 19.094 19.022  0.639 
 3  10.07 -2.91  0.18683 -2.050 3.612  5.153 15.10  0.038 0.72 24.605 27.545 26.696 25.417 24.606 23.919 23.047 22.519 22.370  0.187 
 3  10.07 -2.89  0.29772 -1.625 3.639  5.037 14.90  0.038 0.93 23.054 25.302 24.750 23.648 22.966 22.358 21.595 21.084 20.923  0.298 
 3  10.07 -2.89  0.78591  0.261 3.825  4.321 18.10  0.038 1.00 21.484 21.763 22.008 21.653 21.391 21.126 20.817 20.565 20.549  0.786 
 3  10.07 -2.85  0.30416 -1.608 3.640  5.034 14.70  0.038 0.93 22.812 25.040 24.497 23.399 22.721 22.116 21.356 20.847 20.685  0.304 
 3  10.07 -2.85  0.81838  0.636 3.822  3.949 15.90  0.038 0.00 19.081 19.388 19.586 19.234 18.974 18.709 18.394 18.143 18.124  0.818 
 3  10.07 -2.85  0.41780 -1.331 3.656  4.962 16.20  0.038 0.00 24.299 26.175 25.793 24.784 24.165 23.600 22.898 22.414 22.261  0.418 
 3  10.07 -2.85  0.67667 -0.364 3.768  4.650 16.30  0.038 0.00 21.980 22.444 22.711 22.197 21.834 21.476 21.036 20.681 20.635  0.677 
 3  10.07 -2.85  0.54890 -0.917 3.694  4.815 17.60  0.038 0.00 24.662 25.902 25.824 24.999 24.481 23.993 23.390 22.949 22.834  0.549 
 3  10.07 -2.85  0.81934  0.657 3.818  3.912 18.00  0.038 0.00 21.128 21.445 21.645 21.285 21.018 20.747 20.421 20.162 20.142  0.819 
 3  10.07 -2.83  0.30406 -1.609 3.640  5.034 14.00  0.038 0.00 22.791 24.987 24.458 23.368 22.696 22.094 21.339 20.833 20.672  0.304 
 3  10.07 -2.83  0.28039 -1.675 3.636  5.049 14.90  0.038 0.90 23.202 25.516 24.934 23.816 23.122 22.507 21.732 21.216 21.054  0.280 
 3  10.07 -2.83  0.38676 -1.412 3.651  4.989 15.20  0.038 0.00 23.500 25.468 25.042 24.008 23.375 22.799 22.083 21.593 21.436  0.387 
 3  10.07 -2.83  0.41380 -1.343 3.656  4.967 15.70  0.038 0.00 23.827 25.717 25.329 24.316 23.695 23.128 22.424 21.939 21.786  0.414 
 3  10.07 -2.83  0.24083 -1.801 3.628  5.078 15.80  0.038 0.00 25.072 27.490 26.861 25.718 25.006 24.379 23.586 23.063 22.899  0.241 
 3  10.07 -2.81  0.32865 -1.547 3.643  5.021 14.20  0.038 0.90 22.181 24.346 23.831 22.749 22.081 21.483 20.733 20.229 20.068  0.329 
 3  10.07 -2.81  0.29358 -1.637 3.638  5.040 15.70  0.038 0.00 24.563 26.791 26.248 25.150 24.472 23.866 23.106 22.597 22.436  0.294 
 3  10.07 -2.79  0.16111 -2.205 3.601  5.200 13.00  0.038 0.00 23.284 26.259 25.389 24.101 23.282 22.594 21.718 21.187 21.046  0.161 
 3  10.07 -2.79  0.37212 -1.445 3.649  4.997 15.00  0.038 0.00 23.382 25.387 24.943 23.900 23.261 22.681 21.958 21.466 21.308  0.372 
 3  10.07 -2.79  0.72874 -0.113 3.795  4.540 17.00  0.038 0.00 22.053 22.392 22.685 22.252 21.937 21.622 21.242 20.930 20.901  0.729 
 3  10.07 -2.79  0.59669 -0.705 3.728  4.775 18.70  0.038 0.90 24.750 25.708 25.767 25.043 24.570 24.119 23.560 23.139 23.043  0.597 
 3  10.07 -2.77  0.36951 -1.451 3.649  4.999 14.10  0.038 0.00 22.496 24.508 24.061 23.016 22.376 21.795 21.072 20.579 20.421  0.370 
 3  10.07 -2.77  0.11335 -2.621 3.566  5.323 14.20  0.038 0.00 25.523 29.859 28.295 26.695 25.703 24.874 23.874 23.332 23.171  0.113 
 3  10.07 -2.77  0.15944 -2.216 3.600  5.203 14.50  0.038 0.73 24.430 27.663 26.691 25.337 24.475 23.751 22.838 22.305 22.160  0.159 
 3  10.07 -2.77  0.38579 -1.414 3.651  4.990 15.20  0.038 0.00 23.505 25.476 25.048 24.014 23.381 22.804 22.088 21.598 21.440  0.386 
 3  10.07 -2.77  0.45187 -1.234 3.663  4.924 16.90  0.038 0.00 24.755 26.517 26.190 25.212 24.612 24.059 23.375 22.898 22.752  0.452 
 3  10.07 -2.77  0.24625 -1.778 3.629  5.071 17.10  0.038 0.98 25.590 27.995 27.372 26.232 25.523 24.897 24.107 23.585 23.421  0.246 
 3  10.07 -2.75  0.30631 -1.603 3.640  5.033 13.90  0.038 0.00 22.677 24.866 24.340 23.252 22.581 21.980 21.226 20.721 20.560  0.306 
 3  10.07 -2.75  0.25328 -1.753 3.631  5.064 15.10  0.038 0.76 23.773 26.240 25.593 24.436 23.714 23.080 22.279 21.756 21.596  0.253 
 3  10.07 -2.75  0.28160 -1.672 3.636  5.048 16.10  0.038 0.00 25.049 27.318 26.756 25.649 24.963 24.353 23.586 23.074 22.912  0.282 
 3  10.07 -2.75  0.49342 -1.111 3.673  4.878 16.40  0.038 0.00 23.946 25.527 25.287 24.357 23.785 23.254 22.598 22.133 21.997  0.493 
 3  10.07 -2.71  0.20723 -1.941 3.619  5.118 15.10  0.038 0.00 24.721 27.312 26.608 25.420 24.676 24.030 23.211 22.683 22.524  0.207 
 3  10.07 -2.71  0.19576 -1.996 3.616  5.135 15.30  0.038 0.00 25.061 27.727 26.990 25.783 25.024 24.370 23.539 23.011 22.855  0.196 
 3  10.07 -2.71  0.43471 -1.283 3.659  4.943 17.10  0.038 0.00 25.078 26.899 26.544 25.549 24.940 24.381 23.687 23.207 23.057  0.435 
 3  10.07 -2.71  0.76115  0.075 3.812  4.440 17.60  0.038 0.00 22.183 22.481 22.756 22.367 22.082 21.795 21.456 21.177 21.156  0.761 
 3  10.07 -2.69  0.56707 -0.834 3.707  4.799 13.30  0.038 0.94 19.560 20.726 20.685 19.886 19.379 18.900 18.308 17.872 17.763  0.567 
 3  10.07 -2.69  0.19813 -1.982 3.617  5.130 16.40  0.038 0.92 25.484 28.189 27.436 26.218 25.452 24.793 23.957 23.427 23.274  0.198 
 3  10.07 -2.67  0.17434 -2.126 3.606  5.177 13.50  0.038 0.00 23.584 26.441 25.622 24.365 23.569 22.894 22.035 21.505 21.358  0.174 
 3  10.07 -2.67  0.46896 -1.183 3.667  4.906 14.40  0.038 0.99 21.399 23.100 22.802 21.840 21.249 20.704 20.029 19.556 19.413  0.469 
 3  10.07 -2.67  0.14000 -2.368 3.588  5.249 14.70  0.038 0.00 25.389 28.837 27.732 26.330 25.443 24.712 23.788 23.261 23.118  0.140 
 3  10.07 -2.63  0.11969 -2.561 3.571  5.308 14.00  0.038 0.00 25.172 29.275 27.837 26.284 25.313 24.514 23.531 23.000 22.848  0.120 
 3  10.07 -2.63  0.50343 -1.079 3.676  4.867 14.40  0.038 0.00 21.867 23.396 23.180 22.265 21.701 21.176 20.528 20.066 19.933  0.503 
 3  10.07 -2.63  0.24529 -1.782 3.629  5.072 14.80  0.038 0.00 24.025 26.422 25.803 24.665 23.957 23.332 22.543 22.022 21.858  0.245 
 3  10.07 -2.63  0.26015 -1.733 3.632  5.061 14.90  0.038 0.78 23.492 25.924 25.292 24.143 23.428 22.798 22.003 21.481 21.320  0.260 
 3  10.07 -2.61  0.53817 -0.955 3.690  4.828 14.20  0.038 0.00 21.357 22.666 22.555 21.709 21.180 20.683 20.070 19.624 19.505  0.538 
 3  10.07 -2.61  0.17473 -2.123 3.607  5.176 14.50  0.038 0.00 24.578 27.432 26.615 25.358 24.562 23.888 23.030 22.500 22.353  0.175 
 3  10.07 -2.61  0.28059 -1.675 3.636  5.049 14.90  0.038 0.00 23.856 26.128 25.565 24.457 23.771 23.160 22.393 21.881 21.719  0.281 
 3  10.07 -2.61  0.14955 -2.277 3.596  5.218 15.80  0.038 0.72 25.912 29.320 28.267 26.873 25.988 25.241 24.309 23.771 23.619  0.150 
 3  10.07 -2.61  0.27883 -1.680 3.635  5.050 16.00  0.038 0.00 24.969 27.247 26.681 25.571 24.885 24.273 23.505 22.992 22.830  0.279 
 3  10.07 -2.61  0.44065 -1.266 3.661  4.937 16.70  0.038 0.00 24.636 26.437 26.091 25.102 24.496 23.939 23.248 22.769 22.621  0.441 
 3  10.07 -2.61  0.23880 -1.809 3.627  5.081 17.30  0.038 0.84 26.023 28.528 27.862 26.696 25.968 25.330 24.524 23.998 23.837  0.239 
 3  10.07 -2.59  0.70114 -0.252 3.780  4.603 13.30  0.038 0.79 18.480 18.986 19.234 18.710 18.338 17.971 17.516 17.153 17.097  0.701 
 3  10.07 -2.59  0.27742 -1.684 3.635  5.051 14.40  0.038 0.00 23.379 25.662 25.094 23.983 23.295 22.683 21.914 21.401 21.239  0.277 
 3  10.07 -2.59  0.21913 -1.891 3.622  5.105 15.30  0.038 0.00 24.798 27.325 26.648 25.477 24.745 24.106 23.296 22.768 22.606  0.219 
 3  10.07 -2.59  0.52331 -1.008 3.684  4.845 15.40  0.038 0.71 22.354 23.888 23.677 22.763 22.195 21.667 21.013 20.548 20.414  0.523 
 3  10.07 -2.59  0.31204 -1.589 3.641  5.030 15.80  0.038 0.83 23.961 26.202 25.653 24.552 23.872 23.264 22.501 21.991 21.829  0.312 
 3  10.07 -2.59  0.77019  0.136 3.817  4.403 17.60  0.038 0.98 21.370 21.665 21.935 21.552 21.271 20.987 20.652 20.378 20.358  0.770 
 3  10.07 -2.57  0.48262 -1.143 3.670  4.891 13.70  0.038 0.79 20.874 22.612 22.299 21.327 20.729 20.178 19.495 19.019 18.873  0.483 
 3  10.07 -2.57  0.20764 -1.939 3.619  5.118 14.70  0.038 0.00 24.317 26.905 26.202 25.015 24.272 23.626 22.807 22.279 22.120  0.208 
 3  10.07 -2.57  0.27084 -1.703 3.634  5.055 16.10  0.038 0.97 24.400 26.716 26.133 25.014 24.320 23.704 22.930 22.414 22.252  0.271 
 3  10.07 -2.57  0.34732 -1.501 3.646  5.010 16.60  0.038 0.00 25.122 27.192 26.720 25.660 25.010 24.423 23.689 23.192 23.033  0.347 
 3  10.07 -2.55  0.42546 -1.310 3.658  4.954 14.20  0.038 0.00 22.244 24.095 23.725 22.723 22.108 21.546 20.848 20.365 20.214  0.425 
 3  10.07 -2.55  0.14448 -2.325 3.591  5.235 14.80  0.038 0.70 25.075 28.637 27.518 26.088 25.182 24.410 23.459 22.919 22.766  0.144 
 3  10.07 -2.55  0.14832 -2.289 3.595  5.222 15.40  0.038 0.00 25.891 29.082 28.106 26.766 25.915 25.207 24.309 23.779 23.637  0.148 
 3  10.07 -2.55  0.82159  0.715 3.801  3.787 16.50  0.038 0.83 19.393 19.756 19.974 19.567 19.266 18.963 18.591 18.291 18.264  0.822 
 3  10.07 -2.53  0.43566 -1.281 3.660  4.942 13.20  0.038 0.80 20.658 22.564 22.170 21.154 20.529 19.960 19.252 18.765 18.612  0.436 
 3  10.07 -2.53  0.27884 -1.680 3.635  5.050 13.80  0.038 0.73 22.307 24.689 24.080 22.944 22.237 21.613 20.826 20.308 20.147  0.279 
 3  10.07 -2.53  0.18889 -2.038 3.613  5.149 14.30  0.038 0.83 23.622 26.454 25.648 24.396 23.605 22.932 22.076 21.546 21.398  0.189 
 3  10.07 -2.53  0.57107 -0.816 3.710  4.796 17.10  0.038 0.00 23.910 24.930 24.955 24.206 23.725 23.267 22.702 22.279 22.181  0.571 
 3  10.07 -2.53  0.67230 -0.384 3.766  4.658 20.10  0.038 0.98 25.163 25.667 25.919 25.385 25.011 24.643 24.190 23.827 23.776  0.672 
 3  10.07 -2.51  0.13540 -2.411 3.584  5.263 14.00  0.038 0.00 24.799 28.388 27.213 25.777 24.870 24.124 23.187 22.662 22.517  0.135 
 3  10.07 -2.51  0.21663 -1.901 3.622  5.108 15.40  0.038 0.00 24.924 27.465 26.782 25.607 24.873 24.232 23.420 22.892 22.731  0.217 
 3  10.07 -2.51  0.29758 -1.626 3.639  5.037 17.10  0.038 0.98 25.199 27.422 26.880 25.784 25.107 24.502 23.742 23.234 23.073  0.298 
 3  10.07 -2.51  0.66707 -0.406 3.763  4.667 17.30  0.038 0.00 23.086 23.582 23.837 23.306 22.935 22.569 22.119 21.757 21.707  0.667 
 3  10.07 -2.47  0.12780 -2.484 3.578  5.285 14.50  0.038 0.00 25.479 29.304 28.013 26.521 25.580 24.812 23.851 23.325 23.178  0.128 
 3  10.07 -2.47  0.27483 -1.691 3.635  5.052 14.70  0.038 0.97 22.971 25.279 24.698 23.583 22.891 22.277 21.503 20.987 20.824  0.275 
 3  10.07 -2.47  0.14397 -2.330 3.591  5.237 14.90  0.038 0.00 25.495 28.821 27.778 26.406 25.535 24.815 23.903 23.372 23.227  0.144 
 3  10.07 -2.47  0.40664 -1.363 3.654  4.974 15.40  0.038 0.97 22.862 24.799 24.386 23.362 22.734 22.163 21.452 20.962 20.808  0.407 
 3  10.07 -2.47  0.27260 -1.698 3.634  5.054 16.20  0.038 0.00 25.214 27.517 26.938 25.824 25.132 24.519 23.746 23.230 23.068  0.273 
 3  10.07 -2.47  0.31223 -1.588 3.641  5.030 16.30  0.038 0.00 25.041 27.218 26.695 25.611 24.942 24.343 23.592 23.086 22.925  0.312 
 3  10.07 -2.47  0.31896 -1.571 3.642  5.026 17.30  0.038 0.00 25.999 28.157 27.642 26.563 25.898 25.301 24.553 24.048 23.888  0.319 
 3  10.07 -2.43  0.69213 -0.294 3.776  4.621 12.00  0.038 0.00 17.505 17.922 18.203 17.714 17.366 17.020 16.598 16.253 16.214  0.692 
 3  10.07 -2.43  0.80734  0.465 3.835  4.166 13.20  0.038 0.00 16.807 17.086 17.284 16.956 16.714 16.470 16.186 15.959 15.944  0.807 
 3  10.07 -2.43  0.12710 -2.490 3.577  5.287 13.30  0.038 0.00 24.296 28.144 26.843 25.345 24.400 23.630 22.666 22.137 21.988  0.127 
 3  10.07 -2.43  0.22811 -1.854 3.625  5.094 14.10  0.038 0.00 23.504 25.994 25.331 24.172 23.448 22.813 22.009 21.478 21.313  0.228 
