Gc,logAg,e [M/H],m_ini,logL,logTe,logg,m-M0,Av,m2/m1,mbol,U,B,V,R,I,J,H,K,Mact
1,7.69,0.21,0.04357,-3.009,3.405,4.653,8.3,0.511,0,20.592,29.589,27.313,25.258,23.368,21.028,18.653,18.092,17.707,0.044
1,7.69,0.27,0.06435,-2.701,3.448,4.684,10.6,0.739,0,22.122,30.197,28.081,26.057,24.402,22.324,20.337,19.737,19.38,0.064
1,7.69,0.35,0.05092,-2.875,3.426,4.67,10,0.702,0.78,21.437,30.248,28.091,26.04,24.203,21.908,19.574,18.989,18.596,0.051
1,7.69,0.35,1.73136,0.935,3.887,4.237,11.3,0.761,0,13.733,15.132,14.902,14.428,14.142,13.872,13.52,13.352,13.291,1.731
1,7.69,0.53,0.08032,-2.393,3.461,4.525,10.3,0.723,0,21.053,28.688,26.679,24.705,23.136,21.168,19.298,18.696,18.35,0.08
1,7.71,-0.17,1.58703,0.865,3.902,4.328,11.2,0.759,0.73,13.59,14.995,14.807,14.341,14.048,13.755,13.364,13.152,13.09,1.587
1,7.71,-0.15,0.24288,-2.052,3.558,5.055,9.8,0.686,0,19.699,24.927,23.445,21.79,20.667,19.46,18.179,17.526,17.261,0.243
1,7.71,-0.11,0.07232,-2.627,3.457,4.697,8.7,0.564,0,20.037,27.749,25.6,23.608,22.028,20.06,18.232,17.638,17.307,0.072
1,7.71,-0.11,0.08074,-2.394,3.475,4.586,8.8,0.577,0,19.556,26.621,24.675,22.761,21.307,19.495,17.806,17.206,16.882,0.081
1,7.71,-0.05,2.59053,1.687,4.045,4.289,11.8,0.767,0.93,11.739,13.091,13.098,12.929,12.81,12.686,12.53,12.469,12.437,2.591
1,7.71,-0.03,0.64002,-1.026,3.633,4.75,10.3,0.723,0.8,17.218,21.349,20.139,18.727,17.799,16.977,15.883,15.127,14.969,0.64
1,7.71,0.03,0.05376,-2.854,3.43,4.69,7.9,0.457,1,19.057,27.078,25.035,23.086,21.381,19.235,17.153,16.596,16.237,0.054
1,7.71,0.03,0.0761,-2.518,3.462,4.632,10.3,0.723,0.95,20.745,28.415,26.396,24.419,22.844,20.866,18.988,18.386,18.038,0.076
1,7.71,0.07,0.05277,-2.868,3.428,4.688,9.5,0.657,0.83,20.866,29.526,27.371,25.334,23.527,21.264,18.997,18.418,18.035,0.053
1,7.71,0.21,0.13429,-2.081,3.488,4.547,14,0.77,0,23.972,30.829,29.038,27.162,25.746,23.986,22.303,21.689,21.359,0.134
1,7.73,0.03,0.85542,-0.486,3.7,4.602,11.2,0.759,0,17.184,20.145,19.352,18.201,17.522,16.931,16.089,15.503,15.396,0.855
1,7.73,0.19,0.09798,-2.295,3.473,4.562,11.1,0.757,0,21.606,28.879,26.98,25.049,23.551,21.677,19.896,19.287,18.946,0.098
1,7.73,0.43,0.09174,-2.341,3.468,4.562,10,0.702,0,20.623,27.967,26.037,24.102,22.586,20.685,18.884,18.282,17.942,0.092
1,7.75,-0.25,0.05989,-2.793,3.439,4.711,11.4,0.763,0,23.152,31.734,29.404,27.301,25.564,23.414,21.367,20.755,20.398,0.06
1,7.75,-0.09,0.07925,-2.46,3.471,4.626,12.2,0.769,0,23.12,30.61,28.589,26.609,25.089,23.198,21.413,20.795,20.455,0.079
1,7.75,0.05,0.33862,-1.806,3.565,4.98,9.1,0.613,0,18.385,23.312,21.953,20.396,19.302,18.095,16.837,16.185,15.942,0.339
1,7.75,0.21,0.03666,-3.22,3.37,4.648,9.8,0.686,0.94,21.941,33.245,30.168,27.764,25.51,22.909,20.023,19.398,18.96,0.037
1,7.75,0.23,0.05861,-2.811,3.437,4.711,10,0.702,0,21.798,30.066,27.948,25.926,24.214,22.065,19.98,19.39,19.023,0.059
1,7.75,0.25,0.08223,-2.434,3.461,4.576,12.1,0.769,0.97,22.228,29.962,27.933,25.943,24.36,22.375,20.484,19.877,19.527,0.082
1,7.75,0.31,0.77047,-0.735,3.661,4.65,11.3,0.761,0,17.906,21.687,20.511,19.179,18.353,17.661,16.677,15.981,15.854,0.77
1,7.75,0.57,0.30803,-1.902,3.553,4.986,14.2,0.77,0,23.725,29.176,27.692,26.031,24.875,23.556,22.204,21.539,21.262,0.308
1,7.77,-0.35,0.45927,-1.425,3.607,4.898,10.5,0.734,0.78,18.36,22.717,21.505,20.011,19.01,18.109,16.975,16.269,16.069,0.459
1,7.77,-0.31,0.09786,-2.312,3.496,4.67,9.4,0.647,0,19.949,26.685,24.736,22.813,21.461,19.837,18.289,17.656,17.345,0.098
1,7.77,-0.27,0.15212,-2.038,3.519,4.679,11.1,0.757,0,20.965,27.217,25.444,23.595,22.327,20.854,19.387,18.74,18.434,0.152
1,7.77,-0.19,0.06798,-2.714,3.449,4.728,9.4,0.647,0,20.954,29.203,26.851,24.77,23.108,21.055,19.159,18.55,18.216,0.068
1,7.77,-0.07,0.09754,-2.325,3.484,4.636,9.6,0.667,0,20.182,27.068,25.212,23.324,21.905,20.144,18.479,17.87,17.546,0.098
1,7.77,-0.03,0.24186,-2.076,3.551,5.048,14.5,0.77,0,24.459,29.962,28.44,26.749,25.591,24.287,22.943,22.284,22.001,0.242
1,7.77,0.15,0.13489,-2.129,3.491,4.607,9.4,0.647,0,19.492,26.089,24.347,22.516,21.137,19.422,17.793,17.193,16.872,0.135
1,7.79,-0.15,0.08485,-2.439,3.478,4.664,9.9,0.694,0,20.767,27.975,25.984,24.032,22.57,20.761,19.063,18.445,18.116,0.085
1,7.79,-0.03,0.08238,-2.464,3.471,4.646,11.4,0.763,0,22.331,29.741,27.784,25.828,24.311,22.415,20.617,20.006,19.664,0.082
1,7.79,0.01,0.09474,-2.37,3.478,4.644,7.6,0.417,0,18.295,24.885,23.113,21.301,19.899,18.137,16.497,15.926,15.611,0.095
1,7.79,0.03,0.18573,-2.104,3.5,4.64,9.3,0.636,0.77,18.679,24.684,23.083,21.341,20.075,18.526,17.027,16.416,16.114,0.142
1,7.79,0.05,0.28341,-1.957,3.555,5.013,10.6,0.739,0,20.262,25.614,24.145,22.495,21.352,20.066,18.739,18.08,17.807,0.283
1,7.79,0.07,0.28215,-1.963,3.554,5.012,10,0.702,0.74,19.191,24.618,23.126,21.461,20.306,18.986,17.643,16.994,16.716,0.282
1,7.79,0.19,0.28501,-1.969,3.548,5.001,9.8,0.686,0,19.492,24.903,23.407,21.743,20.592,19.277,17.942,17.293,17.014,0.285
1,7.79,0.29,0.17829,-2.177,3.515,4.873,13.9,0.77,0,24.112,30.305,28.668,26.888,25.599,24.031,22.505,21.878,21.57,0.178
1,7.79,0.39,0.09217,-2.398,3.468,4.617,8.8,0.577,0,19.565,26.743,24.836,22.934,21.437,19.556,17.787,17.2,16.867,0.092
1,7.81,-0.05,0.34965,-1.766,3.572,4.981,12.1,0.769,0,21.285,26.296,24.935,23.352,22.247,21.071,19.798,19.128,18.885,0.35
1,7.81,0.07,0.85316,-0.502,3.696,4.602,10.2,0.717,0,16.224,19.202,18.376,17.219,16.534,15.944,15.102,14.512,14.406,0.853
1,7.81,0.09,0.04585,-3.065,3.401,4.714,10.5,0.734,0,22.933,32.585,30.106,27.938,25.961,23.537,21.05,20.459,20.061,0.046
1,7.81,0.13,0.18275,-2.195,3.522,4.927,10.7,0.743,0,20.957,26.965,25.365,23.614,22.357,20.839,19.356,18.727,18.427,0.183
1,7.81,0.27,0.88521,-0.454,3.699,4.581,10.9,0.751,0,16.805,19.89,19.002,17.818,17.124,16.534,15.692,15.117,15.01,0.885
1,7.83,-0.25,0.06659,-2.771,3.445,4.758,9.1,0.613,0,20.797,29.139,26.761,24.677,22.991,20.911,18.984,18.379,18.044,0.067
1,7.83,-0.09,0.092,-2.43,3.48,4.698,11.3,0.761,0.75,21.719,29.148,27.163,25.197,23.688,21.803,20.005,19.388,19.048,0.092
1,7.83,-0.01,2.35662,1.52,4.011,4.28,10.9,0.751,0.73,11.599,12.909,12.81,12.567,12.41,12.246,12.023,11.929,11.883,2.357
1,7.83,-0.01,0.21687,-2.173,3.544,5.07,14,0.77,0,24.201,29.841,28.293,26.581,25.4,24.043,22.668,22.015,21.727,0.217
1,7.83,0.05,0.20006,-2.242,3.538,5.077,10.9,0.751,0,21.276,27.014,25.448,23.725,22.524,21.121,19.718,19.074,18.784,0.2
1,7.83,0.07,0.07238,-2.703,3.453,4.758,10,0.702,0.8,20.973,29.038,26.937,24.925,23.268,21.181,19.171,18.577,18.218,0.072
1,7.83,0.09,0.25738,-2.04,3.548,5.026,9.3,0.636,0,19.17,24.518,23.029,21.374,20.232,18.925,17.605,16.962,16.686,0.257
1,7.83,0.09,0.53373,-1.313,3.601,4.826,11.3,0.761,0,19.351,23.867,22.603,21.129,20.115,19.137,17.949,17.19,17.011,0.534
1,7.83,0.17,0.172,-2.175,3.512,4.843,13.2,0.77,0,23.406,29.668,28.016,26.225,24.923,23.335,21.793,21.167,20.856,0.172
1,7.85,-0.15,0.12458,-2.253,3.5,4.733,14.6,0.77,0.87,24.354,31.101,29.258,27.362,25.992,24.324,22.719,22.088,21.766,0.125
1,7.85,-0.01,0.10818,-2.348,3.486,4.711,11.1,0.757,0,21.739,28.642,26.833,24.949,23.525,21.753,20.062,19.449,19.118,0.108
1,7.85,0.01,0.10287,-2.381,3.483,4.707,7.7,0.43,0,18.422,24.917,23.17,21.371,19.988,18.255,16.639,16.065,15.752,0.103
1,7.85,0.07,0.0492,-3.033,3.409,4.744,10.1,0.71,0,22.453,31.783,29.38,27.249,25.331,22.969,20.578,19.99,19.6,0.049
1,7.85,0.09,0.04446,-3.131,3.391,4.728,9.9,0.694,0.8,21.99,32.529,29.763,27.475,25.345,22.824,20.084,19.463,19.039,0.044
1,7.85,0.09,1.41345,0.571,3.831,4.286,11.9,0.768,0,15.242,16.79,16.619,15.987,15.589,15.212,14.73,14.453,14.385,1.413
1,7.85,0.19,0.02977,-3.527,3.312,4.63,6.1,0.238,0,19.687,33.273,29.126,26.231,23.626,21.048,17.752,17.011,16.498,0.03
1,7.85,0.23,0.1029,-2.389,3.474,4.681,10.3,0.723,0.82,20.448,27.814,25.886,23.947,22.429,20.524,18.714,18.11,17.768,0.103
1,7.85,0.25,0.21996,-2.185,3.535,5.05,14.2,0.77,0.93,23.744,29.583,28.004,26.268,25.048,23.61,22.18,21.538,21.244,0.22
1,7.87,-0.27,0.06266,-2.849,3.437,4.778,10.1,0.71,0,21.992,30.576,28.236,26.141,24.398,22.24,20.185,19.58,19.225,0.063
1,7.87,-0.09,0.1623,-2.164,3.518,4.829,8.8,0.577,0,18.981,24.874,23.245,21.501,20.26,18.771,17.33,16.716,16.423,0.162
1,7.87,-0.09,0.22817,-2.117,3.552,5.065,9.6,0.667,0,19.662,25.02,23.501,21.826,20.688,19.426,18.122,17.474,17.198,0.228
1,7.87,-0.05,0.15141,-2.149,3.508,4.744,7.3,0.377,0.83,16.833,22.734,21.103,19.379,18.112,16.553,15.087,14.507,14.215,0.151
1,7.87,-0.03,0.17149,-2.184,3.521,4.887,10.8,0.747,0,21.03,27.068,25.449,23.687,22.429,20.915,19.433,18.802,18.5,0.171
1,7.87,0.01,0.04597,-3.12,3.395,4.744,10.1,0.71,0,22.669,32.669,30.028,27.812,25.78,23.321,20.772,20.176,19.777,0.046
1,7.87,0.03,0.16355,-2.175,3.513,4.823,11,0.754,0.84,20.504,26.881,25.205,23.399,22.073,20.445,18.871,18.251,17.936,0.164
1,7.87,0.09,0.13022,-2.258,3.492,4.723,11.6,0.765,0.73,21.491,28.426,26.62,24.735,23.304,21.519,19.811,19.198,18.865,0.13
1,7.87,0.19,0.60903,-1.141,3.617,4.776,12.1,0.769,0,19.723,24.109,22.83,21.385,20.417,19.518,18.37,17.592,17.43,0.609
1,7.87,0.37,0.52035,-1.356,3.594,4.831,6.4,0.27,0,14.56,18.485,17.349,16.048,15.093,14.07,12.959,12.259,12.106,0.52
1,7.87,0.37,0.10619,-2.395,3.475,4.706,9.9,0.694,0.72,20.191,27.5,25.588,23.66,22.15,20.251,18.446,17.846,17.505,0.106
1,7.89,-0.13,0.08345,-2.573,3.473,4.77,11.5,0.764,0,22.703,30.174,28.132,26.145,24.637,22.765,21.004,20.381,20.044,0.083
1,7.89,-0.11,0.11096,-2.376,3.492,4.772,11,0.754,0,21.71,28.553,26.7,24.802,23.406,21.692,20.054,19.43,19.105,0.111
1,7.89,-0.01,0.05493,-2.975,3.421,4.782,11,0.754,0.88,22.593,31.817,29.457,27.331,25.44,23.099,20.737,20.143,19.755,0.055
1,7.89,0.11,0.09082,-2.525,3.468,4.74,10.1,0.71,0,21.181,28.541,26.607,24.67,23.152,21.248,19.444,18.842,18.5,0.091
1,7.89,0.13,0.05217,-3.019,3.414,4.775,9.8,0.686,0,22.119,31.258,28.892,26.78,24.9,22.575,20.246,19.66,19.277,0.052
1,7.89,0.23,0.59357,-1.18,3.612,4.787,10.1,0.71,0,17.821,22.173,20.908,19.478,18.507,17.581,16.432,15.661,15.5,0.594
1,7.89,0.29,0.14008,-2.235,3.491,4.73,11,0.754,0.88,20.71,27.555,25.767,23.894,22.478,20.717,19.035,18.423,18.093,0.14
1,7.89,0.31,0.31403,-1.885,3.554,4.982,8.9,0.589,0,18.383,23.527,22.097,20.493,19.375,18.102,16.811,16.166,15.903,0.314
1,7.89,0.35,0.07207,-2.756,3.45,4.798,8.6,0.551,0,20.26,27.983,25.916,23.948,22.345,20.326,18.425,17.845,17.503,0.072
1,7.89,0.53,0.14361,-2.216,3.493,4.729,11.9,0.768,0,22.21,28.94,27.182,25.323,23.931,22.205,20.551,19.936,19.609,0.144
1,7.89,0.55,0.12614,-2.31,3.485,4.734,11.8,0.767,0.95,21.636,28.632,26.806,24.911,23.468,21.67,19.954,19.341,19.007,0.126
1,7.91,-0.23,0.26233,-1.975,3.567,5.045,11.8,0.767,0.73,20.997,26.309,24.813,23.133,21.998,20.804,19.508,18.846,18.576,0.262
1,7.91,-0.13,0.2235,-2.128,3.553,5.072,11.8,0.767,0,21.889,27.384,25.835,24.128,22.974,21.71,20.384,19.723,19.443,0.223
1,7.91,-0.11,0.32452,-1.82,3.571,4.999,7.4,0.39,0.84,16.128,20.66,19.346,17.838,16.795,15.694,14.53,13.906,13.678,0.325
1,7.91,-0.09,0.05415,-3.007,3.417,4.792,11.2,0.759,0.95,22.791,32.063,29.665,27.528,25.632,23.291,20.939,20.344,19.957,0.054
1,7.91,0.09,0.95103,-0.276,3.728,4.55,14.3,0.77,0.81,19.425,22.188,21.517,20.419,19.766,19.189,18.374,17.809,17.702,0.951
1,7.91,0.13,0.07507,-2.723,3.452,4.792,9.3,0.636,0,20.878,28.663,26.594,24.611,23.004,20.984,19.074,18.483,18.137,0.075
1,7.91,0.25,0.23152,-2.143,3.537,5.04,9.6,0.667,0,19.728,25.333,23.796,22.103,20.916,19.525,18.144,17.509,17.224,0.232
1,7.91,0.29,0.91112,-0.392,3.708,4.567,14.4,0.77,0.78,19.852,23.017,22.132,20.937,20.221,19.602,18.723,18.113,17.997,0.911
1,7.91,0.33,0.5648,-1.248,3.604,4.801,14.3,0.77,0,22.19,26.743,25.467,24.023,23.014,21.994,20.783,20.003,19.833,0.565
1,7.91,0.41,0.7643,-0.75,3.659,4.654,10.7,0.743,0,17.344,21.178,19.962,18.618,17.783,17.086,16.1,15.404,15.277,0.764
1,7.91,0.41,0.15698,-2.214,3.501,4.797,12.2,0.769,0,22.504,29.018,27.314,25.485,24.135,22.468,20.865,20.247,19.927,0.157
1,7.91,0.45,0.23322,-2.137,3.537,5.038,10.6,0.739,0,20.713,26.422,24.868,23.155,21.956,20.552,19.151,18.508,18.218,0.233
1,7.93,-0.35,0.11,-2.422,3.502,4.854,11.2,0.759,0.76,21.492,28.471,26.461,24.489,23.108,21.452,19.862,19.213,18.894,0.11
1,7.93,-0.31,0.85137,-0.386,3.729,4.616,10.9,0.751,0,16.634,19.001,18.54,17.54,16.95,16.407,15.658,15.149,15.052,0.851
1,7.93,-0.01,0.32371,-1.839,3.565,4.994,10.1,0.71,0,19.468,24.538,23.149,21.556,20.446,19.232,17.952,17.291,17.04,0.324
1,7.93,0.05,0.19296,-2.23,3.508,4.846,9.7,0.677,0.82,19.305,25.232,23.641,21.904,20.658,19.153,17.683,17.061,16.763,0.158
1,7.93,0.07,0.10264,-2.491,3.478,4.799,11.2,0.759,0,22.197,29.323,27.463,25.551,24.082,22.246,20.5,19.89,19.552,0.103
1,7.93,0.15,0.08292,-2.648,3.458,4.783,10,0.702,0.82,20.852,28.721,26.654,24.658,23.041,21.009,19.068,18.47,18.118,0.083
1,7.93,0.17,1.05869,-0.064,3.752,4.481,10.6,0.739,0,15.529,17.745,17.295,16.345,15.792,15.296,14.624,14.187,14.101,1.059
1,7.93,0.19,0.377,-1.713,3.566,4.937,8.8,0.577,0.87,17.258,22.198,20.841,19.294,18.195,16.958,15.688,15.038,14.793,0.377
1,7.93,0.19,0.06327,-2.895,3.434,4.818,10.8,0.747,0.81,22.253,31.064,28.792,26.702,24.9,22.652,20.42,19.823,19.446,0.063
1,7.93,0.31,0.37275,-1.725,3.565,4.94,8.7,0.564,0,17.783,22.649,21.328,19.817,18.723,17.478,16.206,15.551,15.315,0.373
1,7.93,0.37,0.06775,-2.839,3.442,4.822,11.3,0.761,0,23.169,31.469,29.301,27.253,25.555,23.427,21.378,20.777,20.414,0.068
1,7.95,-0.03,0.55636,-1.239,3.611,4.811,9.4,0.647,0,17.268,21.46,20.237,18.807,17.848,16.981,15.874,15.126,14.962,0.556
1,7.95,0.01,0.05564,-3.023,3.417,4.822,10.7,0.743,0,23.029,32.171,29.79,27.664,25.795,23.482,21.18,20.586,20.205,0.056
1,7.95,0.03,0.04267,-3.281,3.37,4.776,9.2,0.625,0.86,21.609,33.284,29.983,27.515,25.208,22.609,19.683,19.034,18.598,0.043
1,7.95,0.03,0.27071,-1.992,3.554,5.023,11.6,0.765,0,21.35,26.777,25.289,23.622,22.471,21.172,19.834,19.173,18.896,0.271
1,7.95,0.07,0.22172,-2.164,3.541,5.059,9.8,0.686,0,19.98,25.538,24.007,22.316,21.141,19.778,18.413,17.773,17.489,0.222
1,7.95,0.13,0.04961,-3.128,3.4,4.805,9.9,0.694,0,22.489,32.339,29.711,27.507,25.508,23.075,20.591,19.999,19.609,0.05
1,7.95,0.13,0.07922,-2.712,3.455,4.814,11.1,0.757,0,22.651,30.545,28.468,26.459,24.845,22.818,20.889,20.285,19.932,0.079
1,7.95,0.17,0.27727,-1.99,3.548,5.008,9.2,0.625,0,18.944,24.274,22.79,21.141,20,18.694,17.376,16.734,16.458,0.277
1,7.95,0.21,0.66395,-1.003,3.631,4.732,12,0.768,0.71,18.963,23.307,22.035,20.605,19.651,18.754,17.607,16.852,16.685,0.664
1,7.95,0.39,0.21513,-2.203,3.534,5.054,10.1,0.71,0,20.377,26.115,24.553,22.836,21.629,20.206,18.797,18.161,17.871,0.215
1,7.95,0.41,0.06014,-2.954,3.428,4.828,9,0.602,0.7,20.744,29.614,27.346,25.274,23.447,21.175,18.852,18.26,17.878,0.06
1,7.95,0.43,0.10764,-2.496,3.475,4.812,11.3,0.761,0,22.31,29.527,27.644,25.719,24.233,22.373,20.606,19.996,19.656,0.108
1,7.97,-0.17,0.63756,-0.994,3.641,4.747,12.7,0.77,0.9,19.398,23.413,22.249,20.859,19.958,19.185,18.115,17.357,17.204,0.638
1,7.97,-0.07,0.19426,-2.232,3.54,5.063,9.8,0.686,0,20.15,25.768,24.199,22.486,21.305,19.95,18.585,17.943,17.658,0.194
1,7.97,-0.07,0.2696,-1.98,3.559,5.031,11.7,0.766,0.8,20.874,26.291,24.79,23.112,21.963,20.692,19.364,18.704,18.428,0.27
1,7.97,-0.05,0.07593,-2.779,3.454,4.861,11.5,0.764,0,23.217,31.219,29.072,27.039,25.413,23.382,21.46,20.85,20.5,0.076
1,7.97,0.19,0.08333,-2.709,3.455,4.834,10.8,0.747,0,22.343,30.206,28.136,26.132,24.522,22.502,20.58,19.976,19.625,0.083
1,7.97,0.21,2.36761,1.5,3.987,4.206,10,0.702,0,11.021,12.217,12.098,11.895,11.766,11.632,11.445,11.375,11.334,2.368
1,7.97,0.29,0.05618,-3.037,3.417,4.837,9.4,0.647,0,21.762,30.807,28.423,26.316,24.458,22.161,19.884,19.299,18.925,0.056
1,7.97,0.33,2.52422,1.614,4.005,4.194,11.5,0.764,0.75,11.949,13.249,13.13,12.886,12.728,12.567,12.345,12.255,12.208,2.524
1,7.97,0.41,0.4476,-1.533,3.579,4.882,7.9,0.457,0,16.501,20.947,19.772,18.404,17.349,16.135,14.893,14.222,14.027,0.448
1,7.99,-0.19,0.59446,-1.104,3.629,4.78,10.7,0.743,0,18.23,22.278,21.1,19.698,18.786,18.003,16.93,16.169,16.012,0.594
1,7.99,-0.19,0.7328,-0.734,3.674,4.678,11.1,0.757,0,17.705,21.021,20.091,18.866,18.112,17.464,16.531,15.863,15.741,0.733
1,7.99,-0.13,0.23035,-2.102,3.554,5.066,11.4,0.763,0.82,20.828,26.402,24.839,23.122,21.954,20.657,19.308,18.652,18.368,0.23
1,7.99,-0.05,0.07156,-2.854,3.445,4.873,10,0.702,0,21.905,30.113,27.912,25.866,24.191,22.097,20.106,19.506,19.154,0.072
1,7.99,0.01,0.16242,-2.294,3.513,4.942,8.3,0.511,0,18.805,24.642,23.061,21.349,20.101,18.574,17.117,16.52,16.228,0.162
1,7.99,0.03,0.29375,-1.923,3.558,5.007,9.3,0.636,0,18.879,24.002,22.582,20.976,19.861,18.615,17.33,16.68,16.42,0.294
1,7.99,0.03,0.08586,-2.714,3.464,4.887,10.8,0.747,0.98,21.622,29.22,27.226,25.255,23.696,21.74,19.881,19.275,18.928,0.086
1,7.99,0.09,0.53463,-1.31,3.601,4.825,10.8,0.747,0,18.845,23.337,22.077,20.608,19.597,18.622,17.44,16.682,16.504,0.535
1,7.99,0.13,0.11404,-2.518,3.481,4.883,11.4,0.763,0,22.465,29.521,27.68,25.777,24.322,22.506,20.776,20.165,19.829,0.114
1,7.99,0.19,0.04726,-3.23,3.384,4.824,9.4,0.647,0,22.244,32.887,29.915,27.61,25.479,22.967,20.321,19.714,19.318,0.047
1,7.99,0.25,0.1612,-2.306,3.504,4.915,9.2,0.625,0,19.734,25.946,24.294,22.519,21.211,19.6,18.06,17.457,17.149,0.161
1,7.99,0.27,0.4172,-1.609,3.573,4.905,9.5,0.657,0,18.292,23.135,21.865,20.386,19.285,18.036,16.742,16.071,15.846,0.417
1,7.99,0.33,0.05728,-3.042,3.418,4.854,8.7,0.564,0,21.075,29.982,27.612,25.527,23.69,21.415,19.173,18.598,18.23,0.057
1,7.99,0.37,1.80176,1.01,3.901,4.233,10.1,0.71,0,12.345,13.638,13.409,12.989,12.741,12.506,12.196,12.054,11.998,1.802
1,8.01,-0.29,0.5625,-1.162,3.627,4.805,10.2,0.717,0,17.876,21.876,20.722,19.323,18.411,17.63,16.564,15.812,15.652,0.562
1,8.01,-0.11,0.04198,-3.376,3.356,4.808,7.4,0.39,0,20.609,32.357,28.83,26.354,24.047,21.476,18.608,17.99,17.575,0.042
1,8.01,-0.09,0.21015,-2.184,3.547,5.08,11.9,0.768,0,22.131,27.738,26.167,24.445,23.275,21.963,20.611,19.955,19.668,0.21
1,8.01,-0.07,0.43957,-1.523,3.588,4.901,10.6,0.739,0,19.178,23.846,22.564,21.045,19.992,18.94,17.729,17.03,16.82,0.44
1,8.01,-0.05,0.24457,-2.062,3.553,5.046,11.5,0.764,0,21.425,26.882,25.368,23.684,22.531,21.246,19.912,19.252,18.973,0.245
1,8.01,0.01,0.62754,-1.067,3.627,4.759,10.6,0.739,0.88,17.496,21.73,20.489,19.055,18.109,17.268,16.156,15.388,15.227,0.628
1,8.01,0.05,0.85862,-0.483,3.7,4.6,8.8,0.577,0,14.777,17.471,16.714,15.613,14.966,14.413,13.626,13.061,12.966,0.859
1,8.01,0.19,0.17036,-2.303,3.511,4.963,6.8,0.315,0,17.326,22.904,21.363,19.701,18.482,16.983,15.576,15.003,14.722,0.17
1,8.01,0.25,0.11814,-2.516,3.48,4.892,9.4,0.647,0,20.46,27.364,25.544,23.672,22.233,20.435,18.734,18.137,17.808,0.118
1,8.01,0.29,0.24198,-2.105,3.539,5.03,10.3,0.723,0.91,19.675,25.362,23.812,22.103,20.907,19.505,18.107,17.466,17.177,0.242
1,8.03,-0.31,0.48633,-1.362,3.61,4.874,8.9,0.589,0,17.076,21.084,19.931,18.514,17.57,16.743,15.676,14.962,14.789,0.486
1,8.03,-0.27,0.48819,-1.365,3.608,4.872,11,0.754,0,19.184,23.482,22.277,20.807,19.825,18.951,17.825,17.092,16.907,0.488
1,8.03,-0.05,1.89977,1.164,3.949,4.295,8.2,0.498,0,10.061,10.973,10.824,10.603,10.478,10.35,10.175,10.103,10.066,1.9
1,8.03,0.01,0.04445,-3.34,3.365,4.83,7.6,0.417,0.94,20.039,31.668,28.202,25.746,23.457,20.89,18.046,17.427,17.016,0.044
1,8.03,0.01,0.05755,-3.078,3.414,4.879,10.4,0.729,0,22.865,32.228,29.731,27.569,25.669,23.333,21.005,20.408,20.03,0.058
1,8.03,0.03,0.15448,-2.322,3.507,4.923,8.1,0.484,0,18.674,24.604,23.001,21.277,20.008,18.446,16.965,16.375,16.079,0.154
1,8.03,0.07,0.16019,-2.311,3.51,4.94,9,0.602,0,19.549,25.599,23.98,22.23,20.951,19.383,17.88,17.275,16.974,0.16
1,8.03,0.09,0.14091,-2.384,3.496,4.903,8,0.47,0.82,18.139,24.446,22.756,20.979,19.637,17.962,16.388,15.807,15.498,0.141
1,8.03,0.09,0.26037,-2.031,3.549,5.024,10.7,0.743,0.82,19.98,25.559,24.029,22.334,21.159,19.807,18.438,17.787,17.501,0.26
1,8.03,0.21,0.03197,-3.722,3.281,4.734,7.3,0.377,0,21.374,36.807,32.209,28.804,25.93,23.369,19.708,18.735,18.101,0.032
1,8.03,0.21,0.13006,-2.45,3.486,4.893,11,0.754,0,21.896,28.79,26.988,25.108,23.683,21.91,20.217,19.605,19.274,0.13
1,8.03,0.23,3.57521,2.263,4.09,4.036,10.7,0.743,0,9.813,11.146,11.348,11.24,11.139,11.045,10.956,10.915,10.9,3.575
1,8.03,0.25,1.00269,-0.183,3.736,4.514,9.4,0.647,0.72,14.416,16.9,16.289,15.253,14.641,14.106,13.355,12.83,12.733,1.003
1,8.03,0.29,0.06299,-2.999,3.427,4.889,10.7,0.743,0,22.967,31.805,29.487,27.385,25.58,23.333,21.136,20.54,20.168,0.063
1,8.03,0.31,0.15479,-2.328,3.5,4.904,10.4,0.729,0.77,20.447,27.097,25.359,23.516,22.136,20.42,18.776,18.165,17.841,0.155
1,8.03,0.49,0.08321,-2.767,3.453,4.883,11.9,0.768,0,23.587,31.555,29.459,27.439,25.813,23.77,21.824,21.219,20.864,0.083
1,8.05,-0.09,0.29406,-1.904,3.565,5.015,9.7,0.677,0,19.229,24.272,22.866,21.263,20.158,18.974,17.711,17.055,16.803,0.294
1,8.05,-0.07,0.15464,-2.318,3.511,4.937,11.2,0.759,0,21.765,28.073,26.377,24.564,23.262,21.686,20.153,19.524,19.213,0.155
1,8.05,-0.05,2.89402,1.904,4.064,4.198,11.1,0.757,0,11.11,12.471,12.574,12.435,12.326,12.216,12.093,12.041,12.017,2.894
1,8.05,0.01,0.1142,-2.532,3.486,4.917,10.5,0.734,0,21.601,28.474,26.674,24.799,23.376,21.604,19.915,19.306,18.976,0.114
1,8.05,0.03,0.18591,-2.264,3.529,5.034,10.5,0.734,0,20.929,26.781,25.203,23.47,22.244,20.784,19.345,18.71,18.416,0.186
1,8.05,0.05,0.63471,-1.055,3.628,4.754,14.1,0.77,0,21.507,25.709,24.461,23.036,22.108,21.3,20.201,19.424,19.271,0.635
