,index,Id-main,Ra(J2000) deg,Dec(J2000) deg,J,eJ,H,eH,Ks,eKs,Types,DCG,Catalog,index,_RAJ2000(deg),_DEJ2000(deg),RAJ2000(deg),DEJ2000(deg),IRAC1(mag),dIRAC1(mag),IRAC2(mag),dIRAC2(mag),l_IRAC3( ),IRAC3(mag),dIRAC3(mag),l_IRAC4( ),IRAC4(mag),dIRAC4(mag),l_MIPS24( ),MIPS24(mag)
109,77,21029.0,296.19858,-14.71837,19.11,,17.07,,15.55,,LPV,0.089028683,Whitelock,10474,296.19854694,-14.71823,296.198547,-14.71823,13.11,-0.04,12.57,-0.02, ,11.96,0.01, ,11.61,0.12, ,11.01
110,56,40114.0,296.19916,-14.8616,20.21,,18.61,,16.99,,LPV,0.067399633,Whitelock,10542,296.19918806,-14.86156,296.199188,-14.86156,14.53,-0.06,13.9,-0.04, ,13.32,-0.01, ,12.94,0.03, ,10.88
111,268,,296.199615,-14.7809,18.414,,17.421,,17.201,,C,0.03680545,Kacharov,10591,296.19964611,-14.7809,296.199646,-14.7809,16.85,0.88,16.95,0.78, ,16.41,0.15, ,15.71,0.0,>,12.38
112,11,10968.0,296.20154,-14.81282,19.18,0.6,17.3,0.3,15.91,0.2,LAV,0.030566225,Whitelock,10797,296.20153806,-14.81271,296.201538,-14.81271,14.36,0.04,13.83,-0.04, ,13.44,0.0, ,13.0,-0.07,>,13.9
113,310,,296.201691,-14.886331,16.685,,15.619,,15.007,,C,0.089268608,Kacharov,10811,296.20163,-14.88634,296.20163,-14.88634,14.34,-0.01,14.41,-0.08, ,14.49,0.01, ,14.09,-0.11,>,11.15
114,272,,296.202057,-14.847754,17.178,,16.174,,15.577,,C,0.053893843,Kacharov,10864,296.20208694,-14.84781,296.202087,-14.84781,14.86,-0.05,15.07,-0.01, ,14.97,0.03, ,14.4,-0.06,>,13.55
115,301,,296.202637,-14.773767,17.296,,16.414,,15.714,,C,0.039080829,Kacharov,10916,296.20269806,-14.77378,296.202698,-14.77378,15.17,0.0,15.48,0.13, ,15.43,0.09, ,14.78,-0.07,>,11.84
116,289,,296.20285,-14.700215,17.115,,15.986,,15.382,,C,0.105024947,Kacharov,10944,296.20288111,-14.70022,296.202881,-14.70022,15.0,-0.05,15.12,-0.07, ,15.98,0.99, ,14.77,0.03,>,12.62
117,299,,296.203827,-14.755259,17.967,,17.164,,16.598,,C,0.053282331,Kacharov,11035,296.20385694,-14.75527,296.203857,-14.75527,16.31,0.01,16.23,0.06, ,15.8,-0.22, ,15.78,0.0,>,12.14
118,151,,296.204498,-14.674287,18.32,,17.55,,17.28,,C,0.129910664,Sibbons,11108,296.20455889,-14.67432,296.204559,-14.67432,16.83,0.29,16.96,0.32, ,16.67,0.0,>,16.17,0.0,>,12.2
119,370,,296.204712,-14.849141,17.306,,16.262,,15.565,,C,0.053786418,Kacharov,11127,296.20474194,-14.84915,296.204742,-14.84915,15.01,-0.07,15.08,-0.11, ,15.26,-0.15, ,14.57,-0.03,>,12.31
120,278,,296.206696,-14.92662,16.997,,15.861,,15.147,,C,0.127104598,Kacharov,11320,296.206665,-14.92663,296.206665,-14.92663,14.53,-0.03,14.7,-0.07, ,14.82,-0.11, ,14.38,-0.27,>,12.56
121,297,,296.207184,-14.745038,17.006,,15.993,,15.379,,C,0.06105533,Kacharov,11374,296.20721389,-14.74505,296.207214,-14.74505,14.72,-0.07,14.75,-0.11, ,14.61,-0.15, ,14.26,-0.15,>,12.95
122,195,,296.207458,-14.896397,17.39,,16.58,,16.2,,C ,0.097372205,Sibbons,11396,296.20745806,-14.89638,296.207458,-14.89638,15.69,-0.09,15.82,-0.05, ,15.48,-0.16, ,15.05,-0.17,>,13.98
123,162,,296.208191,-14.797331,17.67,,16.91,,16.45,,C,0.022236443,Sibbons,11473,296.20825194,-14.79721,296.208252,-14.79721,15.98,-0.01,16.19,0.11, ,16.05,0.38, ,15.51,0.14,>,12.88
124,267,,296.208893,-14.769947,17.025,,16.201,,15.758,,C,0.038103204,Kacharov,11540,296.20898389,-14.76994,296.208984,-14.76994,15.26,0.04,15.2,-0.03, ,14.99,-0.17, ,14.9,-0.15,>,13.0
125,46,12751.0,296.21027,-14.75973,17.89,,16.91,,16.29,,LPV,0.046349072,Whitelock,11678,296.21023611,-14.75964,296.210236,-14.75964,15.66,0.6,15.64,0.67, ,15.39,0.84, ,15.17,0.57,>,12.21
126,26,30924.0,296.21112,-14.91074,19.46,0.36,17.55,0.2,16.25,0.13,LAV,0.110692002,Whitelock,11767,296.21112111,-14.91068,296.211121,-14.91068,14.63,-0.02,14.12,-0.02, ,13.66,0.03, ,13.28,0.07,>,12.51
127,270,,296.212219,-14.830112,17.27,,16.343,,16.036,,C,0.033542679,Kacharov,11890,296.21225,-14.83015,296.21225,-14.83015,15.54,-0.09,15.72,0.04, ,15.49,-0.88, ,15.7,0.6,>,12.54
128,167,,296.212616,-14.82485,17.39,,16.56,,16.25,,C ,0.0289744,Sibbons,11915,296.21252389,-14.82485,296.212524,-14.82485,15.82,0.11,15.96,0.16, ,15.98,0.17, ,15.37,-0.54,>,12.9
129,106,,296.21267,-14.87307,17.66,,16.8,,16.47,,C,0.073473049,Sibbons,11916,296.21252389,-14.87303,296.212524,-14.87303,15.79,0.03,15.98,0.17, ,15.75,0.01, ,15.33,0.0, ,10.42
130,57,11059.0,296.21259,-14.80142,18.38,,16.9,,15.79,,LPV,0.017411795,Whitelock,11924,296.212585,-14.80132,296.212585,-14.80132,14.47,-0.11,14.02,-0.1, ,13.67,-0.07, ,13.43,-0.05,>,12.26
131,44,20004.0,296.21293,-14.73224,13.72,,12.97,,12.57,,O,0.071497621,Whitelock,11967,296.21295194,-14.73218,296.212952,-14.73218,12.38,-0.04,12.11,-0.02, ,11.74,0.06, ,11.14,0.05, ,9.14
132,39,20134.0,296.21322,-14.68097,16.35,,15.55,,15.07,,O,0.121860816,Whitelock,11993,296.21319611,-14.68089,296.213196,-14.68089,14.2,-0.02,14.06,-0.04, ,13.83,-0.05, ,13.5,-0.03, ,11.74
133,160,,296.213776,-14.783867,17.89,,17.08,,16.72,,C,0.024086614,Sibbons,12062,296.21383694,-14.7839,296.213837,-14.7839,16.26,0.17,16.31,0.16, ,16.36,-0.31, ,15.61,-0.72,>,12.2
134,1,10784.0,296.21545,-14.83469,17.45,0.03,16.53,0.04,16.2,0.06,S,0.036083554,Whitelock,12238,296.215485,-14.83459,296.215485,-14.83459,15.96,-0.19,16.11,-0.2, ,16.11,0.0, ,15.85,0.0, ,11.2
135,80,10807.0,296.21631,-14.83196,20.37,,18,,15.89,,LPV,0.033240039,Whitelock,12315,296.21627806,-14.83186,296.216278,-14.83186,14.12,-0.05,13.12,-0.05, ,12.45,0.0, ,11.91,0.17, ,9.97
136,71,12445.0,296.21661,-14.79057,20.26,,18.34,,16.43,,LPV,0.017392588,Whitelock,12348,296.21664389,-14.79046,296.216644,-14.79046,14.73,0.04,14.0,-0.04, ,13.51,0.13, ,12.88,-0.06, ,11.35
137,58,11296.0,296.21729,-14.77647,18.37,,16.99,,15.78,,LPV,0.028223821,Whitelock,12416,296.217285,-14.77642,296.217285,-14.77642,14.29,0.02,13.83,-0.08, ,13.72,-0.01, ,13.24,0.0,>,12.24
138,87,30430.0,296.21802,-14.92573,17.67,,16.56,,15.86,,C,0.124637089,Whitelock,12495,296.21804806,-14.92567,296.218048,-14.92567,15.22,-0.06,15.26,-0.09, ,15.25,0.07, ,14.65,-0.12,>,12.39
139,38,30133.0,296.21816,-14.88035,16.3,,15.53,,15.09,,O,0.079565872,Whitelock,12508,296.21817,-14.88028,296.21817,-14.88028,14.29,-0.05,14.21,-0.01, ,14.02,-0.02, ,13.84,-0.15,>,11.14
140,367,,296.219086,-14.802538,17.309,,16.477,,15.994,,C,0.010948462,Kacharov,12589,296.219055,-14.8026,296.219055,-14.8026,15.66,-0.07,15.65,-0.24, ,15.33,-0.21, ,14.93,-0.08,>,12.26
141,98,,296.22033,-14.72841,18.26,,17.25,,17.15,,C,0.073895443,Sibbons,12729,296.22042806,-14.72842,296.220428,-14.72842,16.63,-0.07,16.7,-0.11, ,16.92,0.0, ,15.36,0.0, ,9.89
142,369,,296.22171,-14.839417,17.929,,17,,16.501,,C,0.038646605,Kacharov,12878,296.22171,-14.83946,296.22171,-14.83946,16.02,0.04,16.07,0.1, ,15.74,-0.42, ,15.95,0.23,>,11.99
143,59,30928.0,296.22229,-14.90997,18.95,,17.42,,16.28,,LPV,0.108574095,Whitelock,12939,296.22232111,-14.9099,296.222321,-14.9099,14.45,-0.04,13.93,-0.06, ,13.57,-0.07, ,13.33,0.06,>,12.71
144,96,,296.22287,-14.71018,17.6,,16.76,,16.37,,C,0.091767407,Sibbons,12991,296.2229,-14.7102,296.2229,-14.7102,16.05,0.07,16.02,0.01, ,15.76,0.22, ,14.86,0.06,>,10.31
145,37,10184.0,296.22364,-14.77473,16.44,,15.58,,15.13,,O,0.027680556,Whitelock,13064,296.22360194,-14.77464,296.223602,-14.77464,14.34,0.01,14.19,-0.02, ,14.03,-0.08, ,13.49,0.07,>,12.42
146,145,,296.223907,-14.922441,17.22,,16.33,,15.81,,C,0.120924601,Sibbons,13107,296.22393806,-14.92243,296.223938,-14.92243,15.16,-0.04,14.97,-0.01, ,14.62,0.03, ,14.5,0.04,>,12.42
147,105,,296.22512,-14.86821,17.31,,16.58,,16.32,,C,0.066718708,Sibbons,13253,296.22515889,-14.86821,296.225159,-14.86821,15.94,0.19,15.81,0.06, ,15.66,0.03, ,15.42,-0.03,>,14.0
148,52,20239.0,296.22632,-14.72554,18.04,,16.71,,15.66,,LPV,0.076218891,Whitelock,13371,296.22631806,-14.72547,296.226318,-14.72547,14.43,-0.01,14.16,-0.03, ,13.76,-0.01, ,13.51,-0.06,>,10.13
149,29,40275.0,296.22681,-14.75065,17.13,0.34,15.92,0.29,15.11,0.28,LAV,0.051119629,Whitelock,13419,296.22674611,-14.75058,296.226746,-14.75058,14.43,-0.04,14.45,-0.03, ,14.15,-0.06, ,13.67,-0.2, ,11.91
150,373,,296.226807,-14.881382,17.365,,16.369,,15.908,,C,0.079775925,Kacharov,13426,296.22683694,-14.88139,296.226837,-14.88139,15.34,-0.07,15.32,-0.06, ,15.08,-0.25, ,14.89,-0.27,>,11.97
151,93,10032.0,296.22696,-14.80191,14.48,,13.66,,13.34,,s,0.0030494589684059,Whitelock,13439,296.22695889,-14.80182,296.226959,-14.80182,13.3,-0.05,13.09,-0.02, ,12.76,-0.07, ,12.48,-0.03, ,10.82
152,372,,296.227081,-14.876891,17.543,,16.457,,15.858,,C,0.075277616,Kacharov,13467,296.22717306,-14.87691,296.227173,-14.87691,15.43,0.15,15.37,0.05, ,15.24,-0.31, ,15.05,-0.06,>,13.11
153,14,11403.0,296.22778,-14.76111,18.35,0.34,17.01,0.15,16.18,0.09,LAV,0.040620709,Whitelock,13521,296.22772194,-14.76104,296.227722,-14.76104,15.14,-0.05,15.03,-0.09, ,14.9,-0.09, ,14.84,0.44, ,11.42
154,63,11140.0,296.22876,-14.79337,18.75,,17.25,,15.93,,LPV,0.008392115,Whitelock,13627,296.22872889,-14.79328,296.228729,-14.79328,14.19,0.02,13.55,0.01, ,13.13,0.0, ,12.66,0.05, ,10.85
155,97,,296.22888,-14.72012,17.5,,16.56,,16.3,,C,0.081557691,Sibbons,13665,296.22900389,-14.72017,296.229004,-14.72017,15.93,0.19,15.96,0.1, ,16.01,-0.09, ,16.08,0.0, ,10.02
156,159,,296.229034,-14.781347,17.61,,16.51,,15.94,,C,0.020345945,Sibbons,13686,296.22924806,-14.78127,296.229248,-14.78127,15.34,0.07,15.52,0.08, ,15.2,-0.41, ,14.99,-0.39,>,12.96
157,91,20657.0,296.22934,-14.65254,17.98,,16.59,,15.56,,C,0.14913146,Whitelock,13694,296.22934,-14.65249,296.22934,-14.65249,14.6,0.0,14.26,-0.08, ,14.14,0.06, ,13.65,-0.07, ,11.03
158,169,,296.233093,-14.830748,17.39,,16.6,,16.31,,C ,0.029242037,Sibbons,14100,296.23315389,-14.83075,296.233154,-14.83075,15.83,0.09,15.82,-0.04, ,15.89,0.01, ,15.85,-0.07,>,12.24
159,30,40327.0,296.23346,-14.74996,17.71,0.18,16.93,0.23,16.52,0.18,LAV,0.051825628,Whitelock,14125,296.23339806,-14.7499,296.233398,-14.7499,15.85,0.03,15.82,-0.01, ,15.8,-0.23, ,15.58,-0.76,>,12.16
160,108,,296.233887,-14.671288,17.14,,16.26,,16.01,,C,0.130439928,Sibbons,14180,296.23394806,-14.67129,296.233948,-14.67129,15.77,0.04,15.82,-0.09, ,15.62,-0.38, ,15.18,-0.09,>,12.83
161,10,10501.0,296.23456,-14.7733,18.0,0.37,16.56,0.32,15.48,0.27,LAV,0.028734135,Whitelock,14238,296.23455806,-14.77322,296.234558,-14.77322,14.13,-0.06,13.91,-0.05, ,13.65,-0.1, ,13.32,-0.07,>,13.05
162,155,,296.234558,-14.767653,16.96,,16.04,,15.62,,C,0.034321009,Sibbons,14253,296.23465,-14.76764,296.23465,-14.76764,15.07,0.02,15.17,-0.02, ,15.16,-0.2, ,15.03,-0.06,>,12.28
163,171,,296.234772,-14.862573,17.71,,16.99,,16.68,,C ,0.061089667,Sibbons,14271,296.23483306,-14.86258,296.234833,-14.86258,16.16,0.19,16.21,0.1, ,16.22,0.17, ,15.35,-0.23,>,12.5
164,45,10817.0,296.23639,-14.83054,17.7,,16.76,,16.04,,LPV,0.029568717,Whitelock,14443,296.23635889,-14.83041,296.236359,-14.83041,14.94,-0.03,14.69,-0.03, ,14.74,0.07, ,14.17,-0.07,>,12.28
165,104,,296.23651,-14.79789,17.25,,16.52,,16.22,,C,0.007527848,Sibbons,14449,296.23645,-14.79791,296.23645,-14.79791,15.82,-0.14,15.79,-0.21, ,15.53,0.42, ,14.66,0.96, ,8.84
166,40,40363.0,296.23649,-14.85697,19.18,,17.73,,16.32,,C,0.05567953,Whitelock,14457,296.23651111,-14.85692,296.236511,-14.85692,14.34,0.28,13.63,0.11, ,13.08,0.14, ,12.53,0.1, ,11.63
167,137,,296.236908,-14.87212,18.02,,17.07,,16.82,,C,0.070787873,Sibbons,14506,296.23693806,-14.87214,296.236938,-14.87214,16.27,-0.11,16.37,-0.3, ,16.16,0.0, ,15.77,0.0,>,12.55
168,67,31168.0,296.23883,-14.87026,19.49,,17.5,,15.82,,LPV,0.069156034,Whitelock,14713,296.23883111,-14.87026,296.238831,-14.87026,13.81,-0.03,13.18,-0.07, ,12.73,-0.04, ,12.43,0.11, ,11.39
169,94,10074.0,296.24005,-14.80796,14.74,,13.94,,13.66,,s,0.0118560786097075,Whitelock,14836,296.24011194,-14.80786,296.240112,-14.80786,13.4,-0.01,13.25,-0.03, ,12.98,-0.01, ,12.62,-0.02, ,11.42
170,60,13106.0,296.24048,-14.84939,19.1,,17.38,,15.96,,LPV,0.048857229,Whitelock,14870,296.24050889,-14.84932,296.240509,-14.84932,14.7,-0.03,14.04,-0.03, ,13.41,-0.08, ,13.1,0.11,>,12.56
171,170,,296.241516,-14.846167,18.41,,17.3,,16.36,,C ,0.045963042,Sibbons,14970,296.241455,-14.84612,296.241455,-14.84612,15.51,0.01,15.28,-0.05, ,15.03,-0.04, ,15.07,-0.04,>,12.41
172,19,13390.0,296.24246,-14.82114,19.99,0.74,18.4,0.44,16.77,0.21,LAV,0.023115633,Whitelock,15081,296.24246194,-14.82105,296.242462,-14.82105,14.64,-0.07,14.0,-0.09, ,13.51,-0.11, ,13.23,0.04, ,12.0
173,62,30920.0,296.24246,-14.91158,18.95,,17.21,,15.86,,LPV,0.110614012,Whitelock,15087,296.24249306,-14.91156,296.242493,-14.91156,14.04,-0.12,13.53,-0.05, ,13.14,-0.02, ,12.87,-0.01,>,12.23
174,65,10753.0,296.24295,-14.83836,18.4,,17.06,,15.88,,LPV,0.038908336,Whitelock,15132,296.24298111,-14.83828,296.242981,-14.83828,14.25,-0.01,13.64,-0.03, ,13.04,-0.05, ,12.61,0.06, ,11.44
175,343,,296.244141,-14.813117,17.32,,16.187,,15.349,,C,0.018193452,Kacharov,15278,296.24420194,-14.81313,296.244202,-14.81313,14.65,-0.12,14.79,-0.12, ,14.84,-0.22, ,14.33,-0.16,>,12.92
176,342,,296.244385,-14.810474,16.872,,15.96,,15.476,,C,0.016865309,Kacharov,15302,296.244415,-14.81048,296.244415,-14.81048,15.01,-0.12,15.1,-0.12, ,15.04,0.0, ,14.51,0.05, ,11.17
177,153,,296.244446,-14.75467,17.25,,16.49,,16.22,,C,0.04916998,Sibbons,15312,296.24447611,-14.75469,296.244476,-14.75469,15.78,0.01,15.9,0.04, ,16.01,-0.26, ,15.62,0.0,>,12.71
178,349,,296.244781,-14.845008,17.719,,16.678,,16.005,,C,0.045789302,Kacharov,15341,296.24478111,-14.84503,296.244781,-14.84503,15.03,0.0,14.67,-0.05, ,14.24,-0.18, ,14.17,-0.09,>,12.59
179,103,,296.24578,-14.7865,17.58,,16.73,,16.46,,C,0.021889205,Sibbons,15436,296.24566694,-14.78655,296.245667,-14.78655,16.05,-0.18,16.19,-0.11, ,16.64,0.42, ,15.9,1.68, ,9.62
180,31,40419.0,296.24622,-14.86655,17.98,0.08,16.67,0.06,15.79,0.08,LAV,0.066876773,Whitelock,15492,296.24627694,-14.86645,296.246277,-14.86645,14.93,-0.08,14.92,-0.09, ,14.94,-0.13, ,14.46,0.09,>,12.87
181,64,20439.0,296.2464,-14.73473,19.15,,17.32,,15.77,,LPV,0.068919689,Whitelock,15512,296.24642889,-14.73465,296.246429,-14.73465,13.56,-0.01,12.9,-0.07, ,12.46,-0.02, ,12.05,0.08, ,10.87
182,152,,296.247101,-14.722958,18.13,,17.27,,17.03,,C,0.080548266,Sibbons,15596,296.24710111,-14.72296,296.247101,-14.72296,16.7,0.64,16.59,0.51, ,16.12,0.21, ,15.83,0.07,>,12.48
183,18,12711.0,296.24728,-14.76419,18.94,1.05,17.79,0.92,16.8,0.63,LAV,0.041271646,Whitelock,15618,296.24728389,-14.76411,296.247284,-14.76411,16.43,0.26,15.87,0.08, ,15.41,-0.21, ,15.34,-0.04,>,12.29
184,114,,296.248596,-14.689795,17.26,,16.43,,16.11,,C,0.113409994,Sibbons,15748,296.24865694,-14.6898,296.248657,-14.6898,15.68,0.01,15.92,0.05, ,15.54,-0.24, ,15.17,-0.21,>,12.69
185,331,,296.248871,-14.764977,17.11,,15.994,,15.228,,C,0.041261252,Kacharov,15778,296.24890111,-14.76497,296.248901,-14.76497,14.5,-0.06,14.56,-0.09, ,14.62,0.02, ,14.12,0.23, ,11.07
186,16,12070.0,296.24905,-14.81619,17.49,0.09,16.92,0.21,15.98,0.27,LAV,0.023952722,Whitelock,15808,296.24908389,-14.81614,296.249084,-14.81614,14.0,-0.05,13.3,-0.08, ,12.79,-0.06, ,12.38,0.05,>,12.13
187,41,10198.0,296.25088,-14.76786,15.5,,14.68,,14.19,,O,0.039737772,Whitelock,15995,296.250885,-14.76778,296.250885,-14.76778,13.35,-0.03,13.14,-0.03, ,12.95,-0.02, ,12.76,0.06, ,11.11
188,143,,296.251007,-14.9064,17.96,,17.09,,16.77,,C,0.106816043,Sibbons,16022,296.25109889,-14.90636,296.251099,-14.90636,16.27,0.16,16.22,0.18, ,16.02,0.32, ,15.71,0.39,>,12.56
189,339,,296.251434,-14.798083,17.625,,16.616,,16.058,,C,0.021732071,Kacharov,16062,296.251465,-14.79806,296.251465,-14.79806,15.54,0.44,15.68,0.53, ,15.31,-0.62, ,14.57,0.22, ,11.0
190,330,,296.252136,-14.757003,17.914,,16.978,,16.427,,C,0.049851212,Kacharov,16135,296.25213611,-14.757,296.252136,-14.757,15.8,0.01,15.77,0.08, ,15.47,-0.06, ,15.02,-0.59,>,12.3
191,35,11226.0,296.25229,-14.78475,17.49,,16.54,,16.08,,O,0.027984469,Whitelock,16162,296.25231889,-14.78467,296.252319,-14.78467,15.36,0.32,15.38,0.37, ,15.11,0.28, ,14.53,0.36, ,11.4
192,17,12660.0,296.25348,-14.76936,18.38,0.35,16.83,0.3,15.54,0.27,LAV,0.039940537,Whitelock,16282,296.25351,-14.76931,296.25351,-14.76931,13.89,0.01,13.41,-0.03, ,13.07,-0.03, ,12.69,0.0,>,12.6
193,4,12050.0,296.25427,-14.81764,18.17,0.07,17.25,0.1,16.7,0.05,S,0.029052948,Whitelock,16379,296.25433306,-14.81753,296.254333,-14.81753,15.92,0.26,15.68,0.13, ,15.7,0.25, ,14.84,0.16,>,12.12
194,6,10326.0,296.25522,-14.82579,16.82,0.03,15.86,0.03,15.52,0.02,S,0.034897318,Whitelock,16477,296.25524889,-14.82573,296.255249,-14.82573,15.35,0.08,15.45,0.09, ,15.14,-0.11, ,15.27,-0.5,>,11.95
195,341,,296.256256,-14.807403,17.424,,16.327,,15.554,,C,0.026874613,Kacharov,16596,296.25631694,-14.8074,296.256317,-14.8074,14.97,-0.01,15.02,-0.05, ,14.72,0.03, ,13.48,0.11, ,10.91
196,76,13293.0,296.25696,-14.83051,20.3,,18.37,,16.42,,LPV,0.039478946,Whitelock,16671,296.25698889,-14.83044,296.256989,-14.83044,14.38,0.0,13.54,-0.02, ,12.91,0.01, ,12.19,0.04, ,10.64
197,75,11299.0,296.25732,-14.77645,19.06,,17.3,,15.73,,LPV,0.037181054,Whitelock,16698,296.257355,-14.77634,296.257355,-14.77634,13.54,-0.04,12.96,-0.05, ,12.59,0.01, ,11.99,-0.05, ,11.92
198,347,,296.257324,-14.837327,18.011,,17.107,,16.687,,C,0.044922407,Kacharov,16705,296.257385,-14.83734,296.257385,-14.83734,15.99,-0.05,16.0,-0.07, ,15.81,-0.7, ,15.51,0.06,>,12.27
199,348,,296.257874,-14.842669,17.395,,16.265,,15.595,,C,0.049576989,Kacharov,16763,296.257965,-14.84268,296.257965,-14.84268,14.93,-0.05,15.04,-0.09, ,14.91,-0.17, ,14.48,0.07,>,12.79
200,161,,296.257843,-14.793209,17.91,,17.14,,16.88,,C,0.029100192,Sibbons,16774,296.25805694,-14.79324,296.258057,-14.79324,16.46,0.64,16.51,0.63, ,16.42,0.93, ,15.69,1.22, ,11.9
201,82,30268.0,296.25891,-14.88796,16.73,,15.44,,14.45,,LPV,0.091004133,Whitelock,16861,296.25894194,-14.88794,296.258942,-14.88794,12.98,-0.02,12.43,-0.03, ,12.07,-0.01, ,11.07,0.08, ,8.97
202,344,,296.259552,-14.815343,17.428,,16.335,,15.717,,C,0.032561812,Kacharov,16931,296.25961306,-14.81533,296.259613,-14.81533,14.97,-0.09,15.11,-0.08, ,15.03,-0.29, ,14.73,-0.05,>,12.35
203,345,,296.259796,-14.82215,17.409,,16.47,,16.006,,C,0.036155664,Kacharov,16955,296.25979611,-14.82211,296.259796,-14.82211,15.42,-0.01,15.4,-0.1, ,15.21,-0.12, ,15.1,-0.43,>,12.0
204,110,,296.259827,-14.684196,17.31,,16.47,,16.21,,C,0.121201446,Sibbons,16970,296.25991806,-14.68419,296.259918,-14.68419,15.93,0.0,15.88,-0.15, ,16.04,0.3, ,15.3,0.0,>,12.54
205,32,40493.0,296.26105,-14.73764,18.29,0.15,16.78,0.16,15.38,0.19,LAV,0.07116139,Whitelock,17075,296.26107806,-14.73758,296.261078,-14.73758,13.9,-0.03,13.51,-0.05, ,13.18,0.01, ,12.74,0.03,>,13.32
206,354,,296.261169,-14.861171,18.091,,17.198,,16.647,,C,0.067170496,Kacharov,17092,296.26126111,-14.86125,296.261261,-14.86125,16.0,0.09,15.93,0.01, ,15.89,-0.16, ,15.63,0.03,>,12.53
207,139,,296.261414,-14.883708,17.94,,17.07,,16.79,,C,0.087846872,Sibbons,17101,296.26132194,-14.88373,296.261322,-14.88373,16.32,0.09,16.18,0.04, ,16.19,-0.31, ,15.79,0.0,>,12.2
208,333,,296.261536,-14.769683,17.345,,16.483,,16.072,,C,0.044918676,Kacharov,17128,296.26156611,-14.76971,296.261566,-14.76971,15.65,0.09,15.6,-0.01, ,15.54,-0.15, ,15.01,-0.37,>,12.48
209,358,,296.262299,-14.882443,16.354,,15.396,,14.905,,C,0.086991396,Kacharov,17202,296.26232889,-14.88244,296.262329,-14.88244,14.07,-0.05,14.06,-0.07, ,14.19,0.34, ,13.67,0.02,>,12.19
210,350,,296.262543,-14.847853,17.049,,16.052,,15.442,,C,0.056497047,Kacharov,17229,296.26260389,-14.84786,296.262604,-14.84786,14.86,0.23,14.94,0.24, ,14.85,0.05, ,14.36,0.37,>,13.59
211,323,,296.263336,-14.708953,17.071,,16.053,,15.567,,C,0.098527818,Kacharov,17312,296.26336694,-14.70896,296.263367,-14.70896,15.4,-0.04,15.28,-0.07, ,15.18,-0.36, ,14.85,0.03,>,12.58
212,346,,296.264984,-14.824442,18.374,,17.308,,17.061,,C,0.041742595,Kacharov,17488,296.26498389,-14.8244,296.264984,-14.8244,17.12,1.1,16.87,0.85, ,16.28,0.63, ,16.29,0.54,>,12.14
213,324,,296.264954,-14.715384,17.411,,16.435,,16.041,,C,0.093097024,Kacharov,17489,296.265015,-14.71538,296.265015,-14.71538,15.65,0.13,15.69,0.13, ,15.62,-0.33, ,15.39,-0.1, ,11.15
214,68,21671.0,296.26569,-14.72024,19.78,,17.78,,16.16,,LPV,0.088907936,Whitelock,17569,296.26568611,-14.72019,296.265686,-14.72019,13.91,-0.04,13.28,-0.07, ,12.85,0.03, ,12.51,0.06, ,9.83
215,66,40520.0,296.26687,-14.74039,18.41,,16.86,,15.51,,LPV,0.071516678,Whitelock,17706,296.26687611,-14.74033,296.266876,-14.74033,13.57,-0.04,13.06,-0.06, ,12.65,-0.01, ,12.24,0.2, ,10.81
216,43,10091.0,296.26702,-14.76311,15.46,,14.67,,14.18,,O,0.053454223,Whitelock,17719,296.26702889,-14.76307,296.267029,-14.76307,13.83,0.22,13.63,0.21, ,13.37,0.17, ,13.19,0.13, ,11.35
217,360,,296.266968,-14.910404,17.84,,16.579,,15.701,,C,0.114846488,Kacharov,17720,296.26702889,-14.91036,296.267029,-14.91036,15.15,0.12,15.32,0.29, ,15.24,0.18, ,14.7,0.31,>,12.37
218,23,20614.0,296.2677,-14.68061,19.6,1.62,17.6,0.76,16.3,0.53,LAV,0.126794375,Whitelock,17789,296.2677,-14.68058,296.2677,-14.68058,14.36,-0.03,13.99,-0.08, ,13.71,-0.07, ,13.42,-0.06,>,12.11
219,21,20438.0,296.27051,-14.73481,19.39,0.38,17.7,0.27,16.08,0.21,LAV,0.07817493,Whitelock,18092,296.27050806,-14.73476,296.270508,-14.73476,14.01,-0.03,13.47,-0.06, ,13.07,-0.04, ,12.67,0.08, ,11.86
220,13,11401.0,296.27222,-14.76143,18.09,0.24,16.73,0.17,15.62,0.07,LAV,0.058324832,Whitelock,18255,296.27218611,-14.76137,296.272186,-14.76137,14.62,-0.06,14.49,-0.02, ,14.37,0.02, ,13.95,0.01,>,13.17
221,33,40538.0,296.2731,-14.75146,17.31,0.16,16.57,0.17,15.96,0.2,LAV,0.066171399,Whitelock,18344,296.27310194,-14.75142,296.273102,-14.75142,15.47,0.05,14.95,-0.07, ,14.88,-0.08, ,14.61,0.06, ,11.94
222,2,11004.0,296.27341,-14.80861,17.6,0.03,16.62,0.03,16.27,0.05,S,0.043961252,Whitelock,18384,296.27343806,-14.80854,296.273438,-14.80854,15.96,-0.09,16.12,-0.02, ,15.61,-0.28, ,15.69,-0.06,>,11.96
223,164,,296.274109,-14.800164,17.57,,16.75,,16.4,,C,0.044134702,Sibbons,18463,296.27417,-14.80017,296.27417,-14.80017,15.99,-0.04,16.15,-0.06, ,16.03,-0.06, ,16.27,0.24,>,12.04
