,index,RAJ2000,DEJ2000,Jmag,Hmag,Kmag,SpType,Ref,Rmag
37,37.0,296.29919,-14.69143,17.56,16.22,15.16,C,Whitelock,
38,38.0,296.17957,-14.77527,18.02,16.56,15.45,C,Whitelock,
39,39.0,296.24246,-14.91158,18.95,17.21,15.86,C,Whitelock,
40,40.0,296.23649,-14.85697,19.18,17.73,16.32,C,Whitelock,
41,41.0,296.22876,-14.79337,18.75,17.25,15.93,C,Whitelock,
42,42.0,296.2464,-14.73473,19.15,17.32,15.77,C,Whitelock,
43,43.0,296.24295,-14.83836,18.4,17.06,15.88,C,Whitelock,
44,44.0,296.26687,-14.74039,18.41,16.86,15.51,C,Whitelock,
45,45.0,296.23883,-14.87026,19.49,17.5,15.82,C,Whitelock,
46,46.0,296.26569,-14.72024,19.78,17.78,16.16,C,Whitelock,
47,47.0,296.21774,-14.78943,19.12,17.42,15.9,C,Whitelock,
48,48.0,296.29114,-14.6977,19.24,17.62,16.03,C,Whitelock,
49,49.0,296.21661,-14.79057,20.26,18.34,16.43,C,Whitelock,
50,50.0,296.29965,-14.69757,18.16,16.62,15.42,C,Whitelock,
51,51.0,296.28125,-14.67393,20.16,18.21,16.25,C,Whitelock,
52,52.0,296.28897,-14.81087,19.93,17.89,16.24,C,Whitelock,
53,53.0,296.25732,-14.77645,19.06,17.3,15.73,C,Whitelock,
54,54.0,296.25696,-14.83051,20.3,18.37,16.42,C,Whitelock,
55,55.0,296.19858,-14.71837,19.11,17.07,15.55,C,Whitelock,
56,56.0,296.19682,-14.75119,19.69,17.43,15.69,C,Whitelock,
57,57.0,296.28424,-14.80892,20.5,18.1,16.1,C,Whitelock,
58,58.0,296.21631,-14.83196,20.37,18.0,15.89,C,Whitelock,
59,59.0,296.29793,-14.74687,20.4,18.08,16.11,C,Whitelock,
60,60.0,296.25891,-14.88796,16.73,15.44,14.45,C,Whitelock,
61,61.0,296.17892,-14.82286,17.52,16.53,16.19,S,Whitelock,
62,62.0,296.21545,-14.83469,17.45,16.53,16.2,S,Whitelock,
63,63.0,296.27341,-14.80861,17.6,16.62,16.27,S,Whitelock,
64,64.0,296.28308,-14.80497,17.46,16.55,16.22,S,Whitelock,
65,65.0,296.25427,-14.81764,18.17,17.25,16.7,S,Whitelock,
66,66.0,296.19156,-14.89296,17.76,16.85,16.51,S,Whitelock,
67,67.0,296.25522,-14.82579,16.82,15.86,15.52,S,Whitelock,
68,68.0,296.29922,-14.8365,17.87,16.35,14.98,LAV,Whitelock,
69,69.0,296.19168,-14.82965,18.32,16.8,15.67,LAV,Whitelock,
70,70.0,296.28415,-14.81194,17.33,15.94,15.04,LAV,Whitelock,
71,71.0,296.23456,-14.7733,18.0,16.56,15.48,LAV,Whitelock,
72,72.0,296.20154,-14.81282,19.18,17.3,15.91,LAV,Whitelock,
73,73.0,296.18323,-14.76308,18.39,16.94,15.82,LAV,Whitelock,
74,74.0,296.27222,-14.76143,18.09,16.73,15.62,LAV,Whitelock,
75,75.0,296.22778,-14.76111,18.35,17.01,16.18,LAV,Whitelock,
76,76.0,296.27774,-14.82287,18.46,17.17,16.13,LAV,Whitelock,
77,77.0,296.24905,-14.81619,17.49,16.92,15.98,LAV,Whitelock,
78,78.0,296.25348,-14.76936,18.38,16.83,15.54,LAV,Whitelock,
79,79.0,296.24728,-14.76419,18.94,17.79,16.8,LAV,Whitelock,
80,80.0,296.24246,-14.82114,19.99,18.4,16.77,LAV,Whitelock,
81,81.0,296.17993,-14.75767,19.23,17.44,15.98,LAV,Whitelock,
82,82.0,296.27051,-14.73481,19.39,17.7,16.08,LAV,Whitelock,
83,83.0,296.18378,-14.68249,19.57,17.64,16.06,LAV,Whitelock,
84,84.0,296.2677,-14.68061,19.6,17.6,16.3,LAV,Whitelock,
85,85.0,296.17764,-14.6424,18.63,17.47,16.42,LAV,Whitelock,
86,86.0,296.26511,-14.96155,18.07,17.09,16.45,LAV,Whitelock,
87,87.0,296.21112,-14.91074,19.46,17.55,16.25,LAV,Whitelock,
88,88.0,296.30179,-14.90356,19.75,17.75,15.96,LAV,Whitelock,
89,89.0,296.18011,-14.75091,17.02,16.27,15.81,LAV,Whitelock,
90,90.0,296.22681,-14.75065,17.13,15.92,15.11,LAV,Whitelock,
91,91.0,296.23346,-14.74996,17.71,16.93,16.52,LAV,Whitelock,
92,92.0,296.24622,-14.86655,17.98,16.67,15.79,LAV,Whitelock,
93,93.0,296.26105,-14.73764,18.29,16.78,15.38,LAV,Whitelock,
94,94.0,296.2731,-14.75146,17.31,16.57,15.96,LAV,Whitelock,
95,95.0,296.22696,-14.80191,14.48,13.66,13.34,RSG,Whitelock,
96,96.0,296.24005,-14.80796,14.74,13.94,13.66,RSG,Whitelock,
97,97.0,296.20816,-14.72616,14.09,13.21,12.83,RSG,Whitelock,
98,98.0,296.24301,-14.74652,14.1,13.3,12.99,RSG,Whitelock,
99,0.0,296.22287,-14.71018,17.6,16.76,16.37,Ce  ,Sibbons,
100,1.0,296.22888,-14.72012,17.5,16.56,16.3,Ce  ,Sibbons,
101,2.0,296.22033,-14.72841,18.26,17.25,17.15,Ce  ,Sibbons,
102,3.0,296.12738,-14.73369,17.56,16.81,16.41,Ce  ,Sibbons,
103,4.0,296.31088,-14.73645,17.18,16.31,15.91,Ce  ,Sibbons,
104,5.0,296.28564,-14.74075,16.67,15.62,15.09,Ce: ,Sibbons,
105,6.0,296.18609,-14.7787,16.72,15.9,15.54,Ce  ,Sibbons,
106,7.0,296.24578,-14.7865,17.58,16.73,16.46,Ce: ,Sibbons,
107,8.0,296.23651,-14.79789,17.25,16.52,16.22,Ce  ,Sibbons,
108,9.0,296.22512,-14.86821,17.31,16.58,16.32,Ce  ,Sibbons,
109,10.0,296.21267,-14.87307,17.66,16.8,16.47,Ce  ,Sibbons,
110,11.0,296.117004,-14.632751,16.46,15.59,15.26,C:  ,Sibbons,
111,12.0,296.233887,-14.671288,17.14,16.26,16.01,C   ,Sibbons,
112,13.0,296.259827,-14.684196,17.31,16.47,16.21,C   ,Sibbons,
113,14.0,296.411377,-14.685686,17.47,16.58,16.11,C:  ,Sibbons,
114,15.0,296.156006,-14.687428,17.31,16.25,15.68,Ce: ,Sibbons,
115,16.0,296.179413,-14.688039,17.24,16.35,16.08,C   ,Sibbons,
116,17.0,296.248596,-14.689795,17.26,16.43,16.11,C   ,Sibbons,
117,18.0,296.286774,-14.697333,17.18,16.4,16.17,dK  ,Sibbons,
118,19.0,296.33078,-14.707144,15.97,15.27,14.94,dM: ,Sibbons,
119,20.0,296.350922,-14.720666,17.05,16.13,15.75,C   ,Sibbons,
120,21.0,296.375854,-14.73088,16.15,15.33,15.03,C   ,Sibbons,
121,22.0,296.436554,-14.743853,17.45,16.68,16.56,C   ,Sibbons,
122,23.0,296.234741,-14.750431,17.23,16.46,16.24,Uncl,Sibbons,
123,24.0,296.485382,-14.756809,16.74,15.93,15.63,C:  ,Sibbons,
124,25.0,296.131714,-14.759347,17.37,16.47,16.18,Ce  ,Sibbons,
125,26.0,296.112915,-14.776258,17.35,16.46,15.92,C   ,Sibbons,
126,27.0,296.152313,-14.788395,17.14,16.3,15.98,Ce  ,Sibbons,
127,28.0,296.283356,-14.789384,17.47,16.75,16.45,C   ,Sibbons,
128,29.0,296.319458,-14.789786,16.99,16.07,15.58,M:  ,Sibbons,
129,30.0,296.374786,-14.798067,17.73,16.79,16.55,C   ,Sibbons,
130,31.0,296.170349,-14.798781,17.4,16.44,15.76,Ce  ,Sibbons,
131,32.0,296.073059,-14.801702,17.62,16.74,16.46,C   ,Sibbons,
132,33.0,296.160095,-14.802064,17.38,16.61,16.35,C   ,Sibbons,
133,34.0,296.338257,-14.808908,17.41,16.5,16.05,C:  ,Sibbons,
134,35.0,296.238953,-14.8196,17.84,17.06,16.83,dKe:,Sibbons,
135,36.0,296.100708,-14.828527,16.72,15.96,15.64,C   ,Sibbons,
136,37.0,296.129822,-14.832311,17.56,16.74,16.49,C   ,Sibbons,
137,38.0,296.084503,-14.832314,17.5,16.6,16.15,C:  ,Sibbons,
138,39.0,296.434357,-14.834667,17.48,16.72,16.32,C:  ,Sibbons,
139,40.0,296.30838,-14.840508,17.25,16.46,16.08,C   ,Sibbons,
140,41.0,296.173828,-14.855554,17.84,16.97,16.65,Ce  ,Sibbons,
141,42.0,296.080383,-14.858717,16.31,15.7,15.29,C:  ,Sibbons,
142,43.0,296.28244,-14.868937,17.48,16.72,16.55,Ce  ,Sibbons,
143,44.0,296.236908,-14.87212,18.02,17.07,16.82,Ce  ,Sibbons,
144,45.0,296.096558,-14.8814,17.98,17.19,17.03,C   ,Sibbons,
145,46.0,296.261414,-14.883708,17.94,17.07,16.79,Ce  ,Sibbons,
146,47.0,296.431213,-14.889406,17.33,16.48,16.18,C:  ,Sibbons,
147,48.0,296.163086,-14.894488,16.75,15.88,15.44,C   ,Sibbons,
148,49.0,296.118591,-14.89873,16.89,16.03,15.73,C   ,Sibbons,
149,50.0,296.251007,-14.9064,17.96,17.09,16.77,Ce  ,Sibbons,
150,51.0,296.35376,-14.912353,17.22,16.35,15.96,C   ,Sibbons,
151,52.0,296.223907,-14.922441,17.22,16.33,15.81,C   ,Sibbons,
152,53.0,296.157745,-14.929084,     ,16.62,16.12,Uncl,Sibbons,
153,54.0,296.332458,-14.951111,17.76,16.91,16.48,C:  ,Sibbons,
154,55.0,296.034485,-14.951339,17.57,16.71,16.39,C   ,Sibbons,
155,56.0,296.345795,-14.960103,16.91,16.07,15.72,C:  ,Sibbons,
156,57.0,296.33786,-14.988564,16.73,15.73,15.19,C:  ,Sibbons,
157,58.0,296.281311,-14.988667,17.16,16.35,16.07,C   ,Sibbons,
158,59.0,296.204498,-14.674287,18.32,17.55,17.28,C   ,Sibbons,
159,60.0,296.247101,-14.722958,18.13,17.27,17.03,C   ,Sibbons,
160,61.0,296.244446,-14.75467,17.25,16.49,16.22,C:  ,Sibbons,
161,62.0,296.350891,-14.757086,16.98,16.22,15.85,C:  ,Sibbons,
162,63.0,296.234558,-14.767653,16.96,16.04,15.62,C   ,Sibbons,
163,64.0,296.290405,-14.774523,17.63,16.84,16.69,Ce: ,Sibbons,
164,65.0,296.278412,-14.780069,17.65,16.54,15.76,Ce: ,Sibbons,
165,66.0,296.352264,-14.780713,17.09,16.3,15.76,C:  ,Sibbons,
166,67.0,296.229034,-14.781347,17.61,16.51,15.94,Ce: ,Sibbons,
167,68.0,296.213776,-14.783867,17.89,17.08,16.72,C   ,Sibbons,
168,69.0,296.257843,-14.793209,17.91,17.14,16.88,Ce: ,Sibbons,
169,70.0,296.208191,-14.797331,17.67,16.91,16.45,Ce  ,Sibbons,
170,71.0,296.184326,-14.799191,17.83,17.03,16.78,Ce: ,Sibbons,
171,72.0,296.274109,-14.800164,17.57,16.75,16.4,Ce  ,Sibbons,
172,73.0,296.251343,-14.803117,17.41,16.5,16.15,Ce: ,Sibbons,
173,74.0,296.404907,-14.812469,     ,16.54,16.16,C   ,Sibbons,
174,75.0,296.191315,-14.818703,16.95,16.05,15.64,Ce  ,Sibbons,
175,76.0,296.212616,-14.82485,17.39,16.56,16.25,C   ,Sibbons,
176,77.0,296.182983,-14.828946,17.6,16.81,16.58,Ce  ,Sibbons,
177,78.0,296.233093,-14.830748,17.39,16.6,16.31,Ce  ,Sibbons,
178,79.0,296.241516,-14.846167,18.41,17.3,16.36,Ce: ,Sibbons,
179,80.0,296.234772,-14.862573,17.71,16.99,16.68,Ce: ,Sibbons,
180,81.0,296.153625,-14.886689,18,17.21,16.92,C   ,Sibbons,
181,82.0,296.183685,-14.962144,18.24,17.33,16.82,C   ,Sibbons,
182,83.0,296.190338,-14.641755,17.59,16.78,16.4,C   ,Sibbons,
183,84.0,296.32608,-14.666169,17.58,16.8,16.51,C   ,Sibbons,
184,85.0,296.335388,-14.681108,18.39,17.51,17.1,C   ,Sibbons,
185,86.0,296.110596,-14.693192,     ,16.87,     ,C   ,Sibbons,
186,87.0,296.196411,-14.702325,17.75,16.37,15.1,dK  ,Sibbons,
187,88.0,296.099152,-14.708244,17.48,16.63,16.27,C   ,Sibbons,
188,89.0,296.374054,-14.711063,17.55,16.85,16.52,C   ,Sibbons,
189,90.0,296.075775,-14.711885,18.14,17.39,17.1,C   ,Sibbons,
190,91.0,296.341431,-14.712852,17.32,16.39,15.85,C   ,Sibbons,
191,92.0,296.110779,-14.725801,17.15,16.18,15.45,C   ,Sibbons,
192,93.0,296.08786,-14.740214,17.23,18.14,15.9,C   ,Sibbons,
193,94.0,296.171387,-14.745203,18.02,17.23,16.97,C   ,Sibbons,
194,95.0,296.469086,-14.752255,     ,17.74,16.28,dK  ,Sibbons,
195,96.0,296.342804,-14.764064,18.2,17.41,17.02,C   ,Sibbons,
196,97.0,296.106384,-14.767224,17.62,16.8,16.58,C   ,Sibbons,
197,98.0,296.304626,-14.767883,17.76,17.03,16.59,C   ,Sibbons,
198,99.0,296.333038,-14.770712,18.24,17.51,17.25,C   ,Sibbons,
199,100.0,296.162018,-14.82305,17.45,16.64,16.28,C   ,Sibbons,
200,101.0,296.167816,-14.842195,17.72,16.99,16.6,C   ,Sibbons,
201,102.0,296.066071,-14.844581,17.44,16.78,16.3,C   ,Sibbons,
202,103.0,296.364624,-14.865284,17.45,16.57,16.19,C   ,Sibbons,
203,104.0,296.297241,-14.869897,17.49,16.7,16.21,C   ,Sibbons,
204,105.0,296.207458,-14.896397,17.39,16.58,16.2,C   ,Sibbons,
205,106.0,296.368011,-14.913227,16.96,15.87,15.15,C   ,Sibbons,
206,107.0,296.070709,-14.94352,     ,18.45,     ,C   ,Sibbons,
207,108.0,296.08905,-14.945495,18.64,     ,15.9,C   ,Sibbons,
208,109.0,296.06134,-14.955141,18.23,17.2,17.1,C   ,Sibbons,
209,110.0,296.215485,-14.99597,     ,18.06,16.76,C   ,Sibbons,
210,,296.349976,-14.828187,17.877,17.045,16.898,M1III   ,Kacharov,19.772
211,,296.357117,-14.834526,17.528,16.72,16.515,M1III   ,Kacharov,19.509
212,,296.337067,-14.850516,16.924,16.08,15.693,C5.5    ,Kacharov,18.978
213,,296.354126,-14.855531,17.334,16.521,16.218,C5.5    ,Kacharov,19.406
214,,296.306183,-14.863027,17.451,16.284,15.489,--      ,Kacharov,23.062
215,,296.369537,-14.872893,17.025,15.971,15.317,C6.5    ,Kacharov,20.196
216,,296.289734,-14.876258,17.404,16.537,15.991,--      ,Kacharov,17.078
217,,296.260742,-14.892557,17.952,17.153,16.985,M       ,Kacharov,20.645
218,,296.316101,-14.679276,17.443,16.601,16.179,C6.5    ,Kacharov,19.438
219,,296.371155,-14.703938,18.079,17.198,16.991,M1III   ,Kacharov,20.219
220,,296.343781,-14.74656,17.437,16.532,16.128,C5.5    ,Kacharov,21.667
221,,296.363739,-14.759742,16.528,15.565,14.986,C5.5    ,Kacharov,23.344
222,,296.374664,-14.762603,17.504,16.586,16.355,M4III   ,Kacharov,22.981
223,,296.313934,-14.783896,17.388,16.359,15.668,C5.5    ,Kacharov,22.971
224,,296.193542,-14.678253,17.488,16.498,16.071,C5.5    ,Kacharov,20.206
225,,296.210236,-14.696464,16.949,16.337,15.919,dM5 e   ,Kacharov,21.556
226,,296.187653,-14.700607,17.792,17.073,16.777,M6.5III ,Kacharov,21.826
227,,296.166718,-14.703956,17.724,16.89,16.697,M1III   ,Kacharov,20.233
228,,296.184784,-14.717754,17.435,16.459,16.039,C5.5    ,Kacharov,20.28
229,,296.148743,-14.720551,18.06,17.254,17.066,M1III   ,Kacharov,20.331
230,,296.138214,-14.72313,17.227,16.188,15.542,C6.5    ,Kacharov,20.327
231,,296.173828,-14.731837,17.335,16.543,16.299,M4III   ,Kacharov,20.061
232,,296.185242,-14.747572,17.622,16.799,16.588,dM      ,Kacharov,23.015
233,,296.197662,-14.763362,17.175,16.255,15.536,C5.5    ,Kacharov,20.414
234,,296.208893,-14.769947,17.025,16.201,15.758,C6.5    ,Kacharov,24.466
235,,296.199615,-14.7809,18.414,17.421,17.201,M2III   ,Kacharov,20.389
236,,296.206879,-14.785284,18.082,17.209,17.074,C5.5    ,Kacharov,19.733
237,,296.180084,-14.825297,17.231,16.366,15.897,C5.5    ,Kacharov,19.755
238,,296.212219,-14.830112,17.27,16.343,16.036,C8.2    ,Kacharov,20.872
239,,296.173828,-14.834276,18.015,17.151,16.987,M1III   ,Kacharov,20.655
240,,296.160797,-14.836968,18.027,17.37,17.092,dM3     ,Kacharov,20.626
241,,296.212219,-14.840272,17.982,17.22,16.969,M1III   ,Kacharov,20.195
242,,296.194489,-14.842676,17.014,16.111,15.568,C5.5    ,Kacharov,20.11
243,,296.202057,-14.847754,17.178,16.174,15.577,C5.5    ,Kacharov,20.336
244,,296.164886,-14.853178,17.217,16.028,15.151,C5.5 e  ,Kacharov,20.933
245,,296.179565,-14.858191,17.341,16.375,15.818,C5.5    ,Kacharov,20.623
246,,296.188385,-14.861088,17.551,16.547,16.182,C5.5    ,Kacharov,20.347
247,,296.157288,-14.863935,17.318,16.473,16.265,S4III   ,Kacharov,20.61
248,,296.178772,-14.868636,17.478,16.402,15.788,C5.5    ,Kacharov,20.434
249,,296.204865,-14.8711,16.935,16.102,15.807,C3.2    ,Kacharov,19.485
250,,296.206085,-14.874577,18.145,17.337,17.039,M1III   ,Kacharov,20.5
251,,296.168549,-14.87782,17.222,16.157,15.564,C5.5    ,Kacharov,20.499
252,,296.116089,-14.881053,17.31,16.25,15.45,C5.5    ,Kacharov,20.608
253,,296.169189,-14.884176,15.852,15.016,14.782,M3III   ,Kacharov,18.537
254,,296.193604,-14.8867,18.299,17.373,17.215,M1III   ,Kacharov,20.821
255,,296.092773,-14.892178,17.214,16.157,15.608,C6.5    ,Kacharov,20.724
256,,296.192444,-14.901339,17.672,16.756,16.644,M1III   ,Kacharov,19.995
257,,296.114899,-14.903462,18.059,17.332,17.124,dM      ,Kacharov,21.228
258,,296.186646,-14.908154,17.764,16.87,16.708,M2III   ,Kacharov,20.29
259,,296.206696,-14.92662,16.997,15.861,15.147,C6.5 e  ,Kacharov,20.623
260,,296.144318,-14.931097,17.52,16.613,16.411,S4III   ,Kacharov,20.29
261,,296.342345,-14.822172,17.481,16.581,16.401,M3III   ,Kacharov,19.982
262,,296.331849,-14.824688,18.029,17.03,16.852,M1III   ,Kacharov,19.914
263,,296.331716,-14.826927,17.657,16.8,16.693,M0III   ,Kacharov,19.681
264,,296.351776,-14.830035,17.677,16.931,16.712,C8.2    ,Kacharov,19.629
265,,296.345673,-14.834577,17.219,16.341,15.898,C5.5    ,Kacharov,19.646
266,,296.262573,-14.837487,17.44,16.619,16.297,--      ,Kacharov,21.772
267,,296.343445,-14.847301,17.905,17.047,16.885,M0III   ,Kacharov,19.728
268,,296.365814,-14.852487,17.293,16.259,15.57,C5.5    ,Kacharov,19.955
269,,296.346741,-14.855356,17.32,16.481,16.022,C5.5    ,Kacharov,19.721
270,,296.375763,-14.876107,17.948,17.028,16.819,M4III   ,Kacharov,20.461
271,,296.363129,-14.880856,17.439,16.595,16.435,M       ,Kacharov,20.763
272,,296.365631,-14.891643,15.562,14.712,14.318,M5III   ,Kacharov,17.818
273,,296.261505,-14.894732,17.792,16.833,16.802,M       ,Kacharov,19.226
274,,296.335785,-14.902986,17.233,16.411,16.022,M       ,Kacharov,22.048
275,,296.286987,-14.920337,16.908,16.087,15.896,M4III   ,Kacharov,20.379
276,,296.275116,-14.926181,18.321,17.4,17.123,M       ,Kacharov,17.681
277,,296.380829,-14.883905,17.628,16.763,16.596,M2III   ,Kacharov,19.816
278,,296.320587,-14.693704,18.135,17.227,17.169,M4III   ,Kacharov,20.496
279,,296.293854,-14.708783,17.537,16.573,16.344,C8.2    ,Kacharov,19.802
280,,296.367828,-14.712914,17.585,16.765,16.497,M1III   ,Kacharov,19.776
281,,296.381348,-14.727878,17.516,16.627,16.418,M4III   ,Kacharov,19.818
282,,296.355621,-14.731111,18.112,17.429,17.172,dM      ,Kacharov,20.88
283,,296.285706,-14.743645,17.682,16.861,16.682,M2III   ,Kacharov,19.592
284,,296.262848,-14.76875,17.647,16.796,16.637,C6.5    ,Kacharov,20.685
285,,296.299103,-14.783449,17.48,16.529,15.729,C       ,Kacharov,21.817
286,,296.134644,-14.67692,17.35,16.321,15.771,C5.5    ,Kacharov,20.201
287,,296.121368,-14.679315,17.359,16.399,16.029,C5.5    ,Kacharov,19.923
288,,296.178497,-14.684889,18.044,17.083,16.866,M       ,Kacharov,20.476
289,,296.169312,-14.687134,17.699,17.031,16.75,dM      ,Kacharov,20.83
290,,296.154877,-14.691996,17.839,17.265,16.853,dM6     ,Kacharov,21.633
291,,296.170105,-14.696488,17.366,16.439,16.089,C5.5    ,Kacharov,20.142
292,,296.20285,-14.700215,17.115,15.986,15.382,C6.5    ,Kacharov,20.626
293,,296.155792,-14.702925,17.811,17.114,16.901,dM3.5   ,Kacharov,20.337
294,,296.134155,-14.70893,17.268,16.427,16.191,M       ,Kacharov,20.065
295,,296.179932,-14.711598,18.122,17.281,17.03,M       ,Kacharov,20.488
296,,296.112671,-14.714574,16.424,15.517,15.338,M0III   ,Kacharov,18.86
297,,296.187347,-14.717557,17.671,16.723,16.491,--      ,Kacharov,20.633
298,,296.198029,-14.719869,17.606,16.479,15.802,C6.5    ,Kacharov,20.698
299,,296.103516,-14.723016,17.447,16.545,16.07,--      ,Kacharov,21.351
300,,296.151001,-14.726998,16.872,16.0,15.486,C5.5    ,Kacharov,19.754
301,,296.127747,-14.729833,17.725,16.917,16.64,M0III   ,Kacharov,20.382
302,,296.159454,-14.733295,17.518,16.572,15.92,C6.5    ,Kacharov,21.045
303,,296.179535,-14.737016,17.065,16.054,15.353,--      ,Kacharov,20.854
304,,296.179321,-14.742605,17.415,16.49,15.87,C6.5    ,Kacharov,19.952
305,,296.207184,-14.745038,17.006,15.993,15.379,C5.5    ,Kacharov,20.06
306,,296.179443,-14.752915,16.663,15.734,15.234,C5.5    ,Kacharov,19.452
307,,296.181671,-14.7577,17.175,16.282,15.944,C6.5    ,Kacharov,19.873
308,,296.202637,-14.773767,17.296,16.414,15.714,C       ,Kacharov,20.774
309,,296.193481,-14.781586,17.935,17.162,16.883,M0III   ,Kacharov,20.129
310,,296.194275,-14.821965,17.296,16.408,15.902,C5.5    ,Kacharov,19.925
311,,296.183502,-14.824387,17.58,16.757,16.576,M0III   ,Kacharov,20.045
312,,296.163879,-14.827393,17.105,15.991,15.211,--      ,Kacharov,21.628
313,,296.182404,-14.829756,17.808,16.983,16.854,M0III   ,Kacharov,19.725
314,,296.165405,-14.833178,17.271,16.448,16.238,S       ,Kacharov,20.082
315,,296.145233,-14.835481,18.002,17.182,17.032,M       ,Kacharov,19.797
316,,296.135132,-14.838089,17.57,16.677,16.486,M2III   ,Kacharov,19.925
317,,296.192749,-14.841306,18.047,17.3,17.066,M0III   ,Kacharov,20.344
318,,296.170105,-14.844587,17.354,16.234,15.509,C6.5    ,Kacharov,21.037
319,,296.187469,-14.853082,18.169,17.289,17.198,M0III   ,Kacharov,20.402
320,,296.191681,-14.857764,17.902,16.956,16.761,M0III   ,Kacharov,20.214
321,,296.156158,-14.860965,17.108,16.214,15.634,C6.5    ,Kacharov,20.326
322,,296.187439,-14.863374,18.029,17.031,16.932,M0III   ,Kacharov,20.74
323,,296.171783,-14.865685,17.105,16.145,15.625,C6.5    ,Kacharov,19.938
324,,296.112885,-14.868258,17.17,16.196,15.588,C6.5    ,Kacharov,20.504
325,,296.171753,-14.870989,18.017,17.269,17.046,M0III   ,Kacharov,20.524
326,,296.18869,-14.873989,17.872,16.983,16.879,M2III   ,Kacharov,20.788
327,,296.178711,-14.876316,18.07,17.083,16.72,C5.5    ,Kacharov,20.439
328,,296.155457,-14.878673,17.625,16.429,15.762,C6.5    ,Kacharov,20.832
329,,296.19754,-14.883656,17.866,16.778,16.2,C6.5    ,Kacharov,20.752
330,,296.201691,-14.886331,16.685,15.619,15.007,C6.5    ,Kacharov,19.856
331,,296.117828,-14.896477,17.798,16.968,16.867,M2III   ,Kacharov,20.419
332,,296.19754,-14.899305,17.107,16.295,16.098,M1III   ,Kacharov,19.457
333,,296.115417,-14.901344,17.706,16.95,16.771,M0III   ,Kacharov,20.026
334,,296.089813,-14.905375,17.896,16.855,16.316,C6.5    ,Kacharov,20.747
335,,296.17276,-14.922873,16.532,15.67,15.261,C5.5    ,Kacharov,19.289
336,,296.176575,-14.926566,18.216,17.415,17.113,M0III   ,Kacharov,20.516
337,,296.173828,-14.929623,17.362,16.486,16.301,M       ,Kacharov,20.596
338,,296.233276,-14.808039,17.538,16.688,16.465,C       ,Kacharov,19.292
339,,296.209412,-14.569217,17.453,16.39,15.66,C       ,Kacharov,21.103
340,,296.232605,-14.590483,17.931,17.352,17.046,dM2     ,Kacharov,20.271
341,,296.210419,-14.592963,17.963,17.348,17.033,dM6 e   ,Kacharov,22.248
342,,296.205383,-14.599363,17.083,16.511,16.279,dM3     ,Kacharov,19.85
343,,296.20874,-14.604931,18.102,17.385,17.319,dM1.5   ,Kacharov,19.974
344,,296.190643,-14.608078,17.586,16.732,16.563,M1III   ,Kacharov,19.7
345,,296.216583,-14.615705,17.813,17.201,16.998,dM1.5   ,Kacharov,19.679
346,,296.21402,-14.621172,17.39,16.763,16.607,dM1.5   ,Kacharov,19.406
347,,296.189636,-14.643152,17.088,16.481,16.215,dM3     ,Kacharov,20.018
348,,296.233551,-14.64607,17.741,17.057,16.927,dM3     ,Kacharov,20.175
349,,296.193878,-14.664783,18.34,17.605,17.257,C8.2 e  ,Kacharov,20.917
350,,296.020721,-14.549389,18.37,17.61,17.368,M4III   ,Kacharov,21.499
351,,295.978973,-14.551923,17.75,16.983,16.768,M1III   ,Kacharov,19.744
352,,296.059235,-14.56733,17.994,17.26,17.157,dM1     ,Kacharov,20.174
353,,295.996796,-14.573745,18.158,17.349,17.201,M1III   ,Kacharov,19.985
354,,295.981812,-14.576805,17.368,16.79,16.532,--      ,Kacharov,20.922
355,,295.981445,-14.582492,18.026,17.339,17.126,dM0     ,Kacharov,19.965
356,,295.946991,-14.590075,18.303,17.808,17.445,dM4.5   ,Kacharov,21.382
357,,295.982422,-14.601364,17.967,17.211,16.981,dM      ,Kacharov,20.898
358,,296.040436,-14.607334,18.163,17.085,16.646,C5.5    ,Kacharov,20.792
359,,296.046143,-14.610744,17.597,16.944,16.602,dM      ,Kacharov,20.522
360,,296.053589,-14.615259,17.901,17.144,16.86,dM      ,Kacharov,20.918
361,,296.047607,-14.618206,18.222,17.573,17.431,dM0     ,Kacharov,20.069
362,,296.049713,-14.623334,17.918,17.231,17.082,dM0     ,Kacharov,19.518
363,,296.02417,-14.632055,17.776,17.148,16.904,dM0     ,Kacharov,19.379
364,,295.99939,-14.635953,17.817,16.896,16.458,C5.5    ,Kacharov,20.416
365,,295.986328,-14.643986,17.983,17.224,16.969,dM3     ,Kacharov,20.589
366,,296.018707,-14.649366,17.628,16.933,16.816,dM0     ,Kacharov,19.133
367,,296.057068,-14.654613,17.773,16.926,16.688,M5III   ,Kacharov,20.143
368,,296.018372,-14.657308,17.694,17.056,16.876,dM3.5   ,Kacharov,20.211
369,,296.027252,-14.659583,17.632,17.085,16.74,dM3.5   ,Kacharov,20.072
370,,296.001099,-14.663127,17.754,17.079,16.836,dM1.5   ,Kacharov,19.762
371,,296.051239,-14.72685,17.414,16.397,15.734,C6.5    ,Kacharov,20.36
372,,296.03833,-14.742747,17.513,17.026,16.573,dM4     ,Kacharov,20.77
373,,296.017212,-14.754925,17.626,17.119,16.727,dM0     ,Kacharov,19.124
374,,296.057068,-14.759219,17.951,17.343,16.984,dM      ,Kacharov,21.963
375,,296.057373,-14.764623,18.174,17.466,17.283,--      ,Kacharov,19.872
