Id-main,Ra(J2000) deg,Dec(J2000) deg,J,Ks,Types,J-Ks,Log(M/Ms),M/Ms,Log(t),t,Log(dt),dt
11174.0,296.21774,-14.78943,18.92,15.16842,LPV,1.3490000000000002,0.39367931999999994,2.4755934217675852,8.6802644422,478921619.25188875,5.227812624347976,168971.17509497394
20569.0,296.29114,-14.6977,19.04,15.302220000000002,LPV,1.3490000000000002,0.3479840999999988,2.228353565295015,8.795457467200002,624392197.1919069,5.515832611430875,327968.860884288
12445.0,296.21661,-14.79057,20.060000000000002,15.466619999999999,LPV,1.3490000000000002,0.29126609999999964,1.9555372814565624,8.9433780112,877764497.553999,5.894272618049213,783921.5765065692
21141.0,296.29965,-14.69757,17.96,14.870819999999998,LPV,1.3490000000000002,0.49902972000000023,3.1552205366540935,8.4258432262,266589614.2245368,5.054681676892978,113417.91960999607
21234.0,296.28125,-14.67393,19.96,15.256219999999999,LPV,1.3490000000000002,0.36385409999999974,2.311288189019663,8.7540685072,567634139.0318832,5.404238924746987,253652.37014349594
12147.0,296.28897,-14.81087,19.73,15.329819999999998,LPV,1.3490000000000002,0.3384621000000001,2.1800281422430148,8.820290843199999,661136056.7957352,5.58489723264866,384500.7866388454
11299.0,296.25732,-14.77645,18.86,14.956620000000001,LPV,1.3490000000000002,0.46865651999999924,2.942093835136641,8.499194504200002,315641794.8006592,5.047977870884548,111680.63403890937
13293.0,296.25696,-14.83051,20.1,15.43762,LPV,1.3490000000000002,0.30127109999999924,2.0011106347632195,8.9172849712,826580149.1277803,5.838442417423006,689354.1864783869
21029.0,296.19858,-14.71837,18.91,14.68922,LPV,1.3490000000000002,0.5488777799999998,3.538977324780701,8.305460161300001,202050607.84339577,5.058785498161436,114494.73022952299
40102.0,296.19682,-14.75119,19.490000000000002,14.662019999999998,LPV,1.3490000000000002,0.5529849800000002,3.572604821459043,8.2955412733,197488255.40183252,5.055354625190041,113593.79925551705
12177.0,296.28424,-14.80892,20.3,14.920020000000001,LPV,1.3490000000000002,0.48161291999999944,3.031188328274955,8.467904798200001,293700575.96365964,5.0482737269852045,111756.74058711092
10807.0,296.21631,-14.83196,20.17,14.67962,LPV,1.3490000000000002,0.5503273799999999,3.5508095560765223,8.301959377300001,200428454.3385731,5.057670476080456,114201.14969086571
40623.0,296.29793,-14.74687,20.2,14.97182,LPV,1.3490000000000002,0.46327571999999995,2.9058669131005996,8.5121891362,325228904.4497591,5.049646942226839,112110.6685034795
30268.0,296.25891,-14.88796,16.53,13.834281580533865,LPV,1.3490000000000002,0.7608071362963496,5.76510386870111,7.8521695846813735,71149128.47820435,3.729871884828043,5368.73397457409
20540.0,296.18011,-14.71067,17.68,16.315820000000002,C,1.3490000000000002,0.1603699599999997,1.446671614008718,9.28475514432,1926438478.9379125,5.650698425109945,447402.51914868294
40590.0,296.28567,-14.73952,17.810000000000002,16.26642,C,1.3490000000000002,0.16639675999999992,1.466887338634807,9.26903724992,1857963807.8767529,5.695914553767144,496494.6279013936
20578.0,296.29065,-14.69641,17.6,16.00122,C,1.3490000000000002,0.19119509999999998,1.5530845521982368,9.2043631792,1600896220.0888603,5.861447154593641,726853.9494848269
20542.0,296.17703,-14.71031,17.64,15.820419999999999,C,1.3490000000000002,0.1993311,1.5824540201713537,9.1831444912,1524559895.511412,5.9058027219842915,805012.6815900988
30430.0,296.21802,-14.92573,17.470000000000002,15.664219999999998,C,1.3490000000000002,0.22309409999999996,1.6714527341867012,9.1211705872,1321814729.8800364,5.997519080769326,994303.7578233937
12400.0,296.17468,-14.79389,17.8,15.56642,C,1.3490000000000002,0.2568350999999991,1.806488078967647,9.033174059200002,1079379235.7664013,6.014134602836233,1033081.543743315
30583.0,296.30014,-14.87872,18.17,15.42582,C,1.3490000000000002,0.3053420999999994,2.019956886207078,8.906667803200001,806617803.0641797,5.813673197734422,651138.2346374231
20375.0,296.18277,-14.74815,17.830000000000002,15.154819999999999,C,1.3490000000000002,0.3984937200000003,2.5031894514152913,8.668637666199999,466270206.7041278,5.204671411860299,160203.2830547575
20657.0,296.22934,-14.65254,17.78,15.13242,C,1.3490000000000002,0.40642332000000003,2.5493139355200056,8.6494876822,446156970.14833206,5.170085741900833,147940.0434440756
20588.0,296.29919,-14.69143,17.36,14.74002,C,1.3490000000000002,0.5412069799999999,3.477018328520443,8.3239851433,210855601.7494788,5.063054830623033,115625.82130918691
89.99,295.689667,-15.155052,17.536,16.358,C,1.1780000000000008,0.15522399999999992,1.4296311421906605,9.298175808,1986899076.9169695,5.6111218080018475,408433.9250758242
89.99,296.22287,-14.71018,17.400000000000002,16.3,C,1.1000000000000014,0.1622999999999999,1.4531150472893886,9.2797216,1904239633.4391458,5.665327550641466,462729.8868231583
89.99,296.22888,-14.72012,17.3,16.23,C,1.0700000000000003,0.17083999999999988,1.4819720058967727,9.25744928,1809044624.8120537,5.728261945943837,534886.880655753
89.99,296.22033,-14.72841,18.060000000000002,17.08,C,0.980000000000004,0.028470000000000217,1.0677510323632375,9.686522339999998,4858725234.562937,4.913920615746509,82020.16067963258
89.99,296.12738,-14.73369,17.36,16.34,C,1.0199999999999996,0.1574199999999999,1.436878346203876,9.29244864,1960869267.8533072,5.628103689191938,424720.9553240236
89.99,296.31088,-14.73645,16.98,15.84,C,1.1400000000000006,0.19845,1.5792467797672352,9.1854424,1532647919.4726474,5.901286829724466,796685.3474173121
89.99,296.28564,-14.74075,16.470000000000002,14.981619999999998,C,1.3490000000000002,0.4598065200000008,2.882746941243539,8.520567254199998,331563911.3324538,5.051399571345534,112564.01395536799
89.99,296.18609,-14.7787,16.52,15.469999999999999,C,1.0500000000000007,0.2900999999999998,1.9502936197623046,8.9464192,883932699.2165216,5.900260481356499,794804.8002039674
89.99,296.24578,-14.7865,17.38,16.39,C,0.9899999999999984,0.1513199999999999,1.416837359787679,9.30835744,2034030402.489157,5.580650633097152,380759.3993942355
89.99,296.23651,-14.79789,17.05,16.15,C,0.9000000000000021,0.18450000000000003,1.5293257464187788,9.221824,1666571689.2101848,5.8208023012006285,661915.1192282644
89.99,296.22512,-14.86821,17.11,16.25,C,0.8599999999999994,0.16839999999999988,1.4736691770366883,9.2638128,1835746885.2331831,5.710613227257389,513586.05984206544
89.99,296.21267,-14.87307,17.46,16.4,C,1.0600000000000023,0.15010000000000012,1.412862830860634,9.311539199999999,2048986985.9131582,5.5710672834035755,372449.403792754
89.99,296.117004,-14.632751,16.26,15.19,C,1.070000000000002,0.38603999999999994,2.4324280336581463,8.6987134,499704660.60026807,5.26769363294657,185222.453617842
89.99,296.233887,-14.671288,16.94,15.940000000000001,C,1.0,0.19394999999999993,1.5629676889771136,9.1971784,1574629559.8215618,5.8771182280487935,753560.6777441972
89.99,295.968842,-14.682981,16.62,15.61,C,1.0100000000000016,0.24179999999999957,1.7450183572026448,9.0723856,1181369080.3506763,6.023996656176797,1056809.372344663
89.99,296.259827,-14.684196,17.11,16.14,C,0.9699999999999989,0.18494999999999992,1.5309111988704607,9.2206504,1662074169.0197005,5.8236416469898025,666256.7883464479
89.99,296.411377,-14.685686,17.27,16.04,C,1.2300000000000004,0.18944999999999998,1.546856405270944,9.2089144,1617761143.4183567,5.8511929977621735,709893.169979072
89.99,296.156006,-14.687428,17.11,15.55262,C,1.3490000000000002,0.2615960999999998,1.8264008474715863,9.0207573712,1048956240.9133904,6.005302093552816,1012283.3497797681
89.99,296.179413,-14.688039,17.04,16.009999999999998,C,1.0300000000000011,0.19080000000000005,1.5516722739072342,9.205393599999999,1604699066.5995612,5.859147383849816,723015.1271740068
89.99,296.248596,-14.689795,17.060000000000002,16.04,C,1.0200000000000031,0.18944999999999998,1.546856405270944,9.2089144,1617761143.4183567,5.8511929977621735,709893.169979072
89.99,295.969452,-14.694445,17.12,16.06,C,1.0600000000000023,0.18855000000000002,1.543654132844305,9.211261599999998,1626528210.1806107,5.845808518852311,701146.0938005566
89.99,296.350922,-14.720666,16.85,15.68,C,1.1700000000000017,0.21764999999999946,1.6506310106313054,9.1353688,1365742423.7179222,5.981958165274154,959308.2188074897
89.99,296.375854,-14.73088,15.95,14.959999999999999,C,0.9900000000000002,0.46746,2.9339992601925995,8.502084100000001,317748932.36429185,5.048245279169562,111749.42036739306
89.99,296.436554,-14.743853,17.25,16.49,C,0.7600000000000016,0.13912000000000013,1.377590058511085,9.340175039999998,2188643566.94694,5.484095941993168,304856.8388519482
89.99,296.485382,-14.756809,16.54,15.56,C,0.9799999999999986,0.25904999999999934,1.8157246937707532,9.0273976,1065117695.5872092,6.010360096474729,1024141.8103559881
89.99,296.131714,-14.759347,17.17,16.11,C,1.0600000000000023,0.1863,1.5356774248772596,9.2171296,1648654301.3447998,5.832069755190844,679312.7332068852
89.99,296.112915,-14.776258,17.150000000000002,15.85,C,1.3000000000000025,0.19799999999999998,1.5776112696993485,9.186615999999999,1536795216.3208966,5.898952584871116,792414.811993337
89.99,296.152313,-14.788395,16.94,15.91,C,1.0300000000000011,0.19529999999999995,1.5678337172957286,9.1936576,1561915734.6965036,5.884559002890635,766582.6803798423
89.99,296.283356,-14.789384,17.27,16.38,C,0.8900000000000006,0.15254,1.420823069474702,9.30517568,2019182994.6671681,5.590207093044502,389230.7051601739
89.99,296.374786,-14.798067,17.53,16.48,C,1.0500000000000007,0.1403399999999999,1.3814653614899501,9.33699328,2172667560.1106367,5.493788526323003,311737.12537455396
89.99,296.170349,-14.798781,17.2,15.62882,C,1.3490000000000002,0.23530709999999955,1.7191235908044582,9.089319083200001,1228341382.0421553,6.019645381492401,1046273.875434843
89.99,296.073059,-14.801702,17.42,16.39,C,1.0300000000000011,0.1513199999999999,1.416837359787679,9.30835744,2034030402.489157,5.580650633097152,380759.3993942355
89.99,296.160095,-14.802064,17.18,16.28,C,0.8999999999999986,0.16473999999999978,1.461302071717705,9.27335808,1876541096.6717148,5.683626077395672,482643.0729057133
89.99,296.338257,-14.808908,17.21,15.98,C,1.2300000000000004,0.19214999999999996,1.5565031359137182,9.2018728,1591742455.1960561,5.86695178212976,736125.3640874887
89.99,296.100708,-14.828527,16.52,15.57,C,0.9499999999999993,0.2555999999999994,1.801357864669138,9.036395200000001,1087414700.928404,6.015984251050389,1037490.7922995144
89.99,296.129822,-14.832311,17.36,16.419999999999998,C,0.9400000000000013,0.14766000000000012,1.4049471899168555,9.31790272,2079230896.6199174,5.551831882587147,356313.1762391149
89.99,296.084503,-14.832314,17.3,16.08,C,1.2200000000000024,0.18765000000000007,1.5404584897005518,9.2136088,1635342787.949009,5.8403600517137,692404.77100536
89.99,296.434357,-14.834667,17.28,16.25,C,1.0300000000000011,0.16839999999999988,1.4736691770366883,9.2638128,1835746885.2331831,5.710613227257389,513586.05984206544
89.99,296.30838,-14.840508,17.05,16.009999999999998,C,1.0400000000000027,0.19080000000000005,1.5516722739072342,9.205393599999999,1604699066.5995612,5.859147383849816,723015.1271740068
89.99,296.173828,-14.855554,17.64,16.58,C,1.0600000000000023,0.12814000000000014,1.3431978871951586,9.36977108,2342993479.6805797,5.398253364930526,250180.44745364552
89.99,296.080383,-14.858717,16.11,15.219999999999999,C,0.8900000000000006,0.3754200000000001,2.373668136631289,8.7243607,530103534.5940439,5.329044026102219,213326.11590752006
89.99,296.28244,-14.868937,17.28,16.48,C,0.8000000000000007,0.1403399999999999,1.3814653614899501,9.33699328,2172667560.1106367,5.493788526323003,311737.12537455396
89.99,296.236908,-14.87212,17.82,16.75,C,1.0700000000000003,0.1046999999999998,1.2726236800229034,9.4442634,2781399677.7483463,5.235545027089072,172006.5666173032
89.99,296.096558,-14.8814,17.78,16.96,C,0.8200000000000003,0.05618999999999974,1.1381250965990457,9.59842818,3966689257.0808625,4.986869815832209,97021.90906560485
89.99,296.261414,-14.883708,17.740000000000002,16.72,C,1.0200000000000031,0.11163000000000012,1.2930937124604023,9.42223986,2643868557.6387453,5.28167519723418,191282.48150217196
89.99,296.431213,-14.889406,17.13,16.11,C,1.0199999999999996,0.1863,1.5356774248772596,9.2171296,1648654301.3447998,5.832069755190844,679312.7332068852
89.99,296.163086,-14.894488,16.55,15.37,C,1.1800000000000015,0.3245999999999998,2.1115433406588417,8.8564432,718527178.3406324,5.684688477568184,483825.191930979
89.99,296.118591,-14.89873,16.69,15.66,C,1.0300000000000011,0.22454999999999936,1.677065403924432,9.1173736,1310308625.789169,6.001095439457963,1002525.5263484935
89.99,296.251007,-14.9064,17.76,16.7,C,1.0600000000000023,0.11624999999999996,1.3069229969893819,9.4075575,2555980286.983863,5.3134726582129685,205812.9313245705
89.99,296.35376,-14.912353,17.02,15.89,C,1.129999999999999,0.19619999999999996,1.5710861496739585,9.191310399999999,1553496932.343491,5.8894299792363585,775228.9440766723
89.99,296.223907,-14.922441,17.02,15.74,C,1.2799999999999994,0.20294999999999994,1.59569542543608,9.1737064,1491785563.4121563,5.9235758981361375,838640.6282595346
89.99,296.332458,-14.951111,17.560000000000002,16.41,C,1.1500000000000021,0.1488799999999999,1.408899451329164,9.314720959999999,2064053547.7265985,5.561460039567664,364300.72837993456
89.99,296.034485,-14.951339,17.37,16.32,C,1.0500000000000007,0.1598599999999999,1.444973891111235,9.28608512,1932347012.272654,5.646811922609653,443416.57450319966
89.99,296.345795,-14.960103,16.71,15.65,C,1.0600000000000005,0.22799999999999931,1.6904409316432614,9.108376000000002,1283441269.2940938,6.00856592893468,1019919.5792065023
89.99,296.33786,-14.988564,16.53,15.09682,C,1.3490000000000002,0.41902572000000005,2.624373960739246,8.6190528862,415961261.08245206,5.1244464701851165,133182.28757653924
89.99,296.281311,-14.988667,16.96,16.0,C,0.9600000000000009,0.19124999999999995,1.553280893010544,9.20422,1600368519.945968,5.861765691067081,727387.2614026419
89.99,296.204498,-14.674287,18.12,17.21,C,0.9100000000000001,0.0013599999999999168,1.0031364240439982,9.77267792,5924857643.254657,4.889191241619591,77480.29072327842
89.99,296.247101,-14.722958,17.93,16.96,C,0.9699999999999989,0.05618999999999974,1.1381250965990457,9.59842818,3966689257.0808625,4.986869815832209,97021.90906560485
89.99,296.244446,-14.75467,17.05,16.15,C,0.9000000000000021,0.18450000000000003,1.5293257464187788,9.221824,1666571689.2101848,5.8208023012006285,661915.1192282644
89.99,296.350891,-14.757086,16.78,15.78,C,1.0000000000000018,0.20114999999999997,1.5890955079691365,9.178400799999999,1507998119.6344187,5.914893333862092,822040.7254883101
89.99,296.234558,-14.767653,16.76,15.549999999999999,C,1.2100000000000026,0.26249999999999973,1.8302061063110548,9.0184,1043277881.4599651,6.003323252562303,1007681.4237316112
89.99,296.290405,-14.774523,17.43,16.62,C,0.8099999999999987,0.12325999999999981,1.328189369711451,9.38527972,2428173527.3668575,5.36302636436571,230688.7226816353
89.99,296.278412,-14.780069,17.45,15.53382,C,1.3490000000000002,0.26808209999999955,1.8538820522995327,9.0038418832,1008885506.8047711,5.989014541875836,975022.2847258495
89.99,296.352264,-14.780713,16.89,15.69,C,1.200000000000001,0.2141999999999995,1.6375704768835826,9.144366400000001,1394332659.5599306,5.970349315564967,934005.2460836256
89.99,296.229034,-14.781347,17.41,15.797419999999999,C,1.3490000000000002,0.20036610000000002,1.5862297833010321,9.180445211199999,1515113651.154355,5.911014130939793,814730.793048617
89.99,296.213776,-14.783867,17.69,16.65,C,1.0400000000000027,0.11960000000000015,1.3170431381998418,9.396911199999998,2494084710.409287,5.336977028343095,217258.62586237883
