Ra(J2000) deg,Dec(J2000) deg,J,H,Ks,Types,Ref,R,J-Ks,Log(M/Ms),M/Ms,Log(t),t,Log(dt),dt
296.18398,-14.78018,18.03,17.51,17.05,O,Whitelock,89.99,0.9800000000000004,0.0363999999999995,1.0874267195462426,9.6554472,4523214673.318527,5.1982667700655565,157858.06321126022
296.25229,-14.78475,17.29,16.54,16.009999999999998,O,Whitelock,89.99,1.2800000000000011,0.18356,1.5260192075894643,9.21642076,1645965621.2385652,5.512404314693613,325390.08449800656
296.20415,-14.63486,16.38,15.91,15.39,O,Whitelock,89.99,0.9899999999999984,0.2994999999999996,1.9929665061647168,8.9116145,815857856.4352902,5.650099937406647,446786.3922975109
296.22364,-14.77473,16.240000000000002,15.58,15.06,O,Whitelock,89.99,1.1800000000000015,0.3748999999999998,2.370827739546281,8.714489400000001,518190444.1704031,5.365983260390104,232264.7269641581
296.21816,-14.88035,16.1,15.53,15.02,O,Whitelock,89.99,1.0800000000000018,0.3872999999999997,2.439495380183779,8.684803800000001,483953683.79238254,5.354489436028951,226198.35176129628
296.21322,-14.68097,16.150000000000002,15.55,15.0,O,Whitelock,89.99,1.150000000000002,0.3934999999999999,2.4745714613338072,8.669961,467693140.1745063,5.350024361759767,223884.67232086096
296.25088,-14.76786,15.3,14.68,14.12,O,Whitelock,89.99,1.1800000000000015,0.6236599999999992,4.203973792690247,8.123314380000002,132835568.87946051,5.047475740742721,111551.5838006632
296.18801,-14.87231,15.68,15.19,14.61,O,Whitelock,89.99,1.070000000000002,0.5120399999999998,3.251172404109356,8.386176240000001,243319121.6232179,5.25067022985151,178102.58784848114
296.26702,-14.76311,15.260000000000002,14.67,14.11,O,Whitelock,89.99,1.150000000000002,0.6296799999999996,4.262653191661209,8.111232240000001,129190994.0821461,5.035169432385965,108434.98716224082
296.21293,-14.73224,13.52,12.97,12.5,O,Whitelock,89.99,1.0200000000000014,1.455,28.510182675039097,6.850605,7089326.854055814,3.8334031448155135,6814.015934338127
296.20389,-14.75535,17.830000000000002,17.11,16.52,C,Whitelock,89.99,1.3100000000000025,0.14738,1.4040416789228125,9.31153798,2048981230.0016477,5.326722405466561,212188.7749556662
296.23639,-14.83054,17.5,16.76,15.934279999999998,C,Whitelock,89.99,1.436,0.1934710800000003,1.5612450700108904,9.190364530679998,1550117183.88297,5.579801307885463,380015.49736320967
296.18011,-14.71067,17.68,16.89,16.32,C,Whitelock,89.99,1.3599999999999994,0.1606199999999998,1.4475047581888418,9.27673002,1891167605.1680927,5.381551530706559,240741.81515044864
296.28567,-14.73952,17.810000000000002,17.04,16.29948,C,Whitelock,89.99,1.436,0.1621384799999999,1.4525747146067411,9.27273793608,1873863431.783508,5.3888255158277225,244807.9492429745
296.21027,-14.75973,17.69,16.91,16.207079999999998,C,Whitelock,89.99,1.436,0.16897608,1.4756252567926071,9.25476188568,1797884903.2403877,5.424138868282945,265545.4523856129
296.18048,-14.80431,18.0,16.91,15.606279999999998,C,Whitelock,89.99,1.436,0.2554630800000002,1.800790040177238,9.02738756268,1065093079.1021916,5.844743499285894,699428.7810547372
296.17438,-14.83893,18.38,17.16,15.69648,C,Whitelock,89.99,1.436,0.2384152799999999,1.731471231036931,9.07220622888,1180881255.2687876,5.8326306750853325,680190.6771311729
296.29065,-14.69641,17.6,16.82,16.03428,C,Whitelock,89.99,1.436,0.1817632799999999,1.519718953853495,9.22114433688,1663965574.0280578,5.500701090741936,316738.6714408956
