Ra(J2000) deg,Dec(J2000) deg,J,H,Ks,Types,Ref,R,J-Ks,Log(M/Ms),M/Ms,Log(t),t,Log(dt),dt
296.18398,-14.78018,18.03,17.51,17.05,O,Whitelock,89.99,0.9800000000000004,0.019999999999999574,1.0471285480508985,9.727480000000002,5339246848.67604,5.357952011989017,228009.01161515308
296.25229,-14.78475,17.29,16.54,16.009999999999998,O,Whitelock,89.99,1.2800000000000011,0.18440000000000006,1.5289736466907102,9.2349572,1717739094.5252573,5.874287622528807,748665.1588399292
296.20415,-14.63486,16.38,15.91,15.39,O,Whitelock,89.99,0.9899999999999984,0.26021999999999945,1.8206228956633927,9.038810860000002,1093480040.0319674,6.060598846091314,1149737.895753954
296.22364,-14.77473,16.240000000000002,15.58,15.06,O,Whitelock,89.99,1.1800000000000015,0.3732999999999995,2.362109357083569,8.746272900000001,557535980.8168787,5.429312866976448,268727.9672400679
296.21816,-14.88035,16.1,15.53,15.02,O,Whitelock,89.99,1.0800000000000018,0.39209999999999967,2.466607229154467,8.6995708,500692170.2278342,5.307589523247933,203043.70206488192
296.21322,-14.68097,16.150000000000002,15.55,15.0,O,Whitelock,89.99,1.1500000000000021,0.4014999999999995,2.5205771796391048,8.676522,474812342.84049267,5.25438263618614,179631.55779513298
296.25088,-14.76786,15.3,14.68,14.12,O,Whitelock,89.99,1.1800000000000015,0.6436600000000001,4.402100973583781,8.0944617,124297301.44525577,4.732708205798,54039.11224286999
296.18801,-14.87231,15.680000000000001,15.19,14.61,O,Whitelock,89.99,1.070000000000002,0.5627599999999999,3.653928122790788,8.281112479999999,191034796.4634454,5.0600407161292225,114826.12686455838
296.26702,-14.76311,15.260000000000002,14.67,14.11,O,Whitelock,89.99,1.1500000000000021,0.6476799999999998,4.443037717127477,8.0864016,122011734.21020573,4.705911905552708,50805.637543187375
296.21293,-14.73224,13.520000000000001,12.97,12.5,O,Whitelock,89.99,1.0200000000000014,1.2962999999999998,19.78335754143395,7.011625,10271290.206238106,3.6241311233083127,4208.536744295537
296.20389,-14.75535,17.830000000000002,17.11,16.52,C,Whitelock,89.99,1.3100000000000023,0.12061999999999995,1.320140029487479,9.407910880000001,2558060902.615864,5.534822864047277,342628.0101495403
296.23639,-14.83054,17.5,16.76,15.969999999999999,C,Whitelock,89.99,1.5300000000000011,0.18580000000000002,1.5339104282643654,9.231335399999999,1703473571.0889056,5.8814868469869035,761179.0856386847
296.18011,-14.71067,17.68,16.89,16.32,C,Whitelock,89.99,1.3599999999999994,0.14741999999999988,1.4041710018958569,9.33062446,2141038417.0948222,5.66903291881425,466694.75367571955
296.28567,-14.73952,17.810000000000002,17.04,16.32,C,Whitelock,89.99,1.490000000000002,0.14741999999999988,1.4041710018958569,9.33062446,2141038417.0948222,5.66903291881425,466694.75367571955
296.21027,-14.75973,17.69,16.91,16.22,C,Whitelock,89.99,1.4700000000000024,0.16082000000000007,1.4481715122785104,9.29595866,1976781463.5665524,5.7448829886510975,555754.5009466974
296.18048,-14.80431,18.0,16.91,15.644179406128321,C,Whitelock,89.99,1.548000000000001,0.19720372078550874,1.5747213685396644,9.201833974327888,1591600160.7142086,5.936801513252584,864572.6905395593
296.17438,-14.83893,18.38,17.16,15.732697748545757,C,Whitelock,89.99,1.548000000000001,0.19410557880089852,1.5635276965505023,9.209848867642075,1621245813.5582168,5.922420989353792,836413.4142777816
296.29065,-14.69641,17.6,16.82,16.07,C,Whitelock,89.99,1.5300000000000011,0.18091999999999986,1.5167709421912299,9.24395996,1753718809.393232,5.856073522600064,717915.8184198163
296.17703,-14.71031,17.64,16.76,15.894902879158456,C,Whitelock,89.99,1.548000000000001,0.18842839922945404,1.5432219761780035,9.224535731193402,1677010304.6086597,5.894784409711317,784845.9286103132
296.21802,-14.92573,17.470000000000002,16.56,15.738782958090958,C,Whitelock,89.99,1.548000000000001,0.19389259646681645,1.5627611149998504,9.210399852940345,1623303978.086443,5.921413276013221,834474.895881328
296.23352,-14.80653,17.67,16.61,15.328059485060823,C,Whitelock,89.99,1.548000000000001,0.2779969277875436,1.8966925039028688,8.992821947813624,983607763.2697179,6.022303198001388,1052696.5460642776
296.27563,-14.74923,19.73,18.27,15.847370723552984,C,Whitelock,89.99,1.548000000000001,0.1900920246756455,1.5491448396350531,9.220231932164104,1660473435.8119147,5.9030436672930495,799914.6805114096
296.19489,-14.82267,17.900000000000002,16.85,15.571939563993325,C,Whitelock,89.99,1.548000000000001,0.20800334513391538,1.6143709913992996,9.173895346138561,1492434727.6488812,5.982361579277465,960199.7294786971
296.17468,-14.79389,17.8,16.75,15.638500511183365,C,Whitelock,89.99,1.548000000000001,0.19740248210858224,1.5754422281171296,9.201319778785097,1589716854.6781046,5.937705777443444,866374.7318618386
296.30014,-14.87872,18.17,17.07,15.49493759068075,C,Whitelock,89.99,1.548000000000001,0.23010291147462425,1.6986461200828626,9.116723768015147,1308349485.6761317,6.047793057007652,1116331.1849189433
296.22632,-14.72554,17.84,16.71,15.317618458938284,C,Whitelock,89.99,1.548000000000001,0.2809935022847121,1.909824684429565,8.985069809589449,966206176.9237195,6.012552075947243,1029323.9453083649
296.19647,-14.70265,18.01,16.6,14.765854354448125,C,Whitelock,89.99,1.548000000000001,0.511548453409381,3.247494718276733,8.406683192240198,255083984.52472112,5.066689607292841,116597.59896042205
296.30347,-14.74166,18.5,17.18,15.505695775233182,C,Whitelock,89.99,1.548000000000001,0.2270153125080765,1.686612491518715,9.124711386541605,1332635525.498701,6.04123675164806,1099605.1157022754
296.17462,-14.78854,18.220000000000002,17.09,15.683738380005781,C,Whitelock,89.99,1.548000000000001,0.19581915669979766,1.5697090302598566,9.205415841617624,1604781250.5058126,5.930440263560355,852001.3120420735
296.19916,-14.8616,20.01,18.61,16.321691828608024,C,Whitelock,89.99,1.548000000000001,0.14719329496652467,1.4034382051975927,9.331210945921601,2143931700.766858,5.66776123062724,465330.19078764855
296.21259,-14.80142,18.18,16.9,15.366136801355719,C,Whitelock,89.99,1.548000000000001,0.26706873801090847,1.849561335353502,9.02109317476578,1049767624.6079593,6.049878425587755,1121704.4055429858
