Ra(J2000) deg,Dec(J2000) deg,J,H,Ks,Types,Ref,R,J-Ks,Log(M/Ms),M/Ms,Log(t),t,Log(dt),dt
296.18398,-14.78018,18.03,17.51,17.05,O,Whitelock,89.99,0.9800000000000004,-0.04080000000000017,0.9103323996799093,9.9929272,9838461715.80038,5.283973234305933,192297.3211864902
296.25229,-14.78475,17.29,16.54,16.009999999999998,O,Whitelock,89.99,1.2800000000000011,0.1358800000000001,1.3673509603616558,9.42596108,2666619680.3924007,5.922365535591473,836306.6219708845
296.20415,-14.63486,16.38,15.91,15.39,O,Whitelock,89.99,0.9899999999999984,0.2599599999999995,1.8195332656852097,9.103900800000002,1270283918.33611,6.286056317394838,1932218.8624001532
296.22364,-14.77473,16.240000000000002,15.58,15.06,O,Whitelock,89.99,1.1800000000000015,0.33123999999999953,2.144075133497276,8.924275200000002,839992096.892833,6.157748537114218,1437965.73387769
296.21816,-14.88035,16.1,15.53,15.02,O,Whitelock,89.99,1.0800000000000018,0.33987999999999974,2.1871572065804625,8.902502400000001,798918356.641204,6.122407955573262,1325586.1430939755
296.21322,-14.68097,16.150000000000002,15.55,15.0,O,Whitelock,89.99,1.1500000000000021,0.34419999999999984,2.209021790943868,8.891616,779140895.1957122,6.103255496016939,1268397.8465329264
296.25088,-14.76786,15.3,14.68,14.12,O,Whitelock,89.99,1.1800000000000015,0.64771,4.443344641900615,8.11463839,130208216.41468427,4.908607755623048,81022.89479065566
296.18801,-14.87231,15.680000000000001,15.19,14.61,O,Whitelock,89.99,1.070000000000002,0.4958400000000003,3.1321315918075623,8.497899199999999,314701780.46792877,5.204720229903998,160221.29214945005
296.26702,-14.76311,15.260000000000002,14.67,14.11,O,Whitelock,89.99,1.1500000000000021,0.6505800000000002,4.4728053632024745,8.108637219999999,128421346.73970379,4.891407115884018,77876.62392170596
296.21293,-14.73224,13.520000000000001,12.97,12.5,O,Whitelock,89.99,1.0200000000000014,1.2544499999999998,17.965942277119925,7.0771029500000004,11942711.742496822,5.035946648235075,108629.21677092256
296.20389,-14.75535,17.830000000000002,17.11,16.52,C,Whitelock,89.99,1.3100000000000023,0.0688899999999999,1.1718985043916346,9.64093199,4374535950.807229,5.633131462875125,429666.4690367116
296.23639,-14.83054,17.5,16.76,15.969999999999999,C,Whitelock,89.99,1.5300000000000011,0.13995999999999997,1.3802571323684192,9.412868360000001,2587428514.86594,5.9392109342028645,869382.5806204433
296.18011,-14.71067,17.68,16.89,16.32,C,Whitelock,89.99,1.3599999999999994,0.10348999999999986,1.2690829223945714,9.52990059,3387666035.9347897,5.782938686152471,606650.6763867562
296.28567,-14.73952,17.810000000000002,17.04,16.32,C,Whitelock,89.99,1.490000000000002,0.10348999999999986,1.2690829223945714,9.52990059,3387666035.9347897,5.782938686152471,606650.6763867562
296.21027,-14.75973,17.69,16.91,16.22,C,Whitelock,89.99,1.4700000000000024,0.11446,1.3015474331098653,9.49469786,3123905300.4825516,5.830902431735652,677489.2862902586
