Ra(J2000) deg,Dec(J2000) deg,J,H,Ks,Types,Ref,R,J-Ks,Log(M/Ms),M/Ms,Log(t),t,Log(dt),dt
296.18398,-14.78018,18.03,17.51,17.05,O,Whitelock,89.99,0.9800000000000004,0.0647999999999995,1.160913870126181,9.556316,3600111901.014354,4.819510808602739,65994.96587064775
296.25229,-14.78475,17.29,16.54,15.941599999999998,O,Whitelock,89.99,1.1,0.2529576000000002,1.7904310464211235,9.0220972928,1052197565.9298624,5.4521904133303964,283263.3671688046
296.20415,-14.63486,16.38,15.91,15.39,O,Whitelock,89.99,0.9899999999999984,0.3383199999999997,2.179314959512118,8.794008960000001,622313124.079867,5.424763414078358,265927.6000030384
296.22364,-14.77473,16.240000000000002,15.58,15.0296,O,Whitelock,89.99,1.1,0.3790971999999999,2.3938514673936684,8.6882978304,487862941.9800434,5.385893347514039,243160.67904444976
296.21816,-14.88035,16.1,15.53,15.02,O,Whitelock,89.99,1.0800000000000018,0.3799899999999999,2.3987776844862045,8.686183680000001,485493790.9221922,5.385260326798005,242806.5100918261
296.21322,-14.68097,16.150000000000002,15.55,14.981,O,Whitelock,89.99,1.1,0.3836169999999999,2.4188949063876937,8.677594944,475986838.2579925,5.382730079426671,241396.00555174815
296.25088,-14.76786,15.3,14.68,14.0896,O,Whitelock,89.99,1.1,0.6013336000000002,3.993315280541429,8.162042035199999,145225217.37285978,5.2540061351031415,179475.89804903427
296.18801,-14.87231,15.68,15.19,14.61,O,Whitelock,89.99,1.070000000000002,0.4656799999999998,2.9219985763346217,8.48326976,304277444.40250844,5.35940166540305,228771.36601598735
296.26702,-14.76311,15.260000000000002,14.67,14.091,O,Whitelock,89.99,1.1,0.6010060000000004,3.9903041513297466,8.162817792,145484857.16404372,5.255220167423971,179978.30915418649
296.21293,-14.73224,13.52,12.97,12.5,O,Whitelock,89.99,1.0200000000000014,1.5306499999999998,33.93516772196704,6.783803850000001,6078603.978662576,3.0530895504112365,1130.028899720003
296.20389,-14.75535,17.830000000000002,17.11,16.440199999999997,C,Whitelock,89.99,1.1,0.1860286000000004,1.534718046691965,9.2009315808,1588296507.018982,5.34155227266929,219559.52000568665
296.23639,-14.83054,17.5,16.76,15.806599999999998,C,Whitelock,89.99,1.1,0.2666648,1.8478418550874176,8.9854716544,967100603.7169986,5.458255450207693,287246.9659926867
296.18011,-14.71067,17.68,16.89,16.2212,C,Whitelock,89.99,1.1,0.2210832,1.6637313493077124,9.1072656896,1280164234.447295,5.417112878272416,261284.0374269086
296.28567,-14.73952,17.810000000000002,17.04,16.1718,C,Whitelock,89.99,1.1,0.2267147999999998,1.6854458342082523,9.0922180544,1236568144.6347375,5.425566347446469,266419.70767745946
296.21027,-14.75973,17.69,16.91,16.0794,C,Whitelock,89.99,1.1,0.2372484,1.7268252882689188,9.0640722752,1158970215.6961758,5.438731863029816,274619.8104376913
296.18048,-14.80431,18.0,16.91,15.478599999999998,C,Whitelock,89.99,1.1,0.3230808,2.1041698817920698,8.8347281024,683483606.526699,5.438540351048633,274498.73731373734
