Ra(J2000) deg,Dec(J2000) deg,J,H,Ks,Types,Ref,R,J-Ks,Log(M/Ms),M/Ms,Log(t),t,Log(dt),dt
296.18398,-14.78018,18.03,17.51,17.05,O,Whitelock,89.99,0.9800000000000004,0.035399999999999654,1.0849257074936363,9.6644988,4618477157.610877,4.927389704704369,84603.76781514405
296.25229,-14.78475,17.29,16.54,16.009999999999998,O,Whitelock,89.99,1.2800000000000011,0.19080000000000005,1.5516722739072342,9.205393599999999,1604699066.5995612,5.859147383849816,723015.1271740068
296.20415,-14.63486,16.38,15.91,15.39,O,Whitelock,89.99,0.9899999999999984,0.3176999999999994,2.0782605795978566,8.8744384,748925124.0051254,5.732729502159624,540417.6220675672
296.22364,-14.77473,16.240000000000002,15.58,15.06,O,Whitelock,89.99,1.1800000000000015,0.43205999999999944,2.704331955568306,8.587575100000002,386878949.5588375,5.089291251305527,122826.26659319416
296.21816,-14.88035,16.1,15.53,15.02,O,Whitelock,89.99,1.0800000000000018,0.44621999999999984,2.793958814958273,8.5533787,357584511.996092,5.064202761490851,115931.84873232692
296.21322,-14.68097,16.150000000000002,15.55,15.0,O,Whitelock,89.99,1.1500000000000021,0.4532999999999996,2.8398800706985785,8.536280500000002,343779915.10404766,5.0562807086971935,113836.28353481412
296.25088,-14.76786,15.3,14.68,14.12,O,Whitelock,89.99,1.1800000000000015,0.6625199999999998,4.597481602285773,8.0507096,112385323.49203332,4.587773769381997,38705.596904182414
296.18801,-14.87231,15.680000000000001,15.19,14.61,O,Whitelock,89.99,1.070000000000002,0.56084,3.637809895670437,8.2765714,189047700.870995,5.046333447065033,111258.56318205205
296.26702,-14.76311,15.260000000000002,14.67,14.11,O,Whitelock,89.99,1.1500000000000021,0.6659599999999997,4.634042366631949,8.0437608,110601444.73712686,4.561717004198909,36451.63426834205
296.21293,-14.73224,13.520000000000001,12.97,12.5,O,Whitelock,89.99,1.0200000000000014,1.3732999999999995,23.62109357083569,6.921722200000001,8350686.888720857,3.4761833302114513,2993.528038132034
296.20389,-14.75535,17.830000000000002,17.11,16.52,C,Whitelock,89.99,1.3100000000000023,0.13546000000000002,1.366029253952324,9.34972032,2237279895.381887,5.455042846094335,285129.95536556735
296.23639,-14.83054,17.5,16.76,15.901219999999999,C,Whitelock,89.99,1.3490000000000002,0.19569510000000004,1.5692607051720178,9.192627179199999,1558214276.9432464,5.88670626162593,770382.238932054
296.18011,-14.71067,17.68,16.89,16.315820000000002,C,Whitelock,89.99,1.3490000000000002,0.1603699599999997,1.446671614008718,9.28475514432,1926438478.9379125,5.650698425109945,447402.51914868294
296.28567,-14.73952,17.810000000000002,17.04,16.26642,C,Whitelock,89.99,1.3490000000000002,0.16639675999999992,1.466887338634807,9.26903724992,1857963807.8767529,5.695914553767144,496494.6279013936
296.21027,-14.75973,17.69,16.91,16.17402,C,Whitelock,89.99,1.3490000000000002,0.18341910000000003,1.5255241950120872,9.2246429872,1677424520.4194586,5.813922176768463,651511.6362245624
296.18048,-14.80431,18.0,16.91,15.57322,C,Whitelock,89.99,1.3490000000000002,0.2544890999999998,1.796755984306941,9.0392924272,1094693217.2706482,6.017490870752552,1041096.2226459202
296.17438,-14.83893,18.38,17.16,15.663419999999999,C,Whitelock,89.99,1.3490000000000002,0.2233700999999999,1.672515302542428,9.120450779199999,1319625743.341953,5.998216238061464,995901.1596220741
296.29065,-14.69641,17.6,16.82,16.00122,C,Whitelock,89.99,1.3490000000000002,0.19119509999999998,1.5530845521982368,9.2043631792,1600896220.0888603,5.861447154593641,726853.9494848269
296.17703,-14.71031,17.64,16.76,15.820419999999999,C,Whitelock,89.99,1.3490000000000002,0.1993311,1.5824540201713537,9.1831444912,1524559895.511412,5.9058027219842915,805012.6815900988
296.21802,-14.92573,17.470000000000002,16.56,15.664219999999998,C,Whitelock,89.99,1.3490000000000002,0.22309409999999996,1.6714527341867012,9.1211705872,1321814729.8800364,5.997519080769326,994303.7578233937
296.23352,-14.80653,17.67,16.61,15.257019999999997,C,Whitelock,89.99,1.3490000000000002,0.36357810000000024,2.309819800845946,8.754788315199999,568575726.823091,5.40611428993297,254750.05704789984
296.27563,-14.74923,19.73,18.27,15.78522,C,Whitelock,89.99,1.3490000000000002,0.20091509999999993,1.5882362347809234,9.1790134192,1510126814.6250134,5.913737090830272,819855.0778007631
296.19489,-14.82267,17.900000000000002,16.85,15.500819999999997,C,Whitelock,89.99,1.3490000000000002,0.2794671000000002,1.9031240608578146,8.9741498032,942214542.8877834,5.9491894221502655,889589.0369597275
296.17468,-14.79389,17.8,16.75,15.56642,C,Whitelock,89.99,1.3490000000000002,0.2568350999999991,1.806488078967647,9.033174059200002,1079379235.7664013,6.014134602836233,1033081.543743315
296.30014,-14.87872,18.17,17.07,15.42582,C,Whitelock,89.99,1.3490000000000002,0.3053420999999994,2.019956886207078,8.906667803200001,806617803.0641797,5.813673197734422,651138.2346374231
296.22632,-14.72554,17.84,16.71,15.24762,C,Whitelock,89.99,1.3490000000000002,0.3668210999999997,2.3271324387734253,8.7463305712,557610022.5221865,5.384267654262738,242252.1578859787
296.19647,-14.70265,18.01,16.6,14.70002,C,Whitelock,89.99,1.3490000000000002,0.5472469799999997,3.5257131869331317,8.3093985433,203891228.81934467,5.059918636987246,114793.85405056429
296.30347,-14.74166,18.5,17.18,15.43842,C,Whitelock,89.99,1.3490000000000002,0.3009950999999993,1.9998393059845978,8.9180047792,827951274.8641584,5.840081910860014,691961.4671986197
296.17462,-14.78854,18.220000000000002,17.09,15.61382,C,Whitelock,89.99,1.3490000000000002,0.24048209999999948,1.7397309913327825,9.0758226832,1190755738.652814,6.023534468633899,1055685.2864257134
296.19916,-14.8616,20.01,18.61,16.258419999999997,C,Whitelock,89.99,1.3490000000000002,0.16737276000000023,1.4701876153687892,9.266491841919999,1847106097.2989445,5.703098483502789,504775.75088966166
296.21259,-14.80142,18.18,16.9,15.297819999999998,C,Whitelock,89.99,1.3490000000000002,0.34950210000000004,2.2361560114693244,8.7914985232,618726223.597327,5.504904039061562,319818.83655849943
296.18277,-14.74815,17.830000000000002,16.62,15.154819999999999,C,Whitelock,89.99,1.3490000000000002,0.3984937200000003,2.5031894514152913,8.668637666199999,466270206.7041278,5.204671411860299,160203.2830547575
296.21729,-14.77647,18.17,16.99,15.287819999999998,C,Whitelock,89.99,1.3490000000000002,0.3529521,2.253990597195704,8.782500923199999,606039488.8120527,5.480218284652816,302146.9987001182
296.22229,-14.90997,18.75,17.42,15.757420000000002,C,Whitelock,89.99,1.3490000000000002,0.20216609999999988,1.5928177986851881,9.1757508112,1498824595.5297947,5.9198334528976755,831444.8601030657
296.22934,-14.65254,17.78,16.59,15.13242,C,Whitelock,89.99,1.3490000000000002,0.40642332000000003,2.5493139355200056,8.6494876822,446156970.14833206,5.170085741900833,147940.0434440756
296.24048,-14.84939,18.900000000000002,17.38,15.25882,C,Whitelock,89.99,1.3490000000000002,0.3629570999999996,2.3065193374094277,8.7564078832,570700013.9963773,5.410344318618507,257243.4459502356
296.29919,-14.69143,17.36,16.22,14.74002,C,Whitelock,89.99,1.3490000000000002,0.5412069799999999,3.477018328520443,8.3239851433,210855601.7494788,5.063054830623033,115625.82130918691
296.17957,-14.77527,17.82,16.56,14.965419999999998,C,Whitelock,89.99,1.3490000000000002,0.46554132000000026,2.9210656653998512,8.5067177122,321157236.4748519,5.048795570410539,111891.1069556137
296.24246,-14.91158,18.75,17.21,15.177819999999999,C,Whitelock,89.99,1.3490000000000002,0.3903517200000004,2.4566977042996085,8.6883005962,487866048.94013065,5.244719505734871,175678.8604618601
296.23649,-14.85697,18.98,17.73,15.72522,C,Whitelock,89.99,1.3490000000000002,0.20361509999999997,1.5981410243281744,9.1719718192,1485839224.9979994,5.926703735788982,844702.4149198653
296.22876,-14.79337,18.55,17.25,15.35042,C,Whitelock,89.99,1.3490000000000002,0.3313550999999997,2.144643447770637,8.8388258992,689963154.6470906,5.636407434928067,432919.78583326965
